,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
0,00-0036963,Amon-Ra St. Brown,5.849165,91.18506,1.3982784,79.375,8.0,0.875,17.5082,23.3573
3,00-0036912,DeVonta Smith,6.0200353,80.23856,0.620085,73.5,6.333333333333333,0.25,11.7444,17.7644
6,00-0037545,Rashid Shaheed,5.3815885,71.00479,0.7892808,55.44444444444444,6.0,0.2222222222222222,11.8362,17.2178
1,00-0035719,Deebo Samuel Sr.,5.673165,82.52568,0.4867174,45.875,4.0,0.375,11.1729,16.846
2,00-0039064,Zay Flowers,5.8532653,81.107574,0.42065504,68.75,6.0,0.125,10.6347,16.488
32,00-0039075,Puka Nacua,6.6379485,52.64614,0.67037046,101.57142857142856,6.333333333333333,0.4285714285714285,9.2868,15.9248
25,00-0037239,Chris Olave,4.833347,57.644222,0.8416,62.22222222222222,5.333333333333333,0.3333333333333333,10.814,15.6474
4,00-0031381,Davante Adams,4.169062,74.85586,0.637447,61.375,4.666666666666667,1.0,11.3103,15.4793
8,00-0030279,Keenan Allen,5.775114,66.892136,0.48494115,57.77777777777778,5.666666666666667,0.4444444444444444,9.5989,15.374
15,00-0036252,Michael Pittman,5.333856,61.87855,0.5761285,62.333333333333336,8.0,0.6666666666666666,9.6446,14.9785
18,00-0034348,Courtland Sutton,5.1785784,61.043583,0.55414927,62.888888888888886,3.6666666666666665,0.4444444444444444,9.4293,14.6078
7,00-0036322,Justin Jefferson,5.710734,68.11744,0.33925065,81.125,6.0,0.25,8.8472,14.558
11,00-0038543,Jaxon Smith-Njigba,6.055419,63.419956,0.29990873,118.5,8.0,0.5,8.1414,14.1969
9,00-0037238,Drake London,5.7503552,64.49374,0.3104898,83.85714285714286,7.666666666666667,0.7142857142857143,8.3123,14.0627
16,00-0031588,Stefon Diggs,5.711211,61.782776,0.32466573,56.44444444444444,4.333333333333333,0.2222222222222222,8.1263,13.8375
20,00-0035676,A.J. Brown,4.950156,60.494064,0.42003685,56.42857142857143,5.0,0.4285714285714285,8.5696,13.5198
13,00-0039919,Rome Odunze,4.3013678,62.321106,0.48643586,59.125,3.0,0.625,9.1507,13.4521
30,00-0039915,Ladd McConkey,5.535734,55.917816,0.34669125,58.22222222222222,6.333333333333333,0.3333333333333333,7.6719,13.2077
10,00-0037240,Jameson Williams,4.1383677,63.70918,0.44239458,44.375,3.333333333333333,0.375,9.0253,13.1637
12,00-0037664,Alec Pierce,3.8270364,62.43406,0.51136714,71.57142857142857,4.333333333333333,0.0,9.3116,13.1386
22,00-0037740,Garrett Wilson,5.0263634,58.74144,0.3640376,65.83333333333333,5.0,0.6666666666666666,8.0584,13.0847
17,00-0037261,Khalil Shakir,5.3648787,61.730274,0.23958035,49.875,5.333333333333333,0.375,7.6105,12.9754
21,00-0039868,Troy Franklin,4.2055373,58.83566,0.47705624,42.77777777777778,4.333333333333333,0.4444444444444444,8.7459,12.9514
28,00-0038117,Wan'Dale Robinson,4.797304,56.332462,0.41129768,60.0,6.0,0.2222222222222222,8.101,12.8983
5,00-0036554,Nico Collins,4.243275,72.0663,0.21131799,59.142857142857146,5.0,0.4285714285714285,8.4745,12.7178
19,00-0037816,Romeo Doubs,3.2997088,60.968628,0.44112283,55.125,5.333333333333333,0.5,8.7436,12.0433
40,00-0040129,Emeka Egbuka,3.9539084,46.29091,0.48803177,70.25,3.0,0.625,7.5573,11.5112
14,00-0038994,Jordan Addison,3.6589804,62.161003,0.26028764,71.4,4.666666666666667,0.4,7.7778,11.4368
27,00-0034960,Jakobi Meyers,4.290655,56.83618,0.21249424,50.285714285714285,4.0,0.0,6.9586,11.2492
34,00-0035640,DK Metcalf,3.662083,50.677814,0.36461654,58.375,3.333333333333333,0.625,7.2555,10.9176
31,00-0039916,Ricky Pearsall,3.662722,54.452305,0.27190953,81.75,5.333333333333333,0.0,7.0767,10.7394
26,00-0040124,Tetairoa McMillan,3.9607353,56.84003,0.17572407,62.0,4.666666666666667,0.2222222222222222,6.7383,10.6991
29,00-0036613,Jaylen Waddle,4.327232,56.20231,0.10562849,65.11111111111111,4.0,0.4444444444444444,6.254,10.5812
46,00-0038544,Quentin Johnston,4.2059574,42.623444,0.34993127,65.71428571428571,3.333333333333333,0.8571428571428571,6.3619,10.5679
41,00-0039901,Keon Coleman,4.1884813,45.090637,0.2979914,35.5,2.6666666666666665,0.25,6.297,10.4855
35,00-0038563,Tre Tucker,3.536455,50.279354,0.30960497,53.375,4.333333333333333,0.5,6.8856,10.422
23,00-0034775,Christian Kirk,3.0994256,57.765305,0.2561888,33.75,3.6666666666666665,0.0,7.3137,10.4131
37,00-0040667,Matthew Golden,3.639793,46.91366,0.33373037,32.75,3.0,0.0,6.6937,10.3335
44,00-0034827,DJ Moore,3.6021423,43.10999,0.32681915,49.0,3.6666666666666665,0.125,6.2719,9.8741
38,00-0035535,Darius Slayton,3.3918707,46.771904,0.29705116,36.285714285714285,3.333333333333333,0.0,6.4595,9.8514
51,00-0033908,Cooper Kupp,3.8606794,39.02916,0.33418763,41.85714285714285,3.0,0.1428571428571428,5.908,9.7687
36,00-0038997,Josh Downs,2.9651163,48.320328,0.31764293,38.25,5.0,0.375,6.7379,9.703
39,00-0036259,Jauan Jennings,3.6484122,46.445637,0.22974275,36.142857142857146,4.0,0.2857142857142857,6.023,9.6714
45,00-0033555,Mack Hollins,4.028839,42.721092,0.19995812,27.125,3.6666666666666665,0.25,5.4719,9.5007
53,00-0039893,Brian Thomas Jr.,3.9022975,37.910767,0.2719766,52.5,4.666666666666667,0.125,5.4229,9.3252
48,00-0037837,Calvin Austin III,3.2359917,41.48504,0.30580613,37.16666666666666,3.6666666666666665,0.3333333333333333,5.9833,9.2193
33,00-0039849,Marvin Harrison Jr.,3.3703122,50.797234,0.10884446,61.5,3.6666666666666665,0.375,5.7328,9.1031
52,00-0038606,Parker Washington,4.238865,37.928448,0.17125225,42.42857142857143,4.666666666666667,0.1428571428571428,4.8204,9.0592
24,00-0039342,Xavier Legette,4.2961144,57.665874,-0.17106701,25.857142857142858,4.0,0.2857142857142857,4.7402,9.0363
59,00-0040782,Isaiah Bond,3.0701141,33.68389,0.38395143,17.571428571428573,1.3333333333333333,0.0,5.6721,8.7422
49,00-0040432,Beaux Collins,2.671946,41.40293,0.30952543,8.333333333333334,0.6666666666666666,0.0,5.9974,8.6694
61,00-0038559,Michael Wilson,3.029688,33.638397,0.3567582,24.625,3.333333333333333,0.125,5.5044,8.5341
47,00-0038124,Christian Watson,3.0956986,42.183563,0.19308473,71.5,2.0,0.0,5.3769,8.4726
58,00-0033921,Chris Godwin Jr.,3.316072,34.44286,0.27067852,26.0,4.333333333333333,0.0,5.0684,8.3844
57,00-0037741,Jahan Dotson,3.1749032,34.644382,0.24971329,25.166666666666668,1.0,0.1666666666666666,4.9627,8.1376
42,00-0039379,Jamari Thrash,2.334069,44.458595,0.22039293,15.285714285714286,1.6666666666666667,0.0,5.7682,8.1023
64,00-0039880,Malik Washington,3.5170028,32.747604,0.1615151,20.33333333333333,4.0,0.1111111111111111,4.2439,7.7609
56,00-0040164,Jaylin Lane,3.0278122,34.798725,0.18927447,19.0,2.333333333333333,0.0,4.6155,7.6433
50,00-0037291,Jalen Nailor,3.2989407,40.73946,0.020639298,22.25,1.0,0.125,4.1978,7.4967
62,00-0035359,David Sills,2.5694227,33.280586,0.24388282,7.666666666666667,1.0,0.0,4.7914,7.3608
65,00-0039751,Jordan Whittington,2.2707918,32.59867,0.29942587,20.166666666666668,2.333333333333333,0.0,5.0564,7.3272
74,00-0038976,Marvin Mims Jr.,2.5946383,24.3304,0.36773297,29.25,2.6666666666666665,0.125,4.6394,7.2341
60,00-0038618,Xavier Hutchinson,2.5534956,33.63844,0.21777825,27.75,3.0,0.375,4.6705,7.224
72,00-0033891,Zay Jones,2.7898319,25.09279,0.27826828,36.6,3.0,0.0,4.1789,6.9687
75,00-0040648,Tory Horton,2.047791,22.571325,0.43431836,23.0,1.3333333333333333,0.7142857142857143,4.863,6.9108
54,00-0036407,Jerry Jeudy,2.3242881,36.765823,0.1506272,32.125,2.333333333333333,0.0,4.5803,6.9046
43,00-0036550,Rashod Bateman,2.4019234,43.465275,-0.011962651,23.0,1.6666666666666667,0.25,4.2748,6.6767
71,00-0030564,DeAndre Hopkins,1.7863818,27.280537,0.34769183,24.0,1.0,0.25,4.8142,6.6006
73,00-0036988,Josh Palmer,2.8493838,24.505379,0.20966037,39.0,2.0,0.0,3.7085,6.5579
68,00-0038608,Kayshon Boutte,2.824563,31.213356,0.09317407,47.888888888888886,1.6666666666666667,0.5555555555555556,3.6804,6.5049
55,00-0040237,Tez Johnson,2.2598352,36.332584,0.069614515,30.428571428571427,3.333333333333333,0.2857142857142857,4.0509,6.3108
67,00-0036309,Darnell Mooney,1.7084606,31.222992,0.24393311,28.83333333333333,1.6666666666666667,0.0,4.5859,6.2944
66,00-0036626,Dyami Brown,2.5048661,31.947018,0.086298235,31.285714285714285,2.333333333333333,0.1428571428571428,3.7125,6.2174
63,00-0035659,Terry McLaurin,2.3992624,32.856297,0.019579815,50.75,3.6666666666666665,0.25,3.4031,5.8024
69,00-0036182,Nick Westbrook-Ikhine,1.9077891,28.773003,0.129253,11.714285714285714,2.0,0.0,3.6528,5.5606
77,00-0032211,Tyler Lockett,1.4384964,19.50672,0.3410714,8.75,1.0,0.0,3.9971,5.4356
79,00-0031236,Brandin Cooks,1.755761,17.850252,0.30082285,18.33333333333333,2.0,0.0,3.59,5.3457
70,00-0039739,Roman Wilson,1.7524072,28.374187,0.11139341,22.8,2.333333333333333,0.2,3.5058,5.2582
76,00-0035208,Olamide Zaccheaus,2.283182,21.624386,0.11872604,30.375,5.0,0.125,2.8748,5.158
78,00-0033307,Kendrick Bourne,2.1286912,19.138048,0.17703165,57.875,2.333333333333333,0.0,2.976,5.1047
83,00-0032464,Kalif Raymond,1.7174644,11.965782,0.10469301,10.666666666666666,1.6666666666666667,0.0,1.8247,3.5422
81,00-0034521,Allen Lazard,1.5405425,14.452685,0.08377418,9.0,1.3333333333333333,0.2,1.9479,3.4885
82,00-0036427,Tyler Johnson,1.0102668,13.941166,0.16690625,31.166666666666668,2.0,0.1666666666666666,2.3956,3.4058
80,00-0039491,Jalen Coker,0.9904114,16.511621,0.07672442,15.0,1.3333333333333333,0.0,2.1115,3.1019
