,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
30,00-0031588,Stefon Diggs,4.4261475,56.276173,0.4621665,59.90909090909091,5.666666666666667,0.2727272727272727,8.4006,12.8268
14,00-0036259,Jauan Jennings,3.669698,65.57745,0.3555266,42.0,4.666666666666667,0.3333333333333333,8.6909,12.3606
45,00-0037247,George Pickens,4.1376686,51.51431,0.50693595,90.8,7.333333333333333,0.7,8.193,12.3307
16,00-0040124,Tetairoa McMillan,4.7357845,61.957527,0.2229118,68.0,5.666666666666667,0.3636363636363636,7.5332,12.269
37,00-0037545,Rashid Shaheed,2.5192246,52.885746,0.7295426,48.09090909090909,1.0,0.1818181818181818,9.6658,12.1851
32,00-0037240,Jameson Williams,3.5430043,54.12794,0.5223397,56.2,4.666666666666667,0.5,8.5468,12.0898
18,00-0034960,Jakobi Meyers,3.9206197,59.736904,0.32689676,50.77777777777778,2.6666666666666665,0.0,7.9351,11.8557
33,00-0031381,Davante Adams,3.3461337,53.64924,0.4890873,56.9,4.0,1.0,8.2994,11.6456
17,00-0039916,Ricky Pearsall,3.481605,59.74451,0.3596936,65.4,4.333333333333333,0.0,8.1326,11.6142
19,00-0034960,Jakobi Meyers,3.9206197,59.736904,0.28584763,50.77777777777778,2.6666666666666665,0.0,7.6888,11.6094
27,00-0035640,DK Metcalf,4.4224396,57.64593,0.22414759,55.1,3.333333333333333,0.5,7.1095,11.5319
20,00-0034960,Jakobi Meyers,3.3779137,59.736904,0.32689676,50.77777777777778,4.0,0.0,7.9351,11.313
26,00-0036407,Jerry Jeudy,4.5977554,59.096424,0.11040541,35.6,3.0,0.1,6.5721,11.1698
43,00-0039919,Rome Odunze,3.8589208,52.528114,0.3275398,60.0,2.6666666666666665,0.6,7.2181,11.077
21,00-0034960,Jakobi Meyers,3.3779137,59.736904,0.28584763,50.77777777777778,4.0,0.0,7.6888,11.0667
34,00-0037816,Romeo Doubs,3.9015968,53.60502,0.29100165,49.9,4.0,0.4,7.1065,11.0081
36,00-0037545,Rashid Shaheed,3.484647,52.885746,0.3484801,48.09090909090909,2.6666666666666665,0.1666666666666666,7.3795,10.8641
39,00-0037545,Rashid Shaheed,3.484647,29.228209,0.7295426,44.083333333333336,2.6666666666666665,0.1818181818181818,7.3001,10.7847
46,00-0033908,Cooper Kupp,3.618742,51.12514,0.2926194,43.333333333333336,2.0,0.1111111111111111,6.8682,10.487
31,00-0037664,Alec Pierce,3.459435,54.406395,0.23654442,73.125,4.0,0.125,6.8599,10.3193
75,00-0036165,Isaiah Hodgins,3.0048673,38.01816,0.5374214,57.0,2.333333333333333,0.0,7.0263,10.0312
38,00-0037545,Rashid Shaheed,2.5192246,52.885746,0.3484801,48.09090909090909,1.0,0.1666666666666666,7.3795,9.8987
47,00-0037837,Calvin Austin III,2.650375,51.035435,0.35715038,30.25,2.6666666666666665,0.25,7.2464,9.8968
41,00-0037545,Rashid Shaheed,2.5192246,29.228209,0.7295426,44.083333333333336,1.0,0.1818181818181818,7.3001,9.8193
50,00-0033921,Chris Godwin Jr.,3.4517686,45.477764,0.29849166,26.0,4.333333333333333,0.0,6.3387,9.7905
49,00-0039901,Keon Coleman,3.257969,47.84409,0.2894876,36.66666666666666,2.6666666666666665,0.3333333333333333,6.5213,9.7793
62,00-0038979,Cedric Tillman,3.3129222,39.588932,0.3684363,28.166666666666668,2.0,0.3333333333333333,6.1695,9.4824
48,00-0036252,Michael Pittman,4.1655188,50.948277,0.031377904,58.0,6.333333333333333,0.6,5.2831,9.4486
59,00-0040170,Elic Ayomanor,3.290485,40.511322,0.33748502,33.4,3.0,0.2,6.076,9.3665
74,00-0038606,Parker Washington,4.0782332,38.221832,0.24376321,38.888888888888886,4.333333333333333,0.2222222222222222,5.2848,9.363
91,00-0038559,Michael Wilson,3.7686176,32.524433,0.39022678,41.6,7.333333333333333,0.1,5.5938,9.3624
73,00-0035662,Marquise Brown,3.782576,38.511597,0.28434357,42.9,2.0,0.4,5.5572,9.3398
44,00-0039849,Marvin Harrison Jr.,2.644514,51.980816,0.2472743,58.333333333333336,4.0,0.4444444444444444,6.6817,9.3262
76,00-0039893,Brian Thomas Jr.,3.842218,37.546925,0.28102997,52.5,4.666666666666667,0.125,5.4409,9.2831
22,00-0034960,Jakobi Meyers,3.9206197,31.129478,0.32689676,45.7,2.6666666666666665,0.0,5.0743,8.9949
56,00-0037261,Khalil Shakir,4.0431523,42.467976,0.108735256,45.4,5.0,0.3,4.8992,8.9424
52,00-0035535,Darius Slayton,2.9777868,44.85357,0.22076708,42.875,3.6666666666666665,0.0,5.81,8.7877
23,00-0034960,Jakobi Meyers,3.9206197,31.129478,0.28584763,45.7,2.6666666666666665,0.0,4.828,8.7487
60,00-0039451,Isaiah Williams,2.206926,39.837288,0.42629784,12.333333333333334,1.6666666666666667,0.0,6.5415,8.7484
71,00-0039739,Roman Wilson,2.7777627,38.766132,0.32941908,23.714285714285715,1.3333333333333333,0.2857142857142857,5.8531,8.6309
57,00-0038124,Christian Watson,2.4342241,42.414215,0.31686804,58.5,2.6666666666666665,0.5,6.1426,8.5769
40,00-0037545,Rashid Shaheed,3.484647,29.228209,0.3484801,44.083333333333336,2.6666666666666665,0.1666666666666666,5.0137,8.4983
24,00-0034960,Jakobi Meyers,3.3779137,31.129478,0.32689676,45.7,4.0,0.0,5.0743,8.4522
82,00-0036988,Josh Palmer,3.1806984,33.841953,0.30860373,35.857142857142854,2.0,0.0,5.2358,8.4165
77,00-0033555,Mack Hollins,3.20506,36.71556,0.23873329,38.7,4.0,0.2,5.104,8.309
55,00-0039894,Xavier Worthy,2.760996,42.502037,0.21388559,35.125,3.6666666666666665,0.125,5.5335,8.2945
25,00-0034960,Jakobi Meyers,3.3779137,31.129478,0.28584763,45.7,4.0,0.0,4.828,8.2059
61,00-0037291,Jalen Nailor,3.4616337,39.818684,0.11718094,31.8,2.333333333333333,0.2,4.685,8.1466
109,00-0032464,Kalif Raymond,2.5115893,24.852373,0.52467805,16.142857142857142,2.333333333333333,0.0,5.6333,8.1449
72,00-0034775,Christian Kirk,3.2749119,38.6229,0.13758516,24.0,2.0,0.0,4.6878,7.9627
51,00-0036309,Darnell Mooney,2.4499059,44.900505,0.16604401,28.0,1.6666666666666667,0.0,5.4863,7.9362
54,00-0039342,Xavier Legette,3.102882,43.523514,0.05508199,29.33333333333333,1.6666666666666667,0.3333333333333333,4.6828,7.7857
53,00-0038563,Tre Tucker,2.959761,44.385933,0.054905795,50.2,3.0,0.5,4.768,7.7278
58,00-0040237,Tez Johnson,2.5900912,40.640186,0.1745007,29.0,3.333333333333333,0.4444444444444444,5.111,7.7011
94,00-0040705,Chimere Dike,3.300688,30.980434,0.19380546,23.11111111111111,3.333333333333333,0.1111111111111111,4.2609,7.5616
83,00-0032211,Tyler Lockett,2.8758109,32.9167,0.23097515,14.7,2.6666666666666665,0.0,4.6775,7.5533
42,00-0037545,Rashid Shaheed,2.5192246,29.228209,0.3484801,44.083333333333336,1.0,0.1666666666666666,5.0137,7.5329
106,00-0031236,Brandin Cooks,2.1687136,26.453173,0.44042265,18.33333333333333,2.0,0.0,5.2879,7.4566
93,00-0030564,DeAndre Hopkins,2.430902,31.274595,0.3082166,21.9,1.0,0.2,4.9768,7.4077
63,00-0037614,John Metchie III,2.1909604,39.19554,0.1709881,13.2,2.0,0.1666666666666666,4.9455,7.1364
81,00-0039491,Jalen Coker,2.4396577,33.848316,0.20999914,23.6,2.6666666666666665,0.0,4.6448,7.0845
78,00-0040667,Matthew Golden,2.9597447,36.45684,0.06917386,31.77777777777778,2.0,0.0,4.0607,7.0205
87,00-0032211,Tyler Lockett,2.8758109,27.201654,0.23097515,13.363636363636363,2.6666666666666665,0.0,4.106,6.9818
80,00-0038608,Kayshon Boutte,2.0372345,34.03415,0.24292429,47.888888888888886,1.6666666666666667,0.5555555555555556,4.861,6.8982
98,00-0039890,Adonai Mitchell,2.6673162,27.1128,0.24801117,18.0,0.6666666666666666,0.0,4.1993,6.8667
84,00-0032211,Tyler Lockett,2.8758109,32.9167,0.11257192,14.7,2.6666666666666665,0.0,3.9671,6.8429
64,00-0037614,John Metchie III,2.1909604,39.19554,0.11186102,13.2,2.0,0.2,4.5907,6.7817
79,00-0034827,DJ Moore,2.6339004,35.541676,0.04234599,41.0,1.6666666666666667,0.1,3.8082,6.4421
97,00-0040729,Jack Bech,2.7754822,27.112831,0.1512518,13.142857142857142,1.0,0.0,3.6188,6.3943
65,00-0037614,John Metchie III,1.3294977,39.19554,0.1709881,13.2,1.3333333333333333,0.1666666666666666,4.9455,6.275
88,00-0032211,Tyler Lockett,2.8758109,27.201654,0.11257192,13.363636363636363,2.6666666666666665,0.0,3.3956,6.2714
92,00-0039751,Jordan Whittington,2.0802076,31.839098,0.16070673,18.571428571428573,2.0,0.0,4.1482,6.2284
85,00-0032211,Tyler Lockett,1.4348118,32.9167,0.23097515,14.7,2.6666666666666665,0.0,4.6775,6.1123
95,00-0040782,Isaiah Bond,1.7020599,28.390543,0.23632322,15.375,0.6666666666666666,0.0,4.257,5.9591
114,00-0039424,Devaughn Vele,1.8491696,17.566628,0.38718465,10.8,1.3333333333333333,0.2,4.0798,5.9289
66,00-0037614,John Metchie III,1.3294977,39.19554,0.11186102,13.2,1.3333333333333333,0.2,4.5907,5.9202
102,00-0039890,Adonai Mitchell,2.6673162,16.518242,0.24801117,16.2,0.6666666666666666,0.0,3.1399,5.8072
67,00-0037614,John Metchie III,2.1909604,25.44103,0.1709881,11.0,2.0,0.1666666666666666,3.57,5.761
112,00-0038619,Andrei Iosivas,2.705635,20.850777,0.15141268,32.0,2.6666666666666665,0.125,2.9936,5.6992
108,00-0040130,Jayden Higgins,2.257257,25.480726,0.1443335,25.6,3.333333333333333,0.3,3.4141,5.6713
99,00-0039890,Adonai Mitchell,2.6673162,27.1128,0.044194773,18.0,0.6666666666666666,0.0,2.9764,5.6438
100,00-0039890,Adonai Mitchell,1.3837299,27.1128,0.24801117,18.0,0.6666666666666666,0.0,4.1993,5.5831
89,00-0032211,Tyler Lockett,1.4348118,27.201654,0.23097515,13.363636363636363,2.6666666666666665,0.0,4.106,5.5408
68,00-0037614,John Metchie III,2.1909604,25.44103,0.11186102,11.0,2.0,0.2,3.2153,5.4062
86,00-0032211,Tyler Lockett,1.4348118,32.9167,0.11257192,14.7,2.6666666666666665,0.0,3.9671,5.4019
110,00-0038997,Josh Downs,3.0144393,22.460024,-0.009398957,34.333333333333336,3.333333333333333,0.3333333333333333,2.1896,5.204
118,00-0035500,Greg Dortch,2.3358204,13.635917,0.2484261,17.375,3.6666666666666665,0.25,2.8541,5.19
107,00-0036550,Rashod Bateman,2.0717134,26.114807,0.07130641,21.55555555555556,1.6666666666666667,0.2222222222222222,3.0393,5.111
115,00-0039410,Ryan Flournoy,1.7794245,15.856862,0.27376023,28.571428571428573,1.3333333333333333,0.2857142857142857,3.2282,5.0077
69,00-0037614,John Metchie III,1.3294977,25.44103,0.1709881,11.0,1.3333333333333333,0.1666666666666666,3.57,4.8995
90,00-0032211,Tyler Lockett,1.4348118,27.201654,0.11257192,13.363636363636363,2.6666666666666665,0.0,3.3956,4.8304
113,00-0036415,Van Jefferson,2.1694071,20.360952,0.088517494,23.625,1.6666666666666667,0.125,2.5672,4.7366
103,00-0039890,Adonai Mitchell,2.6673162,16.518242,0.044194773,16.2,0.6666666666666666,0.0,1.917,4.5843
70,00-0037614,John Metchie III,1.3294977,25.44103,0.11186102,11.0,1.3333333333333333,0.2,3.2153,4.5448
104,00-0039890,Adonai Mitchell,1.3837299,16.518242,0.24801117,16.2,0.6666666666666666,0.0,3.1399,4.5236
101,00-0039890,Adonai Mitchell,1.3837299,27.1128,0.044194773,18.0,0.6666666666666666,0.0,2.9764,4.3602
96,00-0037741,Jahan Dotson,1.1272544,27.518473,0.0747696,24.25,1.0,0.125,3.2005,4.3277
117,00-0040735,Luther Burden III,1.5972089,14.682092,0.14105603,27.666666666666668,2.333333333333333,0.1111111111111111,2.3145,3.9118
111,00-0032775,Demarcus Robinson,1.1956029,20.918495,0.103474505,19.375,1.3333333333333333,0.0,2.7127,3.9083
116,00-0035359,David Sills,1.2961036,15.760985,0.09932233,6.8,0.3333333333333333,0.0,2.172,3.4681
105,00-0039890,Adonai Mitchell,1.3837299,16.518242,0.044194773,16.2,0.6666666666666666,0.0,1.917,3.3007
