,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
2,00-0036963,Amon-Ra St. Brown,6.6536636,86.357346,0.94257575,75.07692307692308,5.0,0.6923076923076923,14.2912,20.9449
0,00-0039067,Rashee Rice,7.175621,86.93034,0.50446576,74.28571428571429,6.666666666666667,0.7142857142857143,11.7198,18.8954
36,00-0036358,CeeDee Lamb,4.8385687,62.885765,1.1013032,96.11111111111111,5.666666666666667,0.3333333333333333,12.8964,17.735
3,00-0036900,Ja'Marr Chase,4.9869585,86.09624,0.6318666,84.58333333333333,5.0,0.4166666666666667,12.4008,17.3878
8,00-0038543,Jaxon Smith-Njigba,6.507778,73.73999,0.53903204,109.84615384615384,5.666666666666667,0.6923076923076923,10.6082,17.116
1,00-0036322,Justin Jefferson,4.71146,86.84503,0.4887589,62.30769230769231,2.6666666666666665,0.1538461538461538,11.6171,16.3285
4,00-0036252,Michael Pittman,5.819479,84.891556,0.29404873,53.76923076923077,5.0,0.5384615384615384,10.2534,16.0729
7,00-0038124,Christian Watson,4.2159038,74.88522,0.7037434,64.57142857142857,4.333333333333333,0.7142857142857143,11.711,15.9269
71,00-0039075,Puka Nacua,5.7549977,49.391785,0.85020804,98.83333333333331,6.666666666666667,0.5,10.0404,15.7954
5,00-0040124,Tetairoa McMillan,4.842083,80.59093,0.30977336,63.53846153846154,3.6666666666666665,0.4615384615384615,9.9177,14.7598
22,00-0037239,Chris Olave,4.81696,65.32829,0.4569457,62.38461538461539,5.333333333333333,0.3846153846153846,9.2745,14.0915
9,00-0034348,Courtland Sutton,4.73778,72.55707,0.34542614,59.46153846153846,5.0,0.3846153846153846,9.3283,14.066
6,00-0039064,Zay Flowers,4.8877783,75.84784,0.253256,68.53846153846153,5.0,0.0769230769230769,9.1043,13.9921
35,00-0037240,Jameson Williams,4.0284524,63.584713,0.58133817,61.69230769230769,4.666666666666667,0.4615384615384615,9.8465,13.875
26,00-0040129,Emeka Egbuka,5.2459826,64.42367,0.35373026,62.0,3.0,0.4615384615384615,8.5647,13.8107
13,00-0039915,Ladd McConkey,4.7165995,68.43128,0.3600967,53.46153846153846,2.6666666666666665,0.3846153846153846,9.0037,13.7203
10,00-0039919,Rome Odunze,4.1770635,70.39562,0.3934854,55.083333333333336,2.333333333333333,0.5,9.4005,13.5775
50,00-0037247,George Pickens,4.72295,58.75541,0.44772935,90.6923076923077,6.666666666666667,0.6153846153846154,8.5619,13.2849
