,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
0,00-0036900,Ja'Marr Chase,7.4629083,92.64525,0.35227478,87.73333333333333,8.666666666666666,0.4666666666666667,11.3782,18.8411
16,00-0038543,Jaxon Smith-Njigba,6.665025,82.32824,0.6456411,106.8125,5.666666666666667,0.6,12.1067,18.7717
2,00-0036900,Ja'Marr Chase,7.306407,92.64525,0.35227478,87.73333333333333,8.0,0.4666666666666667,11.3782,18.6846
20,00-0038543,Jaxon Smith-Njigba,6.665025,79.813736,0.6456411,99.6,5.666666666666667,0.6,11.8552,18.5202
18,00-0038543,Jaxon Smith-Njigba,6.2450047,82.32824,0.6456411,106.8125,8.0,0.6,12.1067,18.3517
1,00-0036900,Ja'Marr Chase,7.4629083,92.64525,0.22965632,87.73333333333333,8.666666666666666,0.5,10.6425,18.1054
22,00-0038543,Jaxon Smith-Njigba,6.2450047,79.813736,0.6456411,99.6,8.0,0.6,11.8552,18.1002
3,00-0036900,Ja'Marr Chase,7.306407,92.64525,0.22965632,87.73333333333333,8.0,0.5,10.6425,17.9489
4,00-0036900,Ja'Marr Chase,7.4629083,82.34681,0.35227478,88.25,8.666666666666666,0.4666666666666667,10.3483,17.8112
32,00-0036358,CeeDee Lamb,5.977429,77.60539,0.67244065,89.41666666666667,5.666666666666667,0.25,11.7952,17.7726
6,00-0036900,Ja'Marr Chase,7.306407,82.34681,0.35227478,88.25,8.0,0.4666666666666667,10.3483,17.6547
17,00-0038543,Jaxon Smith-Njigba,6.665025,82.32824,0.44240555,106.8125,5.666666666666667,0.625,10.8873,17.5523
21,00-0038543,Jaxon Smith-Njigba,6.665025,79.813736,0.44240555,99.6,5.666666666666667,0.625,10.6358,17.3008
33,00-0036358,CeeDee Lamb,5.977429,77.60539,0.5904144,89.41666666666667,5.666666666666667,0.2307692307692307,11.303,17.2805
8,00-0035719,Deebo Samuel Sr.,5.5179152,87.42538,0.48236346,47.13333333333333,2.333333333333333,0.3125,11.6367,17.1546
19,00-0038543,Jaxon Smith-Njigba,6.2450047,82.32824,0.44240555,106.8125,8.0,0.625,10.8873,17.1323
5,00-0036900,Ja'Marr Chase,7.4629083,82.34681,0.22965632,88.25,8.666666666666666,0.5,9.6126,17.0755
7,00-0036900,Ja'Marr Chase,7.306407,82.34681,0.22965632,88.25,8.0,0.5,9.6126,16.919
10,00-0035719,Deebo Samuel Sr.,5.260076,87.42538,0.48236346,47.13333333333333,2.6666666666666665,0.3125,11.6367,16.8968
23,00-0038543,Jaxon Smith-Njigba,6.2450047,79.813736,0.44240555,99.6,8.0,0.625,10.6358,16.8808
34,00-0036358,CeeDee Lamb,5.0418906,77.60539,0.67244065,89.41666666666667,4.0,0.25,11.7952,16.8371
9,00-0035719,Deebo Samuel Sr.,5.5179152,87.42538,0.41749898,47.13333333333333,2.333333333333333,0.3333333333333333,11.2475,16.7654
65,00-0036963,Amon-Ra St. Brown,5.4827375,70.92891,0.6967829,82.41176470588235,7.666666666666667,0.6875,11.2736,16.7563
69,00-0036963,Amon-Ra St. Brown,5.4827375,69.87328,0.6967829,78.875,7.666666666666667,0.6875,11.168,16.6508
12,00-0035719,Deebo Samuel Sr.,5.5179152,82.07162,0.48236346,45.4375,2.333333333333333,0.3125,11.1013,16.6193
11,00-0035719,Deebo Samuel Sr.,5.260076,87.42538,0.41749898,47.13333333333333,2.6666666666666665,0.3333333333333333,11.2475,16.5076
24,00-0039075,Puka Nacua,6.4875073,81.44716,0.300225,109.26666666666668,8.666666666666666,0.631578947368421,9.9461,16.4336
66,00-0036963,Amon-Ra St. Brown,5.4827375,70.92891,0.63415986,82.41176470588235,7.666666666666667,0.6470588235294118,10.8979,16.3806
14,00-0035719,Deebo Samuel Sr.,5.260076,82.07162,0.48236346,45.4375,2.6666666666666665,0.3125,11.1013,16.3614
35,00-0036358,CeeDee Lamb,5.0418906,77.60539,0.5904144,89.41666666666667,4.0,0.2307692307692307,11.303,16.3449
70,00-0036963,Amon-Ra St. Brown,5.4827375,69.87328,0.63415986,78.875,7.666666666666667,0.6470588235294118,10.7923,16.275
13,00-0035719,Deebo Samuel Sr.,5.5179152,82.07162,0.41749898,45.4375,2.333333333333333,0.3333333333333333,10.7122,16.2301
40,00-0036322,Justin Jefferson,4.88177,75.38754,0.63365173,61.64705882352941,4.0,0.125,11.3407,16.2224
67,00-0036963,Amon-Ra St. Brown,4.939961,70.92891,0.6967829,82.41176470588235,8.333333333333334,0.6875,11.2736,16.2135
71,00-0036963,Amon-Ra St. Brown,4.939961,69.87328,0.6967829,78.875,8.333333333333334,0.6875,11.168,16.108
41,00-0036322,Justin Jefferson,4.88177,75.38754,0.6120168,61.64705882352941,4.0,0.1176470588235294,11.2109,16.0926
57,00-0038606,Parker Washington,4.29819,73.42659,0.7274399,59.625,6.666666666666667,0.375,11.7073,16.0055
42,00-0036322,Justin Jefferson,4.6642957,75.38754,0.63365173,61.64705882352941,6.0,0.125,11.3407,16.005
15,00-0035719,Deebo Samuel Sr.,5.260076,82.07162,0.41749898,45.4375,2.6666666666666665,0.3333333333333333,10.7122,15.9722
43,00-0036322,Justin Jefferson,4.6642957,75.38754,0.6120168,61.64705882352941,6.0,0.1176470588235294,11.2109,15.8752
44,00-0036322,Justin Jefferson,4.88177,71.820335,0.63365173,59.1875,4.0,0.125,10.9839,15.8657
68,00-0036963,Amon-Ra St. Brown,4.939961,70.92891,0.63415986,82.41176470588235,8.333333333333334,0.6470588235294118,10.8979,15.8378
26,00-0039075,Puka Nacua,5.8770895,81.44716,0.300225,109.26666666666668,8.0,0.631578947368421,9.9461,15.8232
45,00-0036322,Justin Jefferson,4.88177,71.820335,0.6120168,59.1875,4.0,0.1176470588235294,10.8541,15.7359
72,00-0036963,Amon-Ra St. Brown,4.939961,69.87328,0.63415986,78.875,8.333333333333334,0.6470588235294118,10.7923,15.7322
46,00-0036322,Justin Jefferson,4.6642957,71.820335,0.63365173,59.1875,6.0,0.125,10.9839,15.6482
56,00-0038124,Christian Watson,3.8717208,73.942894,0.7297819,58.81818181818182,3.333333333333333,0.6363636363636364,11.773,15.6447
25,00-0039075,Puka Nacua,6.4875073,81.44716,0.1611538,109.26666666666668,8.666666666666666,0.6,9.1116,15.5991
59,00-0038606,Parker Washington,3.8840692,73.42659,0.7274399,59.625,5.666666666666667,0.375,11.7073,15.5914
47,00-0036322,Justin Jefferson,4.6642957,71.820335,0.6120168,59.1875,6.0,0.1176470588235294,10.8541,15.5184
36,00-0036358,CeeDee Lamb,5.977429,54.208546,0.67244065,82.84615384615384,5.666666666666667,0.25,9.4555,15.4329
81,00-0037238,Drake London,5.8354783,69.81544,0.41395867,76.45454545454545,3.6666666666666665,0.5833333333333334,9.4653,15.3008
28,00-0039075,Puka Nacua,6.4875073,69.83218,0.300225,107.73684210526316,8.666666666666666,0.631578947368421,8.7846,15.2721
82,00-0037238,Drake London,5.8354783,69.81544,0.40025505,76.45454545454545,3.6666666666666665,0.5454545454545454,9.3831,15.2186
105,00-0037247,George Pickens,5.821732,67.159996,0.41332397,84.05882352941177,4.666666666666667,0.5294117647058824,9.1959,15.0177
27,00-0039075,Puka Nacua,5.8770895,81.44716,0.1611538,109.26666666666668,8.0,0.6,9.1116,14.9887
37,00-0036358,CeeDee Lamb,5.977429,54.208546,0.5904144,82.84615384615384,5.666666666666667,0.2307692307692307,8.9633,14.9408
58,00-0038606,Parker Washington,4.29819,73.42659,0.5089685,59.625,6.666666666666667,0.2857142857142857,10.3965,14.6947
30,00-0039075,Puka Nacua,5.8770895,69.83218,0.300225,107.73684210526316,8.0,0.631578947368421,8.7846,14.6617
83,00-0037238,Drake London,5.196387,69.81544,0.41395867,76.45454545454545,2.6666666666666665,0.5833333333333334,9.4653,14.6617
73,00-0036410,Tee Higgins,4.964391,70.85664,0.4250934,56.4,4.333333333333333,0.7333333333333333,9.6362,14.6006
84,00-0037238,Drake London,5.196387,69.81544,0.40025505,76.45454545454545,2.6666666666666665,0.5454545454545454,9.3831,14.5795
38,00-0036358,CeeDee Lamb,5.0418906,54.208546,0.67244065,82.84615384615384,4.0,0.25,9.4555,14.4974
29,00-0039075,Puka Nacua,6.4875073,69.83218,0.1611538,107.73684210526316,8.666666666666666,0.6,7.9501,14.4376
75,00-0036410,Tee Higgins,4.781117,70.85664,0.4250934,56.4,4.333333333333333,0.7333333333333333,9.6362,14.4173
106,00-0037247,George Pickens,5.821732,67.159996,0.3110952,84.05882352941177,4.666666666666667,0.5625,8.5826,14.4043
107,00-0037247,George Pickens,5.1148806,67.159996,0.41332397,84.05882352941177,4.0,0.5294117647058824,9.1959,14.3108
60,00-0038606,Parker Washington,3.8840692,73.42659,0.5089685,59.625,5.666666666666667,0.2857142857142857,10.3965,14.2805
109,00-0037247,George Pickens,5.821732,58.525394,0.41332397,88.75,4.666666666666667,0.5294117647058824,8.3325,14.1542
141,00-0031381,Davante Adams,5.0927134,60.3663,0.5007566,57.294117647058826,3.6666666666666665,0.8823529411764706,9.0412,14.1339
89,00-0040124,Tetairoa McMillan,4.675143,67.7167,0.43203786,58.0625,3.0,0.4375,9.3639,14.039
39,00-0036358,CeeDee Lamb,5.0418906,54.208546,0.5904144,82.84615384615384,4.0,0.2307692307692307,8.9633,14.0052
133,00-0038559,Michael Wilson,4.479654,60.90983,0.56082803,53.94736842105263,4.0,0.3157894736842105,9.456,13.9356
61,00-0038606,Parker Washington,4.29819,51.961693,0.7274399,54.285714285714285,6.666666666666667,0.375,9.5608,13.859
77,00-0036410,Tee Higgins,4.964391,63.237926,0.4250934,55.642857142857146,4.333333333333333,0.7333333333333333,8.8744,13.8387
31,00-0039075,Puka Nacua,5.8770895,69.83218,0.1611538,107.73684210526316,8.0,0.6,7.9501,13.8272
113,00-0037261,Khalil Shakir,4.2075047,65.67705,0.50590557,46.833333333333336,8.333333333333334,0.2222222222222222,9.6031,13.8106
74,00-0036410,Tee Higgins,4.964391,70.85664,0.29262665,56.4,4.333333333333333,0.7142857142857143,8.8414,13.8058
108,00-0037247,George Pickens,5.1148806,67.159996,0.3110952,84.05882352941177,4.0,0.5625,8.5826,13.6975
91,00-0040124,Tetairoa McMillan,4.320338,67.7167,0.43203786,58.0625,3.333333333333333,0.4375,9.3639,13.6842
79,00-0036410,Tee Higgins,4.781117,63.237926,0.4250934,55.642857142857146,4.333333333333333,0.7333333333333333,8.8744,13.6555
76,00-0036410,Tee Higgins,4.781117,70.85664,0.29262665,56.4,4.333333333333333,0.7142857142857143,8.8414,13.6225
85,00-0037238,Drake London,5.8354783,52.77592,0.41395867,76.58333333333333,3.6666666666666665,0.5833333333333334,7.7613,13.5968
97,00-0037240,Jameson Williams,4.650583,67.5675,0.3568529,65.23529411764706,4.333333333333333,0.4375,8.8979,13.5485
110,00-0037247,George Pickens,5.821732,58.525394,0.3110952,88.75,4.666666666666667,0.5625,7.7191,13.5408
86,00-0037238,Drake London,5.8354783,52.77592,0.40025505,76.58333333333333,3.6666666666666665,0.5454545454545454,7.6791,13.5146
111,00-0037247,George Pickens,5.1148806,58.525394,0.41332397,88.75,4.0,0.5294117647058824,8.3325,13.4474
63,00-0038606,Parker Washington,3.8840692,51.961693,0.7274399,54.285714285714285,5.666666666666667,0.375,9.5608,13.4449
131,00-0036554,Nico Collins,4.899003,62.793194,0.35403097,71.125,3.333333333333333,0.375,8.4035,13.3025
90,00-0040124,Tetairoa McMillan,4.675143,67.7167,0.308373,58.0625,3.0,0.3888888888888889,8.6219,13.2971
135,00-0038559,Michael Wilson,3.8337002,60.90983,0.56082803,53.94736842105263,4.0,0.3157894736842105,9.456,13.2897
93,00-0040124,Tetairoa McMillan,4.675143,59.10993,0.43203786,60.77777777777778,3.0,0.4375,8.5032,13.1784
