,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
5,00-0039067,Rashee Rice,7.0037513,81.71871,0.53489226,78.8,6.0,0.6,11.3812,18.385
0,00-0036963,Amon-Ra St. Brown,5.394009,93.22556,0.45959863,80.36363636363636,5.333333333333333,0.8181818181818182,12.0801,17.4742
4,00-0036900,Ja'Marr Chase,5.5010004,81.873436,0.5581762,86.1,7.0,0.5,11.5364,17.0374
3,00-0038543,Jaxon Smith-Njigba,6.7571483,82.64822,0.24983907,119.36363636363636,7.333333333333333,0.6363636363636364,9.7639,16.521
6,00-0036358,CeeDee Lamb,6.5056043,79.363716,0.30416888,90.28571428571428,5.333333333333333,0.2857142857142857,9.7614,16.267
1,00-0036407,Jerry Jeudy,5.1642103,87.53778,0.34158182,35.90909090909091,3.333333333333333,0.0909090909090909,10.8033,15.9675
2,00-0039064,Zay Flowers,5.13125,82.97367,0.40048018,69.18181818181819,4.0,0.0909090909090909,10.7002,15.8315
9,00-0037239,Chris Olave,6.1289864,68.76914,0.36219326,66.72727272727273,5.666666666666667,0.3636363636363636,9.0501,15.1791
20,00-0039868,Troy Franklin,5.391535,61.190517,0.55465853,46.27272727272727,4.333333333333333,0.4545454545454545,9.447,14.8385
15,00-0039915,Ladd McConkey,5.2668533,63.60844,0.49215105,58.54545454545455,3.6666666666666665,0.3636363636363636,9.3138,14.5806
12,00-0036259,Jauan Jennings,4.894833,66.51683,0.4911104,41.9,5.0,0.4,9.5983,14.4932
22,00-0040129,Emeka Egbuka,4.281782,60.66819,0.66091156,68.0909090909091,4.666666666666667,0.5454545454545454,10.0323,14.3141
16,00-0036322,Justin Jefferson,4.9663587,63.591896,0.48019505,72.27272727272727,4.333333333333333,0.1818181818181818,9.2404,14.2067
8,00-0036613,Jaylen Waddle,4.2275014,70.68189,0.47844422,65.63636363636364,4.666666666666667,0.4545454545454545,9.9389,14.1664
72,00-0039075,Puka Nacua,5.4510155,44.801514,0.64872235,94.7,6.333333333333333,0.4,8.3725,13.8235
26,00-0030279,Keenan Allen,5.1683817,58.72857,0.42465532,53.81818181818182,2.6666666666666665,0.3636363636363636,8.4208,13.5892
10,00-0037238,Drake London,5.242982,68.30951,0.17892766,90.0,7.333333333333333,0.6666666666666666,7.9045,13.1475
31,00-0035676,A.J. Brown,4.4997673,54.679653,0.49722663,56.7,5.666666666666667,0.4,8.4513,12.9511
14,00-0035719,Deebo Samuel Sr.,4.429614,65.59438,0.30483267,47.0,5.333333333333333,0.5,8.3884,12.818
52,00-0037247,George Pickens,5.4725356,51.252586,0.35476446,95.8181818181818,8.0,0.7272727272727273,7.2538,12.7264
25,00-0031588,Stefon Diggs,4.5611715,59.45628,0.33467922,56.583333333333336,5.333333333333333,0.25,7.9537,12.5149
13,00-0038979,Cedric Tillman,3.252555,65.87291,0.44113895,24.857142857142858,2.0,0.2857142857142857,9.2341,12.4867
24,00-0037261,Khalil Shakir,3.7877367,59.942013,0.45066872,48.27272727272727,5.333333333333333,0.2727272727272727,8.6982,12.486
17,00-0038124,Christian Watson,3.7877178,62.98408,0.3986144,56.6,3.6666666666666665,0.4,8.6901,12.4778
7,00-0036410,Tee Higgins,3.2065663,72.46874,0.31477115,52.27272727272727,5.0,0.6363636363636364,9.1355,12.3421
23,00-0033908,Cooper Kupp,4.575892,60.33105,0.27079645,41.4,2.333333333333333,0.1,7.6579,12.2338
28,00-0039919,Rome Odunze,3.7449033,58.01501,0.4478079,59.36363636363637,3.6666666666666665,0.5454545454545454,8.4883,12.2333
27,00-0031381,Davante Adams,3.3881445,58.72345,0.49391943,57.36363636363637,4.0,1.0909090909090908,8.8359,12.224
18,00-0038117,Wan'Dale Robinson,4.819207,62.065205,0.17951092,66.16666666666667,6.333333333333333,0.25,7.2836,12.1028
30,00-0034348,Courtland Sutton,4.498183,55.7617,0.30754665,59.0,2.6666666666666665,0.3636363636363636,7.4214,11.9196
11,00-0036554,Nico Collins,4.333931,66.88371,0.14822423,69.7,6.333333333333333,0.4,7.5777,11.9116
49,00-0038544,Quentin Johnston,3.651076,52.43635,0.4967227,55.77777777777778,3.0,0.6666666666666666,8.224,11.875
41,00-0034960,Jakobi Meyers,4.3557973,53.617565,0.27184972,50.7,4.0,0.1,6.9929,11.3487
53,00-0040124,Tetairoa McMillan,4.414943,50.981697,0.30381343,65.25,5.0,0.4166666666666667,6.9211,11.336
19,00-0035640,DK Metcalf,4.099721,61.98992,0.1268642,52.09090909090909,4.333333333333333,0.4545454545454545,6.9602,11.0599
42,00-0034960,Jakobi Meyers,4.3557973,53.617565,0.20853621,50.7,4.0,0.0909090909090909,6.613,10.9688
50,00-0040237,Tez Johnson,3.7687316,52.117485,0.3137626,28.2,2.6666666666666665,0.5,7.0943,10.8631
64,00-0039894,Xavier Worthy,4.0792546,49.126263,0.30521888,37.77777777777778,3.333333333333333,0.1111111111111111,6.7439,10.8232
63,00-0036988,Josh Palmer,3.3845053,49.5478,0.38817215,34.0,2.0,0.0,7.2838,10.6683
65,00-0036912,DeVonta Smith,4.3036547,48.2034,0.24223417,68.54545454545455,3.6666666666666665,0.2727272727272727,6.2737,10.5774
32,00-0037664,Alec Pierce,3.6758952,54.425594,0.20439066,67.88888888888889,3.6666666666666665,0.1111111111111111,6.6689,10.3448
33,00-0039890,Adonai Mitchell,2.7350678,54.206802,0.34184605,18.545454545454547,1.0,0.0,7.4718,10.2068
35,00-0039890,Adonai Mitchell,2.692965,54.206802,0.34184605,18.545454545454547,1.3333333333333333,0.0,7.4718,10.1647
29,00-0037816,Romeo Doubs,4.47593,56.137775,-0.0050236043,47.45454545454545,2.333333333333333,0.3636363636363636,5.5836,10.0596
74,00-0037545,Rashid Shaheed,3.2958014,44.455444,0.3623276,44.083333333333336,0.6666666666666666,0.1666666666666666,6.6195,9.9153
76,00-0037545,Rashid Shaheed,3.2630463,44.455444,0.3623276,44.083333333333336,1.0,0.1666666666666666,6.6195,9.8826
51,00-0033921,Chris Godwin Jr.,2.9015143,51.88205,0.27285683,20.33333333333333,2.6666666666666665,0.0,6.8253,9.7269
21,00-0040782,Isaiah Bond,2.1284418,60.95028,0.24035914,20.11111111111111,0.6666666666666666,0.0,7.5372,9.6656
84,00-0036252,Michael Pittman,4.3263316,43.118713,0.17114662,55.18181818181818,5.333333333333333,0.6363636363636364,5.3388,9.6651
43,00-0034960,Jakobi Meyers,2.5363016,53.617565,0.27184972,50.7,3.0,0.1,6.9929,9.5292
73,00-0038608,Kayshon Boutte,2.950657,44.797703,0.34110847,44.6,1.6666666666666667,0.5,6.5264,9.4771
55,00-0037614,John Metchie III,2.540738,49.72252,0.30625486,18.714285714285715,3.333333333333333,0.3333333333333333,6.8098,9.3505
68,00-0034521,Allen Lazard,2.9511027,45.844112,0.300614,9.0,1.3333333333333333,0.1666666666666666,6.3881,9.3392
103,00-0040170,Elic Ayomanor,2.634162,36.190933,0.5026628,33.4,3.0,0.2,6.6351,9.2692
90,00-0040130,Jayden Higgins,3.4704616,40.291153,0.28794515,26.727272727272727,4.333333333333333,0.3636363636363636,5.7568,9.2272
94,00-0032211,Tyler Lockett,3.1663709,36.938854,0.38277632,19.0,4.0,0.0,5.9905,9.1569
44,00-0034960,Jakobi Meyers,2.5363016,53.617565,0.20853621,50.7,3.0,0.0909090909090909,6.613,9.1493
45,00-0034960,Jakobi Meyers,4.3557973,30.544771,0.27184972,46.09090909090909,4.0,0.1,4.6856,9.0414
54,00-0040134,Pat Bryant,3.4124374,50.666023,0.09145183,28.875,2.6666666666666665,0.125,5.6153,9.0278
71,00-0037240,Jameson Williams,3.9220867,44.845737,0.09867985,51.09090909090909,3.333333333333333,0.4545454545454545,5.0767,8.9987
78,00-0037545,Rashid Shaheed,3.2958014,35.093666,0.3623276,40.69230769230769,0.6666666666666666,0.1666666666666666,5.6833,8.9791
80,00-0037545,Rashid Shaheed,3.2630463,35.093666,0.3623276,40.69230769230769,1.0,0.1666666666666666,5.6833,8.9464
