,player_id,display_name,predicted_receptions,predicted_receiving_yards,predicted_receiving_tds,receiving_yards_season_avg,receptions_season_avg,receiving_tds_season_avg,projected_std_points,projected_ppr_points
57,00-0040130,Jayden Higgins,3.9545114,49.787518,0.15804863,29.916666666666668,4.333333333333333,0.3333333333333333,5.927,9.8816
59,00-0038606,Parker Washington,3.5680652,49.101765,0.22895828,40.63636363636363,2.6666666666666665,0.2727272727272727,6.2839,9.852
37,00-0037545,Rashid Shaheed,2.0565097,55.112873,0.3638185,41.23076923076923,0.3333333333333333,0.1538461538461538,7.6942,9.7507
61,00-0034348,Courtland Sutton,3.404954,45.942383,0.25365168,59.25,4.0,0.4166666666666667,6.1161,9.5211
47,00-0039894,Xavier Worthy,3.2305794,53.055088,0.16329364,40.1,3.6666666666666665,0.1,6.2853,9.5159
32,00-0039849,Marvin Harrison Jr.,4.3295074,56.187466,-0.0771901,59.4,5.333333333333333,0.4,5.1556,9.4851
55,00-0039890,Adonai Mitchell,3.0832965,41.603218,0.35798332,25.5,3.333333333333333,0.0833333333333333,6.3082,9.3915
60,00-0037816,Romeo Doubs,3.7353156,47.743805,0.14667343,45.16666666666666,3.333333333333333,0.4166666666666667,5.6544,9.3897
13,00-0035659,Terry McLaurin,3.3347068,65.62268,-0.08515918,59.8,4.333333333333333,0.4,6.0513,9.386
38,00-0037545,Rashid Shaheed,2.0565097,55.112873,0.2523124,41.23076923076923,0.3333333333333333,0.1428571428571428,7.0252,9.0817
76,00-0036309,Darnell Mooney,3.4693778,35.907204,0.3345036,32.3,2.6666666666666665,0.1,5.5977,9.0671
43,00-0038994,Jordan Addison,3.8773699,54.866615,-0.053642116,49.77777777777778,2.333333333333333,0.3333333333333333,5.1648,9.0422
65,00-0038563,Tre Tucker,2.4547899,43.86223,0.3070659,45.833333333333336,3.333333333333333,0.4166666666666667,6.2286,8.6834
75,00-0040170,Elic Ayomanor,2.5884354,37.592316,0.3687469,30.818181818181817,2.0,0.1818181818181818,5.9717,8.5601
62,00-0038544,Quentin Johnston,2.9539962,44.952396,0.1593631,52.5,2.6666666666666665,0.7,5.4514,8.4054
77,00-0037614,John Metchie III,3.1402473,35.7317,0.26611465,18.75,4.333333333333333,0.25,5.1699,8.3101
33,00-0036410,Tee Higgins,2.5989158,55.966797,0.010715598,52.27272727272727,5.0,0.6363636363636364,5.661,8.2599
79,00-0037614,John Metchie III,3.015906,35.7317,0.26611465,18.75,3.333333333333333,0.25,5.1699,8.1858
69,00-0036988,Josh Palmer,2.929441,41.088753,0.1863103,34.0,2.0,0.0,5.2267,8.1562
70,00-0036252,Michael Pittman,3.178927,40.767544,0.14458458,51.66666666666666,2.6666666666666665,0.5833333333333334,4.9443,8.1232
64,00-0040581,Dont'e Thornton Jr.,2.5176113,44.389935,0.18750113,13.666666666666666,1.0,0.0,5.564,8.0816
66,00-0037664,Alec Pierce,3.710355,43.40982,-0.0009277231,68.9,3.0,0.2,4.3354,8.0458
71,00-0039424,Devaughn Vele,3.4903283,40.157078,0.08296948,26.285714285714285,4.0,0.2857142857142857,4.5135,8.0039
86,00-0040667,Matthew Golden,2.914976,35.445095,0.2315726,31.77777777777778,2.0,0.0,4.9339,7.8489
81,00-0037614,John Metchie III,3.1402473,30.876049,0.26611465,21.428571428571427,4.333333333333333,0.25,4.6843,7.8245
92,00-0038359,Xavier Smith,2.0507162,32.002254,0.41927356,27.83333333333333,1.6666666666666667,0.0,5.7159,7.7666
87,00-0036415,Van Jefferson,2.692911,35.059204,0.2588956,22.0,2.333333333333333,0.1,5.0593,7.7522
88,00-0038997,Josh Downs,3.4680812,34.503136,0.13709578,33.0,1.6666666666666667,0.2727272727272727,4.2729,7.741
83,00-0037614,John Metchie III,3.015906,30.876049,0.26611465,21.428571428571427,3.333333333333333,0.25,4.6843,7.7002
39,00-0037545,Rashid Shaheed,2.8575237,26.2834,0.3638185,38.285714285714285,1.0,0.1538461538461538,4.8113,7.6688
74,00-0034827,DJ Moore,2.7560709,38.288914,0.15235507,40.91666666666666,2.6666666666666665,0.25,4.743,7.4991
98,00-0032464,Kalif Raymond,2.5475898,28.878614,0.33980054,18.75,2.0,0.0,4.9267,7.4743
78,00-0037614,John Metchie III,3.1402473,35.7317,0.10251844,18.75,4.333333333333333,0.2857142857142857,4.1883,7.3285
80,00-0037614,John Metchie III,3.015906,35.7317,0.10251844,18.75,3.333333333333333,0.2857142857142857,4.1883,7.2042
85,00-0039623,Mason Tipton,2.7571974,35.536507,0.14371096,10.5,2.0,0.0,4.4159,7.1731
40,00-0037545,Rashid Shaheed,2.8575237,26.2834,0.2523124,38.285714285714285,1.0,0.1428571428571428,4.1422,6.9997
89,00-0037837,Calvin Austin III,3.3578002,33.40382,0.043838944,27.8,1.6666666666666667,0.2,3.6034,6.9612
97,00-0030564,DeAndre Hopkins,2.4651175,29.128897,0.25868523,21.416666666666668,1.6666666666666667,0.1666666666666666,4.465,6.9301
91,00-0038559,Michael Wilson,2.7653987,32.096348,0.15785608,45.86666666666667,4.333333333333333,0.0666666666666666,4.1568,6.9222
41,00-0037545,Rashid Shaheed,2.0565097,26.2834,0.3638185,38.285714285714285,0.3333333333333333,0.1538461538461538,4.8113,6.8678
82,00-0037614,John Metchie III,3.1402473,30.876049,0.10251844,21.428571428571427,4.333333333333333,0.2857142857142857,3.7027,6.843
68,00-0038618,Xavier Hutchinson,2.76992,42.470894,-0.03776095,30.3,2.6666666666666665,0.3,4.0205,6.7904
90,00-0037291,Jalen Nailor,2.6461084,32.49579,0.14406987,26.5,0.3333333333333333,0.1666666666666666,4.114,6.7601
84,00-0037614,John Metchie III,3.015906,30.876049,0.10251844,21.428571428571427,3.333333333333333,0.2857142857142857,3.7027,6.7186
96,00-0040237,Tez Johnson,2.1059113,29.658468,0.2640845,26.09090909090909,1.6666666666666667,0.4545454545454545,4.5504,6.6563
94,00-0034521,Allen Lazard,2.5103421,30.990671,0.1633063,9.142857142857142,1.0,0.1428571428571428,4.0789,6.5892
99,00-0032211,Tyler Lockett,1.7652625,27.852234,0.30808967,18.33333333333333,2.6666666666666665,0.0,4.6338,6.399
107,00-0035500,Greg Dortch,2.2786598,27.167032,0.23264895,20.6,4.666666666666667,0.3,4.1126,6.3913
103,00-0032211,Tyler Lockett,1.7652625,27.71532,0.30808967,16.923076923076923,2.6666666666666665,0.0,4.6201,6.3853
101,00-0032211,Tyler Lockett,1.7454937,27.852234,0.30808967,18.33333333333333,1.6666666666666667,0.0,4.6338,6.3793
105,00-0032211,Tyler Lockett,1.7454937,27.71532,0.30808967,16.923076923076923,1.6666666666666667,0.0,4.6201,6.3656
112,00-0038619,Andrei Iosivas,2.2435343,24.929314,0.25967255,34.6,2.6666666666666665,0.2,4.051,6.2945
93,00-0035662,Marquise Brown,2.3251672,31.207516,0.12630661,38.25,2.333333333333333,0.4166666666666667,3.8786,6.2038
42,00-0037545,Rashid Shaheed,2.0565097,26.2834,0.2523124,38.285714285714285,0.3333333333333333,0.1428571428571428,4.1422,6.1987
72,00-0038979,Cedric Tillman,2.2880998,39.70124,-0.029702364,21.75,1.3333333333333333,0.25,3.7919,6.08
100,00-0032211,Tyler Lockett,1.7652625,27.852234,0.2464033,18.33333333333333,2.6666666666666665,0.0,4.2636,6.0289
104,00-0032211,Tyler Lockett,1.7652625,27.71532,0.2464033,16.923076923076923,2.6666666666666665,0.0,4.25,6.0152
102,00-0032211,Tyler Lockett,1.7454937,27.852234,0.2464033,18.33333333333333,1.6666666666666667,0.0,4.2636,6.0091
106,00-0032211,Tyler Lockett,1.7454937,27.71532,0.2464033,16.923076923076923,1.6666666666666667,0.0,4.25,5.9954
116,00-0039410,Ryan Flournoy,1.951375,21.512194,0.24946953,26.0,1.3333333333333333,0.2222222222222222,3.648,5.5994
114,00-0040735,Luther Burden III,2.8497071,23.577671,0.027299328,29.818181818181817,3.333333333333333,0.0909090909090909,2.5216,5.3713
113,00-0039880,Malik Washington,2.8409324,23.807001,0.008258309,22.0,3.0,0.1666666666666666,2.4302,5.2712
95,00-0039739,Roman Wilson,1.327831,30.800936,0.08406814,18.444444444444443,0.3333333333333333,0.2222222222222222,3.5845,4.9123
115,00-0036196,Gabe Davis,2.553518,23.096807,0.004240005,22.33333333333333,1.6666666666666667,0.0,2.3351,4.8886
110,00-0036550,Rashod Bateman,1.4322778,24.94509,0.14760116,19.4,1.0,0.2,3.3801,4.8124
109,00-0040782,Isaiah Bond,1.4298377,25.869736,0.12686267,19.9,1.0,0.0,3.3481,4.778
111,00-0037741,Jahan Dotson,1.9559708,24.943542,0.051420048,20.6,1.0,0.1,2.8029,4.7588
117,00-0037742,Treylon Burks,1.8458061,11.427926,0.22831398,25.666666666666668,1.6666666666666667,0.3333333333333333,2.5127,4.3585
108,00-0036182,Nick Westbrook-Ikhine,0.92978156,26.403086,0.053631514,11.125,1.3333333333333333,0.0,2.9621,3.8919
118,00-0035359,David Sills,1.4841363,2.5166538,0.036391452,9.285714285714286,1.6666666666666667,0.2857142857142857,0.47,1.9542
