defteam,posteam,week,rushing_yards_allowed,passing_yards_allowed,touchdowns_allowed,turnovers_created,turnovers_recovered
CAR,MIN,14,100.0,280.0,2.0,3.0,3.0
CAR,NE,4,80.0,307.0,3.0,,
CAR,NO,3,149.0,220.0,4.0,,
CAR,NO,13,152.0,269.0,4.0,2.0,2.0
CAR,NO,18,42.0,376.0,4.0,2.0,1.0
CAR,NYJ,12,109.0,307.0,4.0,1.0,1.0
CAR,PHI,6,103.0,222.0,3.0,2.0,1.0
CAR,SF,1,51.0,193.0,,2.0,2.0
CAR,TB,8,85.0,210.0,,3.0,3.0
CAR,TB,16,66.0,367.0,1.0,3.0,3.0
CHI,ATL,1,66.0,321.0,2.0,,
CHI,BAL,6,125.0,180.0,1.0,3.0,3.0
CHI,CAR,7,108.0,211.0,2.0,3.0,3.0
CHI,CIN,14,70.0,188.0,1.0,2.0,2.0
CHI,CLE,16,76.0,182.0,,3.0,3.0
CHI,DET,11,66.0,299.0,2.0,1.0,1.0
CHI,DET,15,92.0,237.0,2.0,1.0,1.0
CHI,GB,4,92.0,179.0,5.0,,
CHI,GB,10,161.0,212.0,2.0,,
CHI,MIN,5,159.0,176.0,2.0,1.0,
CHI,MIN,17,149.0,189.0,3.0,,
CHI,NO,8,104.0,299.0,2.0,2.0,2.0
CHI,PHI,12,179.0,248.0,4.0,3.0,2.0
CHI,PIT,3,70.0,235.0,2.0,2.0,1.0
CHI,SF,13,111.0,293.0,,2.0,1.0
CHI,TB,2,119.0,204.0,2.0,2.0,2.0
CIN,BAL,1,157.0,121.0,2.0,1.0,1.0
CIN,BAL,17,118.0,203.0,4.0,2.0,1.0
CIN,BUF,5,82.0,166.0,1.0,3.0,1.0
CIN,CHI,14,232.0,271.0,4.0,,
CIN,CLE,4,45.0,183.0,1.0,2.0,1.0
CIN,CLE,12,169.0,268.0,1.0,1.0,
CIN,DEN,11,112.0,254.0,2.0,2.0,2.0
CIN,DET,16,87.0,203.0,2.0,1.0,1.0
CIN,GB,3,64.0,313.0,4.0,2.0,2.0
CIN,HOU,2,168.0,125.0,1.0,,
CIN,IND,8,115.0,233.0,3.0,3.0,2.0
CIN,JAX,9,150.0,259.0,1.0,1.0,1.0
CIN,MIN,15,127.0,236.0,3.0,2.0,1.0
CIN,PIT,7,155.0,268.0,2.0,,
CIN,PIT,13,92.0,290.0,2.0,1.0,1.0
CIN,TEN,10,180.0,264.0,3.0,2.0,2.0
CLE,BAL,2,137.0,217.0,3.0,2.0,2.0
CLE,BAL,15,99.0,288.0,2.0,,
CLE,CHI,16,97.0,193.0,3.0,2.0,
CLE,CIN,4,86.0,286.0,4.0,3.0,1.0
CLE,CIN,12,154.0,214.0,3.0,,
CLE,DET,10,106.0,249.0,4.0,1.0,1.0
CLE,GB,14,86.0,265.0,4.0,1.0,
CLE,HOU,6,124.0,225.0,4.0,1.0,1.0
CLE,IND,3,93.0,259.0,4.0,1.0,1.0
CLE,JAX,11,140.0,154.0,1.0,6.0,2.0
CLE,LAC,13,96.0,344.0,1.0,2.0,
CLE,MIN,8,88.0,288.0,3.0,3.0,2.0
CLE,NYJ,5,37.0,194.0,2.0,3.0,1.0
CLE,PIT,1,43.0,263.0,2.0,3.0,1.0
CLE,PIT,17,130.0,239.0,3.0,5.0,2.0
CLE,TEN,7,80.0,203.0,,1.0,1.0
DAL,ARI,3,49.0,325.0,2.0,,
DAL,ATL,10,132.0,215.0,3.0,1.0,1.0
DAL,DEN,2,179.0,231.0,5.0,3.0,2.0
DAL,GB,5,160.0,221.0,4.0,,
DAL,KC,9,68.0,263.0,2.0,1.0,1.0
DAL,LA,4,169.0,255.0,2.0,2.0,1.0
DAL,LAC,12,86.0,434.0,3.0,1.0,
DAL,LV,15,122.0,171.0,2.0,4.0,1.0
DAL,NYG,1,36.0,220.0,,2.0,1.0
DAL,NYG,14,102.0,228.0,1.0,3.0,2.0
DAL,PHI,11,218.0,168.0,4.0,,
DAL,PHI,17,70.0,173.0,,3.0,2.0
DAL,SEA,16,80.0,93.0,2.0,1.0,
DAL,SF,7,103.0,235.0,1.0,3.0,2.0
DAL,WAS,8,49.0,263.0,3.0,4.0,3.0
DAL,WAS,13,56.0,251.0,2.0,4.0,3.0
DEN,BUF,3,79.0,213.0,2.0,,
DEN,CIN,11,51.0,154.0,3.0,1.0,
DEN,DAL,2,40.0,238.0,3.0,2.0,2.0
DEN,IND,15,71.0,158.0,1.0,2.0,
DEN,KC,8,80.0,202.0,1.0,3.0,3.0
DEN,KC,17,111.0,284.0,3.0,3.0,2.0
DEN,LAC,1,64.0,192.0,3.0,1.0,1.0
DEN,LAC,7,80.0,183.0,2.0,,
DEN,LV,4,24.0,249.0,1.0,3.0,1.0
DEN,LV,12,107.0,253.0,3.0,1.0,1.0
DEN,MIA,13,145.0,235.0,4.0,4.0,3.0
DEN,NE,10,99.0,303.0,4.0,1.0,1.0
DEN,NYG,6,148.0,128.0,1.0,2.0,
DEN,NYJ,14,60.0,60.0,,2.0,2.0
DEN,PHI,9,198.0,234.0,8.0,1.0,1.0
DEN,WAS,16,89.0,299.0,3.0,4.0,2.0
DET,ARI,1,45.0,268.0,3.0,5.0,4.0
DET,ATL,3,152.0,294.0,4.0,3.0,3.0
DET,BAL,13,102.0,269.0,4.0,,
DET,CAR,5,34.0,355.0,3.0,1.0,
DET,CHI,11,222.0,179.0,4.0,2.0,1.0
DET,CHI,15,43.0,314.0,1.0,4.0,3.0
DET,CIN,16,144.0,238.0,2.0,2.0,1.0
DET,CLE,10,201.0,237.0,4.0,2.0,2.0
DET,GB,9,78.0,245.0,2.0,,
DET,GB,17,103.0,193.0,1.0,4.0,3.0
DET,MIN,4,87.0,219.0,1.0,3.0,3.0
DET,MIN,12,140.0,282.0,4.0,,
DET,NO,6,193.0,186.0,5.0,4.0,3.0
DET,NYG,2,62.0,239.0,1.0,2.0,1.0
DET,PIT,8,77.0,317.0,2.0,2.0,2.0
DET,TB,14,134.0,285.0,3.0,6.0,5.0
GB,ATL,2,141.0,252.0,3.0,,
GB,BAL,11,59.0,183.0,2.0,3.0,1.0
GB,CAR,15,155.0,242.0,4.0,,
GB,CHI,4,103.0,218.0,2.0,4.0,4.0
GB,CHI,10,55.0,297.0,1.0,1.0,1.0
GB,CIN,3,111.0,212.0,2.0,,
GB,CLE,14,137.0,214.0,3.0,2.0,2.0
GB,DAL,5,163.0,251.0,5.0,3.0,2.0
GB,DET,9,64.0,361.0,3.0,2.0,1.0
GB,DET,17,52.0,323.0,4.0,1.0,1.0
GB,MIN,6,113.0,239.0,2.0,3.0,2.0
GB,MIN,16,116.0,139.0,1.0,,
GB,NO,7,164.0,331.0,3.0,2.0,2.0
GB,PIT,12,121.0,351.0,4.0,3.0,3.0
GB,SEA,1,90.0,158.0,,1.0,1.0
GB,TB,13,165.0,270.0,3.0,3.0,1.0
HOU,ARI,11,48.0,257.0,3.0,3.0,2.0
HOU,BAL,12,141.0,163.0,2.0,1.0,
HOU,CIN,2,82.0,224.0,,1.0,1.0
HOU,CLE,6,134.0,140.0,2.0,4.0,3.0
HOU,IND,9,93.0,308.0,3.0,1.0,1.0
HOU,IND,17,149.0,114.0,2.0,,
HOU,JAX,1,157.0,125.0,2.0,1.0,
HOU,JAX,15,140.0,326.0,6.0,,
HOU,KC,5,127.0,324.0,3.0,1.0,
HOU,LA,10,107.0,361.0,3.0,,
HOU,NE,3,59.0,378.0,6.0,4.0,1.0
HOU,PIT,16,106.0,226.0,4.0,,
HOU,SEA,8,35.0,452.0,4.0,2.0,1.0
HOU,SF,14,106.0,334.0,2.0,2.0,1.0
HOU,TEN,4,87.0,117.0,3.0,5.0,5.0
HOU,TEN,13,198.0,150.0,3.0,2.0,
IND,ARI,2,84.0,332.0,1.0,2.0,1.0
IND,BAL,16,106.0,237.0,2.0,1.0,
IND,BUF,14,228.0,71.0,2.0,3.0,2.0
IND,CIN,8,60.0,243.0,2.0,2.0,1.0
IND,CLE,3,111.0,242.0,4.0,4.0,3.0
IND,DEN,15,215.0,261.0,3.0,2.0,1.0
IND,HOU,9,94.0,219.0,1.0,2.0,1.0
IND,HOU,17,85.0,137.0,1.0,1.0,1.0
IND,JAX,7,189.0,330.0,3.0,3.0,2.0
IND,JAX,13,96.0,338.0,3.0,1.0,
IND,LA,1,70.0,318.0,3.0,1.0,
IND,PIT,10,88.0,236.0,2.0,2.0,1.0
IND,SEA,4,194.0,295.0,4.0,2.0,2.0
IND,SF,5,66.0,353.0,2.0,3.0,
IND,TEN,6,169.0,306.0,4.0,1.0,1.0
IND,TEN,12,94.0,184.0,2.0,2.0,2.0
JAX,ARI,12,109.0,241.0,3.0,3.0,2.0
JAX,BAL,3,134.0,64.0,1.0,3.0,3.0
JAX,BUF,18,130.0,148.0,,4.0,2.0
JAX,CIN,9,31.0,136.0,1.0,,
JAX,CLE,11,51.0,179.0,2.0,7.0,4.0
JAX,HOU,1,93.0,164.0,2.0,4.0,4.0
JAX,HOU,15,87.0,128.0,1.0,3.0,1.0
JAX,IND,7,96.0,200.0,,2.0,
JAX,IND,13,141.0,174.0,1.0,3.0,2.0
JAX,LA,6,144.0,124.0,1.0,1.0,1.0
JAX,LAC,10,88.0,235.0,2.0,3.0,2.0
JAX,NE,20,49.0,310.0,3.0,1.0,1.0
JAX,NYJ,4,256.0,255.0,3.0,4.0,2.0
JAX,PIT,5,70.0,312.0,2.0,5.0,5.0
JAX,PIT,19,75.0,469.0,7.0,2.0,2.0
JAX,SEA,14,141.0,271.0,3.0,3.0,3.0
JAX,SF,16,132.0,242.0,5.0,1.0,1.0
JAX,TEN,2,181.0,215.0,4.0,1.0,1.0
JAX,TEN,17,117.0,134.0,2.0,3.0,2.0
KC,BUF,12,106.0,183.0,1.0,,
KC,DAL,9,131.0,249.0,4.0,,
KC,DEN,8,177.0,198.0,3.0,4.0,4.0
KC,DEN,17,110.0,254.0,3.0,3.0,3.0
KC,HOU,5,144.0,261.0,5.0,1.0,1.0
KC,LAC,3,104.0,237.0,1.0,3.0,3.0
KC,LAC,15,98.0,227.0,2.0,5.0,4.0
KC,LV,7,88.0,417.0,4.0,,
KC,LV,14,70.0,211.0,2.0,3.0,3.0
KC,MIA,16,60.0,286.0,1.0,3.0,2.0
KC,NE,1,125.0,267.0,3.0,2.0,
KC,NYG,11,115.0,205.0,1.0,2.0,1.0
KC,NYJ,13,159.0,331.0,4.0,,
KC,PHI,2,107.0,333.0,2.0,3.0,1.0
KC,PIT,6,196.0,252.0,2.0,1.0,1.0
KC,TEN,18,208.0,205.0,3.0,2.0,1.0
KC,WAS,4,112.0,220.0,3.0,3.0,1.0
MIA,ATL,6,100.0,248.0,2.0,2.0,1.0
MIA,BAL,8,177.0,121.0,3.0,1.0,
MIA,BUF,15,117.0,224.0,3.0,,
MIA,BUF,17,127.0,204.0,2.0,,
MIA,CAR,10,296.0,254.0,6.0,,
MIA,DEN,13,103.0,200.0,1.0,4.0,3.0
MIA,KC,16,105.0,304.0,2.0,,
MIA,LAC,2,44.0,331.0,2.0,,
MIA,LV,9,87.0,300.0,3.0,3.0,2.0
MIA,NE,12,200.0,227.0,6.0,4.0,2.0
MIA,NE,14,25.0,233.0,2.0,2.0,2.0
MIA,NO,4,86.0,268.0,2.0,2.0,
MIA,NYJ,3,104.0,249.0,2.0,4.0,1.0
MIA,NYJ,7,93.0,209.0,4.0,2.0,2.0
MIA,TB,11,53.0,275.0,2.0,,
MIA,TEN,5,69.0,141.0,2.0,2.0,2.0
MIN,ATL,13,102.0,173.0,,,
MIN,BAL,7,64.0,186.0,1.0,3.0,
MIN,CAR,14,221.0,137.0,4.0,2.0,1.0
MIN,CHI,5,115.0,166.0,2.0,2.0,2.0
MIN,CHI,17,30.0,178.0,,,
MIN,CIN,15,46.0,132.0,2.0,2.0,2.0
MIN,CLE,8,115.0,179.0,2.0,1.0,1.0
MIN,DET,4,100.0,209.0,1.0,1.0,
MIN,DET,12,53.0,250.0,2.0,3.0,2.0
MIN,GB,6,72.0,175.0,1.0,4.0,3.0
MIN,GB,16,113.0,130.0,,2.0,2.0
MIN,LA,11,46.0,225.0,1.0,1.0,1.0
MIN,NO,1,60.0,291.0,1.0,,
MIN,NO,19,81.0,294.0,3.0,3.0,2.0
MIN,PHI,20,114.0,352.0,4.0,,
MIN,PIT,2,104.0,243.0,2.0,,
MIN,TB,3,26.0,328.0,2.0,5.0,3.0
MIN,WAS,10,82.0,327.0,3.0,1.0,1.0
NE,ATL,7,120.0,233.0,1.0,,
NE,BUF,13,183.0,115.0,,1.0,1.0
NE,BUF,16,84.0,281.0,,1.0,
NE,CAR,4,140.0,316.0,4.0,2.0,2.0
NE,DEN,10,119.0,221.0,1.0,1.0,1.0
NE,HOU,3,125.0,301.0,2.0,4.0,2.0
NE,JAX,20,103.0,293.0,2.0,1.0,
NE,KC,1,191.0,368.0,6.0,1.0,1.0
NE,LAC,8,157.0,212.0,2.0,2.0,1.0
NE,LV,11,109.0,237.0,1.0,2.0,2.0
NE,MIA,12,67.0,215.0,1.0,5.0,3.0
NE,MIA,14,122.0,263.0,3.0,1.0,
NE,NO,2,81.0,356.0,2.0,1.0,
NE,NYJ,6,75.0,354.0,2.0,3.0,3.0
NE,NYJ,17,41.0,232.0,,1.0,
NE,PHI,21,164.0,374.0,5.0,1.0,1.0
NE,PIT,15,143.0,281.0,3.0,2.0,1.0
NE,TB,5,90.0,334.0,2.0,2.0,
NE,TEN,19,65.0,264.0,2.0,,
NO,ATL,14,134.0,221.0,2.0,4.0,3.0
NO,ATL,16,68.0,288.0,1.0,2.0,2.0
NO,BUF,10,69.0,135.0,1.0,2.0,1.0
NO,CAR,3,132.0,184.0,1.0,5.0,3.0
NO,CAR,13,112.0,183.0,3.0,2.0,
NO,CAR,18,107.0,349.0,2.0,,
NO,CHI,8,157.0,164.0,1.0,1.0,1.0
NO,DET,6,66.0,312.0,6.0,5.0,5.0
NO,GB,7,181.0,87.0,2.0,4.0,1.0
NO,LA,12,91.0,354.0,2.0,1.0,1.0
NO,MIA,4,58.0,164.0,,3.0,1.0
NO,MIN,1,132.0,346.0,3.0,1.0,
NO,MIN,19,95.0,318.0,3.0,1.0,1.0
NO,NE,2,119.0,447.0,4.0,,
NO,NYJ,15,124.0,179.0,2.0,2.0,2.0
NO,TB,9,87.0,135.0,1.0,3.0,2.0
NO,TB,17,110.0,363.0,3.0,5.0,4.0
NO,WAS,11,156.0,322.0,4.0,1.0,
NYG,ARI,16,75.0,230.0,2.0,3.0,2.0
NYG,DAL,1,129.0,268.0,1.0,,
NYG,DAL,14,125.0,332.0,4.0,,
NYG,DEN,6,47.0,394.0,2.0,4.0,3.0
NYG,DET,2,138.0,122.0,2.0,1.0,1.0
NYG,KC,11,134.0,230.0,,4.0,3.0
NYG,LA,9,163.0,311.0,6.0,1.0,
NYG,LAC,5,127.0,258.0,3.0,3.0,1.0
NYG,LV,13,120.0,287.0,3.0,1.0,1.0
NYG,PHI,3,193.0,176.0,3.0,1.0,1.0
NYG,PHI,15,109.0,237.0,4.0,1.0,
NYG,SEA,7,105.0,334.0,3.0,1.0,1.0
NYG,SF,10,189.0,288.0,4.0,2.0,2.0
NYG,TB,4,114.0,332.0,3.0,1.0,
NYG,WAS,12,125.0,242.0,3.0,1.0,1.0
NYG,WAS,17,61.0,158.0,1.0,4.0,3.0
NYJ,ATL,8,140.0,254.0,2.0,4.0,3.0
NYJ,BUF,1,193.0,224.0,3.0,3.0,1.0
NYJ,BUF,9,63.0,285.0,3.0,4.0,3.0
NYJ,CAR,12,145.0,168.0,2.0,2.0,
NYJ,CLE,5,140.0,281.0,2.0,3.0,3.0
NYJ,DEN,14,85.0,200.0,2.0,,
NYJ,JAX,4,176.0,140.0,1.0,1.0,1.0
NYJ,KC,13,112.0,366.0,4.0,,
NYJ,LAC,16,89.0,290.0,2.0,1.0,
NYJ,LV,2,180.0,230.0,6.0,2.0,1.0
NYJ,MIA,3,30.0,220.0,1.0,2.0,2.0
NYJ,MIA,7,53.0,326.0,4.0,4.0,2.0
NYJ,NE,6,119.0,257.0,3.0,2.0,2.0
NYJ,NE,17,147.0,195.0,3.0,,
NYJ,NO,15,132.0,281.0,4.0,3.0,3.0
NYJ,TB,10,91.0,187.0,1.0,1.0,1.0
LV,BAL,5,147.0,222.0,2.0,1.0,
LV,BUF,8,169.0,165.0,3.0,1.0,1.0
LV,DAL,15,127.0,212.0,2.0,2.0,2.0
LV,DEN,4,146.0,179.0,1.0,,
LV,DEN,12,56.0,190.0,2.0,2.0,1.0
LV,KC,7,94.0,342.0,3.0,1.0,
LV,KC,14,166.0,268.0,2.0,1.0,1.0
LV,LAC,6,84.0,268.0,2.0,2.0,1.0
LV,LAC,17,117.0,387.0,4.0,3.0,
LV,MIA,9,86.0,311.0,3.0,2.0,1.0
LV,NE,11,89.0,340.0,3.0,1.0,
LV,NYG,13,65.0,212.0,2.0,5.0,2.0
LV,NYJ,2,127.0,166.0,2.0,1.0,1.0
LV,PHI,16,78.0,163.0,1.0,3.0,2.0
LV,TEN,1,95.0,256.0,1.0,1.0,
LV,WAS,3,116.0,365.0,3.0,1.0,1.0
PHI,ARI,5,31.0,291.0,1.0,1.0,1.0
PHI,ATL,19,86.0,210.0,1.0,1.0,1.0
PHI,CAR,6,80.0,239.0,2.0,4.0,3.0
PHI,CHI,12,7.0,147.0,,4.0,2.0
PHI,DAL,11,113.0,145.0,1.0,4.0,4.0
PHI,DAL,17,129.0,179.0,1.0,1.0,
PHI,DEN,9,35.0,208.0,1.0,3.0,2.0
PHI,KC,2,112.0,251.0,3.0,1.0,1.0
PHI,LA,14,110.0,199.0,5.0,2.0,2.0
PHI,LAC,4,58.0,347.0,3.0,1.0,1.0
PHI,LV,16,138.0,140.0,2.0,7.0,5.0
PHI,MIN,20,70.0,271.0,2.0,3.0,3.0
PHI,NE,21,113.0,505.0,4.0,1.0,1.0
PHI,NYG,3,49.0,366.0,3.0,2.0,2.0
PHI,NYG,15,75.0,434.0,4.0,1.0,1.0
PHI,SEA,13,85.0,227.0,3.0,,
PHI,SF,8,94.0,167.0,2.0,2.0,2.0
PHI,WAS,1,64.0,240.0,2.0,3.0,3.0
PHI,WAS,7,76.0,303.0,3.0,1.0,1.0
PIT,BAL,4,82.0,235.0,1.0,4.0,3.0
PIT,BAL,14,152.0,269.0,5.0,3.0,1.0
PIT,CHI,3,222.0,101.0,3.0,6.0,3.0
PIT,CIN,7,72.0,140.0,2.0,3.0,2.0
PIT,CIN,13,130.0,234.0,2.0,,
PIT,CLE,1,57.0,222.0,2.0,1.0,1.0
PIT,CLE,17,102.0,314.0,3.0,2.0,2.0
PIT,DET,8,71.0,423.0,,1.0,1.0
PIT,GB,12,80.0,245.0,4.0,,
PIT,HOU,16,176.0,93.0,1.0,4.0,2.0
PIT,IND,10,72.0,222.0,2.0,1.0,1.0
PIT,JAX,5,231.0,95.0,2.0,1.0,1.0
PIT,JAX,19,165.0,214.0,5.0,1.0,
PIT,KC,6,28.0,246.0,1.0,2.0,
PIT,MIN,2,91.0,167.0,1.0,1.0,1.0
PIT,NE,15,79.0,298.0,3.0,1.0,1.0
PIT,TEN,11,56.0,306.0,2.0,4.0,4.0
LAC,BUF,11,173.0,224.0,5.0,7.0,6.0
LAC,CLE,13,89.0,215.0,1.0,2.0,2.0
LAC,DAL,12,79.0,179.0,2.0,3.0,2.0
LAC,DEN,1,141.0,219.0,3.0,2.0,2.0
LAC,DEN,7,69.0,207.0,,4.0,3.0
LAC,JAX,10,135.0,273.0,2.0,2.0,2.0
LAC,KC,3,189.0,155.0,3.0,2.0,
LAC,KC,15,174.0,231.0,3.0,,
LAC,LV,6,109.0,171.0,2.0,4.0,2.0
LAC,LV,17,105.0,243.0,1.0,2.0,2.0
LAC,MIA,2,112.0,230.0,1.0,,
LAC,NE,8,97.0,333.0,1.0,1.0,
LAC,NYG,5,152.0,225.0,3.0,3.0,2.0
LAC,NYJ,16,197.0,119.0,1.0,3.0,3.0
LAC,PHI,4,216.0,242.0,2.0,2.0,
LAC,WAS,14,65.0,151.0,1.0,1.0,1.0
SF,ARI,4,52.0,357.0,1.0,1.0,1.0
SF,ARI,9,170.0,201.0,2.0,2.0,2.0
SF,CAR,1,119.0,171.0,2.0,3.0,2.0
SF,CHI,13,62.0,102.0,1.0,2.0,
SF,DAL,7,267.0,236.0,6.0,1.0,1.0
SF,HOU,14,90.0,238.0,2.0,1.0,1.0
SF,IND,5,161.0,314.0,2.0,3.0,1.0
SF,JAX,16,92.0,382.0,5.0,4.0,3.0
SF,LA,3,127.0,292.0,5.0,2.0,1.0
SF,LA,17,102.0,169.0,1.0,3.0,2.0
SF,NYG,10,114.0,273.0,2.0,1.0,1.0
SF,PHI,8,114.0,211.0,3.0,1.0,1.0
SF,SEA,2,137.0,198.0,1.0,1.0,
SF,SEA,12,91.0,228.0,3.0,2.0,1.0
SF,TEN,15,90.0,241.0,2.0,1.0,1.0
SF,WAS,6,95.0,330.0,3.0,3.0,2.0
SEA,ARI,10,34.0,273.0,2.0,1.0,1.0
SEA,ARI,17,117.0,145.0,2.0,2.0,1.0
SEA,ATL,11,91.0,195.0,3.0,1.0,1.0
SEA,DAL,16,128.0,181.0,1.0,3.0,3.0
SEA,GB,1,87.0,311.0,2.0,2.0,1.0
SEA,HOU,8,142.0,402.0,6.0,4.0,3.0
SEA,IND,4,98.0,157.0,4.0,3.0,2.0
SEA,JAX,14,161.0,268.0,3.0,1.0,1.0
SEA,LA,5,100.0,288.0,1.0,4.0,4.0
SEA,LA,15,244.0,124.0,5.0,3.0,1.0
SEA,NYG,7,46.0,134.0,1.0,1.0,1.0
SEA,PHI,13,98.0,348.0,1.0,3.0,2.0
SEA,SF,2,159.0,99.0,,1.0,1.0
SEA,SF,12,84.0,219.0,1.0,2.0,1.0
SEA,TEN,3,196.0,225.0,3.0,,
SEA,WAS,9,51.0,247.0,2.0,2.0,1.0
LA,ARI,7,25.0,188.0,,3.0,2.0
LA,ARI,13,118.0,221.0,3.0,3.0,2.0
LA,ATL,18,127.0,218.0,2.0,1.0,1.0
LA,DAL,4,189.0,252.0,4.0,1.0,1.0
LA,HOU,10,90.0,221.0,1.0,4.0,4.0
LA,IND,1,76.0,179.0,3.0,6.0,4.0
LA,JAX,6,169.0,241.0,2.0,4.0,1.0
LA,MIN,11,172.0,280.0,3.0,,
LA,NO,12,123.0,246.0,2.0,2.0,
LA,NYG,9,112.0,220.0,2.0,3.0,3.0
LA,PHI,14,139.0,333.0,4.0,2.0,1.0
LA,SEA,5,63.0,198.0,1.0,4.0,3.0
LA,SEA,15,78.0,142.0,1.0,3.0,2.0
LA,SF,3,113.0,332.0,5.0,3.0,3.0
LA,SF,17,170.0,292.0,4.0,3.0,3.0
LA,TEN,16,97.0,275.0,1.0,2.0,1.0
LA,WAS,2,229.0,179.0,3.0,3.0,
TB,ARI,6,164.0,283.0,6.0,4.0,2.0
TB,ATL,12,148.0,368.0,4.0,1.0,1.0
TB,ATL,15,201.0,212.0,3.0,2.0,
TB,BUF,7,173.0,268.0,3.0,1.0,1.0
TB,CAR,8,102.0,154.0,2.0,1.0,1.0
TB,CAR,16,117.0,160.0,1.0,2.0,1.0
TB,CHI,2,20.0,301.0,2.0,3.0,3.0
TB,DET,14,53.0,381.0,3.0,3.0,3.0
TB,GB,13,200.0,84.0,2.0,1.0,1.0
TB,MIA,11,83.0,365.0,2.0,6.0,5.0
TB,MIN,3,128.0,369.0,4.0,,
TB,NE,5,113.0,303.0,1.0,2.0,2.0
