defteam,posteam,week,rushing_yards_allowed,passing_yards_allowed,touchdowns_allowed,turnovers_created,turnovers_recovered
CIN,WAS,11,167.0,166.0,2.0,2.0,1.0
CLE,BAL,1,112.0,284.0,5.0,2.0,1.0
CLE,BAL,14,231.0,176.0,6.0,1.0,
CLE,CIN,2,68.0,316.0,3.0,2.0,1.0
CLE,CIN,7,81.0,422.0,4.0,4.0,2.0
CLE,DAL,4,85.0,502.0,5.0,3.0,3.0
CLE,HOU,10,91.0,163.0,1.0,,
CLE,IND,5,69.0,243.0,2.0,2.0,2.0
CLE,JAX,12,140.0,235.0,3.0,1.0,
CLE,KC,19,124.0,321.0,2.0,1.0,1.0
CLE,LV,8,210.0,111.0,1.0,1.0,
CLE,NYG,15,75.0,221.0,,1.0,
CLE,NYJ,16,134.0,218.0,3.0,,
CLE,PHI,11,106.0,235.0,3.0,4.0,3.0
CLE,PIT,6,133.0,168.0,4.0,,
CLE,PIT,17,85.0,317.0,2.0,1.0,1.0
CLE,PIT,18,52.0,501.0,6.0,5.0,5.0
CLE,TEN,13,62.0,389.0,5.0,5.0,3.0
CLE,WAS,3,103.0,224.0,3.0,7.0,5.0
DAL,ARI,6,262.0,188.0,5.0,1.0,
DAL,ATL,2,113.0,273.0,4.0,,
DAL,BAL,13,294.0,107.0,4.0,2.0,1.0
DAL,CIN,14,101.0,222.0,2.0,3.0,3.0
DAL,CLE,4,309.0,202.0,6.0,,
DAL,LA,1,154.0,275.0,2.0,1.0,1.0
DAL,MIN,11,125.0,314.0,4.0,2.0,2.0
DAL,NYG,5,90.0,222.0,3.0,1.0,1.0
DAL,NYG,17,128.0,229.0,3.0,3.0,2.0
DAL,PHI,8,120.0,132.0,2.0,5.0,4.0
DAL,PHI,16,151.0,342.0,2.0,6.0,3.0
DAL,PIT,9,46.0,309.0,3.0,,
DAL,SEA,3,118.0,315.0,5.0,1.0,1.0
DAL,SF,15,150.0,319.0,4.0,3.0,3.0
DAL,WAS,7,210.0,194.0,3.0,,
DAL,WAS,12,184.0,177.0,4.0,1.0,1.0
DEN,ATL,9,94.0,284.0,4.0,1.0,1.0
DEN,BUF,15,182.0,359.0,5.0,2.0,
DEN,CAR,14,125.0,283.0,3.0,,
DEN,KC,7,104.0,213.0,3.0,2.0,1.0
DEN,KC,13,135.0,318.0,1.0,,
DEN,LAC,8,210.0,278.0,3.0,2.0,2.0
DEN,LAC,16,89.0,253.0,1.0,1.0,
DEN,LV,10,205.0,154.0,4.0,,
DEN,LV,17,107.0,371.0,4.0,5.0,4.0
DEN,MIA,11,56.0,200.0,1.0,1.0,1.0
DEN,NE,6,118.0,195.0,1.0,6.0,3.0
DEN,NO,12,229.0,78.0,4.0,3.0,1.0
DEN,NYJ,4,129.0,246.0,1.0,,
DEN,PIT,2,111.0,311.0,3.0,3.0,2.0
DEN,TB,3,69.0,297.0,3.0,1.0,
DEN,TEN,1,130.0,249.0,2.0,,
DET,ARI,3,109.0,270.0,3.0,3.0,3.0
DET,ATL,7,66.0,338.0,3.0,2.0,1.0
DET,CAR,11,120.0,258.0,2.0,4.0,2.0
DET,CHI,1,149.0,242.0,3.0,1.0,
DET,CHI,13,140.0,267.0,4.0,1.0,1.0
DET,GB,2,260.0,240.0,4.0,,
DET,GB,14,122.0,290.0,4.0,,
DET,HOU,12,81.0,318.0,4.0,1.0,1.0
DET,IND,8,121.0,262.0,5.0,2.0,
DET,JAX,6,45.0,243.0,2.0,3.0,2.0
DET,MIN,9,275.0,220.0,5.0,,
DET,MIN,17,129.0,405.0,5.0,3.0,1.0
DET,NO,4,167.0,246.0,5.0,3.0,1.0
DET,TB,16,112.0,491.0,7.0,1.0,
DET,TEN,15,198.0,273.0,6.0,,
DET,WAS,10,90.0,390.0,3.0,2.0,1.0
GB,ATL,4,78.0,285.0,2.0,,
GB,CAR,15,115.0,258.0,1.0,2.0,1.0
GB,CHI,12,121.0,242.0,4.0,5.0,3.0
GB,CHI,17,108.0,252.0,1.0,3.0,3.0
GB,DET,2,89.0,244.0,4.0,1.0,1.0
GB,DET,14,51.0,273.0,3.0,,
GB,HOU,7,79.0,309.0,2.0,2.0,1.0
GB,IND,11,141.0,288.0,3.0,2.0,2.0
GB,JAX,10,109.0,169.0,1.0,1.0,1.0
GB,LA,19,96.0,174.0,2.0,,
GB,MIN,1,134.0,259.0,4.0,1.0,1.0
GB,MIN,8,173.0,160.0,4.0,,
GB,NO,3,122.0,288.0,3.0,3.0,1.0
GB,PHI,13,117.0,188.0,1.0,1.0,1.0
GB,SF,9,55.0,291.0,2.0,2.0,2.0
GB,TB,6,158.0,166.0,4.0,,
GB,TB,20,77.0,280.0,4.0,3.0,3.0
GB,TEN,16,156.0,121.0,2.0,3.0,2.0
HOU,BAL,2,233.0,204.0,2.0,,
HOU,CHI,14,169.0,267.0,4.0,1.0,1.0
HOU,CIN,16,170.0,371.0,4.0,,
HOU,CLE,10,233.0,132.0,1.0,1.0,
HOU,DET,12,109.0,295.0,4.0,4.0,3.0
HOU,GB,7,97.0,283.0,5.0,,
HOU,IND,13,112.0,285.0,3.0,,
HOU,IND,15,128.0,228.0,3.0,,
HOU,JAX,5,75.0,301.0,2.0,2.0,2.0
HOU,JAX,9,115.0,304.0,3.0,2.0,1.0
HOU,KC,1,166.0,211.0,4.0,,
HOU,MIN,4,164.0,260.0,4.0,1.0,1.0
HOU,NE,11,87.0,365.0,2.0,,
HOU,PIT,3,174.0,237.0,3.0,1.0,
HOU,TEN,6,263.0,366.0,6.0,2.0,2.0
HOU,TEN,17,289.0,216.0,5.0,2.0,1.0
IND,BAL,9,110.0,170.0,2.0,2.0,1.0
IND,BUF,18,96.0,324.0,3.0,1.0,
IND,CHI,4,29.0,249.0,1.0,1.0,1.0
IND,CIN,6,99.0,313.0,3.0,2.0,1.0
IND,CLE,5,124.0,265.0,2.0,3.0,2.0
IND,DET,8,29.0,336.0,4.0,3.0,2.0
IND,GB,11,66.0,311.0,4.0,4.0,4.0
IND,HOU,13,90.0,341.0,2.0,3.0,2.0
IND,HOU,15,83.0,373.0,2.0,3.0,2.0
IND,JAX,1,94.0,173.0,3.0,,
IND,JAX,17,53.0,261.0,2.0,1.0,1.0
IND,LV,14,79.0,345.0,4.0,3.0,3.0
IND,MIN,2,80.0,113.0,1.0,3.0,3.0
IND,NYJ,3,109.0,168.0,3.0,3.0,3.0
IND,PIT,16,23.0,341.0,4.0,1.0,
IND,TEN,10,157.0,147.0,2.0,,
IND,TEN,12,234.0,221.0,5.0,,
JAX,BAL,15,160.0,250.0,5.0,5.0,1.0
JAX,CHI,16,130.0,265.0,5.0,2.0,1.0
JAX,CIN,4,207.0,300.0,3.0,1.0,1.0
JAX,CLE,12,210.0,258.0,3.0,1.0,1.0
JAX,DET,6,185.0,223.0,4.0,1.0,1.0
JAX,GB,10,81.0,325.0,3.0,3.0,2.0
JAX,HOU,5,129.0,359.0,3.0,2.0,2.0
JAX,HOU,9,110.0,281.0,3.0,2.0,1.0
JAX,IND,1,88.0,363.0,2.0,2.0,2.0
JAX,IND,17,275.0,164.0,3.0,1.0,1.0
JAX,LAC,7,138.0,351.0,5.0,,
JAX,MIA,3,139.0,160.0,4.0,,
JAX,MIN,13,145.0,305.0,4.0,2.0,2.0
JAX,PIT,11,110.0,267.0,3.0,1.0,1.0
JAX,TEN,2,125.0,239.0,4.0,1.0,
JAX,TEN,14,249.0,212.0,4.0,1.0,1.0
KC,ATL,16,91.0,300.0,2.0,3.0,1.0
KC,BAL,3,159.0,97.0,1.0,3.0,1.0
KC,BUF,6,84.0,122.0,2.0,1.0,1.0
KC,BUF,20,129.0,287.0,2.0,2.0,2.0
KC,CAR,9,104.0,338.0,4.0,1.0,
KC,CLE,19,112.0,204.0,2.0,2.0,2.0
KC,DEN,7,177.0,254.0,3.0,5.0,4.0
KC,DEN,13,179.0,151.0,2.0,2.0,2.0
KC,HOU,1,119.0,253.0,3.0,1.0,1.0
KC,LAC,2,183.0,311.0,2.0,2.0,1.0
KC,LAC,17,137.0,302.0,5.0,1.0,1.0
KC,LV,5,146.0,347.0,5.0,1.0,1.0
KC,LV,11,90.0,275.0,4.0,1.0,1.0
KC,MIA,14,80.0,316.0,3.0,1.0,1.0
KC,NE,4,185.0,190.0,2.0,5.0,4.0
KC,NO,15,60.0,234.0,4.0,2.0,1.0
KC,NYJ,8,93.0,133.0,,1.0,1.0
KC,TB,12,76.0,345.0,3.0,2.0,2.0
KC,TB,21,147.0,201.0,4.0,1.0,
MIA,ARI,9,178.0,283.0,5.0,2.0,1.0
MIA,BUF,2,113.0,415.0,4.0,1.0,1.0
MIA,BUF,17,82.0,388.0,6.0,3.0,2.0
MIA,CIN,13,40.0,193.0,1.0,3.0,2.0
MIA,DEN,11,189.0,270.0,2.0,2.0,2.0
MIA,JAX,3,72.0,275.0,2.0,2.0,2.0
MIA,KC,14,95.0,393.0,3.0,5.0,4.0
MIA,LA,8,131.0,355.0,3.0,4.0,4.0
MIA,LAC,10,100.0,187.0,3.0,1.0,1.0
MIA,LV,16,107.0,336.0,2.0,1.0,1.0
MIA,NE,1,218.0,155.0,3.0,1.0,1.0
MIA,NE,15,117.0,209.0,,3.0,1.0
MIA,NYJ,6,115.0,186.0,,2.0,1.0
MIA,NYJ,12,87.0,197.0,,2.0,2.0
MIA,SEA,4,101.0,360.0,4.0,2.0,1.0
MIA,SF,5,131.0,171.0,2.0,5.0,3.0
MIN,ATL,6,100.0,371.0,4.0,2.0,1.0
MIN,CAR,12,107.0,267.0,1.0,2.0,2.0
MIN,CHI,10,41.0,124.0,,3.0,1.0
MIN,CHI,15,199.0,202.0,3.0,1.0,1.0
MIN,DAL,11,182.0,203.0,4.0,2.0,1.0
MIN,DET,9,129.0,305.0,2.0,4.0,3.0
MIN,DET,17,129.0,293.0,5.0,1.0,1.0
MIN,GB,1,160.0,364.0,5.0,1.0,
MIN,GB,8,109.0,291.0,3.0,1.0,1.0
MIN,HOU,4,96.0,300.0,2.0,2.0,
MIN,IND,2,151.0,214.0,2.0,2.0,1.0
MIN,JAX,13,124.0,280.0,2.0,5.0,4.0
MIN,NO,16,267.0,319.0,7.0,2.0,2.0
MIN,SEA,5,124.0,217.0,4.0,2.0,1.0
MIN,TB,14,109.0,196.0,3.0,,
MIN,TEN,3,135.0,321.0,2.0,3.0,1.0
NE,ARI,12,138.0,170.0,2.0,1.0,1.0
NE,BAL,10,115.0,249.0,2.0,4.0,1.0
NE,BUF,8,193.0,154.0,3.0,1.0,1.0
NE,BUF,16,134.0,344.0,5.0,1.0,
NE,DEN,6,139.0,189.0,,3.0,2.0
NE,HOU,11,55.0,344.0,3.0,,
NE,KC,4,100.0,236.0,2.0,1.0,1.0
NE,LA,14,187.0,137.0,2.0,1.0,1.0
NE,LAC,13,70.0,209.0,,2.0,2.0
NE,LV,3,126.0,261.0,3.0,3.0,3.0
NE,MIA,1,88.0,191.0,1.0,5.0,3.0
NE,MIA,15,250.0,145.0,3.0,1.0,1.0
NE,NYJ,9,65.0,262.0,3.0,1.0,1.0
NE,NYJ,17,111.0,266.0,2.0,2.0,2.0
NE,SEA,2,154.0,288.0,6.0,1.0,1.0
NE,SF,7,197.0,277.0,4.0,2.0,2.0
NO,ATL,11,52.0,232.0,,2.0,2.0
NO,ATL,13,70.0,273.0,1.0,1.0,1.0
NO,CAR,7,37.0,254.0,3.0,,
NO,CAR,17,74.0,271.0,1.0,7.0,5.0
NO,CHI,8,96.0,272.0,2.0,1.0,1.0
NO,CHI,18,48.0,199.0,1.0,,
NO,DEN,12,100.0,13.0,,3.0,3.0
NO,DET,4,90.0,206.0,4.0,1.0,1.0
NO,GB,3,99.0,283.0,4.0,,
NO,KC,15,170.0,254.0,4.0,2.0,1.0
NO,LAC,5,112.0,264.0,4.0,1.0,
NO,LV,2,116.0,284.0,4.0,2.0,1.0
NO,MIN,16,90.0,291.0,5.0,2.0,
NO,PHI,14,250.0,167.0,3.0,1.0,1.0
NO,SF,10,49.0,247.0,1.0,4.0,3.0
NO,TB,1,86.0,239.0,4.0,4.0,3.0
NO,TB,9,9.0,209.0,,3.0,3.0
NO,TB,19,128.0,199.0,3.0,1.0,
NYG,ARI,14,164.0,244.0,2.0,3.0,
NYG,BAL,16,250.0,183.0,3.0,1.0,1.0
NYG,CHI,2,135.0,190.0,2.0,3.0,2.0
NYG,CIN,12,41.0,136.0,1.0,3.0,3.0
NYG,CLE,15,106.0,297.0,3.0,1.0,
NYG,DAL,5,126.0,288.0,4.0,2.0,2.0
NYG,DAL,17,108.0,244.0,1.0,1.0,1.0
NYG,LA,4,61.0,200.0,2.0,2.0,1.0
NYG,PHI,7,97.0,359.0,3.0,1.0,1.0
NYG,PHI,10,156.0,208.0,2.0,3.0,
NYG,PIT,1,143.0,229.0,3.0,2.0,
NYG,SEA,13,111.0,263.0,1.0,4.0,2.0
NYG,SF,3,96.0,343.0,4.0,,
NYG,TB,8,82.0,279.0,2.0,2.0,1.0
NYG,WAS,6,86.0,280.0,3.0,2.0,2.0
NYG,WAS,9,37.0,387.0,2.0,4.0,4.0
NYJ,ARI,5,131.0,380.0,4.0,1.0,1.0
NYJ,BUF,1,100.0,312.0,3.0,2.0,2.0
NYJ,BUF,7,128.0,307.0,,1.0,1.0
NYJ,CLE,16,45.0,285.0,2.0,3.0,2.0
NYJ,DEN,4,122.0,242.0,5.0,3.0,3.0
NYJ,IND,3,119.0,234.0,2.0,,
NYJ,KC,8,50.0,446.0,5.0,2.0,
NYJ,LA,15,114.0,209.0,2.0,1.0,1.0
NYJ,LAC,11,29.0,366.0,3.0,1.0,1.0
NYJ,LV,13,72.0,381.0,4.0,3.0,2.0
NYJ,MIA,6,110.0,200.0,3.0,2.0,2.0
NYJ,MIA,12,106.0,257.0,2.0,4.0,2.0
NYJ,NE,9,160.0,274.0,3.0,1.0,
NYJ,NE,17,166.0,261.0,4.0,2.0,
NYJ,SEA,14,175.0,239.0,5.0,2.0,1.0
NYJ,SF,2,184.0,202.0,4.0,3.0,1.0
LV,ATL,12,129.0,185.0,3.0,1.0,1.0
LV,BUF,4,65.0,288.0,4.0,1.0,
LV,CAR,1,129.0,269.0,3.0,,
LV,CLE,8,101.0,122.0,,1.0,1.0
LV,DEN,10,66.0,257.0,1.0,6.0,5.0
LV,DEN,17,122.0,339.0,3.0,,
LV,IND,14,214.0,244.0,4.0,,
LV,KC,5,80.0,340.0,4.0,1.0,1.0
LV,KC,11,110.0,352.0,5.0,1.0,1.0
LV,LAC,9,128.0,326.0,3.0,1.0,
LV,LAC,15,96.0,314.0,4.0,1.0,
LV,MIA,16,131.0,276.0,2.0,,
LV,NE,3,253.0,162.0,3.0,1.0,1.0
LV,NO,2,112.0,312.0,3.0,1.0,1.0
LV,NYJ,13,206.0,186.0,4.0,3.0,3.0
LV,TB,7,85.0,369.0,6.0,1.0,
PHI,ARI,15,103.0,432.0,4.0,4.0,3.0
PHI,BAL,6,184.0,186.0,3.0,2.0,
PHI,CIN,3,49.0,312.0,2.0,,
PHI,CLE,11,136.0,204.0,1.0,2.0,1.0
PHI,DAL,8,133.0,180.0,1.0,3.0,2.0
PHI,DAL,16,152.0,377.0,4.0,1.0,1.0
PHI,GB,13,152.0,295.0,4.0,2.0,
PHI,LA,2,194.0,267.0,5.0,,
PHI,NO,14,96.0,291.0,3.0,2.0,2.0
PHI,NYG,7,161.0,187.0,3.0,3.0,3.0
PHI,NYG,10,153.0,244.0,3.0,,
PHI,PIT,5,138.0,239.0,5.0,1.0,1.0
PHI,SEA,12,78.0,230.0,2.0,,
PHI,SF,4,116.0,338.0,4.0,3.0,3.0
PHI,WAS,1,86.0,178.0,3.0,2.0,
PHI,WAS,17,103.0,162.0,2.0,3.0,2.0
PIT,BAL,8,265.0,208.0,4.0,6.0,4.0
PIT,BAL,12,129.0,110.0,3.0,3.0,3.0
PIT,BUF,14,106.0,238.0,2.0,3.0,2.0
PIT,CIN,10,139.0,213.0,1.0,1.0,1.0
PIT,CIN,15,154.0,89.0,3.0,,
PIT,CLE,6,75.0,165.0,2.0,3.0,2.0
PIT,CLE,17,193.0,196.0,3.0,,
PIT,CLE,18,132.0,263.0,5.0,,
PIT,DAL,9,144.0,243.0,1.0,2.0,2.0
PIT,DEN,2,104.0,276.0,2.0,3.0,2.0
PIT,HOU,3,29.0,264.0,3.0,1.0,1.0
PIT,IND,16,127.0,270.0,3.0,2.0,2.0
PIT,JAX,11,73.0,151.0,,5.0,4.0
PIT,NYG,1,30.0,279.0,2.0,3.0,3.0
PIT,PHI,5,94.0,276.0,4.0,2.0,2.0
PIT,TEN,7,82.0,220.0,3.0,1.0,
PIT,WAS,13,45.0,296.0,2.0,2.0,
LAC,ATL,14,70.0,263.0,2.0,3.0,3.0
LAC,BUF,12,173.0,177.0,3.0,3.0,3.0
LAC,CAR,3,81.0,235.0,1.0,,
LAC,CIN,1,122.0,193.0,1.0,3.0,2.0
LAC,DEN,8,110.0,248.0,4.0,1.0,1.0
LAC,DEN,16,133.0,264.0,1.0,2.0,2.0
LAC,JAX,7,140.0,173.0,3.0,1.0,1.0
LAC,KC,2,125.0,302.0,2.0,,
LAC,KC,17,51.0,218.0,3.0,2.0,
LAC,LV,9,160.0,165.0,4.0,2.0,2.0
LAC,LV,15,173.0,279.0,3.0,2.0,1.0
LAC,MIA,10,115.0,169.0,3.0,2.0,1.0
LAC,NE,13,167.0,130.0,4.0,2.0,
LAC,NO,5,95.0,325.0,3.0,2.0,1.0
LAC,NYJ,11,96.0,205.0,5.0,1.0,1.0
LAC,TB,4,118.0,369.0,6.0,1.0,1.0
SF,ARI,1,189.0,230.0,3.0,3.0,1.0
SF,ARI,16,120.0,247.0,1.0,3.0,2.0
SF,BUF,13,82.0,375.0,4.0,2.0,1.0
SF,DAL,15,87.0,221.0,4.0,1.0,1.0
SF,GB,9,112.0,305.0,4.0,,
SF,LA,6,113.0,198.0,2.0,1.0,1.0
SF,LA,12,127.0,198.0,2.0,4.0,4.0
SF,MIA,5,95.0,350.0,4.0,,
SF,NE,7,94.0,162.0,,6.0,4.0
SF,NO,10,120.0,139.0,3.0,5.0,3.0
SF,NYG,3,66.0,179.0,,5.0,3.0
SF,NYJ,2,105.0,179.0,1.0,,
SF,PHI,4,93.0,193.0,2.0,3.0,1.0
SF,SEA,8,104.0,261.0,5.0,,
SF,SEA,17,122.0,181.0,3.0,,
SF,WAS,14,110.0,108.0,,1.0,1.0
SEA,ARI,7,159.0,360.0,4.0,4.0,2.0
SEA,ARI,11,57.0,269.0,3.0,,
SEA,ATL,1,72.0,450.0,3.0,2.0,2.0
SEA,BUF,9,37.0,415.0,5.0,,
SEA,DAL,3,62.0,472.0,4.0,4.0,3.0
SEA,LA,10,108.0,302.0,3.0,1.0,1.0
SEA,LA,16,118.0,234.0,,1.0,1.0
SEA,LA,18,166.0,184.0,2.0,1.0,1.0
SEA,MIA,4,103.0,315.0,1.0,3.0,2.0
SEA,MIN,5,201.0,249.0,3.0,3.0,2.0
SEA,NE,2,68.0,397.0,3.0,1.0,1.0
SEA,NYG,13,191.0,105.0,2.0,1.0,1.0
SEA,NYJ,14,69.0,132.0,,1.0,1.0
SEA,PHI,12,70.0,221.0,2.0,2.0,1.0
SEA,SF,8,53.0,322.0,4.0,4.0,2.0
SEA,SF,17,86.0,273.0,2.0,1.0,1.0
SEA,WAS,15,84.0,295.0,2.0,4.0,2.0
LA,ARI,13,92.0,173.0,5.0,4.0,3.0
LA,ARI,17,49.0,192.0,2.0,2.0,1.0
LA,BUF,3,101.0,311.0,5.0,2.0,2.0
LA,CHI,7,49.0,261.0,,2.0,2.0
LA,DAL,1,136.0,266.0,2.0,,
LA,GB,19,192.0,296.0,4.0,1.0,
LA,MIA,8,57.0,93.0,2.0,3.0,2.0
LA,NE,14,107.0,146.0,1.0,2.0,1.0
LA,NYG,4,136.0,190.0,,2.0,1.0
LA,NYJ,15,96.0,207.0,2.0,1.0,
LA,PHI,2,121.0,242.0,2.0,4.0,4.0
LA,SEA,10,113.0,248.0,1.0,3.0,3.0
LA,SEA,16,96.0,225.0,2.0,1.0,
LA,SEA,18,136.0,174.0,3.0,1.0,1.0
LA,SF,6,124.0,268.0,3.0,,
LA,SF,12,112.0,252.0,2.0,4.0,3.0
LA,TB,11,42.0,216.0,3.0,2.0,2.0
LA,WAS,5,38.0,111.0,1.0,1.0,
TB,ATL,15,37.0,356.0,3.0,,
TB,ATL,17,127.0,265.0,3.0,4.0,2.0
TB,CAR,2,87.0,367.0,2.0,4.0,4.0
TB,CAR,10,65.0,148.0,3.0,1.0,1.0
TB,CHI,5,36.0,243.0,2.0,2.0,1.0
TB,DEN,3,42.0,229.0,1.0,3.0,2.0
TB,DET,16,73.0,152.0,,2.0,2.0
TB,GB,6,94.0,160.0,2.0,3.0,2.0
TB,GB,20,67.0,346.0,3.0,3.0,2.0
TB,KC,12,88.0,462.0,3.0,1.0,1.0
TB,KC,21,108.0,270.0,,3.0,2.0
TB,LA,11,37.0,376.0,3.0,3.0,2.0
TB,LAC,4,47.0,290.0,3.0,2.0,2.0
