defteam,posteam,week,rushing_yards_allowed,passing_yards_allowed,touchdowns_allowed,turnovers_created,turnovers_recovered
CHI,GB,7,104.0,326.0,4.0,1.0,1.0
CHI,GB,15,226.0,252.0,3.0,,
CHI,HOU,1,131.0,231.0,2.0,2.0,1.0
CHI,IND,5,100.0,322.0,2.0,2.0,
CHI,JAX,6,55.0,271.0,2.0,2.0,2.0
CHI,MIN,8,57.0,228.0,1.0,2.0,
CHI,MIN,17,127.0,250.0,4.0,2.0,2.0
CHI,NYG,11,105.0,227.0,3.0,2.0,
CHI,PHI,2,106.0,190.0,3.0,,
CHI,SF,13,142.0,39.0,,1.0,
CHI,TB,10,80.0,312.0,3.0,1.0,1.0
CHI,TEN,12,150.0,226.0,3.0,1.0,
CHI,WAS,16,209.0,270.0,5.0,,
CIN,BAL,12,92.0,234.0,1.0,1.0,1.0
CIN,BAL,17,72.0,279.0,1.0,3.0,2.0
CIN,BUF,11,183.0,166.0,1.0,3.0,1.0
CIN,CLE,7,180.0,182.0,2.0,3.0,2.0
CIN,CLE,14,169.0,104.0,1.0,1.0,1.0
CIN,DAL,5,185.0,227.0,4.0,2.0,1.0
CIN,DEN,3,53.0,312.0,4.0,2.0,2.0
CIN,HOU,16,95.0,176.0,1.0,2.0,
CIN,MIA,4,62.0,189.0,1.0,2.0,2.0
CIN,NE,6,79.0,376.0,4.0,,
CIN,NYG,10,124.0,240.0,3.0,3.0,2.0
CIN,NYJ,1,152.0,189.0,2.0,2.0,1.0
CIN,PHI,13,54.0,308.0,2.0,3.0,3.0
CIN,PIT,2,124.0,259.0,3.0,2.0,2.0
CIN,PIT,15,102.0,286.0,1.0,1.0,
CIN,WAS,8,101.0,458.0,3.0,2.0,1.0
CLE,BAL,2,80.0,302.0,2.0,3.0,2.0
CLE,BAL,10,122.0,296.0,3.0,2.0,2.0
CLE,BUF,15,280.0,174.0,4.0,,
CLE,CIN,7,271.0,308.0,4.0,,
CLE,CIN,14,213.0,180.0,3.0,1.0,
CLE,DAL,9,171.0,255.0,5.0,1.0,
CLE,LAC,16,34.0,322.0,2.0,2.0,1.0
CLE,MIA,3,115.0,319.0,5.0,3.0,3.0
CLE,NE,5,101.0,406.0,4.0,,
CLE,NYG,12,106.0,194.0,3.0,,
CLE,NYJ,8,171.0,228.0,4.0,,
CLE,PHI,1,133.0,278.0,3.0,2.0,
CLE,PIT,11,146.0,167.0,1.0,1.0,
CLE,PIT,17,69.0,277.0,4.0,1.0,1.0
CLE,TEN,6,138.0,284.0,4.0,1.0,1.0
CLE,WAS,4,145.0,183.0,4.0,2.0,1.0
DAL,BAL,11,101.0,269.0,2.0,1.0,
DAL,CHI,3,78.0,317.0,2.0,4.0,2.0
DAL,CIN,5,96.0,269.0,2.0,1.0,
DAL,CLE,9,45.0,203.0,1.0,,
DAL,DET,16,90.0,260.0,3.0,3.0,2.0
DAL,GB,6,78.0,294.0,1.0,6.0,4.0
DAL,GB,19,87.0,355.0,4.0,1.0,1.0
DAL,MIN,13,87.0,253.0,1.0,1.0,
DAL,NYG,1,113.0,207.0,3.0,2.0,1.0
DAL,NYG,14,95.0,193.0,1.0,4.0,3.0
DAL,PHI,8,97.0,202.0,2.0,3.0,1.0
DAL,PHI,17,114.0,245.0,3.0,,
DAL,PIT,10,48.0,408.0,4.0,1.0,
DAL,SF,4,107.0,196.0,2.0,1.0,1.0
DAL,TB,15,52.0,247.0,2.0,5.0,4.0
DAL,WAS,2,82.0,364.0,2.0,1.0,1.0
DAL,WAS,12,56.0,449.0,3.0,1.0,
DEN,ATL,5,123.0,267.0,2.0,1.0,1.0
DEN,CAR,1,157.0,194.0,2.0,1.0,1.0
DEN,CIN,3,144.0,206.0,2.0,1.0,1.0
DEN,HOU,7,140.0,131.0,,4.0,2.0
DEN,IND,2,84.0,197.0,4.0,2.0,2.0
DEN,JAX,13,154.0,181.0,2.0,3.0,3.0
DEN,KC,12,84.0,220.0,2.0,2.0,1.0
DEN,KC,16,239.0,246.0,4.0,4.0,1.0
DEN,LAC,6,99.0,178.0,1.0,1.0,1.0
DEN,LAC,8,123.0,267.0,3.0,4.0,3.0
DEN,LV,9,221.0,184.0,3.0,,
DEN,LV,17,57.0,171.0,1.0,4.0,3.0
DEN,NE,15,137.0,188.0,1.0,4.0,1.0
DEN,NO,10,80.0,303.0,3.0,4.0,4.0
DEN,TB,4,73.0,179.0,1.0,4.0,3.0
DEN,TEN,14,183.0,88.0,1.0,1.0,
DET,CHI,4,117.0,302.0,2.0,,
DET,CHI,14,92.0,212.0,1.0,,
DET,DAL,16,164.0,222.0,6.0,,
DET,GB,3,126.0,205.0,4.0,,
DET,GB,17,157.0,300.0,4.0,,
DET,HOU,8,108.0,186.0,2.0,1.0,1.0
DET,IND,1,82.0,385.0,4.0,,
DET,JAX,11,85.0,202.0,3.0,4.0,4.0
DET,LA,6,76.0,321.0,4.0,2.0,1.0
DET,MIN,9,78.0,273.0,2.0,,
DET,MIN,12,82.0,224.0,1.0,1.0,1.0
DET,NO,13,50.0,326.0,1.0,4.0,3.0
DET,NYG,15,114.0,201.0,2.0,1.0,
DET,PHI,5,116.0,238.0,2.0,3.0,2.0
DET,SEA,18,180.0,224.0,3.0,1.0,
DET,TEN,2,140.0,238.0,2.0,1.0,1.0
DET,WAS,7,130.0,301.0,2.0,4.0,2.0
GB,ATL,8,91.0,288.0,4.0,,
GB,ATL,20,101.0,392.0,6.0,2.0,
GB,CHI,7,70.0,130.0,,3.0,2.0
GB,CHI,15,95.0,362.0,3.0,4.0,4.0
GB,DAL,6,191.0,247.0,3.0,3.0,2.0
GB,DAL,19,138.0,302.0,3.0,1.0,1.0
GB,DET,3,50.0,385.0,3.0,1.0,1.0
GB,DET,17,76.0,347.0,3.0,1.0,1.0
GB,HOU,13,123.0,202.0,2.0,1.0,1.0
GB,IND,9,88.0,281.0,3.0,2.0,2.0
GB,JAX,1,49.0,320.0,2.0,2.0,1.0
GB,MIN,2,33.0,286.0,2.0,1.0,
GB,MIN,16,93.0,382.0,3.0,3.0,2.0
GB,NYG,5,43.0,199.0,1.0,1.0,1.0
GB,NYG,18,70.0,299.0,1.0,2.0,2.0
GB,PHI,12,81.0,254.0,1.0,3.0,1.0
GB,SEA,14,136.0,240.0,1.0,6.0,6.0
GB,TEN,10,155.0,305.0,6.0,1.0,1.0
GB,WAS,11,153.0,375.0,6.0,,
HOU,CHI,1,73.0,216.0,2.0,3.0,1.0
HOU,CIN,16,50.0,268.0,1.0,1.0,1.0
HOU,DEN,7,191.0,157.0,3.0,1.0,
HOU,DET,8,58.0,240.0,1.0,1.0,
HOU,GB,13,109.0,209.0,3.0,1.0,1.0
HOU,IND,6,161.0,252.0,2.0,1.0,1.0
HOU,IND,14,84.0,276.0,2.0,3.0,3.0
HOU,JAX,10,80.0,265.0,3.0,4.0,2.0
HOU,JAX,15,67.0,92.0,1.0,2.0,1.0
HOU,KC,2,119.0,186.0,,3.0,3.0
HOU,LAC,12,67.0,242.0,3.0,2.0,1.0
HOU,LV,11,32.0,295.0,3.0,2.0,1.0
HOU,LV,18,64.0,161.0,2.0,5.0,3.0
HOU,MIN,5,98.0,271.0,3.0,,
HOU,NE,3,187.0,103.0,3.0,,
HOU,NE,19,101.0,287.0,3.0,4.0,3.0
HOU,TEN,4,124.0,202.0,2.0,2.0,1.0
HOU,TEN,17,104.0,150.0,2.0,1.0,1.0
IND,CHI,5,126.0,397.0,2.0,3.0,1.0
IND,DEN,2,134.0,266.0,1.0,1.0,1.0
IND,DET,1,117.0,340.0,5.0,,
IND,GB,9,117.0,297.0,3.0,2.0,1.0
IND,HOU,6,159.0,269.0,3.0,2.0,1.0
IND,HOU,14,187.0,147.0,1.0,2.0,1.0
IND,JAX,4,136.0,207.0,3.0,1.0,
IND,JAX,17,182.0,301.0,2.0,2.0,2.0
IND,KC,8,89.0,350.0,3.0,1.0,
IND,LAC,3,37.0,326.0,1.0,3.0,3.0
IND,LV,16,213.0,261.0,5.0,1.0,
IND,MIN,15,34.0,291.0,,3.0,3.0
IND,NYJ,13,37.0,216.0,1.0,4.0,3.0
IND,PIT,12,148.0,221.0,4.0,,
IND,TEN,7,124.0,232.0,4.0,2.0,1.0
IND,TEN,11,97.0,290.0,2.0,,
JAX,BAL,3,85.0,214.0,1.0,3.0,2.0
JAX,BUF,12,154.0,166.0,4.0,2.0,
JAX,CHI,6,92.0,302.0,1.0,1.0,
JAX,DEN,13,104.0,104.0,1.0,,
JAX,DET,11,15.0,278.0,1.0,2.0,1.0
JAX,GB,1,96.0,199.0,3.0,,
JAX,HOU,10,181.0,99.0,2.0,,
JAX,HOU,15,82.0,308.0,1.0,4.0,2.0
JAX,IND,4,94.0,234.0,3.0,2.0,1.0
JAX,IND,17,94.0,321.0,3.0,2.0,2.0
JAX,KC,9,65.0,187.0,1.0,1.0,1.0
JAX,LAC,2,150.0,220.0,5.0,1.0,1.0
JAX,LV,7,146.0,200.0,3.0,2.0,1.0
JAX,MIN,14,87.0,292.0,2.0,2.0,1.0
JAX,TEN,8,214.0,280.0,4.0,2.0,1.0
JAX,TEN,16,59.0,223.0,3.0,2.0,1.0
KC,ATL,13,128.0,297.0,4.0,1.0,1.0
KC,CAR,10,100.0,261.0,3.0,3.0,2.0
KC,DEN,12,125.0,368.0,3.0,1.0,
KC,DEN,16,63.0,183.0,1.0,3.0,3.0
KC,HOU,2,100.0,268.0,1.0,2.0,2.0
KC,IND,8,106.0,210.0,2.0,3.0,2.0
KC,JAX,9,205.0,252.0,2.0,3.0,3.0
KC,LAC,1,156.0,243.0,3.0,,
KC,LAC,17,129.0,269.0,2.0,2.0,2.0
KC,LV,6,64.0,225.0,1.0,3.0,2.0
KC,LV,14,135.0,117.0,1.0,2.0,1.0
KC,NO,7,104.0,367.0,4.0,3.0,2.0
KC,NYJ,3,117.0,188.0,1.0,9.0,8.0
KC,PIT,4,150.0,300.0,6.0,1.0,
KC,PIT,19,174.0,224.0,,1.0,1.0
KC,TB,11,116.0,331.0,1.0,2.0,1.0
KC,TEN,15,150.0,241.0,2.0,4.0,3.0
MIA,ARI,14,176.0,145.0,3.0,7.0,5.0
MIA,BAL,13,113.0,386.0,5.0,2.0,2.0
MIA,BUF,7,67.0,221.0,3.0,,
MIA,BUF,16,273.0,329.0,4.0,1.0,
MIA,CIN,4,81.0,296.0,1.0,2.0,
MIA,CLE,3,170.0,279.0,1.0,3.0,1.0
MIA,LA,11,103.0,134.0,1.0,1.0,1.0
MIA,LAC,10,70.0,326.0,4.0,6.0,5.0
MIA,NE,2,162.0,324.0,4.0,3.0,1.0
MIA,NE,17,120.0,276.0,4.0,1.0,
MIA,NYJ,9,132.0,213.0,2.0,4.0,2.0
MIA,NYJ,15,116.0,266.0,1.0,5.0,4.0
MIA,PIT,6,129.0,189.0,2.0,2.0,2.0
MIA,PIT,18,181.0,197.0,4.0,2.0,2.0
MIA,SEA,1,112.0,258.0,1.0,2.0,2.0
MIA,SF,12,193.0,296.0,3.0,3.0,2.0
MIA,TEN,5,238.0,163.0,4.0,1.0,
MIN,ARI,11,135.0,198.0,4.0,3.0,2.0
MIN,CAR,3,105.0,265.0,1.0,3.0,3.0
MIN,CHI,8,158.0,252.0,2.0,,
MIN,CHI,17,183.0,149.0,2.0,5.0,4.0
MIN,DAL,13,141.0,139.0,2.0,6.0,3.0
MIN,DET,9,97.0,219.0,2.0,1.0,1.0
MIN,DET,12,96.0,232.0,1.0,,
MIN,GB,2,83.0,213.0,2.0,5.0,3.0
MIN,GB,16,40.0,347.0,5.0,,
MIN,HOU,5,59.0,184.0,1.0,2.0,1.0
MIN,IND,15,161.0,250.0,4.0,,
MIN,JAX,14,85.0,257.0,1.0,,
MIN,NYG,4,78.0,261.0,1.0,1.0,1.0
MIN,PHI,7,102.0,138.0,1.0,7.0,5.0
MIN,TEN,1,64.0,271.0,4.0,3.0,3.0
MIN,WAS,10,129.0,262.0,2.0,1.0,1.0
NE,ARI,1,92.0,271.0,3.0,1.0,
NE,ATL,21,104.0,284.0,3.0,1.0,1.0
NE,BAL,14,42.0,324.0,2.0,2.0,2.0
NE,BUF,4,134.0,246.0,1.0,2.0,
NE,BUF,8,167.0,218.0,3.0,2.0,
NE,CIN,6,120.0,254.0,2.0,,
NE,CLE,5,28.0,249.0,2.0,3.0,1.0
NE,DEN,15,58.0,282.0,,2.0,2.0
NE,HOU,3,109.0,196.0,,4.0,3.0
NE,HOU,19,105.0,197.0,1.0,3.0,3.0
NE,LA,13,37.0,161.0,1.0,3.0,2.0
NE,MIA,2,70.0,387.0,3.0,5.0,4.0
NE,MIA,17,75.0,205.0,2.0,3.0,2.0
NE,NYJ,12,65.0,269.0,2.0,2.0,2.0
NE,NYJ,16,111.0,136.0,,4.0,4.0
NE,PIT,7,94.0,281.0,1.0,3.0,2.0
NE,PIT,20,54.0,314.0,2.0,2.0,2.0
NE,SEA,10,96.0,348.0,3.0,1.0,
NE,SF,11,122.0,206.0,2.0,5.0,
NO,ARI,15,116.0,318.0,5.0,2.0,2.0
NO,ATL,3,219.0,240.0,5.0,1.0,1.0
NO,ATL,17,143.0,331.0,5.0,,
NO,CAR,6,104.0,322.0,5.0,2.0,2.0
NO,CAR,11,50.0,192.0,2.0,,
NO,DEN,10,105.0,258.0,2.0,2.0,2.0
NO,DET,13,85.0,341.0,2.0,,
NO,KC,7,114.0,214.0,2.0,1.0,
NO,LA,12,69.0,214.0,3.0,3.0,2.0
NO,LAC,4,38.0,321.0,4.0,5.0,3.0
NO,LV,1,167.0,319.0,4.0,1.0,
NO,NYG,2,68.0,368.0,,3.0,3.0
NO,SEA,8,74.0,296.0,1.0,2.0,1.0
NO,SF,9,93.0,398.0,2.0,4.0,4.0
NO,TB,14,106.0,184.0,1.0,,
NO,TB,16,89.0,277.0,3.0,2.0,2.0
NYG,BAL,6,98.0,307.0,2.0,,
NYG,CHI,11,93.0,252.0,2.0,3.0,1.0
NYG,CIN,10,78.0,204.0,2.0,1.0,1.0
NYG,CLE,12,58.0,322.0,2.0,4.0,4.0
NYG,DAL,1,101.0,227.0,1.0,,
NYG,DAL,14,108.0,165.0,1.0,5.0,3.0
NYG,DET,15,56.0,273.0,,2.0,2.0
NYG,GB,5,150.0,259.0,2.0,3.0,2.0
NYG,GB,18,76.0,362.0,5.0,,
NYG,LA,7,74.0,291.0,2.0,7.0,4.0
NYG,MIN,4,106.0,262.0,3.0,1.0,1.0
NYG,NO,2,41.0,263.0,1.0,,
NYG,PHI,9,96.0,364.0,2.0,4.0,2.0
NYG,PHI,16,119.0,168.0,2.0,2.0,1.0
NYG,PIT,13,118.0,289.0,2.0,2.0,2.0
NYG,WAS,3,92.0,327.0,2.0,2.0,
NYG,WAS,17,38.0,287.0,2.0,4.0,3.0
NYJ,ARI,6,173.0,225.0,4.0,3.0,
NYJ,BAL,7,11.0,248.0,,2.0,2.0
NYJ,BUF,2,86.0,307.0,3.0,2.0,1.0
NYJ,BUF,17,68.0,182.0,1.0,3.0,3.0
NYJ,CIN,1,57.0,366.0,2.0,1.0,1.0
NYJ,CLE,8,68.0,345.0,3.0,3.0,2.0
NYJ,IND,13,142.0,289.0,5.0,2.0,1.0
NYJ,KC,3,75.0,237.0,1.0,1.0,1.0
NYJ,LA,10,128.0,165.0,,2.0,
NYJ,MIA,9,138.0,149.0,2.0,3.0,
NYJ,MIA,15,67.0,236.0,4.0,3.0,1.0
NYJ,NE,12,95.0,286.0,2.0,2.0,
NYJ,NE,16,116.0,220.0,5.0,1.0,
NYJ,PIT,5,63.0,380.0,4.0,2.0,1.0
NYJ,SEA,4,69.0,309.0,3.0,,
NYJ,SF,14,248.0,133.0,2.0,,
LV,ATL,2,139.0,396.0,4.0,1.0,1.0
LV,BAL,4,130.0,298.0,3.0,3.0,1.0
LV,BUF,13,212.0,191.0,3.0,2.0,2.0
LV,CAR,12,129.0,246.0,6.0,3.0,2.0
LV,DEN,9,33.0,283.0,2.0,2.0,2.0
LV,DEN,17,148.0,206.0,3.0,2.0,1.0
LV,HOU,11,124.0,243.0,2.0,2.0,2.0
LV,HOU,18,125.0,168.0,3.0,1.0,
LV,IND,16,103.0,288.0,3.0,3.0,3.0
LV,JAX,7,106.0,246.0,1.0,3.0,2.0
LV,KC,6,185.0,224.0,3.0,,
LV,KC,14,68.0,264.0,2.0,2.0,2.0
LV,LAC,5,72.0,359.0,4.0,7.0,4.0
LV,LAC,15,73.0,206.0,2.0,3.0,2.0
LV,NO,1,88.0,423.0,4.0,2.0,1.0
LV,TB,8,102.0,180.0,3.0,2.0,
LV,TEN,3,181.0,214.0,1.0,4.0,3.0
PHI,ATL,10,48.0,267.0,1.0,1.0,1.0
PHI,BAL,15,152.0,206.0,3.0,3.0,2.0
PHI,CHI,2,64.0,235.0,1.0,3.0,3.0
PHI,CIN,13,81.0,332.0,3.0,2.0,2.0
PHI,CLE,1,120.0,190.0,1.0,3.0,1.0
PHI,DAL,8,187.0,287.0,3.0,4.0,1.0
PHI,DAL,17,70.0,151.0,1.0,3.0,2.0
PHI,DET,5,82.0,180.0,3.0,1.0,1.0
PHI,GB,12,77.0,313.0,3.0,,
PHI,MIN,7,94.0,224.0,1.0,5.0,3.0
PHI,NYG,9,58.0,257.0,4.0,2.0,2.0
PHI,NYG,16,114.0,356.0,2.0,4.0,3.0
PHI,PIT,3,29.0,257.0,,3.0,2.0
PHI,SEA,11,156.0,287.0,3.0,1.0,
PHI,WAS,6,231.0,263.0,4.0,1.0,1.0
PHI,WAS,14,109.0,234.0,5.0,1.0,1.0
PIT,BAL,9,52.0,250.0,1.0,3.0,1.0
PIT,BAL,16,122.0,262.0,2.0,3.0,1.0
PIT,BUF,14,67.0,228.0,3.0,1.0,1.0
PIT,CIN,2,46.0,366.0,1.0,3.0,2.0
PIT,CIN,15,76.0,157.0,2.0,1.0,1.0
PIT,CLE,11,33.0,246.0,2.0,2.0,2.0
PIT,CLE,17,231.0,232.0,3.0,5.0,3.0
PIT,DAL,10,127.0,319.0,4.0,1.0,1.0
PIT,IND,12,91.0,240.0,1.0,3.0,2.0
PIT,KC,4,87.0,287.0,2.0,4.0,2.0
PIT,KC,19,61.0,172.0,2.0,2.0,2.0
PIT,MIA,6,223.0,252.0,3.0,,
PIT,MIA,18,52.0,289.0,1.0,4.0,3.0
PIT,NE,7,141.0,222.0,4.0,1.0,1.0
PIT,NE,20,60.0,384.0,4.0,,
PIT,NYG,13,57.0,195.0,2.0,2.0,2.0
PIT,NYJ,5,72.0,255.0,1.0,1.0,
PIT,PHI,3,125.0,301.0,4.0,1.0,
PIT,WAS,1,55.0,329.0,1.0,3.0,2.0
LAC,ATL,7,130.0,273.0,2.0,1.0,1.0
LAC,CAR,14,126.0,160.0,2.0,1.0,1.0
LAC,CLE,16,124.0,175.0,2.0,,
LAC,DEN,6,84.0,230.0,1.0,3.0,3.0
LAC,DEN,8,59.0,276.0,3.0,4.0,3.0
LAC,HOU,12,114.0,246.0,1.0,4.0,4.0
LAC,IND,3,93.0,331.0,4.0,4.0,2.0
LAC,JAX,2,69.0,329.0,2.0,3.0,3.0
LAC,KC,1,83.0,363.0,4.0,1.0,1.0
LAC,KC,17,103.0,264.0,4.0,1.0,1.0
LAC,LV,5,89.0,317.0,3.0,1.0,1.0
LAC,LV,15,154.0,213.0,1.0,3.0,2.0
LAC,MIA,10,107.0,240.0,3.0,1.0,
LAC,NO,4,87.0,207.0,5.0,2.0,2.0
LAC,TB,13,85.0,280.0,2.0,1.0,1.0
LAC,TEN,9,80.0,313.0,7.0,3.0,3.0
SF,ARI,5,174.0,124.0,4.0,2.0,
SF,ARI,10,80.0,376.0,2.0,5.0,5.0
SF,ATL,15,249.0,302.0,5.0,2.0,1.0
SF,BUF,6,314.0,179.0,6.0,3.0,2.0
SF,CAR,2,176.0,353.0,4.0,4.0,4.0
SF,CHI,13,144.0,192.0,3.0,2.0,1.0
SF,DAL,4,201.0,245.0,3.0,,
SF,LA,1,66.0,130.0,,2.0,2.0
SF,LA,16,100.0,90.0,3.0,3.0,2.0
SF,MIA,12,95.0,285.0,4.0,1.0,
SF,NE,11,172.0,280.0,4.0,1.0,
SF,NO,9,250.0,323.0,5.0,,
SF,NYJ,14,188.0,257.0,2.0,1.0,1.0
SF,SEA,3,129.0,308.0,4.0,2.0,2.0
SF,SEA,17,90.0,300.0,2.0,3.0,
SF,TB,7,250.0,269.0,4.0,2.0,2.0
SEA,ARI,7,132.0,342.0,,1.0,
SEA,ARI,16,95.0,284.0,4.0,1.0,1.0
SEA,ATL,6,52.0,335.0,3.0,2.0,2.0
SEA,ATL,19,102.0,338.0,4.0,2.0,
SEA,BUF,9,162.0,289.0,3.0,1.0,1.0
SEA,CAR,13,89.0,182.0,1.0,2.0,2.0
SEA,DET,18,49.0,205.0,,,
SEA,GB,14,96.0,246.0,5.0,,
SEA,LA,2,66.0,239.0,,,
SEA,LA,15,47.0,167.0,,1.0,
SEA,MIA,1,64.0,186.0,1.0,2.0,
SEA,NE,10,81.0,316.0,3.0,4.0,2.0
SEA,NO,8,123.0,265.0,3.0,1.0,1.0
SEA,NYJ,4,58.0,261.0,2.0,4.0,3.0
SEA,PHI,11,113.0,218.0,2.0,3.0,2.0
SEA,SF,3,135.0,119.0,2.0,2.0,1.0
SEA,SF,17,64.0,215.0,3.0,3.0,2.0
SEA,TB,12,122.0,220.0,2.0,2.0,2.0
LA,ARI,4,118.0,325.0,1.0,5.0,5.0
LA,ARI,17,84.0,263.0,4.0,3.0,2.0
LA,ATL,14,66.0,237.0,4.0,,
LA,BUF,5,194.0,124.0,3.0,1.0,
LA,CAR,9,60.0,225.0,1.0,,
LA,DET,6,85.0,270.0,4.0,,
LA,MIA,11,98.0,172.0,2.0,1.0,1.0
LA,NE,13,135.0,269.0,2.0,,
LA,NO,12,209.0,360.0,7.0,1.0,1.0
LA,NYG,7,38.0,196.0,1.0,2.0,1.0
LA,NYJ,10,139.0,163.0,1.0,1.0,1.0
LA,SEA,2,67.0,254.0,,3.0,1.0
LA,SEA,15,75.0,229.0,3.0,2.0,1.0
LA,SF,1,151.0,170.0,4.0,2.0,1.0
LA,SF,16,74.0,266.0,3.0,4.0,2.0
LA,TB,3,84.0,405.0,5.0,3.0,2.0
TB,ARI,2,105.0,315.0,4.0,,
TB,ATL,1,53.0,334.0,2.0,,
TB,ATL,9,138.0,344.0,5.0,3.0,1.0
TB,CAR,5,136.0,278.0,2.0,3.0,3.0
TB,CAR,17,128.0,237.0,3.0,3.0,3.0
TB,CHI,10,122.0,182.0,2.0,5.0,4.0
TB,DAL,15,187.0,279.0,2.0,2.0,1.0
TB,DEN,4,93.0,238.0,3.0,,
TB,KC,11,83.0,261.0,2.0,3.0,2.0
TB,LA,3,137.0,190.0,5.0,2.0,2.0
