defteam,posteam,week,rushing_yards_allowed,passing_yards_allowed,touchdowns_allowed,turnovers_created,turnovers_recovered
CAR,ATL,15,53.0,152.0,1.0,5.0,2.0
CAR,CHI,10,138.0,162.0,1.0,1.0,
CAR,DAL,11,110.0,204.0,3.0,,
CAR,DET,5,162.0,236.0,6.0,,
CAR,GB,16,162.0,219.0,4.0,1.0,
CAR,HOU,8,110.0,140.0,2.0,1.0,1.0
CAR,IND,9,81.0,127.0,1.0,,
CAR,JAX,17,159.0,178.0,2.0,,
CAR,MIA,6,166.0,262.0,7.0,2.0,1.0
CAR,MIN,4,135.0,139.0,3.0,3.0,2.0
CAR,NO,2,138.0,236.0,2.0,1.0,1.0
CAR,NO,14,99.0,119.0,3.0,1.0,1.0
CAR,SEA,3,150.0,296.0,3.0,1.0,1.0
CAR,TB,13,130.0,202.0,3.0,1.0,1.0
CAR,TB,18,115.0,137.0,,1.0,
CAR,TEN,12,83.0,185.0,2.0,,
CHI,ARI,16,93.0,230.0,2.0,1.0,
CHI,ATL,17,134.0,180.0,2.0,5.0,4.0
CHI,CAR,10,43.0,185.0,,,
CHI,CLE,15,29.0,379.0,3.0,6.0,4.0
CHI,DEN,4,98.0,223.0,3.0,,
CHI,DET,11,116.0,236.0,4.0,4.0,4.0
CHI,DET,14,140.0,161.0,2.0,4.0,3.0
CHI,GB,1,92.0,245.0,4.0,2.0,
CHI,GB,18,126.0,316.0,2.0,1.0,1.0
CHI,KC,3,154.0,303.0,5.0,2.0,2.0
CHI,LAC,8,54.0,298.0,3.0,1.0,1.0
CHI,LV,7,39.0,204.0,2.0,3.0,3.0
CHI,MIN,6,52.0,181.0,1.0,2.0,1.0
CHI,MIN,12,73.0,185.0,1.0,5.0,4.0
CHI,NO,9,88.0,214.0,3.0,,
CHI,TB,2,122.0,317.0,2.0,1.0,
CHI,WAS,5,29.0,388.0,2.0,2.0,2.0
CIN,ARI,5,142.0,166.0,4.0,3.0,3.0
CIN,BAL,2,179.0,237.0,3.0,,
CIN,BAL,11,157.0,264.0,4.0,1.0,
CIN,BUF,9,68.0,258.0,2.0,2.0,2.0
CIN,CLE,1,206.0,154.0,2.0,2.0,2.0
CIN,CLE,18,105.0,166.0,2.0,2.0,2.0
CIN,HOU,10,188.0,356.0,3.0,3.0,3.0
CIN,IND,14,47.0,240.0,1.0,1.0,1.0
CIN,JAX,13,71.0,321.0,4.0,2.0,
CIN,KC,17,134.0,245.0,1.0,1.0,1.0
CIN,LA,3,71.0,269.0,1.0,2.0,2.0
CIN,MIN,15,143.0,303.0,3.0,2.0,2.0
CIN,PIT,12,156.0,278.0,1.0,1.0,1.0
CIN,PIT,16,113.0,290.0,4.0,1.0,
CIN,SEA,6,87.0,326.0,1.0,2.0,2.0
CIN,SF,8,113.0,365.0,2.0,3.0,3.0
CIN,TEN,4,174.0,242.0,3.0,5.0,1.0
CLE,ARI,9,41.0,58.0,,3.0,3.0
CLE,BAL,4,131.0,186.0,4.0,2.0,1.0
CLE,BAL,10,106.0,223.0,4.0,3.0,3.0
CLE,CHI,15,88.0,166.0,1.0,4.0,2.0
CLE,CIN,1,77.0,82.0,,,
CLE,CIN,18,183.0,176.0,4.0,2.0,1.0
CLE,DEN,12,173.0,134.0,3.0,2.0,1.0
CLE,HOU,16,72.0,211.0,2.0,3.0,2.0
CLE,HOU,19,80.0,280.0,4.0,,
CLE,IND,7,168.0,305.0,6.0,4.0,4.0
CLE,JAX,14,59.0,257.0,4.0,4.0,4.0
CLE,LA,13,122.0,279.0,4.0,,
CLE,NYJ,17,107.0,261.0,2.0,2.0,2.0
CLE,PIT,2,58.0,222.0,1.0,2.0,2.0
CLE,PIT,11,173.0,106.0,1.0,,
CLE,SEA,8,115.0,254.0,3.0,3.0,2.0
CLE,SF,6,109.0,125.0,2.0,2.0,1.0
CLE,TEN,3,26.0,104.0,,2.0,
DAL,ARI,3,224.0,189.0,3.0,,
DAL,BUF,15,269.0,94.0,4.0,1.0,
DAL,CAR,11,111.0,123.0,2.0,3.0,2.0
DAL,DET,17,125.0,302.0,2.0,2.0,2.0
DAL,GB,19,144.0,272.0,6.0,,
DAL,LA,8,92.0,204.0,3.0,1.0,1.0
DAL,LAC,6,53.0,227.0,2.0,2.0,2.0
DAL,MIA,16,93.0,293.0,1.0,1.0,
DAL,NE,4,53.0,207.0,2.0,3.0,3.0
DAL,NYG,1,108.0,110.0,1.0,7.0,3.0
DAL,NYG,10,112.0,86.0,2.0,1.0,1.0
DAL,NYJ,2,64.0,170.0,1.0,4.0,4.0
DAL,PHI,9,109.0,207.0,4.0,3.0,
DAL,PHI,14,106.0,225.0,,3.0,3.0
DAL,SEA,13,72.0,334.0,5.0,1.0,1.0
DAL,SF,5,171.0,253.0,6.0,1.0,1.0
DAL,WAS,12,108.0,300.0,2.0,1.0,1.0
DAL,WAS,18,51.0,157.0,1.0,3.0,3.0
DEN,BUF,10,192.0,177.0,3.0,5.0,4.0
DEN,CHI,4,171.0,335.0,5.0,2.0,2.0
DEN,CLE,12,108.0,190.0,1.0,5.0,3.0
DEN,DET,15,185.0,278.0,6.0,,
DEN,GB,7,137.0,194.0,2.0,1.0,1.0
DEN,HOU,13,90.0,292.0,2.0,1.0,
DEN,KC,6,98.0,306.0,1.0,1.0,1.0
DEN,KC,8,62.0,240.0,,4.0,4.0
DEN,LAC,14,76.0,275.0,1.0,3.0,2.0
DEN,LAC,17,86.0,220.0,,2.0,1.0
DEN,LV,1,67.0,200.0,2.0,2.0,1.0
DEN,LV,18,131.0,244.0,3.0,,
DEN,MIA,3,351.0,376.0,10.0,,
DEN,MIN,11,175.0,221.0,2.0,5.0,3.0
DEN,NE,16,59.0,256.0,2.0,1.0,1.0
DEN,NYJ,5,234.0,199.0,1.0,4.0,2.0
DEN,WAS,2,122.0,299.0,4.0,1.0,
DET,ATL,3,44.0,201.0,,1.0,1.0
DET,BAL,7,147.0,357.0,5.0,1.0,1.0
DET,CAR,5,99.0,247.0,3.0,4.0,3.0
DET,CHI,11,184.0,169.0,2.0,2.0,1.0
DET,CHI,14,144.0,223.0,3.0,,
DET,DAL,17,61.0,345.0,2.0,3.0,2.0
DET,DEN,15,84.0,223.0,2.0,1.0,1.0
DET,GB,4,27.0,246.0,2.0,3.0,2.0
DET,GB,12,109.0,268.0,3.0,,
DET,KC,1,90.0,226.0,3.0,1.0,1.0
DET,LA,19,68.0,367.0,2.0,1.0,
DET,LAC,10,98.0,323.0,5.0,1.0,1.0
DET,LV,8,80.0,126.0,1.0,2.0,1.0
DET,MIN,16,17.0,411.0,3.0,6.0,4.0
DET,MIN,18,89.0,396.0,2.0,2.0,2.0
DET,NO,13,114.0,267.0,4.0,3.0,2.0
DET,SEA,2,82.0,328.0,4.0,,
DET,SF,21,159.0,267.0,4.0,1.0,1.0
DET,TB,6,46.0,206.0,,1.0,1.0
DET,TB,20,89.0,349.0,3.0,2.0,2.0
GB,ATL,2,212.0,237.0,2.0,1.0,1.0
GB,CAR,16,96.0,312.0,4.0,2.0,
GB,CHI,1,122.0,216.0,3.0,2.0,2.0
GB,CHI,18,75.0,148.0,,,
GB,DAL,19,123.0,403.0,5.0,2.0,2.0
GB,DEN,7,145.0,194.0,1.0,,
GB,DET,4,212.0,210.0,4.0,2.0,1.0
GB,DET,12,140.0,332.0,4.0,3.0,3.0
GB,KC,13,149.0,210.0,2.0,1.0,1.0
GB,LA,9,68.0,130.0,,2.0,2.0
GB,LAC,11,151.0,260.0,2.0,3.0,1.0
GB,LV,5,98.0,208.0,2.0,1.0,1.0
GB,MIN,8,63.0,297.0,3.0,1.0,1.0
GB,MIN,17,68.0,180.0,1.0,3.0,3.0
GB,NO,3,77.0,204.0,1.0,,
GB,NYG,14,210.0,158.0,3.0,2.0,2.0
GB,PIT,10,205.0,126.0,2.0,1.0,
GB,SF,20,112.0,252.0,3.0,,
GB,TB,15,101.0,381.0,4.0,1.0,1.0
HOU,ARI,11,123.0,214.0,2.0,2.0,1.0
HOU,ATL,5,98.0,351.0,2.0,3.0,2.0
HOU,BAL,1,110.0,169.0,3.0,3.0,2.0
HOU,BAL,20,229.0,152.0,4.0,,
HOU,CAR,8,44.0,235.0,1.0,,
HOU,CIN,10,67.0,347.0,3.0,3.0,2.0
HOU,CLE,16,55.0,374.0,5.0,2.0,2.0
HOU,CLE,19,56.0,307.0,4.0,2.0,2.0
HOU,DEN,13,119.0,186.0,2.0,3.0,3.0
HOU,IND,2,126.0,227.0,4.0,1.0,
HOU,IND,18,227.0,141.0,1.0,1.0,1.0
HOU,JAX,3,116.0,288.0,2.0,2.0,2.0
HOU,JAX,12,82.0,364.0,2.0,1.0,1.0
HOU,NO,6,89.0,357.0,1.0,1.0,1.0
HOU,NYJ,14,80.0,301.0,3.0,2.0,1.0
HOU,PIT,4,114.0,132.0,,4.0,1.0
HOU,TB,9,81.0,265.0,4.0,2.0,1.0
HOU,TEN,15,66.0,199.0,1.0,2.0,1.0
HOU,TEN,17,53.0,184.0,1.0,1.0,1.0
IND,ATL,16,177.0,229.0,2.0,1.0,
IND,BAL,3,186.0,202.0,2.0,4.0,2.0
IND,CAR,9,138.0,173.0,3.0,5.0,4.0
IND,CIN,14,111.0,274.0,5.0,2.0,2.0
IND,CLE,7,151.0,183.0,3.0,4.0,2.0
IND,HOU,2,53.0,384.0,2.0,3.0,1.0
IND,HOU,18,60.0,264.0,3.0,,
IND,JAX,1,106.0,241.0,5.0,3.0,2.0
IND,JAX,6,88.0,181.0,4.0,1.0,1.0
IND,LA,4,164.0,319.0,3.0,2.0,1.0
IND,LV,17,84.0,299.0,2.0,,
IND,NE,10,167.0,195.0,,3.0,2.0
IND,NO,8,162.0,354.0,5.0,1.0,1.0
IND,PIT,15,74.0,172.0,2.0,3.0,3.0
IND,TB,12,125.0,199.0,2.0,3.0,2.0
IND,TEN,5,90.0,264.0,1.0,1.0,1.0
IND,TEN,13,178.0,224.0,3.0,4.0,2.0
JAX,ATL,4,127.0,191.0,2.0,3.0,3.0
JAX,BAL,15,251.0,171.0,2.0,1.0,1.0
JAX,BUF,5,30.0,359.0,3.0,2.0,2.0
JAX,CAR,17,57.0,112.0,,1.0,1.0
JAX,CIN,13,156.0,347.0,4.0,2.0,1.0
JAX,CLE,14,85.0,311.0,4.0,3.0,3.0
JAX,HOU,3,86.0,280.0,3.0,,
JAX,HOU,12,91.0,304.0,3.0,,
JAX,IND,1,65.0,223.0,2.0,3.0,3.0
JAX,IND,6,44.0,329.0,2.0,4.0,4.0
JAX,KC,2,106.0,305.0,2.0,4.0,2.0
JAX,NO,7,112.0,301.0,3.0,3.0,2.0
JAX,PIT,8,70.0,211.0,1.0,4.0,2.0
JAX,SF,10,147.0,302.0,4.0,,
JAX,TB,16,73.0,283.0,3.0,,
JAX,TEN,11,94.0,158.0,2.0,1.0,1.0
JAX,TEN,18,178.0,168.0,4.0,2.0,1.0
KC,BAL,21,82.0,272.0,1.0,3.0,3.0
KC,BUF,14,120.0,233.0,2.0,2.0,1.0
KC,BUF,20,170.0,186.0,3.0,2.0,
KC,CHI,3,116.0,99.0,1.0,2.0,2.0
KC,CIN,17,104.0,197.0,2.0,,
KC,DEN,6,115.0,95.0,1.0,5.0,3.0
KC,DEN,8,153.0,114.0,3.0,3.0,2.0
KC,DET,1,121.0,253.0,2.0,2.0,1.0
KC,GB,13,129.0,267.0,3.0,,
KC,JAX,2,74.0,215.0,,4.0,2.0
KC,LAC,7,140.0,259.0,2.0,2.0,2.0
KC,LAC,18,118.0,258.0,1.0,3.0,1.0
KC,LV,12,123.0,248.0,2.0,,
KC,LV,16,161.0,62.0,,,
KC,MIA,9,117.0,193.0,3.0,3.0,1.0
KC,MIA,19,76.0,199.0,1.0,1.0,1.0
KC,MIN,5,70.0,284.0,2.0,2.0,1.0
KC,NE,15,52.0,180.0,2.0,2.0,1.0
KC,NYJ,4,108.0,245.0,2.0,2.0,1.0
KC,PHI,11,117.0,150.0,3.0,2.0,1.0
KC,SF,22,111.0,276.0,2.0,2.0,1.0
MIA,BAL,17,162.0,340.0,8.0,1.0,1.0
MIA,BUF,4,108.0,320.0,6.0,,
MIA,BUF,18,130.0,359.0,2.0,3.0,3.0
MIA,CAR,6,108.0,224.0,2.0,1.0,
MIA,DAL,16,98.0,253.0,2.0,1.0,1.0
MIA,DEN,3,69.0,306.0,1.0,4.0,3.0
MIA,KC,9,96.0,185.0,2.0,1.0,1.0
MIA,KC,19,147.0,262.0,2.0,3.0,1.0
MIA,LAC,1,233.0,229.0,4.0,,
MIA,LV,11,36.0,271.0,1.0,3.0,3.0
MIA,NE,2,89.0,231.0,2.0,2.0,2.0
MIA,NE,8,79.0,161.0,2.0,1.0,1.0
MIA,NYG,5,85.0,205.0,,1.0,
MIA,NYJ,12,29.0,179.0,2.0,5.0,2.0
MIA,NYJ,15,23.0,136.0,,4.0,4.0
MIA,PHI,7,103.0,279.0,5.0,2.0,2.0
MIA,TEN,14,84.0,327.0,4.0,3.0,2.0
MIA,WAS,13,138.0,127.0,3.0,2.0,1.0
MIN,ATL,9,110.0,268.0,2.0,2.0,2.0
MIN,CAR,4,83.0,204.0,1.0,2.0,1.0
MIN,CHI,6,163.0,141.0,2.0,4.0,3.0
MIN,CHI,12,122.0,217.0,,3.0,2.0
MIN,CIN,15,83.0,324.0,3.0,2.0,1.0
MIN,DEN,11,47.0,259.0,1.0,1.0,
MIN,DET,16,145.0,257.0,4.0,2.0,1.0
MIN,DET,18,70.0,320.0,4.0,,
MIN,GB,8,74.0,229.0,1.0,3.0,1.0
MIN,GB,17,179.0,293.0,4.0,,
MIN,KC,5,67.0,281.0,3.0,,
MIN,LAC,3,31.0,454.0,4.0,4.0,1.0
MIN,LV,14,56.0,171.0,,4.0,3.0
MIN,NO,10,65.0,232.0,2.0,3.0,2.0
MIN,PHI,2,259.0,193.0,4.0,2.0,2.0
MIN,SF,7,66.0,272.0,2.0,3.0,3.0
MIN,TB,1,76.0,173.0,2.0,,
NE,BUF,7,81.0,265.0,3.0,2.0,2.0
NE,BUF,17,129.0,169.0,2.0,3.0,1.0
NE,DAL,4,127.0,281.0,2.0,2.0,
NE,DEN,16,83.0,238.0,3.0,5.0,2.0
NE,IND,10,71.0,194.0,1.0,1.0,1.0
NE,KC,15,48.0,309.0,3.0,4.0,2.0
NE,LAC,13,31.0,212.0,,,
NE,LV,6,87.0,264.0,1.0,1.0,1.0
NE,MIA,2,146.0,249.0,3.0,3.0,1.0
NE,MIA,8,81.0,324.0,4.0,2.0,2.0
NE,NO,5,141.0,183.0,3.0,1.0,
NE,NYG,12,59.0,191.0,1.0,4.0,1.0
NE,NYJ,3,38.0,157.0,1.0,1.0,
NE,NYJ,18,185.0,70.0,1.0,1.0,
NE,PHI,1,98.0,170.0,1.0,2.0,1.0
NE,PIT,14,83.0,190.0,2.0,1.0,1.0
NE,WAS,9,125.0,325.0,2.0,2.0,2.0
NO,ATL,12,229.0,168.0,2.0,2.0,2.0
NO,ATL,18,78.0,318.0,2.0,3.0,3.0
NO,CAR,2,100.0,153.0,1.0,1.0,1.0
NO,CAR,14,204.0,137.0,1.0,3.0,2.0
NO,CHI,9,156.0,220.0,2.0,6.0,5.0
NO,DET,13,144.0,213.0,4.0,,
NO,GB,3,99.0,259.0,2.0,2.0,1.0
NO,HOU,6,121.0,199.0,2.0,1.0,1.0
NO,IND,8,164.0,213.0,3.0,1.0,1.0
NO,JAX,7,117.0,217.0,3.0,1.0,1.0
NO,LA,16,137.0,328.0,3.0,,
NO,MIN,10,125.0,268.0,3.0,,
NO,NE,5,45.0,132.0,1.0,3.0,3.0
NO,NYG,15,60.0,190.0,,,
NO,TB,4,117.0,246.0,3.0,1.0,1.0
NO,TB,17,58.0,309.0,2.0,4.0,4.0
NO,TEN,1,104.0,198.0,,3.0,3.0
NYG,ARI,2,151.0,228.0,3.0,,
NYG,BUF,6,128.0,169.0,2.0,2.0,2.0
NYG,DAL,1,122.0,143.0,3.0,1.0,
NYG,DAL,10,169.0,472.0,7.0,2.0,2.0
NYG,GB,14,123.0,218.0,2.0,3.0,3.0
NYG,LA,17,106.0,317.0,4.0,4.0,3.0
NYG,LV,9,125.0,209.0,3.0,,
NYG,MIA,5,223.0,308.0,5.0,4.0,3.0
NYG,NE,12,147.0,143.0,1.0,5.0,3.0
NYG,NO,15,91.0,218.0,3.0,,
NYG,NYJ,8,58.0,240.0,1.0,3.0,2.0
NYG,PHI,16,170.0,301.0,4.0,5.0,2.0
NYG,PHI,18,133.0,203.0,1.0,4.0,4.0
NYG,SEA,4,121.0,173.0,2.0,1.0,
NYG,SF,3,144.0,310.0,3.0,1.0,
NYG,WAS,7,76.0,249.0,1.0,3.0,2.0
NYG,WAS,11,174.0,256.0,3.0,7.0,6.0
NYJ,ATL,13,91.0,121.0,1.0,2.0,
NYJ,BUF,1,97.0,236.0,1.0,4.0,4.0
NYJ,BUF,11,132.0,275.0,3.0,2.0,1.0
NYJ,CLE,17,127.0,309.0,5.0,5.0,3.0
NYJ,DAL,2,137.0,255.0,2.0,1.0,
NYJ,DEN,5,139.0,196.0,3.0,5.0,3.0
NYJ,HOU,14,81.0,95.0,1.0,1.0,
NYJ,KC,4,206.0,203.0,2.0,3.0,2.0
NYJ,LAC,9,84.0,136.0,2.0,2.0,
NYJ,LV,10,148.0,153.0,1.0,4.0,2.0
NYJ,MIA,12,169.0,243.0,4.0,3.0,3.0
NYJ,MIA,15,79.0,228.0,3.0,,
NYJ,NE,3,157.0,201.0,1.0,,
NYJ,NE,18,88.0,88.0,,4.0,2.0
NYJ,NYG,8,203.0,7.0,1.0,1.0,
NYJ,PHI,6,80.0,280.0,2.0,4.0,4.0
NYJ,WAS,16,102.0,156.0,4.0,2.0,2.0
LV,BUF,2,185.0,274.0,5.0,,
LV,CHI,7,177.0,162.0,3.0,1.0,
LV,DEN,1,94.0,177.0,2.0,,
LV,DEN,18,49.0,272.0,2.0,2.0,1.0
LV,DET,8,224.0,272.0,3.0,3.0,3.0
LV,GB,5,110.0,182.0,1.0,3.0,3.0
LV,IND,17,135.0,224.0,2.0,1.0,
LV,KC,12,71.0,298.0,4.0,,
LV,KC,16,85.0,246.0,4.0,4.0,2.0
LV,LAC,4,166.0,167.0,3.0,1.0,1.0
LV,LAC,15,92.0,257.0,5.0,5.0,4.0
LV,MIA,11,100.0,325.0,2.0,3.0,3.0
LV,MIN,14,132.0,146.0,,,
LV,NE,6,84.0,200.0,2.0,1.0,1.0
LV,NYG,9,123.0,200.0,1.0,3.0,2.0
LV,NYJ,10,108.0,263.0,,2.0,1.0
LV,PIT,3,106.0,235.0,2.0,1.0,
PHI,ARI,17,221.0,232.0,5.0,2.0,1.0
PHI,BUF,12,174.0,339.0,4.0,1.0,1.0
PHI,DAL,9,74.0,374.0,3.0,2.0,1.0
PHI,DAL,14,138.0,271.0,4.0,1.0,1.0
PHI,KC,11,168.0,177.0,2.0,2.0,2.0
PHI,LA,5,54.0,222.0,2.0,1.0,
PHI,MIA,7,45.0,216.0,1.0,2.0,1.0
PHI,MIN,2,28.0,364.0,4.0,4.0,3.0
PHI,NE,1,76.0,316.0,4.0,2.0,2.0
PHI,NYG,16,106.0,188.0,2.0,2.0,1.0
PHI,NYG,18,109.0,311.0,3.0,2.0,1.0
PHI,NYJ,6,91.0,186.0,1.0,,
PHI,SEA,15,102.0,208.0,2.0,,
PHI,SF,13,147.0,314.0,6.0,,
PHI,TB,3,41.0,146.0,1.0,3.0,2.0
PHI,TB,19,119.0,337.0,3.0,1.0,
PHI,WAS,4,107.0,290.0,4.0,2.0,
PHI,WAS,8,84.0,397.0,4.0,2.0,1.0
PIT,ARI,13,153.0,145.0,3.0,2.0,
PIT,BAL,5,125.0,236.0,1.0,5.0,4.0
PIT,BAL,18,107.0,146.0,1.0,3.0,2.0
PIT,BUF,19,182.0,203.0,4.0,,
PIT,CIN,12,26.0,227.0,1.0,2.0,1.0
PIT,CIN,16,59.0,335.0,1.0,4.0,3.0
PIT,CLE,2,198.0,235.0,4.0,4.0,4.0
PIT,CLE,11,96.0,165.0,1.0,1.0,1.0
PIT,GB,10,116.0,289.0,2.0,3.0,2.0
PIT,HOU,4,139.0,312.0,3.0,1.0,
PIT,IND,15,171.0,215.0,3.0,,
PIT,JAX,8,106.0,292.0,1.0,3.0,3.0
PIT,LA,7,135.0,231.0,2.0,1.0,1.0
PIT,LV,3,69.0,324.0,2.0,3.0,3.0
PIT,NE,14,81.0,240.0,3.0,2.0,1.0
PIT,SEA,17,88.0,290.0,2.0,2.0,1.0
PIT,SF,1,191.0,220.0,3.0,3.0,1.0
PIT,TEN,9,105.0,262.0,1.0,1.0,1.0
LAC,BAL,12,199.0,177.0,2.0,1.0,
LAC,BUF,16,105.0,237.0,3.0,3.0,2.0
LAC,CHI,8,75.0,232.0,2.0,3.0,2.0
LAC,DAL,6,98.0,272.0,2.0,,
LAC,DEN,14,110.0,224.0,3.0,1.0,1.0
LAC,DEN,17,103.0,224.0,1.0,,
LAC,DET,10,202.0,333.0,5.0,,
LAC,GB,11,103.0,322.0,3.0,2.0,
LAC,KC,7,70.0,424.0,4.0,2.0,2.0
LAC,KC,18,124.0,154.0,,1.0,1.0
LAC,LV,4,76.0,238.0,2.0,5.0,3.0
LAC,LV,15,124.0,260.0,7.0,1.0,1.0
LAC,MIA,1,72.0,466.0,4.0,3.0,2.0
LAC,MIN,3,130.0,367.0,3.0,2.0,2.0
LAC,NE,13,148.0,141.0,,2.0,1.0
LAC,NYJ,9,64.0,263.0,,5.0,3.0
LAC,TEN,2,141.0,246.0,3.0,,
SF,ARI,4,105.0,265.0,2.0,1.0,
SF,ARI,15,234.0,211.0,4.0,7.0,2.0
SF,BAL,16,103.0,252.0,3.0,,
SF,CIN,8,135.0,283.0,4.0,2.0,1.0
SF,CLE,6,161.0,192.0,1.0,3.0,2.0
SF,DAL,5,59.0,161.0,1.0,4.0,4.0
SF,DET,21,182.0,273.0,4.0,1.0,1.0
SF,GB,20,137.0,194.0,2.0,4.0,2.0
SF,JAX,10,59.0,190.0,,4.0,4.0
SF,KC,22,130.0,333.0,2.0,6.0,3.0
SF,LA,2,89.0,307.0,2.0,2.0,2.0
SF,LA,18,110.0,163.0,3.0,1.0,1.0
SF,MIN,7,75.0,378.0,2.0,1.0,1.0
SF,NYG,3,29.0,137.0,1.0,1.0,1.0
SF,PHI,13,46.0,314.0,2.0,2.0,
SF,PIT,1,41.0,232.0,1.0,2.0,2.0
SF,SEA,12,88.0,180.0,,2.0,1.0
SF,SEA,14,70.0,269.0,2.0,2.0,2.0
SF,TB,11,67.0,246.0,2.0,3.0,2.0
SF,WAS,17,62.0,169.0,1.0,2.0,2.0
SEA,ARI,7,127.0,150.0,1.0,3.0,1.0
SEA,ARI,18,206.0,262.0,2.0,,
SEA,BAL,9,300.0,225.0,4.0,3.0,2.0
SEA,CAR,3,44.0,361.0,3.0,,
SEA,CIN,6,47.0,185.0,2.0,1.0,1.0
SEA,CLE,8,156.0,257.0,2.0,3.0,3.0
SEA,DAL,13,137.0,299.0,4.0,,
SEA,DET,2,102.0,323.0,5.0,3.0,3.0
SEA,LA,1,92.0,334.0,3.0,,
SEA,LA,11,84.0,190.0,2.0,1.0,1.0
SEA,NYG,4,112.0,203.0,1.0,4.0,3.0
SEA,PHI,15,178.0,143.0,2.0,2.0,2.0
SEA,PIT,17,203.0,274.0,3.0,2.0,
SEA,SF,12,171.0,209.0,5.0,2.0,2.0
SEA,SF,14,174.0,368.0,4.0,2.0,2.0
SEA,TEN,16,162.0,164.0,2.0,1.0,
SEA,WAS,10,68.0,312.0,3.0,1.0,1.0
