...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
0,1,Antonio Brown,,,WR1,,,,,,1,1,00-0027793,WR,2015,1,27,2010,0.955,203.24918,0.07,195,1,197,136,1841,115.0625,25,10,3,28,1.75,0,2,10,16
1,2,Julio Jones,,,WR2,,,,,,2,2.3,00-0027944,WR,2015,0.9315068493150684,26,2011,0.8500000000000001,87.95429,0.099,6,23.2,203,136,1871,116.9375,25,8,0,0,0,0,1,8,16
2,3,Odell Beckham Jr.,,,WR3,,,,,,3,2.8,00-0031235,WR,2015,1,22,2014,0.948,91.935524,0.02,12,18.8,316,192,2908,193.86666666666667,38,13,1,3,0.2,0,0,13,15
4,5,DeAndre Hopkins,BAL,8,WR4,,,,,,5,5.8,00-0030564,WR,2015,1,23,2013,0.966875,75.30462,0.016,27,13.6,193,111,1521,95.0625,19,11,0,0,0,0,0,11,16
5,6,A.J. Green,,,WR5,,,,,,9,6,00-0027942,WR,2015,1,27,2011,0.875625,101.31663,0.105,4,25.8,132,86,1297,81.0625,19,10,0,0,0,0,1,10,16
8,9,Allen Robinson,II,,WR6,,,,,,11,9.8,00-0031428,WR,2015,0.6071428571428571,22,2014,0.933125,97.632,0.007,61,8.4,151,80,1400,87.5,31,14,0,0,0,0,0,14,16
13,14,Dez Bryant,,,WR7,,,,,,12,12.5,00-0027902,WR,2015,0.7010309278350515,26,2010,0.8044444444444445,39.6325,0.098,24,14.4,72,31,401,44.55555555555556,3,3,0,0,0,0,0,3,9
14,15,Keenan Allen,LAC,,WR8,,,,,,18,15,00-0030279,WR,2015,0.8095238095238095,23,2013,0.90375,129.53696,0.072,76,7,90,67,725,90.625,8,4,0,0,0,0,1,4,8
15,16,Brandon Marshall,,,WR9,,,,,,19,15.8,00-0024334,WR,2015,0.8793103448275862,31,2006,0.953125,54.825333,0.06,119,4.2,173,109,1502,93.875,19,14,0,0,0,0,2,14,16
17,18,Mike Evans,TB,6,WR10,,,,,,22,18,00-0031408,WR,2015,1,22,2014,0.8386666666666666,65.412575,0.027999999999999997,7,22.2,148,74,1211,80.73333333333333,21,3,0,0,0,0,1,3,15
