"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
31,"00-0026345","Pierre Garcon",114,7.1,37.2,"WR","WAS",19.2
32,"00-0031023","Quincy Enunwa",105,6.6,34.1,"WR","NYJ",19.2
33,"00-0031588","Stefon Diggs",112,8.6,36.6,"WR","MIN",19.1
34,"00-0031547","DeVante Parker",87,5.8,29.3,"WR","MIA",18.6
35,"00-0027942","A.J. Green",100,10,33.9,"WR","CIN",18.5
36,"00-0032765","Michael Thomas",121,8.1,41.6,"WR","NO",18.2
37,"00-0029293","Marvin Jones",103,6.9,36.4,"WR","DET",17.7
38,"00-0031236","Brandin Cooks",117,7.8,41.6,"WR","NO",17.6
39,"00-0031912","Cameron Meredith",97,6.9,34.4,"WR","CHI",17.6
40,"00-0032385","Sterling Shepard",105,7,37.3,"WR","NYG",17.6
41,"00-0026901","Mike Wallace",117,7.3,41.9,"WR","BAL",17.5
42,"00-0030085","Kenny Stills",81,5.1,29.3,"WR","MIA",17.3
43,"00-0028411","Dontrelle Inman",97,6.1,35.4,"WR","LAC",17.1
44,"00-0029137","Alshon Jeffery",94,7.8,34.4,"WR","CHI",17.1
45,"00-0025396","Ted Ginn",95,5.9,34.9,"WR","CAR",17
46,"00-0026189","DeSean Jackson",100,6.7,37.2,"WR","WAS",16.8
47,"00-0031431","Marqise Lee",105,6.6,39,"WR","JAX",16.8
48,"00-0032778","Tajae Sharpe",83,5.2,30.8,"WR","TEN",16.8
49,"00-0031941","Jamison Crowder",99,6.2,37.2,"WR","WAS",16.6
50,"00-0030431","Robert Woods",76,5.8,28.8,"WR","BUF",16.5
51,"00-0022084","Anquan Boldin",95,5.9,36.4,"WR","DET",16.3
52,"00-0029159","Jermaine Kearse",89,5.6,34.4,"WR","SEA",16.2
53,"00-0033127","Will Fuller",92,6.6,36.1,"WR","HOU",15.9
54,"00-0030035","Adam Thielen",92,5.8,36.6,"WR","MIN",15.7
55,"00-0030663","Willie Snead",104,6.9,41.6,"WR","NO",15.6
56,"00-0020337","Steve Smith",104,7.4,41.9,"WR","BAL",15.5
57,"00-0029632","Mohamed Sanu",82,5.5,33.4,"WR","ATL",15.4
58,"00-0033040","Tyreek Hill",83,5.2,33.6,"WR","KC",15.4
59,"00-0033009","Tyler Boyd",81,5.1,33.9,"WR","CIN",14.9
60,"00-0030068","Marquise Goodwin",68,4.9,28.8,"WR","BUF",14.8
61,"00-0032009","Adam Humphries",84,5.6,36.1,"WR","TB",14.6
62,"00-0029640","Brian Quick",77,4.8,33.1,"WR","LA",14.5
63,"00-0032688","Robby Anderson",78,5.6,34.1,"WR","NYJ",14.3
64,"00-0026995","Jeremy Maclin",76,6.3,33.6,"WR","KC",14.1
65,"00-0028002","Randall Cobb",84,6.5,38.5,"WR","GB",13.6
66,"00-0029269","Travis Benjamin",75,5.4,35.4,"WR","LAC",13.3
67,"00-0031166","Seth Roberts",79,4.9,37.2,"WR","LV",13.3
68,"00-0032966","Corey Coleman",73,7.3,35.1,"WR","CLE",13
69,"00-0030450","Quinton Patton",63,4.8,30.4,"WR","SF",12.9
70,"00-0032128","Chris Conley",69,4.3,33.6,"WR","KC",12.8
71,"00-0030542","Terrance Williams",61,4.1,30.1,"WR","DAL",12.7
72,"00-0030821","Allen Hurns",76,6.9,39,"WR","JAX",12.2
73,"00-0032218","Dorial Green-Beckham",74,5.3,37.9,"WR","PHI",12.2
74,"00-0027265","Victor Cruz",72,5.1,37.3,"WR","NYG",12.1
75,"00-0032211","Tyler Lockett",66,4.7,34.4,"WR","SEA",12
76,"00-0030578","Cordarrelle Patterson",70,4.7,36.6,"WR","MIN",11.9
77,"00-0032112","J.J. Nelson",75,5.4,40,"WR","ARI",11.7
78,"00-0031549","Nelson Agholor",70,5,37.9,"WR","PHI",11.5
79,"00-0031051","John Brown",73,5.2,40,"WR","ARI",11.4
80,"00-0031325","Sammy Watkins",52,6.5,28.8,"WR","BUF",11.3
81,"00-0029638","Michael Floyd",71,5.9,40,"WR","ARI",11.1
82,"00-0031782","Eli Rogers",66,5.1,37.4,"WR","PIT",11
83,"00-0028237","Chris Hogan",58,3.9,34.2,"WR","NE",10.6
84,"00-0032055","Devin Funchess",59,4.2,34.9,"WR","CAR",10.6
85,"00-0032208","Phillip Dorsett",59,3.9,35.9,"WR","IND",10.3
86,"00-0027996","Torrey Smith",49,4.1,30.4,"WR","SF",10.1
87,"00-0032054","Breshad Perriman",66,4.4,41.9,"WR","BAL",9.9
88,"00-0031118","Corey Brown",54,3.4,34.9,"WR","CAR",9.7
89,"00-0031339","Donte Moncrief",56,6.2,35.9,"WR","IND",9.7
90,"00-0027918","Andrew Hawkins",54,3.4,35.1,"WR","CLE",9.6
91,"00-0030669","Albert Wilson",51,3.6,33.6,"WR","KC",9.5
92,"00-0031228","Taylor Gabriel",50,4.2,33.4,"WR","ATL",9.4
93,"00-0032400","Malcolm Mitchell",48,4,34.2,"WR","NE",8.8
94,"00-0029708","Kendall Wright",43,3.9,30.8,"WR","TEN",8.7
95,"00-0032166","Sammie Coates",49,4.5,37.4,"WR","PIT",8.2
96,"00-0026182","Eddie Royal",43,4.8,34.4,"WR","CHI",7.8
97,"00-0028497","Kamar Aiken",50,3.1,41.9,"WR","BAL",7.5
98,"00-0029319","Josh Bellamy",38,3.5,34.4,"WR","CHI",6.9
99,"00-0030147","Russell Shepard",40,3.6,36.1,"WR","TB",6.9
100,"00-0030516","Brice Butler",32,2.3,30.1,"WR","DAL",6.7
101,"00-0029388","Deonte Thompson",36,4,34.4,"WR","CHI",6.5
102,"00-0031257","Paul Richardson",36,3.3,34.4,"WR","SEA",6.5
103,"00-0031545","Kevin White",36,9,34.4,"WR","CHI",6.5
104,"00-0032959","Charone Peake",35,3.2,34.1,"WR","NYJ",6.4
105,"00-0033079","Ricardo Louis",36,5.1,35.1,"WR","CLE",6.4
106,"00-0026739","Jordan Norwood",35,2.5,34.8,"WR","DEN",6.3
107,"00-0030113","Charles D. Johnson",37,2.8,36.6,"WR","MIN",6.3
108,"00-0028116","Aldrick Robinson",32,2.5,33.4,"WR","ATL",6
109,"00-0023496","Vincent Jackson",34,6.8,36.1,"WR","TB",5.9
110,"00-0032355","Chester Rogers",34,3.4,35.9,"WR","IND",5.9
111,"00-0031570","Justin Hardy",31,2.8,33.4,"WR","ATL",5.8
112,"00-0030801","Brandon Coleman",38,2.9,41.6,"WR","NO",5.7
113,"00-0029129","Rod Streater",27,2.1,30.4,"WR","SF",5.5
114,"00-0027595","Bryan Walters",34,4.2,39,"WR","JAX",5.4
115,"00-0031268","Walt Powell",25,3.6,28.8,"WR","BUF",5.4
116,"00-0026035","Danny Amendola",29,2.6,34.2,"WR","NE",5.3
117,"00-0032795","Cody Core",27,4.5,33.9,"WR","CIN",5
118,"00-0033069","Braxton Miller",28,3.1,36.1,"WR","HOU",4.9
119,"00-0028052","Cecil Shorts",27,3.9,36.1,"WR","TB",4.7
120,"00-0030290","Cobi Hamilton",28,2.5,37.4,"WR","PIT",4.7
121,"00-0031697","Jordan Taylor",25,2.3,34.8,"WR","DEN",4.5
122,"00-0027691","Andre Roberts",25,1.9,36.4,"WR","DET",4.3
123,"00-0028263","Andre Holmes",25,1.8,37.2,"WR","LV",4.2
