"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0031408","Mike Evans",175,10.9,36.1,"WR","TB",30.3
2,"00-0027150","Julian Edelman",160,10,34.2,"WR","NE",29.2
3,"00-0031382","Jarvis Landry",133,8.3,29.3,"WR","MIA",28.4
4,"00-0031235","Odell Beckham",169,10.6,37.3,"WR","NYG",28.3
5,"00-0029608","T.Y. Hilton",157,9.8,35.9,"WR","IND",27.3
6,"00-0027793","Antonio Brown",157,10.5,37.4,"WR","PIT",26.2
7,"00-0030564","DeAndre Hopkins",151,9.4,36.1,"WR","HOU",26.2
8,"00-0027874","Demaryius Thomas",145,9.1,34.8,"WR","DEN",26
9,"00-0028825","Terrelle Pryor",142,8.9,35.1,"WR","CLE",25.3
10,"00-0026176","Jordy Nelson",152,9.5,38.5,"WR","GB",24.7
11,"00-0026986","Michael Crabtree",147,9.2,37.2,"WR","LV",24.7
12,"00-0027685","Emmanuel Sanders",137,9.1,34.8,"WR","DEN",24.6
13,"00-0031428","Allen Robinson",152,9.5,39,"WR","JAX",24.4
14,"00-0027944","Julio Jones",130,9.3,33.4,"WR","ATL",24.3
15,"00-0028091","Jeremy Kerley",115,7.2,30.4,"WR","SF",23.6
16,"00-0022921","Larry Fitzgerald",150,9.4,40,"WR","ARI",23.4
17,"00-0024334","Brandon Marshall",128,8.5,34.1,"WR","NYJ",23.4
18,"00-0027891","Golden Tate",136,8.5,36.4,"WR","DET",23.4
19,"00-0028434","Doug Baldwin",126,7.9,34.4,"WR","SEA",22.9
20,"00-0031544","Amari Cooper",135,8.4,37.2,"WR","LV",22.7
21,"00-0029580","Rishard Matthews",109,6.8,30.8,"WR","TEN",22.1
22,"00-0031359","Kelvin Benjamin",118,7.4,34.9,"WR","CAR",21.1
23,"00-0032160","Tyrell Williams",119,7.4,35.4,"WR","LAC",21
24,"00-0027006","Kenny Britt",111,7.4,33.1,"WR","LA",20.9
25,"00-0027902","Dez Bryant",98,7.5,30.1,"WR","DAL",20.4
26,"00-0029000","Cole Beasley",98,6.1,30.1,"WR","DAL",20.4
27,"00-0030525","Tavon Austin",106,7.1,33.1,"WR","LA",20
28,"00-0031381","Davante Adams",123,7.7,38.5,"WR","GB",20
29,"00-0027681","Brandon LaFell",107,6.7,33.9,"WR","CIN",19.7
30,"00-0031299","Jordan Matthews",119,8.5,37.9,"WR","PHI",19.6
