player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033908,Cooper Kupp,26,293.0,6.0
00-0029137,Alshon Jeffery,25,146.0,8.0
00-0027944,Julio Jones,25,108.0,2.0
00-0027793,Antonio Brown,25,166.0,6.0
00-0030279,Keenan Allen,24,158.0,4.0
00-0031381,Davante Adams,24,280.0,7.0
00-0031382,Jarvis Landry,23,170.0,9.0
00-0022921,Larry Fitzgerald,21,236.0,6.0
00-0032765,Michael Thomas,21,164.0,7.0
00-0031408,Mike Evans,21,92.0,3.0
00-0031549,Nelson Agholor,20,110.0,4.0
00-0030035,Adam Thielen,20,78.0,2.0
00-0030564,DeAndre Hopkins,20,98.0,7.0
00-0027902,Dez Bryant,20,132.0,6.0
00-0027874,Demaryius Thomas,19,156.0,5.0
00-0026035,Danny Amendola,19,194.0,4.0
00-0032055,Devin Funchess,16,138.0,5.0
00-0029293,Marvin Jones,16,62.0,4.0
00-0027942,A.J. Green,16,144.0,6.0
00-0032760,Josh Doctson,16,84.0,4.0
00-0026986,Michael Crabtree,16,40.0,5.0
00-0033857,JuJu Smith-Schuster,16,206.0,6.0
00-0031588,Stefon Diggs,15,238.0,7.0
00-0030068,Marquise Goodwin,15,100.0,1.0
00-0031236,Brandin Cooks,15,108.0,4.0
00-0031941,Jamison Crowder,14,98.0,3.0
00-0028237,Chris Hogan,13,84.0,5.0
00-0026176,Jordy Nelson,13,86.0,5.0
00-0029632,Mohamed Sanu,13,80.0,5.0
00-0031547,DeVante Parker,13,54.0,1.0
00-0030669,Albert Wilson,12,106.0,2.0
00-0026901,Mike Wallace,12,46.0,3.0
00-0030431,Robert Woods,12,86.0,3.0
00-0031257,Paul Richardson,12,106.0,4.0
00-0031359,Kelvin Benjamin,11,24.0,1.0
00-0030300,Jaron Brown,11,76.0,1.0
00-0033891,Zay Jones,11,60.0,2.0
00-0032688,Robby Anderson,11,64.0,1.0
00-0032385,Sterling Shepard,11,34.0,0.0
00-0031325,Sammy Watkins,11,102.0,7.0
00-0027690,Eric Decker,11,122.0,1.0
00-0027681,Brandon LaFell,11,76.0,2.0
00-0031373,Martavis Bryant,10,48.0,2.0
00-0030085,Kenny Stills,10,98.0,2.0
00-0031544,Amari Cooper,10,52.0,3.0
00-0029580,Rishard Matthews,10,92.0,2.0
00-0029608,T.Y. Hilton,10,24.0,0.0
00-0027685,Emmanuel Sanders,10,40.0,2.0
00-0031326,Bruce Ellington,9,10.0,0.0
00-0031431,Marqise Lee,9,54.0,3.0
00-0031068,Ryan Grant,9,98.0,3.0
00-0031782,Eli Rogers,9,74.0,1.0
00-0030670,Bennie Fowler,9,42.0,2.0
00-0032775,Demarcus Robinson,9,32.0,1.0
00-0028434,Doug Baldwin,9,72.0,3.0
00-0029159,Jermaine Kearse,9,68.0,2.0
00-0029708,Kendall Wright,8,20.0,1.0
00-0027891,Golden Tate,8,90.0,2.0
00-0033921,Chris Godwin,8,36.0,0.0
00-0026189,DeSean Jackson,8,36.0,2.0
00-0033307,Kendrick Bourne,8,0.0,0.0
00-0032211,Tyler Lockett,8,46.0,1.0
00-0030821,Allen Hurns,8,76.0,2.0
00-0030801,Brandon Coleman,8,24.0,2.0
00-0033943,Josh Reynolds,8,30.0,1.0
00-0030542,Terrance Williams,8,6.0,0.0
00-0032659,Roger Lewis,8,70.0,1.0
00-0033292,Trent Taylor,8,58.0,2.0
00-0031189,T.J. Jones,7,30.0,1.0
00-0031339,Donte Moncrief,7,52.0,1.0
00-0025396,Ted Ginn,7,108.0,1.0
00-0031570,Justin Hardy,7,46.0,3.0
00-0031228,Taylor Gabriel,7,36.0,0.0
00-0033871,Corey Davis,7,130.0,2.0
00-0031051,John Brown,7,102.0,3.0
00-0032966,Corey Coleman,7,26.0,2.0
00-0029000,Cole Beasley,7,40.0,5.0
00-0028002,Randall Cobb,7,70.0,2.0
00-0032398,Chris Moore,6,38.0,2.0
00-0031235,Odell Beckham,6,60.0,2.0
00-0028411,Dontrelle Inman,6,26.0,1.0
00-0033127,Will Fuller,6,110.0,4.0
00-0033932,Kenny Golladay,6,18.0,1.0
00-0029388,Deonte Thompson,6,46.0,1.0
00-0027996,Torrey Smith,5,48.0,1.0
