"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0030564","DeAndre Hopkins",163,10.2,30.9,"WR","HOU",32.9
2,"00-0032765","Michael Thomas",148,9.2,32.1,"WR","NO",28.8
3,"00-0027944","Julio Jones",170,10.6,38.1,"WR","ATL",27.9
4,"00-0031381","Davante Adams",170,11.3,38.6,"WR","GB",27.5
5,"00-0030279","Keenan Allen",137,9.1,32.1,"WR","LAC",26.7
6,"00-0031382","Jarvis Landry",150,9.4,35.2,"WR","CLE",26.6
7,"00-0033871","Corey Davis",112,7,26.6,"WR","TEN",26.3
8,"00-0030035","Adam Thielen",154,9.6,37.3,"WR","MIN",25.8
9,"00-0031588","Stefon Diggs",150,10,37.3,"WR","MIN",25.1
10,"00-0027793","Antonio Brown",168,11.2,42.6,"WR","PIT",24.7
11,"00-0033857","JuJu Smith-Schuster",167,10.4,42.6,"WR","PIT",24.5
12,"00-0033040","Tyreek Hill",137,8.6,35.3,"WR","KC",24.2
13,"00-0022921","Larry Fitzgerald",113,7.1,29.7,"WR","ARI",23.8
14,"00-0030431","Robert Woods",130,8.1,34.2,"WR","LA",23.7
15,"00-0031408","Mike Evans",139,8.7,38.9,"WR","TB",22.3
16,"00-0031235","Odell Beckham",125,10.4,36.2,"WR","NYG",21.6
17,"00-0033932","Kenny Golladay",122,8.1,35.2,"WR","DET",21.6
18,"00-0031236","Brandin Cooks",117,7.8,34.2,"WR","LA",21.4
19,"00-0033891","Zay Jones",103,6.4,30.1,"WR","BUF",21.4
20,"00-0033009","Tyler Boyd",108,7.7,33.2,"WR","CIN",20.3
21,"00-0033839","Dede Westbrook",103,6.4,32.9,"WR","JAX",19.6
22,"00-0027150","Julian Edelman",108,9,34.8,"WR","NE",19.4
23,"00-0029608","T.Y. Hilton",120,8.6,39.8,"WR","IND",18.8
24,"00-0031428","Allen Robinson",95,7.3,31.8,"WR","CHI",18.7
25,"00-0032385","Sterling Shepard",108,6.8,36.2,"WR","NYG",18.7
26,"00-0032688","Robby Anderson",94,6.7,31.6,"WR","NYJ",18.6
27,"00-0026986","Michael Crabtree",100,6.2,33.8,"WR","BAL",18.5
28,"00-0031228","Taylor Gabriel",93,5.8,31.8,"WR","CHI",18.3
29,"00-0028434","Doug Baldwin",73,5.6,25.1,"WR","SEA",18.2
30,"00-0026035","Danny Amendola",79,5.3,27.2,"WR","MIA",18.1
31,"00-0031051","John Brown",98,6.1,33.8,"WR","BAL",18.1
32,"00-0032211","Tyler Lockett",71,4.4,25.1,"WR","SEA",17.7
33,"00-0030663","Willie Snead",95,6.8,33.8,"WR","BAL",17.6
34,"00-0027685","Emmanuel Sanders",98,8.2,35.4,"WR","DEN",17.3
35,"00-0032009","Adam Humphries",106,6.6,38.9,"WR","TB",17
36,"00-0031339","Donte Moncrief",89,5.6,32.9,"WR","JAX",16.9
37,"00-0026176","Jordy Nelson",89,5.9,33.2,"WR","LV",16.8
38,"00-0029000","Cole Beasley",87,5.4,32.4,"WR","DAL",16.8
39,"00-0031549","Nelson Agholor",97,6.1,37.1,"WR","PHI",16.4
40,"00-0032760","Josh Doctson",78,5.2,30.8,"WR","WAS",15.9
41,"00-0029632","Mohamed Sanu",96,6,38.1,"WR","ATL",15.8
42,"00-0033921","Chris Godwin",97,6.1,38.9,"WR","TB",15.6
43,"00-0029137","Alshon Jeffery",92,7.1,37.1,"WR","PHI",15.5
44,"00-0034837","Calvin Ridley",92,5.8,38.1,"WR","ATL",15.1
45,"00-0029159","Jermaine Kearse",76,5.8,31.6,"WR","NYJ",15
46,"00-0034348","Courtland Sutton",85,5.3,35.4,"WR","DEN",15
47,"00-0034827","D.J. Moore",82,5.5,34.2,"WR","CAR",15
48,"00-0030085","Kenny Stills",65,4.3,27.2,"WR","MIA",14.9
49,"00-0027942","A.J. Green",78,8.7,33.2,"WR","CIN",14.7
50,"00-0031544","Amari Cooper",76,8.4,32.4,"WR","DAL",14.7
51,"00-0034772","Antonio Callaway",82,5.1,35.2,"WR","CLE",14.5
52,"00-0034775","Christian Kirk",69,5.8,29.7,"WR","ARI",14.5
53,"00-0032055","Devin Funchess",79,5.6,34.2,"WR","CAR",14.4
54,"00-0031023","Quincy Enunwa",69,6.3,31.6,"WR","NYJ",13.6
55,"00-0033911","Taywan Taylor",57,4.4,26.6,"WR","TEN",13.4
56,"00-0033536","Mike Williams",68,4.5,32.1,"WR","LAC",13.3
57,"00-0033681","Keelan Cole",70,5.4,32.9,"WR","JAX",13.3
58,"00-0034764","Michael Gallup",69,4.6,32.4,"WR","DAL",13.3
59,"00-0033589","David Moore",53,3.8,25.1,"WR","SEA",13.2
60,"00-0031359","Kelvin Benjamin",62,5.2,30.1,"WR","BUF",12.9
61,"00-0033307","Kendrick Bourne",67,4.2,32.4,"WR","SF",12.9
