"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
32,"00-0029580","Rishard Matthews",87,6.2,30.2,"WR","TEN",18
33,"00-0030085","Kenny Stills",105,6.6,36.8,"WR","MIA",17.8
34,"00-0030068","Marquise Goodwin",105,6.6,37.5,"WR","SF",17.5
35,"00-0031544","Amari Cooper",96,6.9,34.6,"WR","LV",17.3
36,"00-0027690","Eric Decker",83,5.2,30.2,"WR","TEN",17.1
37,"00-0031549","Nelson Agholor",95,5.9,35.1,"WR","PHI",16.9
38,"00-0028002","Randall Cobb",93,6.6,34.8,"WR","GB",16.7
39,"00-0030431","Robert Woods",85,7.1,31.9,"WR","LA",16.7
40,"00-0027685","Emmanuel Sanders",92,7.7,34.7,"WR","DEN",16.6
41,"00-0031547","DeVante Parker",97,7.5,36.8,"WR","MIA",16.5
42,"00-0030542","Terrance Williams",80,5,30.5,"WR","DAL",16.4
43,"00-0026901","Mike Wallace",92,6.1,35.2,"WR","BAL",16.3
44,"00-0026176","Jordy Nelson",89,6.4,34.8,"WR","GB",16
45,"00-0033681","Keelan Cole",83,5.2,32.6,"WR","JAX",15.9
46,"00-0033891","Zay Jones",74,5.3,29.2,"WR","BUF",15.8
47,"00-0026189","DeSean Jackson",92,6.6,37.5,"WR","TB",15.3
48,"00-0031257","Paul Richardson",81,5.1,33.2,"WR","SEA",15.3
49,"00-0026035","Danny Amendola",86,5.7,36.6,"WR","NE",14.7
50,"00-0032760","Josh Doctson",78,5.2,33.4,"WR","WAS",14.6
51,"00-0031373","Martavis Bryant",85,5.7,36.8,"WR","PIT",14.5
52,"00-0032385","Sterling Shepard",84,7.6,37.9,"WR","NYG",13.9
53,"00-0032009","Adam Humphries",83,5.2,37.5,"WR","TB",13.8
54,"00-0031325","Sammy Watkins",70,4.7,31.9,"WR","LA",13.7
55,"00-0032211","Tyler Lockett",71,4.4,33.2,"WR","SEA",13.4
56,"00-0033857","JuJu Smith-Schuster",79,6.1,36.8,"WR","PIT",13.4
57,"00-0033871","Corey Davis",65,5.9,30.2,"WR","TEN",13.4
58,"00-0025396","Ted Ginn",70,4.7,33.1,"WR","NO",13.2
59,"00-0029000","Cole Beasley",63,4.2,30.5,"WR","DAL",12.9
60,"00-0026995","Jeremy Maclin",72,6,35.2,"WR","BAL",12.8
61,"00-0031068","Ryan Grant",65,4.1,33.4,"WR","WAS",12.2
62,"00-0027996","Torrey Smith",68,4.2,35.1,"WR","PHI",12.1
63,"00-0032160","Tyrell Williams",69,4.3,35.9,"WR","LAC",12
64,"00-0032659","Roger Lewis",72,5.1,37.9,"WR","NYG",11.9
65,"00-0030669","Albert Wilson",62,4.8,33.1,"WR","KC",11.7
66,"00-0031166","Seth Roberts",65,4.3,34.6,"WR","LV",11.7
67,"00-0030300","Jaron Brown",69,4.9,37.1,"WR","ARI",11.6
68,"00-0029269","Travis Benjamin",65,4.1,35.9,"WR","LAC",11.3
69,"00-0026345","Pierre Garcon",67,8.4,37.5,"WR","SF",11.2
70,"00-0031326","Bruce Ellington",58,5.3,32.5,"WR","HOU",11.2
71,"00-0029388","Deonte Thompson",51,4.6,29.2,"WR","BUF",10.9
72,"00-0030821","Allen Hurns",57,5.7,32.6,"WR","JAX",10.9
73,"00-0033079","Ricardo Louis",61,4.4,35.4,"WR","CLE",10.8
74,"00-0031359","Kelvin Benjamin",51,6.4,30.9,"WR","CAR",10.3
75,"00-0032112","J.J. Nelson",61,3.8,37.1,"WR","ARI",10.3
76,"00-0032966","Corey Coleman",58,6.4,35.4,"WR","CLE",10.2
77,"00-0033292","Trent Taylor",61,4.1,37.5,"WR","SF",10.2
78,"00-0028237","Chris Hogan",59,6.6,36.6,"WR","NE",10.1
79,"00-0030670","Bennie Fowler",56,4,34.7,"WR","DEN",10.1
80,"00-0031228","Taylor Gabriel",51,3.2,32.3,"WR","ATL",9.9
81,"00-0031339","Donte Moncrief",47,3.9,29.6,"WR","IND",9.9
82,"00-0029319","Josh Bellamy",46,5.1,29.3,"WR","CHI",9.8
83,"00-0033127","Will Fuller",51,5.1,32.5,"WR","HOU",9.8
84,"00-0033839","Dede Westbrook",51,7.3,32.6,"WR","JAX",9.8
85,"00-0031051","John Brown",56,5.6,37.1,"WR","ARI",9.4
86,"00-0028497","Kamar Aiken",44,3.4,29.6,"WR","IND",9.3
87,"00-0033921","Chris Godwin",55,3.7,37.5,"WR","TB",9.2
88,"00-0031189","T.J. Jones",50,4.5,35.6,"WR","DET",8.8
89,"00-0032977","Rashard Higgins",50,3.6,35.4,"WR","CLE",8.8
90,"00-0033932","Kenny Golladay",49,4.5,35.6,"WR","DET",8.6
91,"00-0028411","Dontrelle Inman",40,5.7,29.3,"WR","CHI",8.5
92,"00-0028116","Aldrick Robinson",48,3.4,37.5,"WR","SF",8
93,"00-0032355","Chester Rogers",37,3.7,29.6,"WR","IND",7.8
94,"00-0031299","Jordan Matthews",36,3.6,29.2,"WR","BUF",7.7
95,"00-0030578","Cordarrelle Patterson",42,2.8,34.6,"WR","LV",7.6
96,"00-0029664","Josh Gordon",42,8.4,35.4,"WR","CLE",7.4
97,"00-0032775","Demarcus Robinson",39,3.9,33.1,"WR","KC",7.4
98,"00-0031235","Odell Beckham",43,10.8,37.9,"WR","NYG",7.1
99,"00-0030801","Brandon Coleman",37,2.6,33.1,"WR","NO",7
100,"00-0032626","Geronimo Allison",39,3.5,34.8,"WR","GB",7
101,"00-0028825","Terrelle Pryor",37,4.6,33.4,"WR","WAS",6.9
102,"00-0027006","Kenny Britt",38,4.2,35.4,"WR","CLE",6.7
103,"00-0032398","Chris Moore",38,3.8,35.2,"WR","BAL",6.7
104,"00-0032951","Laquon Treadwell",35,2.7,32.6,"WR","MIN",6.7
105,"00-0033009","Tyler Boyd",32,3.2,30.5,"WR","CIN",6.6
106,"00-0030147","Russell Shepard",32,2.9,30.9,"WR","CAR",6.5
107,"00-0032054","Breshad Perriman",35,3.2,35.2,"WR","BAL",6.2
108,"00-0030091","Tavarres King",37,4.6,37.9,"WR","NYG",6.1
109,"00-0031782","Eli Rogers",36,3.3,36.8,"WR","PIT",6.1
110,"00-0031344","Cody Latimer",32,3.2,34.7,"WR","DEN",5.8
111,"00-0033911","Taywan Taylor",28,2,30.2,"WR","TEN",5.8
112,"00-0033307","Kendrick Bourne",34,3.4,37.5,"WR","SF",5.7
113,"00-0031359","Kelvin Benjamin",26,4.3,29.2,"WR","BUF",5.6
114,"00-0031570","Justin Hardy",29,2.9,32.3,"WR","ATL",5.6
115,"00-0033069","Braxton Miller",29,3.2,32.5,"WR","HOU",5.6
116,"00-0024334","Brandon Marshall",33,6.6,37.9,"WR","NYG",5.4
117,"00-0028091","Jeremy Kerley",27,3.9,31.1,"WR","NYJ",5.4
118,"00-0033282","Curtis Samuel",26,3.7,30.9,"WR","CAR",5.3
119,"00-0029572","Jarius Wright",25,2.1,32.6,"WR","MIN",4.8
120,"00-0031025","Michael Campanaro",27,3,35.2,"WR","BAL",4.8
