Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
3,Antonio Brown,,,WR1,,,,4.0,,4.0,3.8,00-0027793,WR,2014,1.0,26,2010,0.9525,51.68814,0.07,195.0,1.0,4.651162790697675
7,Julio Jones,,,WR2,,,,7.0,,9.0,7.8,00-0027944,WR,2014,0.9107142857142857,25,2011,0.848,110.29067,0.099,6.0,23.2,5.173076923076923
8,Dez Bryant,,,WR3,,,,10.0,,7.0,8.0,00-0027902,WR,2014,0.8395061728395061,25,2010,0.8487499999999999,74.87334,0.098,24.0,14.4,4.625
10,Odell Beckham Jr.,,,WR4,,,,11.0,,11.0,11.0,00-0031235,WR,2014,1.0,21,2014,0.9141666666666668,137.35545,0.02,12.0,18.8,5.34065934065934
12,Demaryius Thomas,,,WR5,,,,13.0,,13.0,11.8,00-0027874,WR,2014,1.0,26,2010,0.904375,113.31795,0.098,22.0,14.9,5.783783783783784
14,Calvin Johnson,,,WR6,,,,15.0,,16.0,14.8,00-0025389,WR,2014,1.0,28,2007,0.7930769230769232,131.20422,0.134,2.0,30.2,3.2253521126760565
17,A.J. Green,,,WR7,,,,18.0,,18.0,18.0,00-0027942,WR,2014,1.0,26,2011,0.7592307692307693,107.906296,0.105,4.0,25.8,4.550724637681159
19,Randall Cobb,,,WR8,,,,20.0,,21.0,19.5,00-0028002,WR,2014,1.0,24,2011,0.8775,45.3225,0.07,64.0,8.1,6.417582417582418
23,T.Y. Hilton,,,WR9,,,,23.0,,22.0,23.5,00-0029608,WR,2014,1.0,24,2012,0.7639999999999999,105.64095,0.091,92.0,5.8,4.512195121951219
24,Alshon Jeffery,,,WR10,,,,25.0,,23.0,24.3,00-0029137,WR,2014,1.0,24,2012,0.909375,56.884003,0.009000000000000001,45.0,10.4,5.482352941176471
25,Brandin Cooks,NO,11.0,WR11,,,,27.0,,27.0,26.8,00-0031236,WR,2014,0.0,20,2014,0.726,59.604553,0.016,20.0,15.5,3.207547169811321
26,Mike Evans,TB,6.0,WR12,,,,28.0,,25.0,26.8,00-0031408,WR,2014,1.0,21,2014,0.8313333333333334,88.31258,0.027999999999999997,7.0,22.2,2.5441176470588234
29,DeAndre Hopkins,BAL,9.0,WR13,,,,34.0,,26.0,29.8,00-0030564,WR,2014,1.0,22,2013,0.949375,96.8145,0.016,27.0,13.6,4.907894736842105
33,Emmanuel Sanders,,,WR14,,,,33.0,,29.0,32.5,00-0027685,WR,2014,1.0,27,2010,0.8875,69.83583,0.038,82.0,6.5,3.495049504950495
39,Andre Johnson,,,WR15,,,,45.0,,43.0,44.3,00-0022044,WR,2014,1.0,33,2003,0.8893333333333334,42.139236,0.049,3.0,27.6,4.576470588235294
40,Amari Cooper,,,WR16,,,,49.0,,38.0,45.0,00-0031544,WR,2014,--,20,2015,-1.0,--,0.04,4.0,25.8,--
41,Golden Tate,,,WR17,,,,41.0,,44.0,45.5,00-0027891,WR,2014,1.0,26,2010,0.8468749999999999,56.909958,0.047,60.0,8.5,6.96969696969697
42,Julian Edelman,,,WR18,,,,51.0,,48.0,47.3,00-0027150,WR,2014,0.8673469387755102,28,2009,0.8064285714285716,65.945274,0.032,232.0,0.0,4.684782608695652
45,Keenan Allen,LAC,,WR19,,,,53.0,,46.0,49.3,00-0030279,WR,2014,1.0,22,2013,0.9142857142857144,89.41939,0.006,76.0,7.0,3.948051948051948
47,Jeremy Maclin,,,WR20,,,,44.0,,54.0,50.0,00-0026995,WR,2014,1.0,26,2009,0.8724999999999999,113.64533,0.077,19.0,15.8,5.8352941176470585
