Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
8,Davante Adams,LAR,11,WR1,9.0,11.0,,8.3,00-0031381,WR,2020,0.9473684210526315,27,2014,0.8521428571428571,155.57384,0.087,53.0,9.3,5.191304347826087
11,Tyreek Hill,MIA,14,WR2,8.0,10.0,,10.3,00-0033040,WR,2020,0.9625,26,2016,0.8586666666666666,146.61638,0.096,165.0,2.1,4.988505747126437
14,Stefon Diggs,NE,14,WR3,13.0,15.0,,14.3,00-0031588,WR,2020,1.0,26,2015,0.885,64.2785,0.081,146.0,2.9,3.6535433070866143
18,DeAndre Hopkins,BAL,8,WR4,19.0,16.0,,18.3,00-0030564,WR,2020,1.0,28,2013,0.92125,66.85184,0.13699999999999998,27.0,13.6,4.51304347826087
20,Calvin Ridley,TEN,13,WR5,18.0,20.0,,19.0,00-0034837,WR,2020,0.9166666666666666,25,2018,0.7826666666666667,85.53238,0.015,26.0,13.9,3.0555555555555554
21,DK Metcalf,PIT,7,WR6,20.0,18.0,,19.5,00-0035640,WR,2020,1.0,22,2019,0.920625,93.26562,0.006,64.0,8.1,4.373493975903615
24,Justin Jefferson,MIN,7,WR7,22.0,28.0,,24.5,00-0036322,WR,2020,1.0,21,2020,0.805,104.32916,0.017,22.0,14.9,5.1477272727272725
25,A.J. Brown,PHI,14,WR8,24.0,24.0,,24.8,00-0035676,WR,2020,0.9393939393939394,23,2019,0.8099999999999999,68.24489,0.008,51.0,9.6,6.171428571428572
27,Keenan Allen,LAC,7,WR9,31.0,26.0,,28.5,00-0030279,WR,2020,0.7950819672131147,28,2013,0.8264285714285713,78.2361,0.10099999999999999,76.0,7.0,4.37
30,Terry McLaurin,WAS,9,WR10,29.0,30.0,,30.3,00-0035659,WR,2020,0.90625,24,2019,0.932,47.51314,0.005,76.0,7.0,5.494252873563219
32,Allen Robinson,II,,WR11,30.0,32.0,,32.8,00-0031428,WR,2020,0.7592592592592593,27,2014,0.8512500000000001,55.37029,0.099,61.0,8.4,3.127450980392157
34,CeeDee Lamb,DAL,7,WR12,35.0,37.0,,34.3,00-0036358,WR,2020,1.0,21,2020,0.6312500000000001,43.612625,0.018000000000000002,17.0,16.6,4.202702702702703
36,Mike Evans,TB,9,WR13,36.0,34.0,,36.8,00-0031408,WR,2020,0.9649122807017544,27,2014,0.79875,85.86649,0.09300000000000001,7.0,22.2,3.7857142857142856
40,Chris Godwin,TB,9,WR14,37.0,40.0,,41.0,00-0033921,WR,2020,0.90625,24,2017,0.8525000000000001,49.786964,0.08800000000000001,84.0,6.4,4.3076923076923075
41,Robert Woods,PIT,7,WR15,45.0,45.0,,41.8,00-0030431,WR,2020,0.875968992248062,28,2013,0.895625,56.269623,0.08199999999999999,41.0,11.0,5.488888888888889
42,Amari Cooper,,,WR16,41.0,41.0,,41.8,00-0031544,WR,2020,1.0,26,2015,0.81875,63.594673,0.10099999999999999,4.0,25.8,4.489130434782608
44,Cooper Kupp,SEA,9,WR17,40.0,47.0,,44.5,00-0033908,WR,2020,0.90625,27,2017,0.8040000000000002,42.75267,0.079,69.0,7.6,5.706521739130435
