"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
34,"00-0035640","DK Metcalf",109,7.3,33.6,"WR","SEA",19.1
35,"00-0039919","Rome Odunze",101,5.9,31.5,"WR","CHI",18.8
36,"00-0033908","Cooper Kupp",100,8.3,32,"WR","LA",18.4
37,"00-0038544","Quentin Johnston",91,6.1,29.1,"WR","LAC",18.4
38,"00-0036554","Nico Collins",99,8.2,32.2,"WR","HOU",18.1
39,"00-0036410","Tee Higgins",110,9.2,37.1,"WR","CIN",17.5
40,"00-0037240","Jameson Williams",91,6.1,30.8,"WR","DET",17.4
41,"00-0038621","Demario Douglas",87,5.4,29.6,"WR","NE",17.3
42,"00-0039894","Xavier Worthy",99,6.2,33.8,"WR","KC",17.2
43,"00-0039342","Xavier Legette",85,5.7,30.5,"WR","CAR",16.4
44,"00-0038393","Dontayvion Wicks",76,4.5,27.5,"WR","GB",16.2
45,"00-0039146","Jayden Reed",76,4.5,27.5,"WR","GB",16.2
46,"00-0034407","Ray-Ray McCloud",87,5.1,31.8,"WR","ATL",16.1
47,"00-0036980","Elijah Moore",102,6,37.7,"WR","CLE",15.9
48,"00-0035719","Deebo Samuel Sr.",81,5.8,30.2,"WR","SF",15.8
49,"00-0036550","Rashod Bateman",72,4.5,26.9,"WR","BAL",15.7
50,"00-0037816","Romeo Doubs",73,5.6,27.5,"WR","GB",15.6
51,"00-0036613","Jaylen Waddle",85,5.7,33.7,"WR","MIA",14.8
52,"00-0038977","Tank Dell",81,5.8,32.2,"WR","HOU",14.8
53,"00-0037664","Alec Pierce",69,4.3,29.1,"WR","IND",14
54,"00-0038608","Kayshon Boutte",69,4.6,29.6,"WR","NE",13.7
55,"00-0036988","Josh Palmer",67,4.5,29.1,"WR","LAC",13.6
56,"00-0038559","Michael Wilson",71,4.4,30.8,"WR","ARI",13.6
57,"00-0038563","Tre Tucker",81,4.8,34.9,"WR","LV",13.6
58,"00-0032211","Tyler Lockett",74,4.4,33.6,"WR","SEA",12.9
59,"00-0035535","Darius Slayton",72,4.5,32.8,"WR","NYG",12.9
60,"00-0035208","Olamide Zaccheaus",64,4.3,29.9,"WR","WAS",12.6
61,"00-0037666","Jalen Tolbert",79,4.6,36.8,"WR","DAL",12.6
62,"00-0037837","Calvin Austin III",58,3.4,27.2,"WR","PIT",12.6
63,"00-0032775","Demarcus Robinson",66,3.9,32,"WR","LA",12.1
64,"00-0030035","Adam Thielen",62,6.2,30.5,"WR","CAR",11.9
65,"00-0036182","Nick Westbrook-Ikhine",60,4.6,30,"WR","TEN",11.8
66,"00-0031588","Stefon Diggs",64,8,32.2,"WR","HOU",11.7
67,"00-0039901","Keon Coleman",58,4.5,29.2,"WR","BUF",11.7
68,"00-0038124","Christian Watson",54,3.9,27.5,"WR","GB",11.5
69,"00-0033009","Tyler Boyd",58,4.1,30,"WR","TEN",11.4
70,"00-0036849","Tutu Atwell",62,4.1,32,"WR","LA",11.4
71,"00-0035216","Diontae Johnson",58,8.3,30.5,"WR","CAR",11.2
72,"00-0039890","Adonai Mitchell",55,3.2,29.1,"WR","IND",11.1
73,"00-0033589","David Moore",57,4.1,30.5,"WR","CAR",11
74,"00-0033591","Noah Brown",56,5.1,29.9,"WR","WAS",11
75,"00-0033921","Chris Godwin",62,8.9,33.2,"WR","TB",11
76,"00-0030564","DeAndre Hopkins",59,5.9,33.8,"WR","KC",10.3
77,"00-0034521","Allen Lazard",61,5.1,34.9,"WR","NYJ",10.3
78,"00-0039855","Jalen McMillan",58,4.5,33.2,"WR","TB",10.3
79,"00-0033555","Mack Hollins",50,3.1,29.2,"WR","BUF",10.1
80,"00-0038606","Parker Washington",53,4.4,31.1,"WR","JAX",10
81,"00-0039424","Devaughn Vele",55,4.2,32.4,"WR","DEN",10
82,"00-0038619","Andrei Iosivas",61,3.6,37.1,"WR","CIN",9.7
83,"00-0035500","Greg Dortch",50,2.9,30.8,"WR","ARI",9.6
84,"00-0038976","Marvin Mims Jr.",53,3.3,32.4,"WR","DEN",9.6
85,"00-0039868","Troy Franklin",53,3.3,32.4,"WR","DEN",9.6
86,"00-0033282","Curtis Samuel",46,3.5,29.2,"WR","BUF",9.3
87,"00-0032385","Sterling Shepard",52,4,33.2,"WR","TB",9.2
88,"00-0036261","Brandon Aiyuk",47,6.7,30.2,"WR","SF",9.1
89,"00-0039916","Ricky Pearsall",47,4.7,30.2,"WR","SF",9.1
90,"00-0034775","Christian Kirk",47,5.9,31.1,"WR","JAX",8.9
91,"00-0039491","Jalen Coker",46,4.2,30.5,"WR","CAR",8.9
92,"00-0036415","Van Jefferson",40,2.7,27.2,"WR","PIT",8.7
93,"00-0031236","Brandin Cooks",54,5.4,36.8,"WR","DAL",8.6
94,"00-0033375","Tim Patrick",45,3,30.8,"WR","DET",8.6
95,"00-0037239","Chris Olave",44,5.5,30.6,"WR","NO",8.4
96,"00-0031544","Amari Cooper",53,8.8,37.7,"WR","CLE",8.3
97,"00-0037801","KaVontae Turpin",52,3.5,36.8,"WR","DAL",8.3
98,"00-0035406","Lil'Jordan Humphrey",45,3.2,32.4,"WR","DEN",8.2
99,"00-0037291","Jalen Nailor",42,2.8,30.5,"WR","MIN",8.1
100,"00-0038979","Cedric Tillman",51,6.4,37.7,"WR","CLE",8
101,"00-0036196","Gabe Davis",42,4.7,31.1,"WR","JAX",7.9
102,"00-0036626","Dyami Brown",40,2.7,29.9,"WR","WAS",7.9
103,"00-0037545","Rashid Shaheed",41,6.8,30.6,"WR","NO",7.9
104,"00-0037741","Jahan Dotson",33,2.4,24.6,"WR","PHI",7.9
105,"00-0033307","Kendrick Bourne",38,3.2,29.6,"WR","NE",7.5
106,"00-0036427","Tyler Johnson",41,3.7,32,"WR","LA",7.5
107,"00-0037614","John Metchie III",37,3.7,32.2,"WR","HOU",6.8
108,"00-0034272","Marquez Valdes-Scantling",35,4.4,30.6,"WR","NO",6.7
109,"00-0039907","Ja'Lynn Polk",34,2.6,29.6,"WR","NE",6.7
110,"00-0031544","Amari Cooper",32,4.6,29.2,"WR","BUF",6.5
111,"00-0031549","Nelson Agholor",29,2.2,26.9,"WR","BAL",6.3
112,"00-0039880","Malik Washington",36,3.3,33.7,"WR","MIA",6.3
113,"00-0034386","Justin Watson",32,2.1,33.8,"WR","KC",5.6
114,"00-0034860","Dante Pettis",29,3.6,30.6,"WR","NO",5.6
115,"00-0030431","Robert Woods",30,2.5,32.2,"WR","HOU",5.5
116,"00-0034418","Cedrick Wilson Jr.",27,2.7,30.6,"WR","NO",5.2
117,"00-0039067","Rashee Rice",29,9.7,33.8,"WR","KC",5.1
118,"00-0039751","Jordan Whittington",28,4.7,32,"WR","LA",5.1
119,"00-0039062","Jonathan Mingo",26,3.2,30.5,"WR","CAR",5
120,"00-0039623","Mason Tipton",26,2.9,30.6,"WR","NO",5
121,"00-0036527","DJ Turner",29,3.2,34.9,"WR","LV",4.9
122,"00-0039355","Luke McCaffrey",25,2.1,29.9,"WR","WAS",4.9
123,"00-0038618","Xavier Hutchinson",26,1.9,32.2,"WR","HOU",4.8
124,"00-0038640","Jalen Brooks",30,2.5,36.8,"WR","DAL",4.8
125,"00-0031381","Davante Adams",27,9,34.9,"WR","LV",4.5
126,"00-0033857","JuJu Smith-Schuster",26,2.4,33.8,"WR","KC",4.5
