...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
40,41,Golden Tate,,,WR17,,,,41,,44,45.5,00-0027891,WR,2014,1.0,26,2010,0.8468749999999999,56.909958,0.047,60,8.5,145,99,1331,83.1875,17,4,5,30,1.875,0,0,4,16
41,42,Julian Edelman,,,WR18,,,,51,,48,47.3,00-0027150,WR,2014,0.8673469387755102,28,2009,0.8064285714285716,65.945274,0.032,232,0,135,92,972,69.42857142857143,7,4,10,94,6.714285714285714,0,0,4,14
44,45,Keenan Allen,LAC,,WR19,,,,53,,46,49.3,00-0030279,WR,2014,1.0,22,2013,0.9142857142857144,89.41939,0.006,76,7,121,77,783,55.92857142857143,6,4,0,0,0,0,2,4,14
46,47,Jeremy Maclin,,,WR20,,,,44,,54,50,00-0026995,WR,2014,1.0,26,2009,0.8724999999999999,113.64533,0.077,19,15.8,143,85,1318,82.375,21,10,0,0,0,0,0,10,16
49,50,Jarvis Landry,,,WR21,,,,60,,52,51,00-0031382,WR,2014,1.0,21,2014,0.62875,35.521168,0.006999999999999999,63,8.2,112,84,758,47.375,6,5,2,-4,-0.25,0,4,5,16
53,54,Sammy Watkins,,,WR22,,,,57,,47,55.8,00-0031325,WR,2014,1.0,21,2014,0.966875,82.89267,0.037000000000000005,4,25.8,128,65,982,61.375,14,6,2,8,0.5,0,1,6,16
56,57,Brandon Marshall,,,WR23,,,,63,,57,57,00-0024334,WR,2014,0.8585858585858586,30,2006,0.8653846153846155,77.33692,0.06,119,4.2,106,61,721,55.46153846153846,5,8,0,0,0,0,1,8,13
61,62,Allen Robinson,II,,WR24,,,,66,,70,62.5,00-0031428,WR,2014,0.0,21,2014,0.778,26.601778,0.006999999999999999,61,8.4,82,48,548,54.8,5,2,0,0,0,0,0,2,10
62,63,Davante Adams,LAR,,WR25,,,,64,,72,64,00-0031381,WR,2014,1.0,21,2014,0.70125,29.87978,0.006999999999999999,53,9.3,66,38,446,31.857142857142858,5,3,0,0,0,0,0,3,14
64,65,DeSean Jackson,,,WR26,,,,62,,61,65.3,00-0026189,WR,2014,0.8762886597938144,27,2008,0.7739999999999999,65.0421,0.06,49,9.8,95,56,1169,77.93333333333334,16,6,4,7,0.4666666666666667,0,0,6,15
66,67,Martavis Bryant,,,WR27,,,,78,,59,66.8,00-0031373,WR,2014,1.0,22,2014,0.43400000000000005,76.343216,0.005,118,4.2,49,26,549,54.9,8,8,3,12,1.2,0,0,8,10
68,69,Nelson Agholor,,,WR28,,,,72,,76,68.8,00-0031549,WR,2014,--,21,2015,-1,--,0.016,20,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,Vincent Jackson,,,WR29,,,,71,,68,70.8,00-0023496,WR,2014,1.0,31,2005,0.91375,42.462498,0.092,61,8.4,142,70,1002,62.625,12,2,0,0,0,0,1,2,16
72,73,Charles Johnson,,,WR30,,,,75,,89,75.3,00-0030113,WR,2014,0.9375,25,2013,0.5975,41.33291,0.004,,0,120,62,950,86.36363636363636,9,2,1,-11,-1,0,0,2,11
77,78,Mike Wallace,,,WR31,,,,77,,74,80,00-0026901,WR,2014,0.8415841584158416,28,2009,0.750625,36.07733,0.098,84,6.4,115,67,862,53.875,10,10,4,16,1,0,1,10,16
81,82,John Brown,,,WR32,,,,93,,100,87.5,00-0031051,WR,2014,1.0,24,2014,0.62875,43.84783,0.005,91,5.9,206,96,1392,87,22,5,3,-6,-0.375,0,0,5,16
85,86,Larry Fitzgerald,,,WR33,,,,84,,111,91,00-0022921,WR,2014,1.0,31,2004,0.9021428571428572,58.21978,0.077,3,27.6,105,63,784,56,11,2,0,0,0,0,1,2,14
86,87,Roddy White,,,WR34,,,,91,,82,91.3,00-0023462,WR,2014,1.0,32,2005,0.9292857142857142,33.639614,0.045,27,13.6,125,80,921,65.78571428571429,14,7,0,0,0,0,1,7,14
87,88,Eric Decker,,,WR35,,,,85,,91,92,00-0027690,WR,2014,1.0,27,2010,0.7913333333333334,77.979805,0.055,87,6.2,115,74,962,64.13333333333334,12,5,0,0,0,0,0,5,15
88,89,Steve Smith,,,WR36,,,,100,,99,92.3,00-0025438,WR,2014,0.5483870967741935,29,2007,-1,--,--,51,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,Victor Cruz,,,WR37,,,,110,,87,99.5,00-0027265,WR,2014,0.8225806451612904,27,2010,-1,55.655003,0.07,,0,41,23,337,56.166666666666664,7,1,0,0,0,0,0,1,6
96,97,Anquan Boldin,,,WR38,,,,117,,97,102.5,00-0022084,WR,2014,1.0,33,2003,0.90375,49.231335,0.045,54,9.2,131,83,1062,66.375,14,5,1,4,0.25,0,0,5,16
98,99,Kendall Wright,,,WR39,,,,99,,120,103.3,00-0029708,WR,2014,1.0,24,2012,0.7935714285714287,57.662254,0.026000000000000002,20,15.5,93,57,715,51.07142857142857,10,6,4,54,3.857142857142857,0,1,6,14
102,103,Michael Floyd,,,WR40,,,,92,,102,105.5,00-0029638,WR,2014,1.0,24,2012,0.8925000000000001,84.7943,0.028999999999999998,13,18.3,99,47,841,52.5625,15,6,1,2,0.125,0,1,6,16
103,104,Torrey Smith,,,WR41,,,,103,,98,107.3,00-0027996,WR,2014,1.0,25,2011,0.731875,64.18314,0.055999999999999994,58,8.7,92,49,767,51.13333333333333,13,11,0,0,0,0,0,11,15
104,105,Devin Funchess,,,WR42,,,,107,,96,107.8,00-0032055,WR,2014,--,20,2015,-1,--,0.01,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0
111,112,Marques Colston,,,WR43,,,,122,,104,115.5,00-0024466,WR,2014,1.0,31,2006,0.766875,14.601239,0.024,252,0,99,59,902,60.13333333333333,17,5,0,0,0,0,1,5,15
112,113,Pierre Garcon,,,WR44,,,,121,,107,115.5,00-0026345,WR,2014,1.0,28,2008,0.83125,63.592663,0.07,205,0.7,105,68,752,47,8,3,0,0,0,0,0,3,16
113,114,DeVante Parker,,,WR45,,,,126,,125,118.3,00-0031547,WR,2014,--,21,2015,-1,--,0.019,14,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0
115,116,Terrance Williams,,,WR46,,,,105,,128,119,00-0030542,WR,2014,1.0,24,2013,0.76625,48.129242,0.006,74,7.2,65,37,621,41.4,10,8,0,0,0,0,0,8,15
123,124,Breshad Perriman,,,WR47,,,,131,,127,126.8,00-0032054,WR,2014,--,20,2015,-1,--,0.015,26,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0
124,125,Eddie Royal,,,WR48,,,,119,,158,127.3,00-0026182,WR,2014,1.0,28,2008,0.71375,70.83933,0.035,42,10.8,91,62,778,48.625,14,7,3,14,0.875,0,1,7,16
125,126,Markus Wheaton,,,WR49,,,,111,,152,129.5,00-0030460,WR,2014,1.0,23,2013,0.66875,24.84596,0.006,79,6.8,86,53,654,40.875,5,2,4,19,1.1875,0,0,2,16
128,129,Brandon LaFell,,,WR50,,,,98,,188,131.3,00-0027681,WR,2014,1.0,27,2010,0.813125,72.09114,0.023,78,6.9,119,74,953,63.53333333333333,10,7,2,13,0.8666666666666667,0,1,7,15
133,134,Steve Johnson,,,WR51,,,,146,,182,143,00-0026364,WR,2014,1.0,28,2008,0.3469230769230769,36.578587,0.024,,0,50,35,435,33.46153846153846,8,3,0,0,0,0,0,3,13
138,139,Michael Crabtree,,,WR52,,,,154,,135,145.8,00-0026986,WR,2014,1.0,26,2009,0.6862499999999999,44.1105,0.059000000000000004,10,19.9,108,68,698,43.625,10,4,1,4,0.25,0,0,4,16
140,141,Brian Quick,,,WR53,,,,149,,217,150,00-0029640,WR,2014,0.8095238095238095,25,2012,0.74,77.57333,0.011000000000000001,33,12.3,39,25,375,53.57142857142857,5,3,0,0,0,0,0,3,7
141,142,Kenny Stills,,,WR54,,,,142,,149,150,00-0030085,WR,2014,1.0,22,2013,0.58,43.134953,0.005,144,3,84,63,931,62.06666666666667,10,3,1,-2,-0.13333333333333333,0,0,3,15
153,154,Jordy Nelson,,,WR55,,,,22,,229,89.7,00-0026176,WR,2014,1.0,29,2008,0.910625,93.98596,0.073,36,11.8,151,98,1519,94.9375,19,13,0,0,0,0,0,13,16
154,155,Doug Baldwin,,,WR56,,,,187,,144,162.3,00-0028434,WR,2014,1.0,25,2011,-1,41.78396,0.033,,0,98,66,825,51.5625,15,3,1,8,0.5,0,0,3,16
155,156,Percy Harvin,,,WR57,,,,160,,154,162.8,00-0026998,WR,2014,0.8505747126436781,26,2009,0.6423076923076922,61.89641,0.042,22,14.9,78,51,483,37.15384615384615,6,1,33,202,15.538461538461538,1,1,2,13
157,158,Rueben Randle,,,WR58,,,,188,,187,166.8,00-0029262,WR,2014,1.0,23,2012,0.8543749999999999,44.431335,0.006999999999999999,63,8.2,127,71,938,58.625,12,3,0,0,0,0,0,3,16
158,159,Marvin Jones Jr.,,,WR59,,,,173,,207,166.8,00-0029293,WR,2014,0.85,24,2012,-1,--,0.005,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0
161,162,Dorial Green-Beckham,,,WR60,,,,170,,203,167.3,00-0032218,WR,2014,--,21,2015,-1,--,0.01,40,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,164,Brandon Coleman,,,WR61,,,,155,,232,173.3,00-0030801,WR,2014,1.0,22,2014,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,165,Phillip Dorsett II,LV,,WR62,,,,192,,175,176,00-0032208,WR,2014,--,21,2015,-1,--,0.013999999999999999,29,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0
165,166,Cody Latimer,,,WR63,,,,184,,191,177,00-0031344,WR,2014,1.0,21,2014,0.06,1.6033334,0.006999999999999999,56,9,4,2,23,7.666666666666667,0,0,0,0,0,0,0,0,3
176,177,Ty Montgomery,II,,RB58,,,,197,,287,199.8,00-0032200,WR,2014,--,21,2015,-1,--,0.005,94,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0
177,178,Kevin White,,,WR64,,,,114,,219,141.3,00-0031545,WR,2014,--,22,2015,-1,--,0.028999999999999998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,180,Kelvin Benjamin,,,WR65,,,,37,,349,142.7,00-0031359,WR,2014,1.0,23,2014,0.8375,58.643833,0.024,28,13.4,146,73,1008,63,14,9,0,0,0,0,1,9,16
183,184,Tyler Lockett,TEN,4,WR66,,,,218,,285,214,00-0032211,WR,2014,--,21,2015,-1,--,0.006,69,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
184,185,Allen Hurns,,,WR67,,,,196,,288,214.5,00-0030821,WR,2014,1.0,22,2014,-1,73.167625,0.004,,0,97,51,677,42.3125,11,6,0,0,0,0,0,6,16
188,189,James Jones,,,WR68,,,,174,,302,217.3,00-0025465,WR,2014,1.0,30,2007,0.693125,40.158005,0.006999999999999999,78,6.9,112,73,666,41.625,6,6,0,0,0,0,1,6,16
193,194,Reggie Wayne,,,WR69,,,,205,,117,174.3,00-0020498,WR,2014,0.9239130434782609,35,2001,0.7873333333333332,43.04352,0.016,30,12.9,116,64,779,51.93333333333333,10,2,0,0,0,0,1,2,15
194,195,Jeff Janis,,,WR70,,,,202,,322,225.8,00-0031001,WR,2014,1.0,23,2014,0.08666666666666667,,0.004,236,0,2,2,16,16,0,0,0,0,0,0,0,0,1
206,207,Kenny Britt,,,WR71,,,,209,,181,195,00-0027006,WR,2014,0.9655172413793104,25,2009,0.786875,39.357166,0.032,30,12.9,84,48,748,46.75,13,3,2,14,0.875,0,0,3,16
212,213,Donte Moncrief,,,WR72,,,,257,,195,203.3,00-0031339,WR,2014,1.0,21,2014,0.37125,79.78401,0.005,90,5.9,49,32,444,31.714285714285715,7,3,4,17,1.2142857142857142,0,0,3,14
213,214,Dwayne Bowe,,,WR73,,,,241,,200,204.3,00-0025410,WR,2014,0.851063829787234,29,2007,0.8333333333333334,16.369236,0.045,23,14.6,96,60,754,50.266666666666666,9,0,0,0,0,0,0,0,15
220,221,Mohamed Sanu Sr.,,,WR74,,,,265,,156,223,00-0029632,WR,2014,0.723404255319149,25,2012,0.9275,68.26438,0.006,83,6.5,99,56,790,49.375,9,5,7,51,3.1875,0,0,6,16
229,230,Jaelen Strong,,,WR75,,,,294,,211,234,00-0031560,WR,2014,--,20,2015,-1,--,0.006,70,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,Malcom Floyd,,,WR76,,,,239,,259,234.7,00-0022414,WR,2014,0.7816091954022989,32,2004,-1,24.106665,0.032,,0,92,52,856,53.5,13,6,0,0,0,0,0,6,16
236,237,Cecil Shorts,,,WR77,,,,210,,283,244.7,00-0028052,WR,2014,0.5230769230769231,26,2011,0.87,33.92001,0.021,114,4.4,222,106,1114,85.6923076923077,14,1,0,0,0,0,1,2,13
237,238,Marqise Lee,,,WR78,,,,325,,201,246.3,00-0031431,WR,2014,1.0,22,2014,0.5907692307692308,29.4675,0.01,39,11.3,69,37,422,35.166666666666664,6,1,3,9,0.75,0,0,1,12
243,244,Leonard Hankerson,,,WR79,,,,297,,240,257,00-0028017,WR,2014,0.5434782608695652,25,2011,0.29,,0.006999999999999999,79,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0
244,245,Cole Beasley,,,WR80,,,,280,,282,257.7,00-0029000,WR,2014,1.0,25,2012,0.405,30.594286,0.024,,0,49,37,420,28,4,4,0,0,0,0,2,4,15
245,246,Danny Amendola,,,WR81,,,,234,,294,259,00-0026035,WR,2014,0.9431818181818182,28,2008,0.404375,16.427473,0.033,,0,42,27,200,14.285714285714286,1,1,0,0,0,0,0,1,14
257,258,Stedman Bailey,,,WR82,,,,232,,239,235.5,00-0030532,WR,2014,1.0,23,2013,0.4707142857142857,41.40859,0.006,92,5.8,46,30,435,36.25,6,1,1,13,1.0833333333333333,0,0,1,12
258,259,Tavon Austin,,,WR83,,,,235,,246,240.5,00-0030525,WR,2014,1.0,24,2013,0.5826666666666668,13.68781,0.026000000000000002,8,21.4,44,31,242,16.133333333333333,2,0,36,224,14.933333333333334,2,0,2,15
261,262,Riley Cooper,,,WR84,,,,309,,176,242.5,00-0027758,WR,2014,1.0,26,2010,0.8143750000000001,27.147957,0.034,159,2.3,95,55,577,36.0625,5,3,0,0,0,0,1,3,16
265,266,Nick Toon,,,WR85,,,,329,,307,289.3,00-0029667,WR,2014,1.0,25,2012,0.4449999999999999,4.707,0.004,122,4,23,17,215,35.833333333333336,3,1,1,4,0.6666666666666666,0,1,1,6
266,267,Justin Hunter,,,WR86,,,,315,,306,289.3,00-0030521,WR,2014,0.5666666666666667,23,2013,0.8366666666666668,33.52515,0.011000000000000001,34,12.1,67,28,498,41.5,7,3,0,0,0,0,0,3,12
272,273,Damian Williams,,,WR87,,,,141,,,141,00-0027893,WR,2014,1.0,26,2010,0.005,,0.005,77,6.9,1,1,14,14,0,0,0,0,0,0,0,0,1
275,276,Greg Jennings,,,WR88,,,,240,,284,262,00-0024267,WR,2014,1.0,30,2006,0.8456250000000001,24.182001,0.027999999999999997,52,9.4,92,59,742,46.375,9,6,0,0,0,0,0,6,16
276,277,Chris Conley,,,WR89,,,,259,,269,264,00-0032128,WR,2014,--,21,2015,-1,--,0.005,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0
280,281,Robert Woods,PIT,11,WR90,,,,274,,266,270,00-0030431,WR,2014,1.0,22,2013,0.840625,54.840622,0.01,41,11,105,65,699,43.6875,11,5,0,0,0,0,1,5,16
281,282,Chris Givens,,,WR91,,,,163,,,163,00-0029169,WR,2014,--,25,2012,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,283,Jordan Norwood,,,WR92,,,,193,,348,270.5,00-0026739,WR,2014,0.8148148148148148,27,2009,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,Stefon Diggs,NE,4,WR93,,,,258,,296,277,00-0031588,WR,2014,--,20,2015,-1,--,0.004,146,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
290,291,Josh Gordon,,,WR94,,,,,,324,279.5,00-0029664,WR,2014,0.8648648648648649,23,2012,-1,41.473,0.011000000000000001,1,34.6,47,24,303,60.6,3,0,0,0,0,0,0,0,5
293,294,Andrew Hawkins,,,WR95,,,,250,,310,280,00-0027918,WR,2014,1.0,28,2011,-1,48.862095,0.026000000000000002,,0,112,63,824,54.93333333333333,13,2,3,15,1,0,0,2,15
295,296,Jarrett Boykin,,,WR96,,,,185,,439,312,00-0029051,WR,2014,1.0,24,2012,-1,0.9195238,--,,0,12,3,23,3.2857142857142856,0,0,0,0,0,0,0,0,7
300,301,Miles Austin,,,WR97,,,,194,,,194,00-0023921,WR,2014,0.8673469387755102,30,2006,-1,21.604546,0.016,,0,72,47,568,47.333333333333336,7,2,0,0,0,0,0,2,12
311,312,Wes Welker,,,WR98,,,,214,,,214,00-0022427,WR,2014,0.83,33,2004,-1,19.996044,0.008,,0,64,49,464,33.142857142857146,5,2,0,0,0,0,0,2,14
314,315,Josh Huff,,,WR99,,,,347,,,296.5,00-0030990,WR,2014,1.0,22,2014,0.23083333333333336,5.9449997,0.005,86,6.2,18,8,98,10.88888888888889,1,0,1,7,0.7777777777777778,0,1,0,9
318,319,Sammie Coates,,,WR100,,,,,,221,221,00-0032166,WR,2014,--,21,2015,-1,--,0.005,87,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0
322,323,Harry Douglas,,,WR101,,,,260,,344,302,00-0026224,WR,2014,1.0,29,2008,0.6758333333333333,38.386364,0.026000000000000002,84,6.4,75,51,556,46.333333333333336,3,2,0,0,0,0,0,2,12
330,331,Brian Hartline,,,WR102,,,,251,,363,307,00-0027077,WR,2014,0.8673469387755102,27,2009,0.7393749999999999,23.632,0.021,108,4.8,63,39,485,30.3125,4,2,0,0,0,0,0,2,16
336,337,Jermaine Kearse,,,WR103,,,,269,,369,319,00-0029159,WR,2014,1.0,24,2012,-1,13.639055,0.016,,0,70,38,537,35.8,7,1,2,15,1,0,0,1,15
340,341,Nate Washington,,,WR104,,,,271,,373,322,00-0023367,WR,2014,1.0,31,2005,-1,32.613956,0.006999999999999999,,0,72,40,647,40.4375,11,2,0,0,0,0,0,2,16
342,343,Kamar Aiken,,,WR105,,,,345,,300,322.5,00-0028497,WR,2014,1.0,25,2011,-1,24.48436,0.004,,0,32,24,267,20.53846153846154,2,3,0,0,0,0,0,3,13
345,346,Justin Hardy,,,WR106,,,,354,,297,325.5,00-0031570,WR,2014,--,22,2015,-1,--,0.005,107,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
346,347,Justin Blackmon,,,WR107,,,,,,276,276,00-0029707,WR,2014,0.8095238095238095,24,2012,-1,--,0.038,5,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0
350,351,Marquess Wilson,,,WR108,,,,287,,379,333,00-0030047,WR,2014,1.0,21,2013,0.8242857142857144,24.168097,0.004,236,0,32,17,140,20,0,1,0,0,0,0,0,1,7
354,355,De'Anthony Thomas,,,WR109,,,,,,292,292,00-0031060,WR,2014,1.0,21,2014,0.25333333333333335,8.531742,0.005,124,3.9,31,23,156,13,1,0,14,113,9.416666666666666,1,0,1,12
355,356,Andre Holmes,,,WR110,,,,366,,315,340.5,00-0028263,WR,2014,1.0,26,2011,-1,54.11409,0.011000000000000001,,0,98,47,693,46.2,9,4,0,0,0,0,0,4,15
357,358,Hakeem Nicks,,,WR111,,,,328,,355,341.5,00-0027005,WR,2014,1.0,26,2009,0.505,31.215239,0.01,29,13.2,68,38,405,27,7,4,0,0,0,0,0,4,15
363,364,Marlon Brown,,,WR112,,,,369,,321,345,00-0030400,WR,2014,1.0,23,2013,-1,10.100769,--,,0,31,24,255,19.615384615384617,1,0,0,0,0,0,0,0,13
370,371,Jerricho Cotchery,,,WR113,,,,322,,390,356,00-0022811,WR,2014,1.0,32,2004,0.7526666666666666,13.511429,0.019,108,4.8,79,48,571,38.06666666666667,7,1,0,0,0,0,0,1,15
372,373,Aaron Dobson,,,WR114,,,,,,328,328,00-0030540,WR,2014,0.5666666666666667,23,2013,0.205,1.3666666,0.006999999999999999,59,8.6,5,3,38,9.5,0,0,0,0,0,0,0,0,4
379,380,Devin Smith,,,WR115,,,,365,,345,355,00-0031934,WR,2014,--,22,2015,-1,--,0.002,37,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0
382,383,Griff Whalen,,,WR116,,,,,,335,335,00-0029033,WR,2014,1.0,24,2012,-1,,0.004,,0,3,2,23,23,0,0,0,0,0,0,1,0,1
383,384,Jeff Maehl,,,WR117,,,,,,336,336,00-0028543,WR,2014,1.0,25,2011,-1,0.49999997,--,,0,5,5,46,11.5,0,0,0,0,0,0,0,0,4
384,385,DeAndre Smelter,,,WR118,,,,,,337,337,00-0032064,WR,2014,--,22,2015,-1,--,0.005,132,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
386,387,Corey Brown,,,WR119,,,,339,,393,366,00-0031118,WR,2014,1.0,22,2014,-1,17.902002,--,,0,36,21,296,26.90909090909091,3,2,8,95,8.636363636363637,0,1,2,11
387,388,Dexter McCluster,,,RB116,,,,340,,384,362,00-0027651,WR,2014,0.8192771084337349,26,2010,0.275,12.2114105,0.023,36,11.8,36,26,197,15.153846153846153,2,1,40,131,10.076923076923077,0,1,1,13
389,390,Quinton Patton,,,WR120,,,,,,342,342,00-0030450,WR,2014,1.0,24,2013,0.32,5.2033334,0.005,128,3.7,8,3,44,14.666666666666666,1,0,1,20,6.666666666666667,0,1,0,3
390,391,Ricardo Lockette,,,WR121,,,,,,343,343,00-0028442,WR,2014,1.0,28,2011,-1,16.855667,0.005,,0,15,11,195,19.5,3,2,1,2,0.2,0,0,2,10
391,392,Travis Benjamin,,,WR122,,,,343,,,343,00-0029269,WR,2014,0.8095238095238095,24,2012,0.360625,29.98029,0.005,100,5.3,46,18,314,19.625,8,3,3,11,0.6875,0,0,3,16
394,395,Jarius Wright,,,WR123,,,,372,,354,363,00-0029572,WR,2014,1.0,24,2012,0.496875,52.66924,0.026000000000000002,118,4.2,62,42,588,39.2,9,2,5,71,4.733333333333333,0,0,2,15
397,398,Chris Hogan,,,WR124,,,,,,352,352,00-0028237,WR,2014,1.0,26,2011,0.425625,41.309696,0.004,,0,61,41,433,36.083333333333336,5,4,0,0,0,0,2,4,12
398,399,Chris Matthews,,,WR125,,,,353,,,353,00-0028702,WR,2014,1.0,24,2014,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,400,Jamison Crowder,,,WR126,,,,,,353,353,00-0031941,WR,2014,--,21,2015,-1,--,0.005,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0
403,404,Taylor Gabriel,,,WR127,,,,,,359,359,00-0031228,WR,2014,1.0,23,2014,-1,31.375626,0.004,,0,72,36,621,38.8125,10,1,4,10,0.625,0,0,1,16
404,405,Paul Richardson Jr.,,,WR128,,,,,,360,360,00-0031257,WR,2014,0.0,22,2014,0.48933333333333334,16.208727,0.009000000000000001,45,10.4,44,29,271,24.636363636363637,3,1,0,0,0,0,0,1,11
405,406,Rod Streater,,,WR129,,,,360,,412,386,00-0029129,WR,2014,0.8947368421052632,26,2012,-1,50.920002,0.016,,0,13,9,84,28,0,1,0,0,0,0,0,1,3
409,410,Terrelle Pryor Sr.,,,WR130,,,,367,,,367,00-0028825,WR,2014,1.0,25,2011,-1,--,--,1,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0
421,423,Devin Hester,,,WR131,,,,,,388,388,00-0024272,WR,2014,1.0,31,2006,0.36125,44.034283,0.023,57,8.9,59,38,504,33.6,7,2,6,36,2.4,1,1,3,15
424,426,Greg Salas,,,WR132,,,,,,395,395,00-0028050,WR,2014,0.47619047619047616,26,2011,0.34500000000000003,11.552678,0.005,112,4.6,23,8,167,20.875,4,0,1,20,2.5,1,0,1,8
