player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0032765,Michael Thomas,35,342.0,8.0
00-0031381,Davante Adams,32,298.0,12.0
00-0033857,JuJu Smith-Schuster,30,198.0,5.0
00-0030564,DeAndre Hopkins,26,280.0,8.0
00-0027793,Antonio Brown,24,160.0,6.0
00-0027150,Julian Edelman,23,222.0,4.0
00-0030035,Adam Thielen,21,180.0,6.0
00-0031235,Odell Beckham,21,108.0,5.0
00-0031382,Jarvis Landry,20,124.0,2.0
00-0032385,Sterling Shepard,20,70.0,4.0
00-0031236,Brandin Cooks,19,228.0,4.0
00-0031588,Stefon Diggs,19,116.0,6.0
00-0029608,T.Y. Hilton,18,94.0,5.0
00-0033932,Kenny Golladay,18,76.0,4.0
00-0033921,Chris Godwin,18,124.0,6.0
00-0033891,Zay Jones,18,158.0,5.0
00-0033536,Mike Williams,18,102.0,7.0
00-0031051,John Brown,17,92.0,3.0
00-0030279,Keenan Allen,17,204.0,6.0
00-0027944,Julio Jones,17,200.0,5.0
00-0033040,Tyreek Hill,16,102.0,5.0
00-0029137,Alshon Jeffery,16,142.0,6.0
00-0033871,Corey Davis,15,94.0,2.0
00-0033839,Dede Westbrook,15,104.0,3.0
00-0027942,A.J. Green,15,98.0,4.0
00-0031408,Mike Evans,15,118.0,4.0
00-0032009,Adam Humphries,15,162.0,3.0
00-0022921,Larry Fitzgerald,15,156.0,5.0
00-0031544,Amari Cooper,14,70.0,3.0
00-0028434,Doug Baldwin,14,38.0,3.0
00-0027891,Golden Tate,14,68.0,2.0
00-0033943,Josh Reynolds,14,122.0,4.0
00-0031428,Allen Robinson,13,90.0,2.0
00-0027874,Demaryius Thomas,13,132.0,4.0
00-0031549,Nelson Agholor,13,44.0,2.0
00-0030431,Robert Woods,13,102.0,4.0
00-0033307,Kendrick Bourne,12,86.0,4.0
00-0034764,Michael Gallup,12,50.0,2.0
00-0032055,Devin Funchess,12,104.0,3.0
00-0026986,Michael Crabtree,12,70.0,4.0
00-0029293,Marvin Jones,11,100.0,3.0
00-0031325,Sammy Watkins,11,130.0,3.0
00-0033908,Cooper Kupp,11,80.0,3.0
