Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
113,Elijah Moore,BUF,13,WR45,124.0,116.0,112.0,117.3,00-0036980,WR,2022,0.8235294117647058,22,2021,0.67625,17.582253,0.012,34.0,12.1,2.5135135135135136
115,Kadarius Toney,,,WR46,136.0,101.0,121.0,119.3,00-0036913,WR,2022,0.5588235294117647,23,2021,0.2488888888888889,41.233612,0.019,20.0,15.5,6.75
116,Treylon Burks,TEN,7,WR47,130.0,108.0,122.0,120.0,00-0037742,WR,2022,0.6470588235294118,22,2022,0.5781818181818182,23.02291,0.017,18.0,16.2,5.0
117,Skyy Moore,KC,10,WR48,142.0,123.0,97.0,120.7,00-0038090,WR,2022,0.9411764705882353,21,2022,0.285,11.032968,0.008,54.0,9.2,6.863636363636363
122,JuJu Smith-Schuster,KC,10,WR49,160.0,107.0,107.0,124.7,00-0033857,WR,2022,0.8181818181818182,25,2017,0.7043750000000001,54.178955,0.038,62.0,8.3,5.858974358974359
131,Rashod Bateman,BAL,13,WR50,139.0,124.0,151.0,138.0,00-0036550,WR,2022,0.5294117647058824,22,2021,0.51,54.589664,0.017,27.0,13.6,8.866666666666667
133,Quentin Johnston,LAC,5,WR51,181.0,102.0,134.0,139.0,00-0038544,WR,2022,--,20,2023,-1.0,--,0.016,21.0,15.2,--
135,Allen Lazard,NYJ,7,WR52,169.0,121.0,132.0,140.7,00-0034521,WR,2022,0.8529411764705882,26,2018,0.8886666666666667,22.439812,0.049,,0.0,4.133333333333334
138,Adam Thielen,CAR,7,WR53,171.0,128.0,126.0,141.7,00-0030035,WR,2022,0.9324324324324325,32,2013,0.8899999999999999,34.748604,0.037000000000000005,,0.0,2.1714285714285713
148,Romeo Doubs,GB,6,WR54,185.0,151.0,127.0,154.3,00-0037816,WR,2022,0.7647058823529411,22,2022,0.6253846153846154,38.998077,0.005,132.0,3.5,4.5476190476190474
151,Jameson Williams,DET,9,WR55,184.0,133.0,156.0,157.7,00-0037240,WR,2022,0.35294117647058826,21,2022,0.1916666666666666,20.241669,0.021,12.0,18.8,5.0
155,Jalin Hyatt,NYG,13,WR56,166.0,165.0,153.0,161.3,00-0038938,WR,2022,--,20,2023,-1.0,--,0.006,73.0,7.3,--
156,Nico Collins,HOU,7,WR57,183.0,166.0,138.0,162.3,00-0036554,WR,2022,0.7058823529411765,23,2021,0.717,11.134333,0.006999999999999999,89.0,6.0,3.864864864864865
161,Tyler Boyd,,,WR58,187.0,146.0,172.0,168.3,00-0033009,WR,2022,0.9824561403508771,27,2016,0.7268749999999999,50.0964,0.057,55.0,9.1,4.293103448275862
164,Jakobi Meyers,LV,13,WR59,211.0,153.0,152.0,172.0,00-0034960,WR,2022,0.9402985074626866,25,2019,0.7914285714285716,34.24555,0.049,,0.0,3.5522388059701493
166,Rashee Rice,KC,10,WR60,174.0,147.0,197.0,172.7,00-0039067,WR,2022,--,22,2023,-1.0,--,0.006999999999999999,55.0,9.1,--
173,Marvin Mims Jr.,DEN,9,WR61,196.0,180.0,159.0,178.3,00-0038976,WR,2022,--,20,2023,-1.0,--,0.006999999999999999,63.0,8.2,--
175,Zay Jones,ARI,14,WR62,191.0,175.0,170.0,178.7,00-0033891,WR,2022,0.9795918367346939,27,2017,0.8674999999999999,94.79763,0.038,37.0,11.6,3.4390243902439024
179,Darnell Mooney,ATL,11,WR63,212.0,156.0,171.0,179.7,00-0036309,WR,2022,0.9,24,2020,0.8308333333333334,28.70018,0.005,173.0,1.8,4.2
183,Michael Gallup,WAS,14,WR64,146.0,191.0,218.0,185.0,00-0034764,WR,2022,0.8536585365853658,26,2018,0.7571428571428571,24.777582,0.055,81.0,6.6,2.7435897435897436
213,Rondale Moore,MIN,13,WR66,,193.0,155.0,174.0,00-0036936,WR,2022,0.6470588235294118,22,2021,0.8175,66.22982,0.009000000000000001,49.0,9.8,6.853658536585366
214,Donovan Peoples-Jones,NO,11,WR67,,215.0,139.0,177.0,00-0036233,WR,2022,0.88,23,2020,0.898235294117647,31.298456,0.004,187.0,1.3,3.1311475409836067
216,Jonathan Mingo,DAL,7,WR68,,169.0,188.0,178.5,00-0039062,WR,2022,--,21,2023,-1.0,--,0.01,39.0,11.3,--
218,Van Jefferson,TEN,7,WR69,,187.0,173.0,180.0,00-0036415,WR,2022,0.88,26,2020,0.7781818181818182,15.923222,0.006999999999999999,57.0,8.9,1.5833333333333333
221,K.J. Osborn,WAS,14,WR70,,218.0,162.0,190.0,00-0036345,WR,2022,0.88,25,2020,0.7423529411764707,69.37015,0.004,176.0,1.7,5.0
226,Justyn Ross,,,WR71,,185.0,225.0,205.0,00-0037216,WR,2022,0.0,22,2022,-1.0,--,0.004,,0.0,--
227,Alec Pierce,IND,11,WR72,,213.0,199.0,206.0,00-0037664,WR,2022,0.9411764705882353,22,2022,0.6643749999999999,34.673626,0.008,53.0,9.3,2.7560975609756095
228,Tank Dell,HU,7 O,WR73,,189.0,224.0,206.5,00-0038977,WR,2022,--,22,2023,-1.0,--,0.006,69.0,7.6,--
229,Jayden Reed,GB,6,WR74,,211.0,208.0,209.5,00-0039146,WR,2022,--,22,2023,-1.0,--,0.008,50.0,9.7,--
231,Marquez Valdes-Scantling,SEA,5,WR75,,212.0,219.0,215.5,00-0034272,WR,2022,0.926829268292683,27,2018,0.6741176470588235,24.66875,0.048,174.0,1.7,2.9047619047619047
239,Parris Campbell,,,WR76,,244.0,202.0,223.0,00-0035639,WR,2022,0.48484848484848486,25,2019,0.851764705882353,44.442207,0.021,59.0,8.6,4.380952380952381
241,Isaiah Hodgins,SF,9,WR77,,229.0,223.0,226.0,00-0036165,WR,2022,0.41379310344827586,23,2020,0.6539999999999999,38.977497,0.004,207.0,0.6,2.3783783783783785
251,Curtis Samuel,BUF,13,WR78,,234.0,244.0,239.0,00-0033282,WR,2022,0.8061224489795918,26,2017,0.7147058823529412,44.075954,0.063,40.0,11.1,4.515625
252,Hunter Renfrow,CAR,7,WR79,,219.0,261.0,240.0,00-0034983,WR,2022,0.8484848484848485,26,2019,0.611,30.337776,0.076,149.0,2.7,4.138888888888889
254,John Metchie III,HOU,7,WR80,,221.0,263.0,242.0,00-0037614,WR,2022,0.0,22,2022,-1.0,--,0.01,44.0,10.5,--
255,Rashid Shaheed,NO,11,WR81,,237.0,250.0,243.5,00-0037545,WR,2022,1.0,24,2022,0.4175,24.170546,0.004,,0.0,6.25
256,DeVante Parker,,,WR82,,231.0,259.0,245.0,00-0031547,WR,2022,0.9007633587786259,29,2015,0.6907692307692308,65.48205,0.024,14.0,17.8,3.3870967741935485
260,Robert Woods,PIT,6,WR83,,240.0,270.0,255.0,00-0030431,WR,2022,0.852760736196319,30,2013,0.78,20.25316,0.034,41.0,11.0,2.943396226415094
262,Wan'Dale Robinson,NYG,13,WR84,,241.0,271.0,256.0,00-0038117,WR,2022,0.35294117647058826,21,2022,0.5383333333333332,48.328,0.01,43.0,10.6,5.478260869565218
263,Josh Downs,IND,11,WR85,,239.0,275.0,257.0,00-0038997,WR,2022,--,21,2023,-1.0,--,0.006,79.0,6.8,--
266,Richie James Jr.,,,WR86,,,213.0,213.0,00-0034286,WR,2022,0.7317073170731707,26,2018,0.4688235294117647,41.566868,0.005,240.0,0.0,3.087719298245614
275,Michael Wilson,ARI,14,WR87,,258.0,280.0,269.0,00-0038559,WR,2022,--,22,2023,-1.0,--,0.006,94.0,5.7,--
280,Puka Nacua,LAR,10,WR88,,255.0,291.0,273.0,00-0039075,WR,2022,--,21,2023,-1.0,--,0.005,177.0,1.6,--
285,Joshua Palmer,BUF,13,WR89,,,246.0,246.0,00-0036988,WR,2022,0.9705882352941176,22,2021,0.800625,54.468292,0.006999999999999999,77.0,6.9,3.5
286,Darius Slayton,NYG,13,WR90,,,247.0,247.0,00-0035535,WR,2022,0.9242424242424242,25,2019,0.653125,30.405256,0.027000000000000003,171.0,1.9,5.695652173913044
292,Derek Wright,,,WR92,,256.0,,256.0,00-0037368,WR,2022,1.0,24,2022,-1.0,--,0.003,,0.0,--
296,Jacob Harris,TB,5,TE38,,259.0,,259.0,00-0036918,WR,2022,0.5714285714285714,25,2021,0.0028571428571428,,0.004,141.0,3.1,2.0
297,Chase Claypool,,,WR93,,,260.0,260.0,00-0036326,WR,2022,0.9215686274509803,24,2020,0.692,34.02439,0.008,49.0,9.8,3.108695652173913
299,Mecole Hardman Jr.,GB,6,WR94,,,262.0,262.0,00-0035140,WR,2022,0.8636363636363636,24,2019,0.5325,81.49357,0.018000000000000002,56.0,9.0,6.4
302,Khalil Shakir,BUF,13,WR96,,276.0,293.0,284.5,00-0037261,WR,2022,0.8823529411764706,22,2022,0.2978571428571429,23.718779,0.005,148.0,2.8,7.4
306,Allen Robinson,II,,WR97,,285.0,287.0,286.0,00-0031428,WR,2022,0.7323943661971831,29,2014,0.904,31.645443,0.033,61.0,8.4,2.1515151515151514
309,Terrace Marshall Jr.,PHI,10,WR99,,292.0,284.0,288.0,00-0036955,WR,2022,0.8235294117647058,22,2021,0.7542857142857143,17.91641,0.008,59.0,8.6,4.714285714285714
312,Tanner Gentry,,,WR100,,274.0,,274.0,00-0033633,WR,2022,1.0,27,2017,0.1133333333333333,,0.001,,0.0,0
316,Cedric Tillman,CLE,5,WR101,,,278.0,278.0,00-0038979,WR,2022,--,22,2023,-1.0,--,0.006,74.0,7.2,--
322,Chad Beebe,,,WR102,,284.0,,284.0,00-0034309,WR,2022,0.47368421052631576,28,2018,-1.0,--,--,,0.0,--
324,Tyquan Thornton,KC,10,WR103,,286.0,,286.0,00-0038104,WR,2022,0.7647058823529411,22,2022,0.6546153846153846,38.932957,0.008,50.0,9.7,2.8636363636363638
331,Thomas Hennigan,,,WR104,,293.0,,293.0,00-0037494,WR,2022,0.0,24,2022,-1.0,--,--,,0.0,--
333,Josh Reynolds,NYJ,7,WR105,,,295.0,295.0,00-0033943,WR,2022,0.9090909090909091,27,2017,0.6578571428571428,48.302654,0.013999999999999999,117.0,4.3,3.026315789473684
334,Isaiah Wright,,,WR106,,295.0,,295.0,00-0036142,WR,2022,0.875,25,2020,-1.0,--,0.004,,0.0,--
335,Mack Hollins,NE,11,WR107,,,296.0,296.0,00-0033555,WR,2022,0.8469387755102041,28,2017,0.9341176470588236,52.0539,0.011000000000000001,118.0,4.2,3.3684210526315788
336,D.J. Montgomery,IND,11,WR108,,296.0,,296.0,00-0035045,WR,2022,0.15789473684210525,25,2019,-1.0,--,0.004,,0.0,--
337,Marvin Jones Jr.,,,WR109,,,297.0,297.0,00-0029293,WR,2022,0.9122807017543859,32,2012,0.663125,24.161959,0.013000000000000001,166.0,2.0,2.0652173913043477
340,Emmanuel Sanders,,,WR111,,300.0,,300.0,00-0027685,WR,2022,0.955,35,2010,-1.0,--,--,82.0,6.5,--
341,Trey Palmer,TB,5,WR112,,,300.0,300.0,00-0039052,WR,2022,--,21,2023,-1.0,--,0.004,191.0,1.2,--
344,Brandon Smith,NYJ,7,WR113,,302.0,,302.0,00-0036775,WR,2022,--,23,2021,-1.0,--,0.003,,0.0,--
352,Reggie Begelton,,,WR114,,311.0,,311.0,00-0035750,WR,2022,1.0,29,2020,-1.0,--,--,,0.0,--
