Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
1,Justin Jefferson,MIN,13,WR1,1.0,1.0,1.0,1.0,00-0036322,WR,2022,1.0,23,2020,0.9205882352941176,144.94128,0.017,22.0,14.9,4.7890625
3,Ja'Marr Chase,CIN,7,WR2,3.0,3.0,3.0,3.0,00-0036900,WR,2022,0.8823529411764706,22,2021,0.9391666666666666,71.72909,0.042,5.0,24.3,4.839080459770115
5,Tyreek Hill,MIA,10,WR3,5.0,6.0,5.0,5.3,00-0033040,WR,2022,0.9736842105263158,28,2016,0.7629411764705882,96.50596,0.14400000000000002,165.0,2.1,4.050420168067227
10,Stefon Diggs,NE,11,WR4,9.0,10.0,11.0,10.0,00-0031588,WR,2022,1.0,28,2015,0.76875,101.645164,0.115,146.0,2.9,3.8796296296296298
11,CeeDee Lamb,DAL,7,WR5,12.0,14.0,10.0,12.0,00-0036358,WR,2022,0.98,23,2020,0.8752941176470589,75.04758,0.018000000000000002,17.0,16.6,4.616822429906542
12,A.J. Brown,PHI,10,WR6,14.0,11.0,15.0,13.3,00-0035676,WR,2022,0.9104477611940298,25,2019,0.8488235294117646,87.171906,0.12,51.0,9.6,6.2727272727272725
15,Cooper Kupp,SEA,5,WR7,10.0,15.0,21.0,15.3,00-0033908,WR,2022,0.8571428571428571,29,2017,0.95,83.969444,0.128,69.0,7.6,5.506666666666667
18,Davante Adams,LAR,10,WR8,17.0,16.0,18.0,17.0,00-0031381,WR,2022,0.9527027027027027,29,2014,0.946470588235294,145.22867,0.134,53.0,9.3,4.93
19,Garrett Wilson,NYJ,7,WR9,19.0,21.0,14.0,18.0,00-0037740,WR,2022,1.0,22,2022,0.7988235294117647,73.40735,0.025,10.0,19.9,4.626506024096385
20,Amon-Ra St. Brown,DET,9,WR10,20.0,17.0,17.0,18.0,00-0036963,WR,2022,0.9705882352941176,22,2021,0.775625,101.630005,0.006,112.0,4.6,5.009433962264151
23,Jaylen Waddle,MIA,10,WR11,23.0,22.0,25.0,23.3,00-0036613,WR,2022,0.9705882352941176,23,2021,0.7382352941176471,98.75264,0.037000000000000005,6.0,23.2,6.8
24,Chris Olave,NO,11,WR12,26.0,26.0,23.0,25.0,00-0037239,WR,2022,0.8823529411764706,22,2022,0.6599999999999999,24.524097,0.023,11.0,19.3,2.9166666666666665
26,DeVonta Smith,PHI,10,WR13,25.0,29.0,24.0,26.0,00-0036912,WR,2022,1.0,23,2021,0.9170588235294116,72.55691,0.027999999999999997,10.0,19.9,5.010526315789473
30,Tee Higgins,CIN,7,WR14,29.0,27.0,36.0,30.7,00-0036410,WR,2022,0.94,23,2020,0.6968749999999999,56.701813,0.011000000000000001,33.0,12.3,3.864864864864865
33,Calvin Ridley,TEN,7,WR15,38.0,37.0,29.0,34.7,00-0034837,WR,2022,0.6891891891891891,27,2018,-1.0,--,--,26.0,13.9,--
35,DK Metcalf,PIT,6,WR16,34.0,35.0,37.0,35.3,00-0035640,WR,2022,1.0,24,2019,0.8247058823529412,50.440075,0.115,64.0,8.1,2.4
38,Deebo Samuel Sr.,WAS,14,WR17,39.0,34.0,41.0,38.0,00-0035719,WR,2022,0.7727272727272727,26,2019,0.7576923076923077,31.232695,0.115,36.0,11.8,8.803571428571429
39,Amari Cooper,,,WR18,40.0,42.0,40.0,40.7,00-0031544,WR,2022,0.9846153846153847,28,2015,0.8323529411764706,76.14471,0.10099999999999999,4.0,25.8,3.8333333333333335
43,Keenan Allen,LAC,5,WR19,47.0,40.0,43.0,43.3,00-0030279,WR,2022,0.7884615384615384,30,2013,0.7369999999999999,56.202225,0.10099999999999999,76.0,7.0,3.893939393939394
51,DJ Moore,CHI,13,WR20,52.0,50.0,50.0,50.7,00-0034827,WR,2022,0.975609756097561,25,2018,0.9647058823529412,71.468605,0.099,24.0,14.4,2.9523809523809526
55,DeAndre Hopkins,BAL,13,WR21,60.0,49.0,59.0,56.0,00-0030564,WR,2022,0.9090909090909091,30,2013,0.8811111111111111,74.49778,0.057999999999999996,27.0,13.6,2.578125
56,Terry McLaurin,WAS,14,WR22,62.0,53.0,56.0,57.0,00-0035659,WR,2022,0.9545454545454546,26,2019,0.8947058823529411,29.580956,0.111,76.0,7.0,4.961038961038961
58,Drake London,ATL,11,WR23,61.0,56.0,64.0,60.3,00-0037238,WR,2022,1.0,21,2022,0.7811764705882354,36.51059,0.026000000000000002,8.0,21.4,3.111111111111111
60,Christian Watson,GB,6,WR24,72.0,59.0,54.0,61.7,00-0038124,WR,2022,0.8235294117647058,23,2022,0.5742857142857142,97.22028,0.011000000000000001,34.0,12.1,6.439024390243903
61,Tyler Lockett,TEN,7,WR25,51.0,68.0,70.0,63.0,00-0032211,WR,2022,0.9770992366412213,29,2015,0.7975000000000001,47.727955,0.095,69.0,7.6,3.238095238095238
65,Brandon Aiyuk,SF,9,WR26,63.0,65.0,65.0,64.3,00-0036261,WR,2022,0.92,24,2020,0.91,42.420002,0.016,25.0,14.1,4.8076923076923075
67,Chris Godwin,TB,5,WR27,70.0,64.0,63.0,65.7,00-0033921,WR,2022,0.8877551020408163,26,2017,0.8026666666666668,33.66838,0.096,84.0,6.4,4.9423076923076925
69,Mike Williams ,,,WR28,78.0,67.0,58.0,67.7,00-0033536,WR,2022,0.9285714285714286,27,2017,0.7553846153846153,70.57359,0.096,7.0,22.2,5.142857142857143
74,Christian Kirk,HU,7 O,WR29,87.0,71.0,67.0,75.0,00-0034775,WR,2022,0.8902439024390244,25,2018,0.8847058823529413,66.83264,0.086,47.0,10.1,4.416666666666667
75,Diontae Johnson,CLE,5,WR30,76.0,80.0,71.0,75.7,00-0035216,WR,2022,0.9701492537313433,26,2019,0.8976470588235294,15.843455,0.08800000000000001,66.0,7.9,2.744186046511628
77,George Pickens,DAL,7,WR31,88.0,76.0,72.0,78.7,00-0037247,WR,2022,1.0,21,2022,0.76,40.87434,0.008,52.0,9.4,2.0
78,Jerry Jeudy,CLE,5,WR32,81.0,75.0,80.0,78.7,00-0036407,WR,2022,0.8235294117647058,23,2020,0.7146666666666667,77.388374,0.019,15.0,17.4,5.91044776119403
79,Mike Evans,TB,5,WR33,85.0,73.0,83.0,80.3,00-0031408,WR,2022,0.9594594594594594,29,2014,0.8446666666666667,128.79495,0.09300000000000001,7.0,22.2,2.8051948051948052
80,Michael Pittman Jr.,IND,11,WR34,82.0,81.0,78.0,80.3,00-0036252,WR,2022,0.92,24,2020,0.96625,46.747627,0.011000000000000001,34.0,12.1,3.474747474747475
85,Jahan Dotson,PHI,10,WR35,97.0,85.0,82.0,88.0,00-0037741,WR,2022,0.7058823529411765,22,2022,0.7466666666666667,58.523335,0.018000000000000002,16.0,16.9,3.914285714285714
86,Marquise Brown,KC,10,WR36,99.0,79.0,90.0,89.3,00-0035662,WR,2022,0.8787878787878788,25,2019,0.9108333333333332,54.556362,0.016,25.0,14.1,3.5223880597014925
89,Jordan Addison,MIN,13,WR37,106.0,83.0,86.0,91.7,00-0038994,WR,2022,--,20,2023,-1.0,--,0.015,23.0,14.6,--
94,Jaxon Smith-Njigba,SEA,5,WR38,109.0,84.0,96.0,96.3,00-0038543,WR,2022,--,20,2023,-1.0,--,0.016,20.0,15.5,--
96,Gabe Davis,,,WR39,101.0,93.0,100.0,98.0,00-0036196,WR,2022,0.96,23,2020,0.908,60.81971,0.005,128.0,3.7,2.9583333333333335
97,Brandin Cooks,NO,11,WR40,110.0,92.0,94.0,98.7,00-0031236,WR,2022,0.8661971830985915,28,2014,0.8115384615384614,24.386667,0.044000000000000004,20.0,15.5,3.5964912280701755
102,Michael Thomas,,,WR41,112.0,99.0,109.0,106.7,00-0032765,WR,2022,0.6491228070175439,29,2016,0.6833333333333335,42.57334,0.044000000000000004,47.0,10.1,1.3125
103,Courtland Sutton,DEN,9,WR42,126.0,109.0,89.0,108.0,00-0034348,WR,2022,0.7831325301204819,26,2018,0.8806666666666667,32.563526,0.08199999999999999,40.0,11.1,2.296875
106,Zay Flowers,BAL,13,WR43,129.0,97.0,106.0,110.7,00-0039064,WR,2022,--,21,2023,-1.0,--,0.016,22.0,14.9,--
112,Odell Beckham Jr.,,,WR44,117.0,112.0,115.0,114.7,00-0031235,WR,2022,0.8153846153846154,29,2014,-1.0,--,0.067,12.0,18.8,--
