...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
53,54,Tyler Boyd,,,WR22,64,,62,51,,50,55.7,00-0033009,WR,2018,0.9791666666666666,23,2016,0.8671428571428573,63.245335,0.057,55,9.1,108,76,1028,73.42857142857143,21,7,2,3,0.21428571428571427,0,0,7,14
56,57,Calvin Ridley,TEN,11,WR23,61,,72,53,,55,58,00-0034837,WR,2018,1.0,23,2018,0.606875,99.47401,0.015,26,13.9,92,64,821,51.3125,11,10,6,27,1.6875,0,1,10,16
58,59,Mike Williams,,,WR24,55,,75,63,,59,61.7,00-0033536,WR,2018,1.0,23,2017,0.6168750000000001,86.881165,0.03,7,22.2,68,43,664,41.5,11,10,7,28,1.75,1,0,11,16
59,60,A.J. Green,,,WR25,77,,60,71,,42,64.5,00-0027942,WR,2018,0.9624060150375939,30,2011,0.791111111111111,56.34,0.105,4,25.8,78,46,694,77.11111111111111,12,6,0,0,0,0,1,6,9
61,62,DJ Moore,CHI,6,WR26,60,,81,65,,53,64.7,00-0034827,WR,2018,1.0,21,2018,0.689375,52.406498,0.016,24,14.4,82,55,788,49.25,9,2,13,172,10.75,0,3,2,16
62,63,Jarvis Landry,,,WR27,73,,67,70,,54,65.2,00-0031382,WR,2018,1.0,25,2014,0.87,47.013603,0.09,63,8.2,150,81,976,61,13,4,3,60,3.75,1,1,5,16
64,65,Alshon Jeffery,,,WR28,52,,86,73,,60,67.7,00-0029137,WR,2018,0.8608695652173913,28,2012,0.9046153846153848,63.97269,0.078,45,10.4,92,65,840,64.61538461538461,9,6,0,0,0,0,0,6,13
69,70,Allen Robinson,II,,WR29,67,,89,67,,64,72.5,00-0031428,WR,2018,0.6578947368421053,25,2014,0.8607692307692307,55.409096,0.079,61,8.4,95,55,754,58,11,4,1,9,0.6923076923076923,0,1,4,13
71,72,Josh Gordon,,,WR30,63,,118,69,,69,74.5,00-0029664,WR,2018,0.7777777777777778,27,2012,-1,29.408106,0.011000000000000001,1,34.6,71,41,737,61.416666666666664,12,4,0,0,0,0,0,4,12
74,75,Robbie Chosen,SF,4,WR31,80,,93,78,,70,78.3,00-0032688,WR,2018,1.0,25,2016,0.7628571428571428,82.80835,0.016,,0,94,50,752,53.714285714285715,10,6,2,-8,-0.5714285714285714,0,2,6,14
80,81,Sammy Watkins,,,WR32,74,,83,88,,72,84.5,00-0031325,WR,2018,0.9146341463414634,25,2014,0.726,90.75212,0.09,4,25.8,55,40,519,51.9,7,3,5,52,5.2,0,0,3,10
82,83,Dede Westbrook,,,WR33,82,,120,81,,81,85.5,00-0033839,WR,2018,0.71875,24,2017,0.78125,33.90929,0.005,110,4.7,103,66,715,44.6875,15,5,9,98,6.125,0,2,5,16
85,86,Sterling Shepard,TB,7,WR35,75,,106,89,,83,87.7,00-0032385,WR,2018,1.0,25,2016,0.91125,40.98063,0.054000000000000006,40,11.1,108,66,872,54.5,12,4,3,33,2.0625,0,0,4,16
87,88,Christian Kirk,HOU,10,WR36,94,,107,86,,74,92,00-0034775,WR,2018,0.75,21,2018,0.7883333333333332,28.77538,0.008,47,10.1,69,43,590,49.166666666666664,8,3,3,35,2.9166666666666665,0,0,3,12
90,91,Corey Davis,,,WR37,111,,117,77,,75,94.8,00-0033871,WR,2018,1.0,23,2017,0.883125,69.57267,0.038,5,24.3,112,65,891,55.6875,15,4,6,55,3.4375,0,0,4,16
91,92,Marvin Jones Jr.,,,WR38,91,,99,103,,86,96.3,00-0029293,WR,2018,0.8952380952380953,28,2012,0.8944444444444444,58.035004,0.052000000000000005,166,2,62,35,508,56.44444444444444,5,5,0,0,0,0,0,5,9
92,93,Emmanuel Sanders,,,WR39,88,,137,93,,104,97.8,00-0027685,WR,2018,0.9733333333333334,31,2010,0.8383333333333333,59.573486,0.071,82,6.5,98,71,866,72.16666666666667,13,4,4,53,4.416666666666667,1,0,6,12
93,94,Curtis Samuel,BUF,6,WR40,100,,115,90,,93,98.7,00-0033282,WR,2018,0.8125,22,2017,0.5284615384615385,23.37515,0.01,40,11.1,65,39,494,41.166666666666664,6,5,8,84,7,2,1,7,12
96,97,Larry Fitzgerald,,,WR41,102,,121,101,,79,100.2,00-0022921,WR,2018,1.0,35,2004,0.918125,33.04067,0.057999999999999996,3,27.6,113,69,734,45.875,8,6,0,0,0,0,0,7,16
102,103,Dante Pettis,NO,9,WR42,124,,111,107,,90,107.5,00-0034860,WR,2018,0.9375,22,2018,0.5641666666666666,80.9175,0.009000000000000001,44,10.5,45,27,467,51.888888888888886,9,5,1,-2,-0.2222222222222222,0,0,5,9
106,107,Courtland Sutton,DEN,10,WR43,120,,145,92,,82,111.7,00-0034348,WR,2018,1.0,22,2018,0.7618750000000001,23.95896,0.01,40,11.1,85,42,704,44,16,4,1,-1,-0.0625,0,0,4,16
110,111,Marquez Valdes-Scantling,SEA,11,WR44,126,,132,104,,110,115,00-0034272,WR,2018,1.0,23,2018,0.646875,34.931427,0.004,174,1.7,74,38,581,38.733333333333334,8,2,2,29,1.9333333333333333,0,0,2,15
116,117,Geronimo Allison,,,WR45,146,,138,119,,105,119.8,00-0032626,WR,2018,0.7906976744186046,24,2016,0.7120000000000001,35.757996,0.015,,0,30,20,303,60.6,4,2,0,0,0,0,0,2,5
119,120,James Washington,,,WR46,118,,162,121,,103,123.2,00-0034676,WR,2018,1.0,22,2018,0.5464285714285715,13.362652,0.006,60,8.5,38,16,217,18.083333333333332,3,1,0,0,0,0,0,1,12
123,124,DeSean Jackson,,,WR47,128,,140,143,,113,130.7,00-0026189,WR,2018,0.9259259259259259,31,2008,0.525,66.90993,0.048,49,9.8,74,41,774,64.5,13,4,6,29,2.4166666666666665,1,0,5,12
125,126,Michael Gallup,WAS,10,WR48,112,,179,116,,133,131.2,00-0034764,WR,2018,1.0,22,2018,0.6781250000000001,24.706953,0.005,81,6.6,69,33,507,33.8,10,2,0,0,0,0,0,2,15
131,132,Donte Moncrief,,,WR49,131,,156,134,,138,134.3,00-0031339,WR,2018,1.0,25,2014,0.785625,45.768665,0.024,90,5.9,89,48,672,42,7,3,0,0,0,0,1,3,16
133,134,Golden Tate,,,WR50,148,,158,129,,119,138,00-0027891,WR,2018,1.0,30,2010,0.6193333333333334,73.4321,0.05,60,8.5,114,74,789,52.6,9,4,4,34,2.2666666666666666,0,0,4,15
137,138,DK Metcalf,PIT,7,WR51,138,,147,167,,136,144.7,00-0035640,WR,2018,--,20,2019,-1,--,0.006,64,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,145,Tyrell Williams,,,WR52,142,,191,131,,125,147.5,00-0032160,WR,2018,1.0,26,2015,0.7687499999999999,48.094093,0.059000000000000004,,0,65,41,653,43.53333333333333,11,5,2,15,1,0,0,5,15
146,147,Keke Coutee,,,WR53,143,,149,145,,141,148.5,00-0034366,WR,2018,1.0,21,2018,0.62,65.839005,0.004,103,5.1,41,28,287,47.833333333333336,2,1,3,0,0,0,0,1,6
148,149,Anthony Miller,BAL,8,WR54,155,,200,137,,112,148.7,00-0034353,WR,2018,1.0,23,2018,0.568,33.410007,0.008,51,9.6,54,33,423,30.214285714285715,6,7,6,26,1.8571428571428572,0,0,7,14
156,157,Jamison Crowder,,,WR55,117,,235,155,,151,157.5,00-0031941,WR,2018,1.0,25,2015,0.7711111111111111,22.457502,0.05,105,5,49,29,388,43.111111111111114,4,2,4,30,3.3333333333333335,0,0,2,9
158,159,John Brown,,,WR56,166,,242,135,,154,161.2,00-0031051,WR,2018,1.0,28,2014,0.6368750000000001,60.41396,0.048,91,5.9,98,42,717,44.8125,11,5,3,4,0.25,0,0,5,16
163,164,Mecole Hardman Jr.,GB,11,WR57,201,,170,174,,147,170.3,00-0035140,WR,2018,--,20,2019,-1,--,0.006999999999999999,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0
169,170,Mohamed Sanu Sr.,,,WR58,152,,175,227,,170,177.5,00-0029632,WR,2018,0.8839285714285714,29,2012,0.780625,32.361332,0.042,83,6.5,96,66,838,52.375,7,4,7,44,2.75,0,1,5,16
175,176,Deebo Samuel Sr.,WAS,10,WR59,225,,222,211,,165,194.3,00-0035719,WR,2018,--,22,2019,-1,--,0.01,36,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0
182,183,Cole Beasley,,,WR60,191,,215,180,,233,201.2,00-0029000,WR,2018,1.0,29,2012,0.6625000000000001,60.77317,0.039,,0,87,65,672,42,3,3,0,0,0,0,0,3,16
185,186,Demaryius Thomas,,,WR61,207,,220,190,,219,207,00-0027874,WR,2018,0.9933333333333333,30,2010,0.7666666666666667,34.92838,0.016,22,14.9,90,59,677,45.13333333333333,9,5,0,0,0,0,0,5,15
190,191,Ty Montgomery,II,,RB58,214,,300,206,,260,226.3,00-0032200,WR,2018,0.6774193548387096,25,2015,0.2823076923076923,17.418787,0.005,94,5.7,40,25,235,19.583333333333332,2,0,41,183,15.25,1,1,1,12
191,192,Adam Humphries,,,WR63,161,,208,181,,172,187.2,00-0032009,WR,2018,1.0,25,2015,0.6993750000000001,45.61529,0.048,,0,106,76,816,51,7,5,2,11,0.6875,0,0,5,16
192,193,Marquise Goodwin,,,WR64,547,,198,152,,232,250.2,00-0030068,WR,2018,0.9318181818181818,27,2013,0.6381818181818182,66.806725,0.038,78,6.9,44,23,395,35.90909090909091,5,4,4,9,0.8181818181818182,0,0,4,11
194,195,Marquise Brown,KC,12,WR65,187,,192,204,,177,191.6,00-0035662,WR,2018,--,21,2019,-1,--,0.016,25,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,197,Tre'Quan Smith,,,WR66,1000,,225,189,,180,328.8,00-0034765,WR,2018,1.0,22,2018,0.5793333333333333,104.871025,0.005,91,5.9,44,28,427,32.84615384615385,6,5,0,0,0,0,0,5,13
200,201,Kenny Stills,,,WR67,177,,212,226,,175,197.8,00-0030085,WR,2018,1.0,26,2013,0.868,70.565,0.048,144,3,65,37,553,36.86666666666667,7,6,0,0,0,0,0,7,15
207,208,Albert Wilson,,,WR68,182,,247,158,,222,208.8,00-0030669,WR,2018,0.8902439024390244,26,2014,0.5457142857142857,101.34796,0.045,,0,35,26,391,55.857142857142854,7,4,8,16,2.2857142857142856,0,0,5,7
208,209,Randall Cobb,,,WR69,210,,203,237,,178,216,00-0028002,WR,2018,1.0,28,2011,0.7711111111111112,65.56861,0.027000000000000003,64,8.1,61,38,383,42.55555555555556,4,2,0,0,0,0,1,2,9
209,210,Ted Ginn Jr.,,,WR70,205,,211,228,,244,216.2,00-0025396,WR,2018,0.9461077844311377,33,2007,0.5660000000000001,54.92499,0.022000000000000002,9,20.6,31,17,209,41.8,3,2,3,26,5.2,0,1,2,5
214,215,Devin Funchess,,,WR71,1000,,176,207,,123,339.2,00-0032055,WR,2018,0.9846153846153847,24,2015,0.6907142857142858,37.04489,0.053,41,11,79,44,549,39.214285714285715,8,4,0,0,0,0,0,4,14
215,216,DaeSean Hamilton,,,WR72,221,,291,238,,163,230.6,00-0034370,WR,2018,1.0,23,2018,0.4878571428571429,44.91554,--,113,4.5,46,30,243,30.375,1,2,0,0,0,0,0,2,8
229,230,Parris Campbell,,,WR73,1000,,216,208,,159,360.2,00-0035639,WR,2018,--,21,2019,-1,--,0.006,59,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
231,232,DeVante Parker,,,WR74,1000,,270,209,,195,365.4,00-0031547,WR,2018,1.0,25,2015,0.670909090909091,40.414543,0.054000000000000006,14,17.8,47,24,306,27.818181818181817,3,1,0,0,0,0,0,1,11
238,239,Nelson Agholor,,,WR75,1000,,230,246,,207,386.2,00-0031549,WR,2018,1.0,25,2015,0.8975,49.32517,0.016,20,15.5,97,64,743,46.4375,10,4,3,32,2,0,0,4,16
239,240,Zay Jones,ARI,12,WR76,1000,,294,191,,201,386.4,00-0033891,WR,2018,1.0,23,2017,0.891875,72.35533,0.01,37,11.6,103,56,652,40.75,7,7,1,0,0,0,0,7,16
243,244,Paul Richardson Jr.,,,WR77,200,,,263,,243,247,00-0031257,WR,2018,0.5735294117647058,26,2014,0.7599999999999999,10.429524,0.045,45,10.4,35,20,262,37.42857142857143,5,2,2,9,1.2857142857142858,0,0,2,7
245,246,Andy Isabella,,,WR78,1000,,278,257,,209,398.6,00-0035527,WR,2018,--,21,2019,-1,--,0.006,62,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0
246,247,Taylor Gabriel,,,WR79,1000,,248,219,,239,401.4,00-0031228,WR,2018,1.0,27,2014,-1,47.641956,0.037000000000000005,,0,93,67,688,43,7,2,9,61,3.8125,0,1,2,16
248,249,Marqise Lee,,,WR80,1000,,284,260,,229,404,00-0031431,WR,2018,0.8048780487804879,26,2014,-1,--,0.048,39,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0
249,250,Phillip Dorsett II,LV,,WR81,346,,260,234,,334,293.6,00-0032208,WR,2018,1.0,25,2015,0.37125,45.36073,0.013999999999999999,29,13.2,42,32,290,26.363636363636363,1,3,4,29,2.6363636363636362,0,0,3,11
251,252,Rashard Higgins,,,WR82,951,,280,210,,287,398.8,00-0032977,WR,2018,1.0,23,2016,0.5446153846153846,27.637438,0.011000000000000001,172,1.8,53,39,572,44,11,4,0,0,0,0,1,4,13
252,253,Danny Amendola,,,WR83,1000,,223,241,,301,409.2,00-0026035,WR,2018,0.9673202614379085,32,2008,0.7733333333333333,26.12757,0.024,,0,79,59,575,38.333333333333336,4,1,1,-2,-0.13333333333333333,0,0,2,15
256,257,A.J. Brown,PHI,10,WR84,1000,,214,,,181,403,00-0035676,WR,2018,--,21,2019,-1,--,0.008,51,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0
258,259,Hunter Renfrow,CAR,7,WR85,230,,,266,,293,266.5,00-0034983,WR,2018,--,22,2019,-1,--,0.004,149,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
260,261,J.J. Arcega-Whiteside,,,WR86,990,,,239,,174,404.8,00-0035246,WR,2018,--,21,2019,-1,--,0.006999999999999999,57,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0
262,263,Jalen Hurd,,,WR87,311,,276,,,218,269.5,00-0034971,WR,2018,--,22,2019,-1,--,0.006,67,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0
267,268,Quincy Enunwa,,,WR88,1000,,,230,,212,424,00-0031023,WR,2018,0.7258064516129032,26,2014,0.7772727272727272,36.306,0.051,209,0.6,69,38,449,40.81818181818182,6,1,1,0,0,0,1,1,11
269,270,Miles Boykin,CHI,6,WR89,988,,,245,,242,427.8,00-0035703,WR,2018,--,21,2019,-1,--,0.005,93,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0
273,274,Preston Williams,,,WR90,1000,,,259,,220,437.8,00-0035350,WR,2018,--,21,2019,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,276,Jakobi Meyers,LV,,WR91,1000,,,251,,259,443.3,00-0034960,WR,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,278,Trey Quinn,,,WR92,1000,,,254,,256,444.5,00-0034339,WR,2018,0.25,22,2018,0.5133333333333333,11.045004,0.004,256,0,10,9,75,37.5,0,1,1,0,0,0,0,1,2
278,279,Antonio Callaway,,,WR93,993,,271,,,206,444.5,00-0034772,WR,2018,1.0,21,2018,0.713125,38.819626,0.004,105,5,82,43,586,36.625,8,5,2,7,0.4375,0,1,5,16
279,280,Willie Snead,IV,,WR94,1000,,292,,,261,449,00-0030663,WR,2018,0.9538461538461539,25,2014,0.68875,13.404615,0.032,,0,190,124,1302,93,10,1,1,13,0.9285714285714286,0,0,1,14
284,285,David Moore,CAR,7,WR95,998,,288,,,262,463.3,00-0033589,WR,2018,1.0,23,2017,0.5706249999999999,59.022858,0.003,226,0,53,26,445,31.785714285714285,8,5,1,5,0.35714285714285715,0,0,5,14
285,286,Dez Bryant,,,WR96,278,,290,,,291,286.3,00-0027902,WR,2018,0.7299270072992701,29,2010,-1,--,0.006999999999999999,24,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,Demarcus Robinson,SF,4,WR97,310,,274,,,276,286.7,00-0032775,WR,2018,1.0,23,2016,0.39625,20.421097,0.005,126,3.8,33,22,288,20.571428571428573,3,4,0,0,0,0,0,4,14
287,288,John Ross,,,WR98,1000,,298,,,279,466.8,00-0033460,WR,2018,0.875,22,2017,0.7553846153846154,21.905642,0.026000000000000002,9,20.6,58,21,210,16.153846153846153,3,7,4,9,0.6923076923076923,0,0,7,13
292,293,Robert Foster,,,WR99,1000,,,253,,190,481,00-0034510,WR,2018,1.0,24,2018,0.5269230769230769,59.734905,0.003,,0,44,27,541,49.18181818181818,9,3,0,0,0,0,0,3,11
300,301,Chris Hogan,,,WR100,312,,295,,,342,316.3,00-0028237,WR,2018,1.0,30,2011,0.7275,34.52886,0.008,,0,55,35,532,35.46666666666667,11,3,0,0,0,0,0,3,15
310,311,KeeSean Johnson,,,WR101,995,,,,,277,518.3,00-0035287,WR,2018,--,21,2019,-1,--,0.004,174,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
312,313,Josh Doctson,,,WR102,1000,,,,,295,527.7,00-0032760,WR,2018,0.7916666666666666,25,2016,0.8840000000000001,20.271715,0.004,22,14.9,78,44,532,35.46666666666667,7,2,0,0,0,0,0,2,15
313,314,Riley Ridley,,,WR103,299,,,,,285,292,00-0035590,WR,2018,--,22,2019,-1,--,0.004,126,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
315,316,DJ Chark Jr.,ATL,9,WR104,1000,,,,,306,530.3,00-0034777,WR,2018,1.0,21,2018,0.3936363636363636,13.5471115,0.006,61,8.4,32,14,174,17.4,2,0,0,0,0,0,1,0,10
320,321,Travis Benjamin,,,WR105,964,,,,,302,525,00-0029269,WR,2018,0.9252336448598131,28,2012,0.3475,16.22447,0.021,100,5.3,24,12,186,15.5,4,1,7,41,3.4166666666666665,0,0,1,12
321,322,Chris Conley,,,WR106,1000,,,,,309,538.7,00-0032128,WR,2018,0.8307692307692308,25,2015,0.7581249999999999,40.597813,0.012,76,7,52,32,334,22.266666666666666,4,5,0,0,0,0,2,5,15
325,326,Michael Crabtree,,,WR107,971,,,,,343,535.7,00-0026986,WR,2018,0.9933333333333333,30,2009,0.6756249999999999,29.104624,0.017,10,19.9,100,54,607,37.9375,6,3,0,0,0,0,0,3,16
326,327,Kelvin Harmon,,,WR108,937,,,,,191,564,00-0035297,WR,2018,--,21,2019,-1,--,0.004,206,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
328,329,Chris Moore,WAS,10,WR109,941,,,,,,566.5,00-0032398,WR,2018,1.0,25,2016,0.395,2.6026666,0.005,107,4.8,25,19,196,13.066666666666666,3,1,5,17,1.1333333333333333,0,0,1,15
333,334,Breshad Perriman,,,WR110,1000,,,,,347,552.3,00-0032054,WR,2018,0.8113207547169812,24,2015,0.348,22.168446,0.021,26,13.9,25,16,340,34,4,2,4,2,0.2,0,0,2,10
335,336,Gunner Olszewski,NYG,11,WR111,289,,,,,370,329.5,00-0035645,WR,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,339,Jakeem Grant Sr.,,,WR112,251,,,,,413,332,00-0032791,WR,2018,0.8958333333333334,25,2016,0.467,38.22678,0.026000000000000002,186,1.3,34,21,268,26.8,2,2,1,5,0.5,0,0,2,10
339,340,Jake Kumerow,,,WR113,270,,,,,400,335,00-0031787,WR,2018,0.3157894736842105,26,2015,0.388,44.229168,0.003,,0,11,8,103,25.75,1,1,0,0,0,0,0,1,4
344,345,Keelan Doss,,,WR114,229,,,,,,229,00-0035120,WR,2018,--,22,2019,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,346,Terry McLaurin,WAS,10,WR115,1000,,,,,389,558.7,00-0035659,WR,2018,--,22,2019,-1,--,0.005,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0
346,347,Jazz Ferguson,,,WR116,231,,,,,,231,00-0035090,WR,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,349,Damion Willis,,,WR117,276,,,,,406,341,00-0035401,WR,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,358,Brandon Marshall,,,WR119,250,,,,,,250,00-0024334,WR,2018,0.8427672955974843,34,2006,0.4228571428571429,26.223999,0.006,119,4.2,23,11,136,22.666666666666668,2,1,0,0,0,0,0,1,6
359,362,Mike Thomas,,,WR120,252,,,,,,252,00-0033114,WR,2018,0.6041666666666666,24,2016,0,--,0.004,206,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
362,365,Lil'Jordan Humphrey,NYG,11,WR121,257,,,,,,257,00-0035406,WR,2018,--,20,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,366,Maurice Harris,,,WR122,716,,,,,258,487,00-0032362,WR,2018,0.9705882352941176,25,2016,0.6058333333333333,43.028,0.005,,0,47,28,304,27.636363636363637,3,0,2,10,0.9090909090909091,0,0,0,11
365,368,Max McCaffrey,,,WR123,260,,,,,,260,00-0032937,WR,2018,1.0,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,378,Tavon Austin,,,WR124,297,,,,,419,358,00-0030525,WR,2018,1.0,28,2013,0.25999999999999995,40.489525,0.009000000000000001,8,21.4,13,8,140,20,2,2,6,55,7.857142857142857,0,0,2,7
382,386,Josh Reynolds,NYJ,4,WR126,828,,,,,278,553,00-0033943,WR,2018,1.0,23,2017,0.538125,61.454906,0.005,117,4.3,53,29,402,36.54545454545455,6,5,2,8,0.7272727272727273,0,0,5,11
388,392,Brandon Tate,,,WR127,285,,,,,,285,00-0027057,WR,2018,0.9782608695652174,30,2009,0,--,0.005,83,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
391,395,J.J. Jones,,,WR128,290,,,,,,290,00-0034560,WR,2018,1.0,25,2018,0.0225,0.8449999,0.003,,0,1,1,3,1.5,0,0,1,0,0,0,1,0,2
392,396,Emmanuel Butler,,,WR129,291,,,,,,291,00-0034943,WR,2018,--,22,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
