player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0031381,Davante Adams,37,312.0,16.0
00-0033857,JuJu Smith-Schuster,24,270.0,7.0
00-0034837,Calvin Ridley,24,182.0,7.0
00-0031408,Mike Evans,24,184.0,11.0
00-0033040,Tyreek Hill,23,218.0,8.0
00-0030035,Adam Thielen,22,230.0,13.0
00-0031382,Jarvis Landry,21,128.0,4.0
00-0031588,Stefon Diggs,20,198.0,6.0
00-0036326,Chase Claypool,19,116.0,5.0
00-0030564,DeAndre Hopkins,19,134.0,3.0
00-0030279,Keenan Allen,19,236.0,7.0
00-0031428,Allen Robinson,19,134.0,4.0
00-0035640,DK Metcalf,17,126.0,6.0
00-0034411,Russell Gage,17,194.0,4.0
00-0033009,Tyler Boyd,16,128.0,3.0
00-0032211,Tyler Lockett,16,126.0,8.0
00-0032688,Robby Anderson,16,76.0,1.0
00-0036196,Gabriel Davis,16,140.0,4.0
00-0033251,Zach Pascal,16,136.0,5.0
00-0031544,Amari Cooper,16,90.0,4.0
00-0031547,DeVante Parker,15,28.0,3.0
00-0036322,Justin Jefferson,15,152.0,4.0
00-0029293,Marvin Jones,15,108.0,4.0
00-0035676,A.J. Brown,14,206.0,9.0
00-0035659,Terry McLaurin,14,56.0,1.0
00-0034764,Michael Gallup,14,76.0,3.0
00-0027685,Emmanuel Sanders,14,128.0,4.0
00-0032765,Michael Thomas,14,98.0,1.0
00-0034775,Christian Kirk,14,84.0,4.0
00-0036261,Brandon Aiyuk,14,90.0,5.0
00-0033589,David Moore,13,116.0,4.0
00-0033908,Cooper Kupp,13,118.0,2.0
00-0030431,Robert Woods,13,176.0,5.0
00-0035216,Diontae Johnson,13,110.0,4.0
00-0031549,Nelson Agholor,13,158.0,3.0
00-0032385,Sterling Shepard,13,66.0,3.0
00-0034777,D.J. Chark,13,86.0,4.0
00-0036252,Michael Pittman,12,82.0,0.0
00-0033307,Kendrick Bourne,12,134.0,1.0
00-0033282,Curtis Samuel,12,152.0,2.0
00-0034366,Keke Coutee,12,98.0,3.0
00-0035662,Marquise Brown,12,128.0,6.0
00-0036309,Darnell Mooney,11,108.0,4.0
00-0033536,Mike Williams,11,40.0,1.0
00-0029608,T.Y. Hilton,11,90.0,3.0
00-0029000,Cole Beasley,11,64.0,3.0
00-0033681,Keelan Cole,11,74.0,4.0
00-0031236,Brandin Cooks,11,126.0,2.0
00-0033375,Tim Patrick,11,110.0,6.0
00-0033921,Chris Godwin,11,102.0,6.0
00-0031051,John Brown,11,116.0,1.0
00-0036410,Tee Higgins,11,144.0,6.0
00-0036358,CeeDee Lamb,11,56.0,3.0
00-0031941,Jamison Crowder,10,128.0,4.0
00-0034353,Anthony Miller,10,12.0,0.0
00-0034521,Allen Lazard,10,90.0,3.0
00-0035624,N'Keal Harry,10,80.0,2.0
00-0027944,Julio Jones,10,98.0,1.0
00-0035592,Travis Fulgham,10,62.0,3.0
00-0035535,Darius Slayton,10,52.0,1.0
00-0036268,Laviska Shenault Jr.,10,90.0,3.0
00-0036407,Jerry Jeudy,10,52.0,1.0
00-0036268,Laviska Shenault,10,90.0,3.0
00-0028002,Randall Cobb,9,18.0,2.0
00-0032977,Rashard Higgins,9,126.0,3.0
00-0027942,A.J. Green,9,40.0,2.0
00-0034827,D.J. Moore,9,14.0,1.0
00-0031325,Sammy Watkins,9,72.0,2.0
00-0027793,Antonio Brown,9,88.0,2.0
00-0033871,Corey Davis,8,118.0,4.0
00-0034765,Tre'Quan Smith,8,134.0,5.0
00-0035350,Preston Williams,8,30.0,3.0
00-0033733,Greg Ward,8,84.0,4.0
00-0034983,Hunter Renfrow,8,70.0,2.0
00-0034676,James Washington,8,106.0,3.0
00-0033466,Isaiah McKenzie,8,96.0,4.0
00-0036387,Jalen Reagor,8,28.0,1.0
00-0033127,Will Fuller,8,96.0,3.0
00-0030663,Willie Snead,8,136.0,3.0
00-0032775,Demarcus Robinson,8,28.0,1.0
00-0022921,Larry Fitzgerald,7,52.0,1.0
00-0034370,DaeSean Hamilton,7,78.0,1.0
00-0034272,Marquez Valdes-Scantling,7,30.0,2.0
00-0035414,Jalen Guyton,7,60.0,1.0
00-0036254,Collin Johnson,7,8.0,1.0
00-0035140,Mecole Hardman,7,40.0,3.0
00-0033292,Trent Taylor,7,4.0,0.0
00-0031235,Odell Beckham,6,28.0,1.0
00-0031235,Odell Beckham Jr.,6,28.0,1.0
00-0034418,Ced Wilson,6,36.0,0.0
00-0034418,Cedrick Wilson,6,36.0,0.0
00-0032009,Adam Humphries,6,84.0,1.0
00-0034960,Jakobi Meyers,6,38.0,0.0
00-0026035,Danny Amendola,6,92.0,0.0
00-0035703,Miles Boykin,6,24.0,2.0
00-0032054,Breshad Perriman,6,30.0,1.0
00-0033943,Josh Reynolds,6,66.0,1.0
00-0032128,Chris Conley,6,24.0,1.0
00-0033932,Kenny Golladay,5,72.0,2.0
00-0034646,Brandon Powell,5,30.0,2.0
00-0027891,Golden Tate,5,48.0,1.0
00-0036277,Quintez Cephus,5,40.0,1.0
00-0033471,Isaiah Ford,5,52.0,0.0
00-0036255,Denzel Mims,5,34.0,0.0
00-0034104,Cam Sims,5,34.0,0.0
00-0035298,Scott Miller,5,90.0,1.0
00-0034419,Braxton Berrios,5,48.0,1.0
00-0036247,Freddie Swain,4,48.0,1.0
00-0034686,Auden Tate,4,0.0,0.0
00-0034928,Steven Sims,4,82.0,2.0
00-0036219,Marquez Callaway,4,32.0,0.0
00-0036142,Isaiah Wright,4,44.0,0.0
00-0036398,John Hightower,4,-4.0,0.0
00-0036412,K.J. Hamler,4,4.0,1.0
00-0036415,Van Jefferson,4,22.0,2.0
00-0034297,Byron Pringle,4,38.0,1.0
00-0036427,Tyler Johnson,4,16.0,2.0
00-0034273,Damion Ratley,4,0.0,0.0
00-0027150,Julian Edelman,4,12.0,0.0
00-0032791,Jakeem Grant,4,14.0,1.0
00-0028237,Chris Hogan,4,0.0,0.0
00-0034309,Chad Beebe,4,42.0,1.0
00-0034286,Richie James,4,40.0,0.0
00-0033891,Zay Jones,4,42.0,1.0
00-0032951,Laquon Treadwell,3,28.0,2.0
00-0035869,Austin Mack,3,16.0,0.0
00-0033555,Mack Hollins,3,22.0,1.0
00-0033572,Jamal Agnew,3,20.0,0.0
00-0033591,Noah Brown,3,30.0,0.0
00-0030578,Cordarrelle Patterson,3,42.0,0.0
00-0035527,Andy Isabella,3,34.0,2.0
00-0029632,Mohamed Sanu,3,46.0,1.0
00-0034054,River Cracraft,3,22.0,0.0
00-0035215,Deonte Harris,3,28.0,1.0
00-0034854,KhaDarel Hodge,3,58.0,0.0
00-0034854,Khadarel Hodge,3,58.0,0.0
00-0028411,Dontrelle Inman,3,56.0,2.0
00-0036382,K.J. Hill,2,0.0,0.0
00-0036182,Nick Westbrook,2,0.0,0.0
00-0033382,Austin Carr,2,22.0,1.0
00-0026189,DeSean Jackson,2,0.0,0.0
00-0027902,Dez Bryant,2,38.0,2.0
00-0035719,Deebo Samuel,2,40.0,1.0
00-0031868,Damiere Byrd,2,16.0,0.0
00-0035246,J.J. Arcega-Whiteside,2,0.0,0.0
00-0036271,Quez Watkins,2,10.0,0.0
00-0036357,Henry Ruggs,2,0.0,0.0
00-0036331,Devin Duvernay,2,14.0,0.0
00-0035287,KeeSean Johnson,2,14.0,0.0
00-0029137,Alshon Jeffery,2,30.0,1.0
00-0036357,Henry Ruggs III,2,0.0,0.0
00-0034081,Steven Mitchell,2,28.0,0.0
00-0036233,Donovan Peoples-Jones,2,0.0,0.0
00-0033094,Marvin Hall,2,0.0,0.0
00-0035208,Olamide Zaccheaus,2,0.0,0.0
00-0035510,Jeff Smith,2,0.0,0.0
00-0036364,Lynn Bowden,2,0.0,0.0
00-0036365,Bryan Edwards,1,0.0,0.0
00-0032543,Alex Erickson,1,0.0,0.0
00-0027691,Andre Roberts,1,4.0,0.0
00-0031763,DeAndre Carter,1,16.0,0.0
00-0032980,Marcus Johnson,1,8.0,0.0
00-0030085,Kenny Stills,1,0.0,0.0
00-0033006,Jaydon Mickens,1,0.0,0.0
00-0030525,Tavon Austin,1,12.0,0.0
00-0034653,Deontay Burnett,1,0.0,0.0
00-0033114,Mike Thomas,1,8.0,1.0
00-0036145,Lawrence Cager,1,0.0,0.0
00-0034631,Vyncint Smith,1,0.0,0.0
00-0034510,Robert Foster,1,0.0,0.0
00-0034487,Trent Sherfield,1,6.0,0.0
00-0034426,Javon Wims,1,2.0,1.0
00-0034407,Ray-Ray McCloud,1,0.0,0.0
00-0035006,Bisi Johnson,1,0.0,0.0
00-0035006,Olabisi Johnson,1,0.0,0.0
00-0034279,Equanimeous St. Brown,1,0.0,0.0
00-0035181,Darrius Shepherd,1,4.0,0.0
00-0034132,Christian Blake,1,-2.0,0.0
00-0035341,Trenton Irwin,1,0.0,0.0
00-0035406,Lil'Jordan Humphrey,1,34.0,1.0
00-0035457,Tyron Johnson,1,24.0,1.0
00-0035480,Malik Taylor,1,2.0,1.0
00-0035529,Hakeem Butler,1,0.0,0.0
00-0034052,Brandon Zylstra,1,8.0,0.0
00-0035590,Riley Ridley,1,10.0,0.0
00-0033840,Chad Hansen,1,0.0,0.0
00-0033839,Dede Westbrook,1,8.0,0.0
00-0034652,Cameron Batson,1,16.0,1.0
00-0035848,De'Michael Harris,1,2.0,0.0
00-0035848,DeMichael Harris,1,2.0,0.0
00-0036040,Juwan Johnson,1,10.0,0.0
00-0033474,Gehrig Dieter,1,0.0,0.0
