"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
78,"00-0035140","Mecole Hardman",63,3.9,38.4,"WR","KC",10.3
79,"00-0027793","Antonio Brown",62,7.8,38,"WR","TB",10.2
80,"00-0032791","Jakeem Grant",54,3.9,34.5,"WR","MIA",9.8
81,"00-0034765","Tre'Quan Smith",50,3.8,31.8,"WR","NO",9.8
82,"00-0036255","Denzel Mims",45,5,29.1,"WR","NYJ",9.7
83,"00-0036387","Jalen Reagor",55,5,35.4,"WR","PHI",9.7
84,"00-0032775","Demarcus Robinson",59,3.9,38.4,"WR","KC",9.6
85,"00-0028002","Randall Cobb",50,5,33.1,"WR","HOU",9.5
86,"00-0027150","Julian Edelman",39,6.5,26.3,"WR","NE",9.3
87,"00-0031235","Odell Beckham",43,6.1,29.2,"WR","CLE",9.2
88,"00-0034521","Allen Lazard",46,4.6,31.3,"WR","GB",9.2
89,"00-0031051","John Brown",52,5.8,35.8,"WR","BUF",9.1
90,"00-0031325","Sammy Watkins",55,5.5,38.4,"WR","KC",9
91,"00-0035414","Jalen Guyton",55,3.4,38.4,"WR","LAC",9
92,"00-0033589","David Moore",47,2.9,33.7,"WR","SEA",8.7
93,"00-0035298","Scott Miller",53,3.8,38,"WR","TB",8.7
94,"00-0034676","James Washington",56,3.5,41.1,"WR","PIT",8.5
95,"00-0035703","Miles Boykin",33,2.5,24.6,"WR","BAL",8.4
96,"00-0034104","Cam Sims",48,4.4,36,"WR","WAS",8.3
97,"00-0034370","DaeSean Hamilton",44,3.7,33.6,"WR","DEN",8.2
98,"00-0036357","Henry Ruggs",43,3.3,32.8,"WR","LV",8.2
99,"00-0033471","Isaiah Ford",44,4.9,34.5,"WR","MIA",8
100,"00-0035510","Jeff Smith",37,4.6,29.1,"WR","NYJ",8
101,"00-0035719","Deebo Samuel",44,7.3,34.8,"WR","SF",7.9
102,"00-0034366","Keke Coutee",41,5.1,33.1,"WR","HOU",7.8
103,"00-0032009","Adam Humphries",35,5,29.4,"WR","TEN",7.4
104,"00-0035350","Preston Williams",37,4.6,34.5,"WR","MIA",6.7
105,"00-0036364","Lynn Bowden",37,5.3,34.5,"WR","MIA",6.7
106,"00-0036331","Devin Duvernay",26,2,24.6,"WR","BAL",6.6
107,"00-0034928","Steven Sims",37,3.4,36,"WR","WAS",6.4
108,"00-0035527","Andy Isabella",35,3.2,34.2,"WR","ARI",6.4
109,"00-0036277","Quintez Cephus",36,3.3,35.4,"WR","DET",6.4
110,"00-0034286","Richie James",35,5,34.8,"WR","SF",6.3
111,"00-0034309","Chad Beebe",30,3,30.8,"WR","MIN",6.1
112,"00-0036142","Isaiah Wright",35,3.2,36,"WR","WAS",6.1
113,"00-0033466","Isaiah McKenzie",34,2.4,35.8,"WR","BUF",5.9
114,"00-0033932","Kenny Golladay",32,6.4,35.4,"WR","DET",5.7
115,"00-0028237","Chris Hogan",26,5.2,29.1,"WR","NYJ",5.6
116,"00-0036254","Collin Johnson",33,3.3,37.1,"WR","JAX",5.6
117,"00-0036415","Van Jefferson",31,2.4,35.2,"WR","LA",5.5
118,"00-0033094","Marvin Hall",30,3,35.4,"WR","DET",5.3
119,"00-0035208","Olamide Zaccheaus",32,4,38,"WR","ATL",5.3
120,"00-0036219","Marquez Callaway",27,4.5,31.8,"WR","NO",5.3
121,"00-0036398","John Hightower",30,3,35.4,"WR","PHI",5.3
122,"00-0032980","Marcus Johnson",28,3.5,33.6,"WR","IND",5.2
123,"00-0028411","Dontrelle Inman",29,4.1,36,"WR","WAS",5
124,"00-0035215","Deonte Harris",25,2.8,31.8,"WR","NO",4.9
125,"00-0033555","Mack Hollins",26,2.9,34.5,"WR","MIA",4.7
126,"00-0033840","Chad Hansen",25,5,33.1,"WR","HOU",4.7
127,"00-0026189","DeSean Jackson",26,5.2,35.4,"WR","PHI",4.6
128,"00-0034418","Cedrick Wilson",28,3.5,38.7,"WR","DAL",4.5
129,"00-0030578","Cordarrelle Patterson",25,2.1,37.4,"WR","CHI",4.2
130,"00-0035457","Tyron Johnson",26,2.6,38.4,"WR","LAC",4.2
131,"00-0033591","Noah Brown",25,2.8,38.7,"WR","DAL",4
