Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
5,DeAndre Hopkins,BAL,8.0,WR1,5.0,,5.0,6.0,,6.0,5.3,00-0030564,WR,2018,1.0,26,2013,0.99,59.661293,0.09699999999999999,27.0,13.6,3.365217391304348
8,Davante Adams,LAR,9.0,WR2,10.0,,6.0,10.0,,7.0,7.5,00-0031381,WR,2018,1.0,25,2014,0.9346666666666664,26.753525,0.087,53.0,9.3,4.2792792792792795
10,Julio Jones,,,WR3,11.0,,9.0,11.0,,11.0,10.5,00-0027944,WR,2018,0.9586776859504132,29,2011,0.76625,58.72629,0.11699999999999999,6.0,23.2,3.9646017699115044
11,Michael Thomas,,,WR4,8.0,,11.0,14.0,,10.0,10.7,00-0032765,WR,2018,1.0,25,2016,0.885,110.57229,0.102,47.0,10.1,4.112
12,Odell Beckham Jr.,,,WR5,13.0,,12.0,12.0,,12.0,12.8,00-0031235,WR,2018,0.8518518518518519,25,2014,0.9366666666666664,50.24331,0.102,12.0,18.8,4.090909090909091
14,JuJu Smith-Schuster,KC,12.0,WR6,15.0,,17.0,15.0,,15.0,14.8,00-0033857,WR,2018,0.96875,21,2017,0.860625,78.62263,0.006,62.0,8.3,5.837837837837838
16,Tyreek Hill,MIA,5.0,WR7,12.0,,18.0,18.0,,16.0,15.7,00-0033040,WR,2018,1.0,24,2016,0.86625,161.698,0.096,165.0,2.1,6.057471264367816
21,Antonio Brown,,,WR8,21.0,,19.0,21.0,,21.0,21,00-0027793,WR,2018,1.0,30,2010,0.9506666666666668,75.23171,0.08900000000000001,195.0,1.0,4.663461538461538
22,Mike Evans,TB,7.0,WR9,22.0,,21.0,20.0,,22.0,21.2,00-0031408,WR,2018,0.9878048780487805,25,2014,0.84375,68.487335,0.09300000000000001,7.0,22.2,3.2790697674418605
23,Adam Thielen,CAR,7.0,WR10,31.0,,24.0,23.0,,24.0,25,00-0030035,WR,2018,1.0,28,2013,0.961875,69.44862,0.086,,0.0,3.6814159292035398
24,Keenan Allen,LAC,12.0,WR11,23.0,,25.0,28.0,,23.0,25.2,00-0030279,WR,2018,0.7444444444444445,26,2013,0.805625,57.934,0.07200000000000001,76.0,7.0,4.154639175257732
30,Amari Cooper,,,WR12,25.0,,28.0,35.0,,33.0,31.2,00-0031544,WR,2018,1.0,24,2015,0.7906666666666666,204.53667,0.04,4.0,25.8,5.533333333333333
31,Stefon Diggs,NE,10.0,WR13,37.0,,30.0,33.0,,34.0,32.2,00-0031588,WR,2018,1.0,24,2015,0.872,85.155525,0.081,146.0,2.9,4.294117647058823
35,Julian Edelman,,,WR14,28.0,,31.0,38.0,,38.0,35.2,00-0027150,WR,2018,0.7975460122699386,32,2009,0.8741666666666665,15.481754,0.040999999999999995,232.0,0.0,4.702702702702703
38,Brandin Cooks,NO,9.0,WR15,35.0,,39.0,44.0,,40.0,38.8,00-0031236,WR,2018,0.8552631578947368,24,2014,0.8987499999999999,49.07124,0.091,20.0,15.5,4.325
39,T.Y. Hilton,,,WR16,44.0,,32.0,45.0,,30.0,40.7,00-0029608,WR,2018,1.0,28,2012,0.7814285714285714,69.84835,0.091,92.0,5.8,5.9868421052631575
40,Robert Woods,PIT,7.0,WR17,39.0,,37.0,50.0,,39.0,41.8,00-0030431,WR,2018,0.845360824742268,26,2013,0.94625,51.697334,0.040999999999999995,41.0,11.0,4.883720930232558
44,Kenny Golladay,,,WR18,45.0,,44.0,39.0,,41.0,44.5,00-0033932,WR,2018,1.0,24,2017,0.9013333333333334,53.52638,0.005,96.0,5.5,5.0
47,Chris Godwin,TB,7.0,WR19,51.0,,51.0,42.0,,45.0,46,00-0033921,WR,2018,1.0,22,2017,0.6425000000000001,59.966003,0.005,84.0,6.4,4.1525423728813555
48,Tyler Lockett,TEN,11.0,WR20,47.0,,45.0,48.0,,47.0,46.2,00-0032211,WR,2018,0.9846153846153847,25,2015,0.84875,20.002666,0.06,69.0,7.6,3.736842105263158
50,Cooper Kupp,SEA,11.0,WR21,46.0,,57.0,47.0,,44.0,49,00-0033908,WR,2018,0.84375,25,2017,0.8325,110.05268,0.006,69.0,7.6,7.575
54,Tyler Boyd,,,WR22,64.0,,62.0,51.0,,50.0,55.7,00-0033009,WR,2018,0.9791666666666666,23,2016,0.8671428571428573,63.245335,0.057,55.0,9.1,5.5
57,Calvin Ridley,TEN,11.0,WR23,61.0,,72.0,53.0,,55.0,58,00-0034837,WR,2018,1.0,23,2018,0.606875,99.47401,0.015,26.0,13.9,5.6875
59,Mike Williams,,,WR24,55.0,,75.0,63.0,,59.0,61.7,00-0033536,WR,2018,1.0,23,2017,0.6168750000000001,86.881165,0.03,7.0,22.2,2.744186046511628
60,A.J. Green ,,,WR25,77.0,,60.0,71.0,,42.0,64.5,00-0027942,WR,2018,0.9624060150375939,30,2011,0.791111111111111,56.34,0.105,4.0,25.8,3.5434782608695654
