"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
57,"00-0034686","Auden Tate",80,6.7,36.9,"WR","CIN",13.5
58,"00-0032543","Alex Erickson",78,5.2,36.9,"WR","CIN",13.2
59,"00-0032160","Tyrell Williams",64,4.9,30.8,"WR","LV",13
60,"00-0029137","Alshon Jeffery",74,8.2,37.9,"WR","PHI",12.2
61,"00-0031236","Brandin Cooks",73,5.2,38.4,"WR","LA",11.9
62,"00-0034928","Steven Sims",56,4.7,29.3,"WR","WAS",11.9
63,"00-0027874","Demaryius Thomas",58,5.3,31,"WR","NYJ",11.7
64,"00-0031549","Nelson Agholor",70,6.4,37.9,"WR","PHI",11.5
65,"00-0032054","Breshad Perriman",70,5,38.1,"WR","TB",11.5
66,"00-0027685","Emmanuel Sanders",53,5.3,29.4,"WR","SF",11.3
67,"00-0032009","Adam Humphries",48,4,26.8,"WR","TEN",11.2
68,"00-0034411","Russell Gage",74,5.3,41.4,"WR","ATL",11.2
69,"00-0030035","Adam Thielen",48,4.8,27.8,"WR","MIN",10.8
70,"00-0030663","Willie Snead",46,2.9,26.6,"WR","BAL",10.8
71,"00-0034370","DaeSean Hamilton",52,4.3,30.1,"WR","DEN",10.8
72,"00-0030085","Kenny Stills",55,4.2,32.4,"WR","HOU",10.6
73,"00-0032626","Geronimo Allison",56,3.7,34,"WR","GB",10.3
74,"00-0034272","Marquez Valdes-Scantling",56,3.7,34,"WR","GB",10.3
75,"00-0030669","Albert Wilson",62,4.8,38.1,"WR","MIA",10.2
76,"00-0034339","Trey Quinn",48,4,29.3,"WR","WAS",10.2
77,"00-0035006","Bisi Johnson",45,3.5,27.8,"WR","MIN",10.1
78,"00-0025396","Ted Ginn",56,3.7,35,"WR","NO",10
79,"00-0035350","Preston Williams",60,7.5,38.1,"WR","MIA",9.9
80,"00-0032775","Demarcus Robinson",55,3.7,35,"WR","KC",9.8
81,"00-0033307","Kendrick Bourne",46,2.9,29.4,"WR","SF",9.8
82,"00-0029572","Jarius Wright",58,3.6,37.6,"WR","CAR",9.6
83,"00-0034521","Allen Lazard",52,4.7,34,"WR","GB",9.6
84,"00-0033460","John Ross",56,7,36.9,"WR","CIN",9.5
85,"00-0035297","Kelvin Harmon",44,3.4,29.3,"WR","WAS",9.4
86,"00-0027685","Emmanuel Sanders",45,6.4,30.1,"WR","DEN",9.3
87,"00-0032208","Phillip Dorsett",55,5,36.8,"WR","NE",9.3
88,"00-0031257","Paul Richardson",42,4.2,29.3,"WR","WAS",9
89,"00-0031868","Damiere Byrd",46,4.2,33.2,"WR","ARI",8.6
90,"00-0031228","Taylor Gabriel",48,5.3,35.4,"WR","CHI",8.5
91,"00-0031166","Seth Roberts",35,2.5,26.6,"WR","BAL",8.2
92,"00-0032778","Tajae Sharpe",35,2.7,26.8,"WR","TEN",8.2
93,"00-0035287","KeeSean Johnson",43,4.3,33.2,"WR","ARI",8.1
94,"00-0029632","Mohamed Sanu",47,5.9,36.8,"WR","NE",8
95,"00-0033466","Isaiah McKenzie",39,3.2,30.4,"WR","BUF",8
96,"00-0030821","Allen Hurns",48,3.4,38.1,"WR","MIA",7.9
97,"00-0035140","Mecole Hardman",41,3.2,35,"WR","KC",7.3
98,"00-0031344","Cody Latimer",42,3.2,37,"WR","NYG",7.1
99,"00-0033943","Josh Reynolds",43,2.9,38.4,"WR","LA",7
100,"00-0034960","Jakobi Meyers",41,3.7,36.8,"WR","NE",7
101,"00-0033589","David Moore",34,2.6,31,"WR","SEA",6.9
102,"00-0034366","Keke Coutee",36,4.5,32.4,"WR","HOU",6.9
103,"00-0034426","Javon Wims",39,3.5,35.4,"WR","CHI",6.9
104,"00-0032980","Marcus Johnson",33,4.1,30.6,"WR","IND",6.7
105,"00-0033733","Greg Ward",40,6.7,37.9,"WR","PHI",6.6
106,"00-0033375","Tim Patrick",31,4.4,30.1,"WR","DEN",6.4
107,"00-0029632","Mohamed Sanu",42,6,41.4,"WR","ATL",6.3
108,"00-0033681","Keelan Cole",36,3,35.7,"WR","JAX",6.3
109,"00-0030670","Bennie Fowler",37,4.6,37,"WR","NYG",6.2
110,"00-0033111","Pharoh Cooper",33,3,33.2,"WR","ARI",6.2
111,"00-0034631","Vyncint Smith",31,2.6,31,"WR","NYJ",6.2
112,"00-0029664","Josh Gordon",36,6,36.8,"WR","NE",6.1
113,"00-0032355","Chester Rogers",28,3.1,30.6,"WR","IND",5.7
114,"00-0033471","Isaiah Ford",35,4.4,38.1,"WR","MIA",5.7
115,"00-0030300","Jaron Brown",28,3.5,31,"WR","SEA",5.6
116,"00-0033891","Zay Jones",27,2.7,30.8,"WR","LV",5.5
117,"00-0032791","Jakeem Grant",33,3.7,38.1,"WR","MIA",5.4
118,"00-0034765","Tre'Quan Smith",26,2.6,35,"WR","NO",4.6
119,"00-0034386","Justin Watson",26,4.3,38.1,"WR","TB",4.3
120,"00-0035298","Scott Miller",26,2.9,38.1,"WR","TB",4.3
121,"00-0031570","Justin Hardy",27,2.5,41.4,"WR","ATL",4.1
122,"00-0034132","Christian Blake",25,4.2,41.4,"WR","ATL",3.8
