"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0032765","Michael Thomas",185,11.6,35,"WR","NO",33
2,"00-0030564","DeAndre Hopkins",151,10.1,32.4,"WR","HOU",29.1
3,"00-0031428","Allen Robinson",154,9.6,35.4,"WR","CHI",27.2
4,"00-0031382","Jarvis Landry",138,8.6,32.5,"WR","CLE",26.5
5,"00-0027150","Julian Edelman",154,9.6,36.8,"WR","NE",26.1
6,"00-0030279","Keenan Allen",149,9.3,36.1,"WR","LAC",25.8
7,"00-0034348","Courtland Sutton",124,7.8,30.1,"WR","DEN",25.7
8,"00-0031235","Odell Beckham",133,8.3,32.5,"WR","CLE",25.6
9,"00-0033009","Tyler Boyd",148,9.2,36.9,"WR","CIN",25
10,"00-0031941","Jamison Crowder",122,7.6,31,"WR","NYJ",24.6
11,"00-0027944","Julio Jones",158,10.5,41.4,"WR","ATL",23.9
12,"00-0031051","John Brown",115,7.7,30.4,"WR","BUF",23.6
13,"00-0031381","Davante Adams",128,10.7,34,"WR","GB",23.5
14,"00-0030431","Robert Woods",139,9.3,38.4,"WR","LA",22.6
15,"00-0034827","D.J. Moore",136,9.1,37.6,"WR","CAR",22.6
16,"00-0029000","Cole Beasley",108,7.2,30.4,"WR","BUF",22.2
17,"00-0032211","Tyler Lockett",110,6.9,31,"WR","SEA",22.2
18,"00-0033908","Cooper Kupp",135,8.4,38.4,"WR","LA",22
19,"00-0031588","Stefon Diggs",95,6.3,27.8,"WR","MIN",21.3
20,"00-0033932","Kenny Golladay",117,7.3,34.5,"WR","DET",21.2
21,"00-0031547","DeVante Parker",128,8,38.1,"WR","MIA",21
22,"00-0034777","D.J. Chark",120,8,35.7,"WR","JAX",21
23,"00-0031544","Amari Cooper",119,7.4,36.1,"WR","DAL",20.6
24,"00-0035640","D.K. Metcalf",102,6.4,31,"WR","SEA",20.6
25,"00-0022921","Larry Fitzgerald",109,6.8,33.2,"WR","ARI",20.5
26,"00-0034775","Christian Kirk",109,8.4,33.2,"WR","ARI",20.5
27,"00-0033921","Chris Godwin",122,8.7,38.1,"WR","TB",20
28,"00-0035659","Terry McLaurin",94,6.7,29.3,"WR","WAS",20
29,"00-0032688","Robby Anderson",97,6.1,31,"WR","NYJ",19.6
30,"00-0034764","Michael Gallup",113,8.1,36.1,"WR","DAL",19.6
31,"00-0035676","A.J. Brown",84,5.2,26.8,"WR","TEN",19.6
32,"00-0031408","Mike Evans",119,9.2,38.1,"WR","TB",19.5
33,"00-0035216","Diontae Johnson",92,5.8,30.4,"WR","PIT",18.9
34,"00-0033839","Dede Westbrook",103,6.9,35.7,"WR","JAX",18
35,"00-0026035","Danny Amendola",97,6.5,34.5,"WR","DET",17.6
36,"00-0033282","Curtis Samuel",105,6.6,37.6,"WR","CAR",17.4
37,"00-0035719","Deebo Samuel",82,5.5,29.4,"WR","SF",17.4
38,"00-0035662","Marquise Brown",71,5.1,26.6,"WR","BAL",16.7
39,"00-0029293","Marvin Jones",91,7,34.5,"WR","DET",16.5
40,"00-0034676","James Washington",80,5.3,30.4,"WR","PIT",16.5
41,"00-0032128","Chris Conley",93,5.8,35.7,"WR","JAX",16.3
42,"00-0031325","Sammy Watkins",91,7,35,"WR","KC",16.2
43,"00-0033871","Corey Davis",69,4.6,26.8,"WR","TEN",16.1
44,"00-0033040","Tyreek Hill",89,7.4,35,"WR","KC",15.9
45,"00-0033536","Mike Williams",90,6,36.1,"WR","LAC",15.6
46,"00-0034353","Anthony Miller",85,5.3,35.4,"WR","CHI",15
47,"00-0033251","Zach Pascal",73,5.2,30.6,"WR","IND",14.9
48,"00-0033857","JuJu Smith-Schuster",71,5.9,30.4,"WR","PIT",14.6
49,"00-0034983","Hunter Renfrow",72,5.5,30.8,"WR","LV",14.6
50,"00-0027891","Golden Tate",85,7.7,37,"WR","NYG",14.4
51,"00-0028002","Randall Cobb",83,5.5,36.1,"WR","DAL",14.4
52,"00-0034837","Calvin Ridley",95,7.3,41.4,"WR","ATL",14.4
53,"00-0035535","Darius Slayton",85,6.1,37,"WR","NYG",14.4
54,"00-0032385","Sterling Shepard",84,8.4,37,"WR","NYG",14.2
55,"00-0029608","T.Y. Hilton",68,6.8,30.6,"WR","IND",13.9
56,"00-0033127","Will Fuller",71,6.5,32.4,"WR","HOU",13.7
