Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
1,Antonio Brown,,,WR1,,,,,,1.0,1.0,00-0027793,WR,2015,1,27,2010,0.955,203.24918,0.07,195.0,1.0,4.360294117647059
2,Julio Jones,,,WR2,,,,,,2.0,2.3,00-0027944,WR,2015,0.9315068493150684,26,2011,0.8500000000000001,87.95429,0.099,6.0,23.2,4.713235294117647
3,Odell Beckham Jr.,,,WR3,,,,,,3.0,2.8,00-0031235,WR,2015,1,22,2014,0.948,91.935524,0.02,12.0,18.8,6.145833333333333
5,DeAndre Hopkins,BAL,8.0,WR4,,,,,,5.0,5.8,00-0030564,WR,2015,1,23,2013,0.966875,75.30462,0.016,27.0,13.6,2.027027027027027
6,A.J. Green,,,WR5,,,,,,9.0,6.0,00-0027942,WR,2015,1,27,2011,0.875625,101.31663,0.105,4.0,25.8,3.9651162790697674
9,Allen Robinson,II,,WR6,,,,,,11.0,9.8,00-0031428,WR,2015,0.6071428571428571,22,2014,0.933125,97.632,0.007,61.0,8.4,4.45
14,Dez Bryant,,,WR7,,,,,,12.0,12.5,00-0027902,WR,2015,0.7010309278350515,26,2010,0.8044444444444445,39.6325,0.098,24.0,14.4,4.225806451612903
15,Keenan Allen,LAC,,WR8,,,,,,18.0,15.0,00-0030279,WR,2015,0.8095238095238095,23,2013,0.90375,129.53696,0.072,76.0,7.0,3.5223880597014925
16,Brandon Marshall,,,WR9,,,,,,19.0,15.8,00-0024334,WR,2015,0.8793103448275862,31,2006,0.953125,54.825333,0.06,119.0,4.2,4.018348623853211
18,Mike Evans,TB,6.0,WR10,,,,,,22.0,18.0,00-0031408,WR,2015,1,22,2014,0.8386666666666666,65.412575,0.027999999999999997,7.0,22.2,3.135135135135135
19,Jordy Nelson,,,WR11,,,,,,17.0,18.5,00-0026176,WR,2015,1,30,2008,-1.0,--,0.073,36.0,11.8,--
20,Alshon Jeffery,,,WR12,,,,,,20.0,20.3,00-0029137,WR,2015,0.7611940298507462,25,2012,0.8088888888888888,75.065,0.094,45.0,10.4,3.2777777777777777
21,Amari Cooper,,,WR13,,,,,,21.0,21.3,00-0031544,WR,2015,1,21,2015,0.858125,82.03829,0.04,4.0,25.8,5.194444444444445
23,Brandin Cooks,NO,5.0,WR14,,,,,,25.0,23.8,00-0031236,WR,2015,0.6071428571428571,21,2014,0.83125,67.594666,0.016,20.0,15.5,4.571428571428571
24,Mark Ingram,II,,RB9,,,,,,26.0,24.3,00-0008024,WR,2015,--,50,1987,-1.0,--,--,28.0,13.4,--
27,T.Y. Hilton,,,WR15,,,,,,32.0,28.0,00-0029608,WR,2015,1,25,2012,0.841875,62.019833,0.091,92.0,5.8,5.521739130434782
28,Demaryius Thomas,,,WR16,,,,,,24.0,28.0,00-0027874,WR,2015,1,27,2010,0.8431249999999999,31.574501,0.098,22.0,14.9,4.561904761904762
29,Sammy Watkins,,,WR17,,,,,,31.0,28.5,00-0031325,WR,2015,1,22,2014,0.8146153846153846,115.12564,0.037000000000000005,4.0,25.8,2.9833333333333334
31,Jarvis Landry,,,WR18,,,,,,28.0,30.0,00-0031382,WR,2015,1,22,2014,0.84375,53.816536,0.007,63.0,8.2,4.845454545454546
35,Randall Cobb,,,WR19,,,,,,34.0,36.5,00-0028002,WR,2015,1,25,2011,0.91625,58.542957,0.07,64.0,8.1,5.518987341772152
36,Julian Edelman,,,WR20,,,,,,29.0,39.8,00-0027150,WR,2015,0.8869565217391304,29,2009,0.811111111,62.61501,0.032,232.0,0.0,5.081967213114754
40,Jeremy Maclin,,,WR21,,,,,,41.0,41.3,00-0026995,WR,2015,1,27,2009,0.882,73.13981,0.077,19.0,15.8,3.7011494252873565
45,Golden Tate,,,WR22,,,,,,38.0,45.3,00-0027891,WR,2015,1,27,2010,0.861875,40.4345,0.047,60.0,8.5,5.9222222222222225
46,Kelvin Benjamin,,,WR23,,,,,,37.0,46.3,00-0031359,WR,2015,1,24,2014,-1.0,--,0.024,28.0,13.4,--
47,Donte Moncrief,,,WR24,,,,,,56.0,46.5,00-0031339,WR,2015,1,22,2014,0.7562500000000001,53.062294,0.005,90.0,5.9,4.171875
48,Eric Decker,,,WR25,,,,,,49.0,49.0,00-0027690,WR,2015,1,28,2010,0.8780000000000001,11.512668,0.055,87.0,6.2,2.675
50,Doug Baldwin,,,WR26,,,,,,48.0,51.8,00-0028434,WR,2015,1,26,2011,-1.0,113.70062,0.074,,0.0,5.641025641025641
55,Larry Fitzgerald,,,WR27,,,,,,45.0,57.5,00-0022921,WR,2015,1,32,2004,0.8875,70.630295,0.071,3.0,27.6,4.238532110091743
56,Michael Floyd,,,WR28,,,,,,59.0,58.5,00-0029638,WR,2015,1,25,2012,0.624,83.312096,0.028999999999999998,13.0,18.3,4.0
65,Marvin Jones Jr.,,,WR29,,,,,,81.0,65.8,00-0029293,WR,2015,0.8947368421052632,25,2012,0.8512500000000001,36.531624,0.052000000000000005,166.0,2.0,4.446153846153846
68,Emmanuel Sanders,,,WR30,,,,,,53.0,67.0,00-0027685,WR,2015,1,28,2010,0.8293333333333334,96.29209,0.071,82.0,6.5,4.776315789473684
69,Allen Hurns,,,WR31,,,,,,60.0,69.5,00-0030821,WR,2015,1,23,2014,-1.0,70.16924,0.064,,0.0,5.421875
72,John Brown,,,WR32,,,,,,58.0,70.8,00-0031051,WR,2015,1,25,2014,0.8086666666666666,36.33524,0.005,91.0,5.9,4.846153846153846
74,Tyler Lockett,TEN,13.0,WR33,,,,,,77.0,72.8,00-0032211,WR,2015,1,22,2015,0.610625,62.701164,0.006,69.0,7.6,5.0
75,Josh Gordon ,,,WR34,,,,,,102.0,76.3,00-0029664,WR,2015,0.8648648648648649,24,2012,-1.0,--,0.011000000000000001,1.0,34.6,--
77,Michael Crabtree,,,WR35,,,,,,74.0,76.8,00-0026986,WR,2015,1,27,2009,0.765,46.38933,0.059000000000000004,10.0,19.9,3.0941176470588236
81,DeSean Jackson,,,WR36,,,,,,85.0,83.3,00-0026189,WR,2015,0.8947368421052632,28,2008,0.6333333333333333,80.509995,0.06,49.0,9.8,5.266666666666667
86,DeVante Parker,,,WR37,,,,,,71.0,88.5,00-0031547,WR,2015,1,22,2015,0.5092857142857142,49.25643,0.019,14.0,17.8,3.769230769230769
88,Sterling Shepard,TB,6.0,WR38,,,,,,100.0,91.0,00-0032385,WR,2015,--,22,2016,-1.0,--,0.01,40.0,11.1,--
96,Kevin White,,,WR39,,,,,,78.0,94.8,00-0031545,WR,2015,--,23,2015,-1.0,--,0.028999999999999998,,0.0,--
97,Willie Snead,IV,,WR40,,,,,,96.0,95.5,00-0030663,WR,2015,1,22,2014,0.7073333333333334,42.764954,0.003,,0.0,5.0
98,Stefon Diggs,NE,9.0,WR41,,,,,,98.0,97.3,00-0031588,WR,2015,1,21,2015,0.7769230769230767,60.138077,0.004,146.0,2.9,5.615384615384615
105,Kamar Aiken,,,WR42,,,,,,112.0,112.8,00-0028497,WR,2015,1,26,2011,-1.0,49.0705,0.016,,0.0,2.8133333333333335
107,Travis Benjamin,,,WR43,,,,,,103.0,115.8,00-0029269,WR,2015,0.86440678,25,2012,0.765625,69.67317,0.039,100.0,5.3,4.720588235294118
108,Tavon Austin,,,WR44,,,,,,111.0,116.0,00-0030525,WR,2015,1,25,2013,0.7775,66.865295,0.068,8.0,21.4,6.6923076923076925
109,Corey Coleman,,,WR45,,,,,,110.0,117.0,00-0032966,WR,2015,--,21,2016,-1.0,--,0.019,15.0,17.4,--
111,Devin Funchess,,,WR46,,,,,,137.0,118.0,00-0032055,WR,2015,1,21,2015,0.448125,44.714626,0.01,41.0,11.0,3.6129032258064515
114,Vincent Jackson,,,WR47,,,,,,115.0,118.5,00-0023496,WR,2015,0.8504672897196262,32,2005,0.773,73.22678,0.092,61.0,8.4,3.121212121212121
118,Torrey Smith,,,WR48,,,,,,114.0,123.3,00-0027996,WR,2015,1,26,2011,0.7731250000000001,50.646297,0.055999999999999994,58.0,8.7,6.606060606060606
120,Markus Wheaton,,,WR49,,,,,,97.0,125.5,00-0030460,WR,2015,1,24,2013,0.649375,76.982285,0.006,79.0,6.8,3.590909090909091
124,Tajae Sharpe,,,WR50,,,,,,129.0,129.5,00-0032778,WR,2015,--,20,2016,-1.0,--,0.004,140.0,3.1,--
128,Michael Thomas,,,WR51,,,,,,130.0,132.0,00-0032765,WR,2015,--,22,2016,-1.0,--,0.008,47.0,10.1,--
131,Mohamed Sanu Sr.,,,WR52,,,,,,123.0,138.0,00-0029632,WR,2015,0.796875,26,2012,0.6043749999999999,20.010958,0.042,83.0,6.5,6.151515151515151
137,Phillip Dorsett II,LV,,WR53,,,,,,133.0,146.5,00-0032208,WR,2015,1,22,2015,0.279090909090909,12.5676365,0.013999999999999999,29.0,13.2,3.3333333333333335
