player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033908,Cooper Kupp,49,542.0,18.0
00-0031588,Stefon Diggs,36,292.0,10.0
00-0033040,Tyreek Hill,32,256.0,8.0
00-0031381,Davante Adams,29,230.0,10.0
00-0035216,Diontae Johnson,28,212.0,6.0
00-0034983,Hunter Renfrow,27,228.0,9.0
00-0030279,Keenan Allen,26,226.0,6.0
00-0033921,Chris Godwin,26,260.0,5.0
00-0036322,Justin Jefferson,25,202.0,7.0
00-0031408,Mike Evans,25,236.0,10.0
00-0033536,Mike Williams,24,166.0,5.0
00-0036196,Gabriel Davis,21,260.0,9.0
00-0031544,Amari Cooper,21,208.0,6.0
00-0035640,DK Metcalf,20,250.0,9.0
00-0036410,Tee Higgins,19,136.0,5.0
00-0034960,Jakobi Meyers,19,104.0,2.0
00-0027942,A.J. Green,18,72.0,2.0
00-0036415,Van Jefferson,18,106.0,3.0
00-0036900,Ja'Marr Chase,18,178.0,7.0
00-0029293,Marvin Jones,18,76.0,2.0
00-0035662,Marquise Brown,18,86.0,2.0
00-0035140,Mecole Hardman,18,138.0,3.0
00-0036252,Michael Pittman,18,136.0,4.0
00-0036963,Amon-Ra St. Brown,17,164.0,4.0
00-0030431,Robert Woods,17,132.0,4.0
00-0034521,Allen Lazard,17,158.0,7.0
00-0031235,Odell Beckham,16,106.0,6.0
00-0030035,Adam Thielen,15,210.0,9.0
00-0036613,Jaylen Waddle,15,102.0,6.0
00-0034827,D.J. Moore,15,98.0,4.0
00-0029000,Cole Beasley,15,80.0,0.0
00-0030564,DeAndre Hopkins,15,178.0,8.0
00-0036326,Chase Claypool,14,100.0,2.0
00-0028002,Randall Cobb,14,56.0,4.0
00-0031941,Jamison Crowder,14,112.0,2.0
00-0034348,Courtland Sutton,14,108.0,1.0
00-0034411,Russell Gage,14,182.0,3.0
00-0033251,Zach Pascal,13,70.0,3.0
00-0036358,CeeDee Lamb,13,106.0,3.0
00-0036261,Brandon Aiyuk,12,78.0,5.0
00-0033009,Tyler Boyd,12,132.0,4.0
00-0036309,Darnell Mooney,12,88.0,3.0
00-0035676,A.J. Brown,12,132.0,3.0
00-0036427,Tyler Johnson,12,118.0,0.0
00-0033932,Kenny Golladay,11,10.0,0.0
00-0034418,Cedrick Wilson,11,88.0,3.0
00-0027685,Emmanuel Sanders,11,66.0,2.0
00-0033375,Tim Patrick,11,76.0,2.0
00-0036182,Nick Westbrook-Ikhine,11,136.0,4.0
00-0034837,Calvin Ridley,11,66.0,2.0
00-0036912,DeVonta Smith,11,74.0,3.0
00-0034407,Ray-Ray McCloud,10,26.0,0.0
00-0035719,Deebo Samuel,10,88.0,2.0
00-0034765,Tre'Quan Smith,10,100.0,3.0
00-0033891,Zay Jones,10,66.0,1.0
00-0034775,Christian Kirk,10,84.0,2.0
00-0034297,Byron Pringle,10,100.0,6.0
00-0036268,Laviska Shenault,10,46.0,0.0
00-0036271,Quez Watkins,10,42.0,0.0
00-0031236,Brandin Cooks,10,110.0,2.0
00-0031382,Jarvis Landry,10,84.0,1.0
00-0035659,Terry McLaurin,9,106.0,3.0
00-0036219,Marquez Callaway,9,104.0,4.0
00-0036345,K.J. Osborn,9,104.0,3.0
00-0034676,James Washington,9,106.0,2.0
00-0033555,Mack Hollins,9,42.0,3.0
00-0032385,Sterling Shepard,9,70.0,0.0
00-0036365,Bryan Edwards,9,28.0,2.0
00-0035208,Olamide Zaccheaus,9,44.0,3.0
00-0036980,Elijah Moore,9,106.0,4.0
00-0033307,Kendrick Bourne,9,64.0,3.0
00-0034272,Marquez Valdes-Scantling,9,58.0,2.0
00-0032688,Robby Anderson,8,66.0,4.0
00-0034764,Michael Gallup,8,28.0,1.0
00-0036331,Devin Duvernay,8,104.0,2.0
00-0036988,Josh Palmer,8,60.0,2.0
00-0032211,Tyler Lockett,8,40.0,3.0
00-0034419,Braxton Berrios,8,80.0,2.0
00-0036936,Rondale Moore,8,26.0,0.0
00-0031428,Allen Robinson,7,60.0,1.0
00-0031549,Nelson Agholor,7,84.0,2.0
00-0035126,Antoine Wesley,7,40.0,2.0
00-0033681,Keelan Cole,7,22.0,0.0
00-0027944,Julio Jones,7,22.0,1.0
00-0036259,Jauan Jennings,7,90.0,4.0
00-0035414,Jalen Guyton,7,36.0,1.0
00-0031547,DeVante Parker,6,46.0,2.0
00-0036554,Nico Collins,6,26.0,1.0
00-0036550,Rashod Bateman,6,60.0,1.0
00-0034854,KhaDarel Hodge,6,26.0,0.0
00-0034854,Khadarel Hodge,6,26.0,0.0
00-0034867,Malik Turner,6,58.0,3.0
00-0033733,Greg Ward,6,98.0,3.0
00-0032009,Adam Humphries,6,16.0,0.0
00-0032464,Kalif Raymond,6,50.0,2.0
00-0032951,Laquon Treadwell,6,36.0,1.0
00-0033943,Josh Reynolds,6,0.0,0.0
00-0031868,Damiere Byrd,5,34.0,0.0
00-0036387,Jalen Reagor,5,46.0,1.0
00-0035215,Deonte Harris,5,54.0,0.0
00-0036247,Freddie Swain,5,26.0,1.0
00-0033871,Corey Davis,5,52.0,2.0
00-0036913,Kadarius Toney,5,12.0,0.0
00-0034104,Cam Sims,5,24.0,1.0
00-0032355,Chester Rogers,5,12.0,1.0
00-0033466,Isaiah McKenzie,5,48.0,1.0
00-0032977,Rashard Higgins,5,66.0,1.0
00-0032778,Tajae Sharpe,5,8.0,0.0
00-0036277,Quintez Cephus,4,32.0,2.0
00-0035350,Preston Williams,4,0.0,0.0
00-0036233,Donovan Peoples-Jones,4,22.0,1.0
00-0036955,Terrace Marshall,4,24.0,0.0
00-0036620,D'Wayne Eskridge,4,40.0,1.0
00-0026035,Danny Amendola,4,30.0,2.0
00-0034487,Trent Sherfield,4,10.0,1.0
00-0034279,Equanimeous St. Brown,4,24.0,0.0
00-0033572,Jamal Agnew,4,34.0,1.0
00-0031325,Sammy Watkins,4,32.0,1.0
00-0029608,T.Y. Hilton,4,30.0,2.0
00-0029632,Mohamed Sanu,4,42.0,0.0
00-0031763,DeAndre Carter,4,88.0,3.0
00-0032775,Demarcus Robinson,4,30.0,0.0
00-0030525,Tavon Austin,3,24.0,1.0
00-0034052,Brandon Zylstra,3,56.0,1.0
00-0033292,Trent Taylor,3,0.0,0.0
00-0035593,Juwann Winfree,3,12.0,0.0
00-0032980,Marcus Johnson,3,20.0,0.0
00-0033471,Isaiah Ford,3,24.0,2.0
00-0036407,Jerry Jeudy,3,24.0,0.0
00-0027793,Antonio Brown,3,14.0,1.0
00-0030068,Marquise Goodwin,3,18.0,0.0
00-0032054,Breshad Perriman,3,10.0,0.0
00-0036991,Amari Rodgers,3,0.0,0.0
00-0036626,Dyami Brown,3,26.0,0.0
00-0031787,Jake Kumerow,3,0.0,0.0
00-0029664,Josh Gordon,3,2.0,1.0
00-0034860,Dante Pettis,2,10.0,1.0
00-0036255,Denzel Mims,2,0.0,0.0
00-0032398,Chris Moore,2,30.0,0.0
00-0033111,Pharoh Cooper,2,0.0,0.0
00-0030669,Albert Wilson,2,2.0,0.0
00-0033386,Cody Hollister,2,16.0,0.0
00-0030663,Willie Snead,2,6.0,0.0
00-0032200,Ty Montgomery,2,16.0,0.0
00-0036183,Kristian Wilkerson,2,52.0,2.0
00-0032791,Jakeem Grant,2,16.0,1.0
00-0036999,Anthony Schwartz,2,10.0,1.0
00-0035864,Kendall Hinton,2,4.0,1.0
00-0036862,Ben Skowronek,2,0.0,0.0
00-0034777,D.J. Chark,2,24.0,1.0
00-0035021,Ashton Dulin,2,4.0,1.0
00-0028237,Chris Hogan,2,38.0,1.0
00-0034652,Cameron Batson,2,4.0,1.0
00-0030085,Kenny Stills,2,16.0,1.0
00-0035406,Lil'Jordan Humphrey,2,8.0,1.0
00-0035480,Malik Taylor,2,28.0,0.0
