...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
24,25,T.Y. Hilton,,,WR12,25,,,,,28,26.2,00-0029608,WR,2016,1.0,26,2012,0.8625,82.83849,0.091,92,5.8,157,91,1448,90.5,28,6,0,0,0,0,0,6,16
26,27,DeAndre Hopkins,BAL,10,WR13,29,,,,,27,28.2,00-0030564,WR,2016,1.0,24,2013,0.968125,33.727833,0.09699999999999999,27,13.6,151,78,954,59.625,10,4,0,0,0,0,0,4,16
27,28,Demaryius Thomas,,,WR14,32,,,,,32,30.2,00-0027874,WR,2016,1.0,28,2010,0.824375,31.590626,0.098,22,14.9,145,90,1083,67.6875,10,5,0,0,0,0,2,5,16
30,31,Keenan Allen,LAC,9,WR15,40,,,,,40,32.6,00-0030279,WR,2016,0.603448275862069,24,2013,0.37,,0.07200000000000001,76,7,7,6,63,63,0,0,0,0,0,0,0,0,1
31,32,Terrelle Pryor Sr.,,,WR16,31,,,,,39,33.4,00-0028825,WR,2016,1.0,27,2011,-1,72.142395,0.036000000000000004,1,34.6,284,154,2014,125.875,22,8,8,21,1.3125,1,0,10,16
36,37,Alshon Jeffery,,,WR17,35,,,,,36,37,00-0029137,WR,2016,0.8072289156626506,26,2012,0.9258333333333332,26.991135,0.078,45,10.4,94,52,821,68.41666666666667,12,2,0,0,0,0,0,2,12
38,39,Michael Crabtree,,,WR18,37,,,,,43,41,00-0026986,WR,2016,1.0,28,2009,0.74875,67.29596,0.059000000000000004,10,19.9,147,89,1003,62.6875,10,8,0,0,0,0,0,8,16
40,41,Davante Adams,LAR,8,WR19,48,,,,,35,41.6,00-0031381,WR,2016,1.0,23,2014,0.8387500000000001,97.26829,0.087,53,9.3,123,75,997,62.3125,17,12,0,0,0,0,1,12,16
41,42,Ty Montgomery,II,,RB19,45,,,,,48,42,00-0032200,WR,2016,0.5161290322580645,23,2015,0.38466666666666666,82.66743,0.005,94,5.7,56,44,348,26.76923076923077,1,0,77,457,35.15384615384615,3,1,3,13
44,45,Golden Tate,,,WR20,47,,,,,47,46.4,00-0027891,WR,2016,1.0,28,2010,0.834375,77.471954,0.047,60,8.5,136,91,1077,67.3125,13,4,10,4,0.25,0,1,4,16
45,46,Allen Robinson,II,,WR21,60,,,,,42,47.2,00-0031428,WR,2016,0.75,23,2014,0.94125,66.98396,0.006999999999999999,61,8.4,152,73,883,55.1875,11,6,0,0,0,0,0,6,16
46,47,Larry Fitzgerald,,,WR22,44,,,,,56,47.8,00-0022921,WR,2016,1.0,33,2004,0.91375,46.751835,0.066,3,27.6,150,107,1023,63.9375,8,6,2,5,0.3125,0,1,6,16
48,49,Tyreek Hill,MIA,1,WR23,54,,,,,58,50.4,00-0033040,WR,2016,1.0,22,2016,0.413125,65.694496,0.004,165,2.1,83,61,599,37.4375,8,6,24,267,16.6875,3,1,9,16
50,51,Kelvin Benjamin,,,WR24,49,,,,,62,51.2,00-0031359,WR,2016,1.0,25,2014,0.723125,61.40562,0.024,28,13.4,118,63,941,58.8125,10,7,0,0,0,0,1,7,16
51,52,Martavis Bryant,,,WR25,58,,,,,52,51.2,00-0031373,WR,2016,1.0,24,2014,-1,--,0.005,118,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,Jarvis Landry,,,WR26,52,,,,,44,52.8,00-0031382,WR,2016,1.0,23,2014,0.93875,38.669624,0.006999999999999999,63,8.2,133,94,1136,71,16,4,5,17,1.0625,0,2,4,16
55,56,Stefon Diggs,NE,9,WR27,67,,,,,64,56.8,00-0031588,WR,2016,1.0,22,2015,0.81,87.92231,0.004,146,2.9,112,84,903,69.46153846153847,10,3,3,10,0.7692307692307693,0,0,3,13
58,59,Sammy Watkins,,,WR28,63,,,,,55,59,00-0031325,WR,2016,0.86,23,2014,0.7525,69.87643,0.037000000000000005,4,25.8,52,28,430,53.75,4,2,0,0,0,0,0,2,8
59,60,Emmanuel Sanders,,,WR29,50,,,,,60,60,00-0027685,WR,2016,1.0,29,2010,0.8087500000000001,84.43067,0.071,82,6.5,137,79,1032,68.8,12,5,1,4,0.26666666666666666,0,0,5,15
61,62,DeVante Parker,,,WR30,71,,,,,54,61.4,00-0031547,WR,2016,1.0,23,2015,0.8213333333333335,39.523525,0.019,14,17.8,87,56,744,49.6,9,4,0,0,0,0,0,4,15
63,64,Jamison Crowder,,,WR31,59,,,,,78,63.8,00-0031941,WR,2016,1.0,23,2015,0.7418750000000001,46.483955,0.005,105,5,99,67,847,52.9375,11,7,2,-2,-0.125,0,1,7,16
65,66,Brandon Marshall,,,WR32,68,,,,,65,67,00-0024334,WR,2016,0.8939393939393939,32,2006,0.916,42.071236,0.033,119,4.2,128,59,788,52.53333333333333,10,3,0,0,0,0,0,3,15
67,68,Pierre Garcon,,,WR33,70,,,,,79,70,00-0026345,WR,2016,1.0,30,2008,0.7618750000000001,23.47696,0.057,205,0.7,114,79,1041,65.0625,15,3,0,0,0,0,0,3,16
82,83,Jeremy Maclin,,,WR34,86,,,,,101,84.6,00-0026995,WR,2016,1.0,28,2009,0.8041666666666667,26.725683,0.033,19,15.8,76,44,536,44.666666666666664,6,2,1,-1,-0.08333333333333333,0,0,2,12
83,84,Willie Snead,IV,,WR35,119,,,,,75,84.8,00-0030663,WR,2016,1.0,23,2014,0.6940000000000001,57.978096,0.004,,0,104,72,895,59.666666666666664,12,4,0,0,0,0,0,5,15
87,88,DeSean Jackson,,,WR36,80,,,,,105,87.2,00-0026189,WR,2016,0.9076923076923077,29,2008,0.7233333333333333,41.20381,0.067,49,9.8,100,56,1005,67,19,4,0,0,0,0,0,4,15
90,91,Eric Decker,,,WR37,87,,,,,89,90.4,00-0027690,WR,2016,0.9067796610169492,29,2010,0.9866666666666668,107.403336,0.024,87,6.2,21,9,194,64.66666666666667,5,2,0,0,0,0,0,2,3
91,92,Randall Cobb,,,WR38,94,,,,,88,90.6,00-0028002,WR,2016,1.0,26,2011,0.7623076923076924,54.26577,0.07,64,8.1,84,60,610,46.92307692307692,7,4,10,33,2.5384615384615383,0,0,4,13
93,94,Tyrell Williams,,,WR39,112,,,,,84,93,00-0032160,WR,2016,1.0,24,2015,0.839375,43.86396,0.004,,0,119,69,1059,66.1875,19,7,0,0,0,0,0,7,16
96,97,Adam Thielen,CAR,11,WR40,108,,,,,90,100.8,00-0030035,WR,2016,1.0,26,2013,0.7418750000000001,114.618,0.028999999999999998,,0,92,69,967,60.4375,16,5,2,15,0.9375,0,1,5,16
100,101,Chris Hogan,,,WR41,99,,,,,129,103.6,00-0028237,WR,2016,1.0,28,2011,0.7979999999999999,56.847813,0.026000000000000002,,0,58,38,680,45.333333333333336,11,4,3,9,0.6,0,1,4,15
104,105,Corey Coleman,,,WR42,132,,,,,98,109,00-0032966,WR,2016,1.0,22,2016,0.877,47.793446,0.019,15,17.4,73,33,413,41.3,4,3,2,10,1,0,0,3,10
108,109,Marvin Jones Jr.,,,WR43,137,,,,,110,117.2,00-0029293,WR,2016,0.9178082191780822,26,2012,0.9093333333333334,80.41838,0.052000000000000005,166,2,103,55,930,62,16,4,1,3,0.2,0,0,4,15
110,111,Rishard Matthews,,,WR44,121,,,,,120,119.6,00-0029580,WR,2016,0.8072289156626506,26,2012,0.735625,43.053623,0.032,227,0,109,65,945,59.0625,16,9,0,0,0,0,1,9,16
116,117,John Brown,,,WR45,149,,,,,121,121.8,00-0031051,WR,2016,1.0,26,2014,0.5606666666666666,59.548405,0.005,91,5.9,146,78,1034,73.85714285714286,5,2,1,10,0.7142857142857143,0,0,2,14
117,118,Donte Moncrief,,,WR46,103,,,,,72,84,00-0031339,WR,2016,1.0,23,2014,0.7888888888888889,39.81,0.005,90,5.9,56,30,307,34.111111111111114,3,7,1,-1,-0.1111111111111111,0,0,7,9
123,124,Ted Ginn Jr.,,,WR47,128,,,,,155,131.4,00-0025396,WR,2016,1.0,31,2007,0.6212500000000001,36.234497,0.022000000000000002,9,20.6,95,54,752,47,9,4,14,98,6.125,0,2,4,16
127,128,Kevin White,,,WR48,145,,,,,141,138.8,00-0031545,WR,2016,0.25,24,2015,0.8,7.2699995,0.028999999999999998,,0,36,19,187,46.75,1,0,1,9,2.25,0,0,0,4
129,130,Kenny Britt,,,WR49,111,,,,,100,106.3,00-0027006,WR,2016,0.975,27,2009,0.8333333333333334,47.56171,0.049,30,12.9,111,68,1002,66.8,15,5,0,0,0,0,1,5,15
130,131,Mike Wallace,,,WR50,101,,,,,106,108.3,00-0026901,WR,2016,0.8805970149253731,30,2009,0.7731250000000001,29.531334,0.037000000000000005,84,6.4,117,72,1017,63.5625,10,4,5,31,1.9375,0,0,4,16
131,132,Cooper Kupp,SEA,6,WR51,162,,,,,139,144.4,00-0033908,WR,2016,--,23,2017,-1,--,0.006,69,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,Corey Davis,,,WR52,140,,,,,111,117.3,00-0033871,WR,2016,--,21,2017,-1,--,0.038,5,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,Zay Jones,ARI,8,WR53,125,,,,,117,128.3,00-0033891,WR,2016,--,21,2017,-1,--,0.01,37,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0
147,148,Sterling Shepard,TB,1,WR54,170,,,,,123,146.8,00-0032385,WR,2016,1.0,23,2016,0.948125,32.49,0.01,40,11.1,105,65,683,42.6875,6,8,3,31,1.9375,0,0,8,16
150,151,Cole Beasley,,,WR55,150,,,,,152,153.8,00-0029000,WR,2016,1.0,27,2012,0.565,24.957165,0.024,,0,98,75,833,52.0625,6,5,1,7,0.4375,0,0,5,16
152,153,Tyler Lockett,TEN,8,WR56,167,,,,,140,160,00-0032211,WR,2016,0.9696969696969697,23,2015,0.5633333333333332,60.462475,0.006,69,7.6,66,41,597,42.642857142857146,9,1,6,114,8.142857142857142,1,0,2,14
160,161,Josh Doctson,,,WR57,185,,,,,164,166.3,00-0032760,WR,2016,0.375,23,2016,0.245,11.519999,0.016,22,14.9,6,2,66,33,1,0,0,0,0,0,0,0,2
163,164,Taylor Gabriel,,,WR58,169,,,,,157,172.3,00-0031228,WR,2016,1.0,25,2014,-1,54.50788,0.016,,0,50,35,579,48.25,8,6,4,51,4.25,1,0,7,12
169,170,Robbie Chosen,SF,11,WR59,,,,,,134,144.7,00-0032688,WR,2016,1.0,23,2016,0.703125,31.8361,0.003,,0,78,42,587,41.92857142857143,10,2,3,42,3,0,1,2,14
171,172,Mohamed Sanu Sr.,,,WR60,163,,,,,198,180.5,00-0029632,WR,2016,0.8375,27,2012,0.76,42.378857,0.042,83,6.5,82,59,653,43.53333333333333,6,4,1,5,0.3333333333333333,0,1,4,15
173,174,Kenny Stills,,,WR61,186,,,,,163,181.8,00-0030085,WR,2016,1.0,24,2013,0.835625,44.1425,0.048,144,3,81,42,726,45.375,10,9,0,0,0,0,0,9,16
175,176,Kendall Wright,,,WR62,191,,,,,181,186,00-0029708,WR,2016,1.0,26,2012,0.42,69.33691,0.012,20,15.5,43,29,416,37.81818181818182,6,3,1,15,1.3636363636363635,0,0,3,11
176,177,Danny Amendola,,,WR63,147,,,,,291,192.3,00-0026035,WR,2016,0.9586776859504132,30,2008,0.31916666666666665,28.463999,0.01,,0,29,23,243,22.09090909090909,1,4,0,0,0,0,1,4,11
177,178,Marqise Lee,,,WR64,196,,,,,170,190.8,00-0031431,WR,2016,1.0,24,2014,0.735625,22.460667,0.01,39,11.3,105,63,851,53.1875,13,3,6,35,2.1875,0,1,4,16
179,180,Kenny Golladay,,,WR65,,,,,,153,161.7,00-0033932,WR,2016,--,22,2017,-1,--,0.005,96,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
180,181,John Ross,,,WR66,,,,,,125,162.3,00-0033460,WR,2016,--,20,2017,-1,--,0.026000000000000002,9,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0
188,189,Torrey Smith,,,WR67,178,,,,,266,209.5,00-0027996,WR,2016,0.9801980198019802,27,2011,0.8166666666666668,33.149925,0.03,58,8.7,49,20,267,22.25,4,3,0,0,0,0,0,3,12
192,193,Breshad Perriman,,,WR68,,,,,,159,192,00-0032054,WR,2016,0.6153846153846154,22,2015,0.42625,17.113998,0.015,26,13.9,66,33,499,33.266666666666666,8,3,1,2,0.13333333333333333,0,0,3,15
198,199,J.J. Nelson,,,WR69,,,,,,167,196.3,00-0032112,WR,2016,1.0,24,2015,0.43333333333333335,74.36247,0.004,159,2.3,75,34,568,40.57142857142857,9,6,4,83,5.928571428571429,1,1,7,14
205,206,Malcolm Mitchell,,,WR70,,,,,,168,201,00-0032400,WR,2016,1.0,24,2016,0.5357142857142857,57.66447,0.005,112,4.6,48,32,401,33.416666666666664,6,4,0,0,0,0,0,4,12
208,209,Brandon LaFell,,,WR71,,,,,,160,204.7,00-0027681,WR,2016,1.0,29,2010,0.93,61.17533,0.027000000000000003,78,6.9,107,64,862,53.875,11,6,1,-2,-0.125,0,0,6,16
209,210,Allen Hurns,,,WR72,,,,,,161,205.7,00-0030821,WR,2016,1.0,24,2014,-1,39.322723,0.064,,0,76,35,477,43.36363636363637,9,3,0,0,0,0,0,3,11
210,211,Devin Funchess,,,WR73,,,,,,215,207,00-0032055,WR,2016,0.9696969696969697,22,2015,0.4699999999999999,21.696539,0.01,41,11,59,23,371,26.5,8,4,0,0,0,0,0,4,14
211,212,Julian Edelman,,,WR74,,,,,,370,212,00-0027150,WR,2016,0.9007633587786259,30,2009,0.7875,42.25096,0.033,232,0,160,98,1106,69.125,11,3,12,57,3.5625,0,2,3,16
217,218,Robert Woods,PIT,9,WR75,,,,,,205,211,00-0030431,WR,2016,0.7692307692307693,24,2013,0.7184615384615386,46.932693,0.040999999999999995,41,11,76,51,613,47.15384615384615,10,1,1,6,0.46153846153846156,0,0,1,13
221,222,Cameron Meredith,,,WR76,,,,,,371,224.5,00-0031912,WR,2016,1.0,23,2015,-1,81.78068,0.004,,0,97,66,888,63.42857142857143,13,4,1,6,0.42857142857142855,0,2,5,14
225,226,ArDarius Stewart,,,WR77,,,,,,158,218.3,00-0033916,WR,2016,--,22,2017,-1,--,0.005,79,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0
227,228,Mike Williams,,,WR78,,,,,,191,218.7,00-0033536,WR,2016,--,21,2017,-1,--,0.03,7,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0
229,230,Tavon Austin,,,WR79,,,,,,184,225.7,00-0030525,WR,2016,1.0,26,2013,0.7686666666666667,48.516953,0.068,8,21.4,106,58,509,33.93333333333333,6,3,28,159,10.6,1,1,4,15
235,236,Jaron Brown,,,WR81,,,,,,233,229.7,00-0030300,WR,2016,0.8656716417910447,26,2013,-1,33.323,0.011000000000000001,,0,23,11,187,31.166666666666668,3,1,0,0,0,0,0,1,6
237,238,Curtis Samuel,BUF,6,WR82,,,,,,192,230.3,00-0033282,WR,2016,--,20,2017,-1,--,0.01,40,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,241,Paul Richardson Jr.,,,WR83,,,,,,262,230.7,00-0013688,WR,2016,--,47,1993,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,242,Chris Conley,,,WR84,,,,,,194,231,00-0032128,WR,2016,1.0,23,2015,0.791875,10.661166,0.005,76,7,69,44,530,33.125,4,0,0,0,0,0,0,0,16
255,256,Nelson Agholor,,,WR85,,,,,,277,245.3,00-0031549,WR,2016,1.0,23,2015,0.8213333333333332,17.826857,0.016,20,15.5,70,36,365,24.333333333333332,3,2,5,14,0.9333333333333333,0,0,2,15
257,258,Chris Godwin,TB,1,WR86,,,,,,210,229,00-0033921,WR,2016,--,20,2017,-1,--,0.005,84,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0
260,261,Dede Westbrook,,,WR87,,,,,,216,232.5,00-0033839,WR,2016,--,22,2017,-1,--,0.005,110,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0
263,264,Carlos Henderson,,,WR88,,,,,,185,185,00-0033919,WR,2016,--,21,2017,-1,--,0.005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,268,Laquon Treadwell,IND,11,WR89,,,,,,225,238,00-0032951,WR,2016,1.0,21,2016,0.1388888888888889,3.125,0.016,23,14.6,3,1,15,7.5,0,0,0,0,0,0,0,0,2
268,269,JuJu Smith-Schuster,KC,10,WR90,,,,,,232,238,00-0033857,WR,2016,--,19,2017,-1,--,0.006,62,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0
275,276,Travis Benjamin,,,WR91,,,,,,305,264.7,00-0029269,WR,2016,0.8933333333333333,26,2012,0.6057142857142858,60.633846,0.039,100,5.3,75,47,677,48.357142857142854,10,4,2,-3,-0.21428571428571427,0,3,4,14
280,281,Brandon Coleman,,,WR92,,,,,,212,212,00-0030801,WR,2016,1.0,24,2014,-1,16.192692,0.004,,0,38,26,281,21.615384615384617,2,3,0,0,0,0,0,3,13
282,283,Kasen Williams,,,WR93,,,,,,213,213,00-0032250,WR,2016,1.0,23,2015,-1,,0.003,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,286,Tyler Boyd,,,WR94,,,,,,236,250,00-0033009,WR,2016,1.0,21,2016,0.6775,23.17329,0.006999999999999999,55,9.1,81,54,603,37.6875,9,1,4,58,3.625,0,1,1,16
287,288,Marquise Goodwin,,,WR95,,,,,,284,251.5,00-0030068,WR,2016,0.8928571428571429,25,2013,0.6493333333333332,37.259396,0.018000000000000002,78,6.9,68,29,413,29.5,3,3,0,0,0,0,0,3,14
289,290,Josh Gordon,,,WR96,,,,,,244,251.5,00-0029664,WR,2016,0.8979591836734694,25,2012,-1,--,--,1,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0
290,291,Bruce Ellington,,,WR97,,,,,,220,220,00-0031326,WR,2016,0.68,25,2014,-1,--,0.004,106,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0
291,292,Chester Rogers,,,WR98,,,,,,221,221,00-0032355,WR,2016,1.0,22,2016,0.4435714285714285,16.100111,0.003,,0,34,19,276,27.6,6,0,0,0,0,0,0,0,10
292,293,Ryan Switzer,,,WR99,,,,,,223,223,00-0033562,WR,2016,--,21,2017,-1,--,0.004,133,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
294,295,Geronimo Allison,,,WR100,,,,,,230,230,00-0032626,WR,2016,1.0,22,2016,0.274,51.711433,0.003,,0,22,12,202,28.857142857142858,3,2,0,0,0,0,0,2,7
295,296,Jermaine Kearse,,,WR101,,,,,,283,257.5,00-0029159,WR,2016,1.0,26,2012,-1,14.576667,0.028999999999999998,,0,89,41,510,31.875,7,1,0,0,0,0,0,1,16
298,299,Alex Erickson,,,WR102,,,,,,237,237,00-0032543,WR,2016,1.0,23,2016,0.06875,0.38966662,0.003,,0,8,6,71,11.833333333333334,1,0,0,0,0,0,0,0,6
302,303,Phillip Dorsett II,LV,,WR103,,,,,,294,268.5,00-0032208,WR,2016,1.0,23,2015,0.7706666666666668,16.101238,0.013999999999999999,29,13.2,59,33,528,35.2,8,2,2,10,0.6666666666666666,0,0,2,15
306,307,Andre Roberts,,,WR104,,,,,,250,250,00-0027691,WR,2016,0.8706896551724138,28,2010,0.25125,15.160769,0.011000000000000001,88,6.1,25,14,188,14.461538461538462,3,1,0,0,0,0,1,1,13
309,310,Jeremy Kerley,,,WR105,,,,,,303,278,00-0028091,WR,2016,1.0,27,2011,0.7675000000000001,51.700626,0.017,153,2.6,115,64,667,41.6875,8,3,0,0,0,0,1,3,16
312,313,Tajae Sharpe,,,WR106,,,,,,258,258,00-0032778,WR,2016,1.0,21,2016,0.736875,31.334957,0.004,140,3.1,83,41,522,32.625,7,2,1,1,0.0625,0,0,2,16
314,315,Deonte Thompson,,,WR107,,,,,,260,260,00-0029388,WR,2016,1.0,27,2012,-1,51.332775,0.005,,0,36,22,249,27.666666666666668,2,2,0,0,0,0,1,2,9
315,316,Brandon Tate,,,WR108,,,,,,261,261,00-0027057,WR,2016,0.9752066115702479,28,2009,0.14933333333333332,5.8455358,0.006,83,6.5,11,8,117,14.625,2,0,3,48,6,0,0,0,8
316,317,Braxton Miller,,,WR109,,,,,,263,263,00-0033069,WR,2016,0.8125,23,2016,0.542,16.337502,0.005,85,6.3,28,15,99,11,0,1,3,0,0,0,0,1,9
318,319,Eli Rogers,,,WR110,,,,,,319,292,00-0031782,WR,2016,1.0,23,2015,-1,34.272434,0.004,,0,66,48,594,45.69230769230769,11,3,1,6,0.46153846153846156,0,0,3,13
319,320,Taywan Taylor,,,WR111,,,,,,355,310.5,00-0033911,WR,2016,--,21,2017,-1,--,0.006,72,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0
322,323,Markus Wheaton,,,WR112,,,,,,269,269,00-0030460,WR,2016,0.8955223880597015,25,2013,0.4833333333333334,31.59,0.033,79,6.8,10,4,51,17,1,1,0,0,0,0,0,1,3
325,326,Kamar Aiken,,,WR113,,,,,,271,271,00-0028497,WR,2016,1.0,27,2011,-1,11.6865,0.016,,0,50,29,328,20.5,3,1,0,0,0,0,0,1,16
326,327,Terrance Williams,,,WR114,,,,,,292,281.5,00-0030542,WR,2016,1.0,26,2013,0.7068749999999999,24.65257,0.025,74,7.2,61,44,594,39.6,6,4,0,0,0,0,1,4,15
348,349,Dontrelle Inman,,,WR115,,,,,,296,296,00-0028411,WR,2016,1.0,27,2014,0.8981250000000001,54.5065,0.016,,0,97,58,810,50.625,10,4,0,0,0,0,0,4,16
350,351,Victor Cruz,,,WR116,,,,,,299,299,00-0027265,WR,2016,0.75,29,2010,-1,22.57033,0.012,,0,72,39,586,41.857142857142854,10,1,0,0,0,0,1,1,14
353,354,Michael Floyd,,,WR117,,,,,,306,306,00-0029638,WR,2016,1.0,26,2012,0.6746666666666667,20.8422,0.008,13,18.3,77,37,488,34.857142857142854,4,5,0,0,0,0,0,5,14
355,356,Seth Roberts,,,WR118,,,,,,308,308,00-0031166,WR,2016,1.0,25,2014,-1,18.441626,0.031,,0,79,38,397,24.8125,5,5,0,0,0,0,0,5,16
357,358,Adam Humphries,,,WR119,,,,,,311,311,00-0032009,WR,2016,1.0,23,2015,0.6013333333333333,35.40381,0.004,,0,84,55,622,41.46666666666667,7,2,5,18,1.2,0,0,2,15
361,362,Sammie Coates,,,WR120,,,,,,316,316,00-0032166,WR,2016,1.0,23,2015,0.33428571428571435,93.97964,0.005,87,6.2,49,21,435,39.54545454545455,7,2,4,14,1.2727272727272727,0,0,2,11
367,368,De'Anthony Thomas,,,WR121,,,,,,325,325,00-0031060,WR,2016,0.673469387755102,23,2014,0.11166666666666668,1.3147619,0.005,124,3.9,9,7,35,5,0,0,4,29,4.142857142857143,0,0,0,7
370,371,Dorial Green-Beckham,,,WR122,,,,,,329,329,00-0032218,WR,2016,1.0,23,2015,0.6053333333333334,23.552967,0.01,40,11.1,74,36,392,28,5,2,0,0,0,0,0,2,14
375,376,Quincy Enunwa,,,WR123,,,,,,335,335,00-0031023,WR,2016,1.0,24,2014,0.84,39.555958,0.004,209,0.6,105,58,857,53.5625,14,4,1,12,0.75,0,0,4,16
377,378,Mack Hollins,NE,9,WR124,,,,,,337,337,00-0033555,WR,2016,--,22,2017,-1,--,0.005,118,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0
390,391,Andre Holmes,,,WR125,,,,,,350,350,00-0028263,WR,2016,1.0,28,2011,-1,15.395165,0.01,,0,25,14,126,9,2,3,0,0,0,0,0,3,14
391,392,Jakeem Grant Sr.,,,WR126,,,,,,351,351,00-0032791,WR,2016,1.0,23,2016,0.019375,11.803333,0.004,186,1.3,1,0,0,0,0,0,1,1,0.5,0,1,0,0
393,394,Dwayne Harris,,,WR127,,,,,,353,353,00-0028114,WR,2016,1.0,28,2011,0.055625,,0.024,176,1.7,1,1,13,13,0,1,0,0,0,0,1,1,1
396,397,Charone Peake,,,WR128,,,,,,357,357,00-0032959,WR,2016,1.0,23,2016,0.3360000000000001,6.3236365,0.004,241,0,35,19,186,16.90909090909091,1,0,0,0,0,0,0,0,11
397,398,Jaelen Strong,,,WR129,,,,,,358,358,00-0031560,WR,2016,0.8787878787878788,22,2015,0.54375,11.765667,0.005,70,7.5,24,14,131,21.833333333333332,1,0,0,0,0,0,0,0,6
403,404,Trent Taylor,SF,11,WR130,,,,,,364,364,00-0033292,WR,2016,--,22,2017,-1,--,0.004,177,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
407,408,Michael Campanaro,,,WR131,,,,,,368,368,00-0031025,WR,2016,0.8,25,2014,0.08333333333333333,2.1100001,0.006999999999999999,218,0.3,1,0,0,0,0,0,3,72,24,0,0,0,0
408,409,Albert Wilson,,,WR132,,,,,,369,369,00-0030669,WR,2016,1.0,24,2014,0.453125,34.753456,0.011000000000000001,,0,51,31,279,19.928571428571427,4,2,2,50,3.5714285714285716,1,0,3,14
