player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0036322,Justin Jefferson,33,264.0,6.0
00-0035640,DK Metcalf,32,144.0,6.0
00-0036900,Ja'Marr Chase,30,316.0,6.0
00-0034775,Christian Kirk,26,234.0,9.0
00-0031588,Stefon Diggs,26,182.0,7.0
00-0030035,Adam Thielen,24,166.0,5.0
00-0033891,Zay Jones,23,130.0,4.0
00-0034411,Russell Gage,23,152.0,5.0
00-0031381,Davante Adams,23,78.0,4.0
00-0036963,Amon-Ra St. Brown,22,196.0,6.0
00-0033921,Chris Godwin,20,152.0,3.0
00-0030279,Keenan Allen,20,144.0,3.0
00-0035216,Diontae Johnson,20,96.0,0.0
00-0034521,Allen Lazard,19,140.0,5.0
00-0033857,JuJu Smith-Schuster,19,152.0,1.0
00-0031544,Amari Cooper,19,132.0,6.0
00-0037740,Garrett Wilson,19,70.0,3.0
00-0036912,DeVonta Smith,18,174.0,6.0
00-0036358,CeeDee Lamb,18,246.0,6.0
00-0036196,Gabe Davis,17,120.0,3.0
00-0037238,Drake London,17,118.0,4.0
00-0036261,Brandon Aiyuk,17,150.0,6.0
00-0027944,Julio Jones,16,124.0,1.0
00-0036410,Tee Higgins,16,126.0,4.0
00-0035676,A.J. Brown,16,164.0,4.0
00-0031408,Mike Evans,16,80.0,3.0
00-0036252,Michael Pittman,15,116.0,4.0
00-0033009,Tyler Boyd,14,116.0,3.0
00-0034348,Courtland Sutton,14,100.0,2.0
00-0035719,Deebo Samuel,14,92.0,1.0
00-0035659,Terry McLaurin,14,160.0,3.0
00-0033591,Noah Brown,14,152.0,3.0
00-0033536,Mike Williams,14,166.0,4.0
00-0034764,Michael Gallup,14,108.0,5.0
00-0038124,Christian Watson,14,110.0,4.0
00-0031428,Allen Robinson,14,66.0,3.0
00-0030431,Robert Woods,14,122.0,2.0
00-0033040,Tyreek Hill,13,88.0,3.0
00-0036233,Donovan Peoples-Jones,13,48.0,3.0
00-0034272,Marquez Valdes-Scantling,13,108.0,4.0
00-0033943,Josh Reynolds,13,68.0,3.0
00-0037239,Chris Olave,12,126.0,2.0
00-0033282,Curtis Samuel,12,94.0,3.0
00-0035662,Marquise Brown,12,58.0,1.0
00-0033466,Isaiah McKenzie,12,100.0,4.0
00-0033555,Mack Hollins,12,78.0,2.0
00-0036345,K.J. Osborn,12,118.0,5.0
00-0029293,Marvin Jones,12,144.0,4.0
00-0033908,Cooper Kupp,11,112.0,4.0
00-0034827,D.J. Moore,11,112.0,5.0
00-0032398,Chris Moore,11,66.0,2.0
00-0032775,Demarcus Robinson,11,56.0,2.0
00-0036407,Jerry Jeudy,11,118.0,5.0
00-0032211,Tyler Lockett,10,88.0,2.0
00-0036613,Jaylen Waddle,10,72.0,4.0
00-0036988,Josh Palmer,10,40.0,2.0
00-0035639,Parris Campbell,10,32.0,2.0
00-0035140,Mecole Hardman,10,104.0,4.0
