player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0033908,Cooper Kupp,21,2425.0,115.47619,4.7267313,25.153725
00-0036322,Justin Jefferson,17,1616.0,95.05882,4.1236224,23.065916
00-0031381,Davante Adams,17,1643.0,96.64706,4.4501495,21.722034
00-0034827,D.J. Moore,17,1157.0,68.05882,3.271752,20.950695
00-0035719,Deebo Samuel,19,1559.0,82.052635,4.1330934,19.361528
00-0036252,Michael Pittman,17,1082.0,63.64706,3.4264455,19.250797
00-0035676,A.J. Brown,14,1011.0,72.21429,3.678023,19.156143
00-0035216,Diontae Johnson,17,1195.0,70.29412,3.6497748,19.105516
00-0031236,Brandin Cooks,16,1037.0,64.8125,3.530071,19.074274
00-0036309,Darnell Mooney,17,1055.0,62.058823,3.3659618,18.25299
00-0035659,Terry McLaurin,17,1053.0,61.941177,3.5081792,17.927973
00-0036900,Ja'Marr Chase,21,1823.0,86.809525,4.5991197,17.893051
00-0036613,Jaylen Waddle,16,1015.0,63.4375,3.727926,17.87972
00-0031547,DeVante Parker,9,515.0,57.22222,3.1583185,17.499376
00-0035662,Marquise Brown,16,1008.0,63.0,3.7176032,17.352451
00-0031588,Stefon Diggs,19,1292.0,68.0,4.1831183,17.18398
00-0036410,Tee Higgins,18,1400.0,77.77778,4.6238112,16.96081
00-0032211,Tyler Lockett,16,1175.0,73.4375,4.14086,16.85255
00-0036912,DeVonta Smith,18,976.0,54.22222,3.4053931,16.637062
00-0033921,Chris Godwin,14,1103.0,78.78571,4.792729,16.604542
00-0033040,Tyreek Hill,20,1524.0,76.2,4.574422,16.523483
00-0036963,Amon-Ra St. Brown,16,912.0,57.0,3.6164,16.390572
00-0030279,Keenan Allen,16,1138.0,71.125,4.505159,16.138186
00-0027793,Antonio Brown,7,545.0,77.85714,4.9884033,16.12345
00-0033536,Mike Williams,16,1146.0,71.625,4.407916,15.537101
00-0036358,CeeDee Lamb,17,1123.0,66.05882,4.2279463,15.301842
00-0031408,Mike Evans,18,1271.0,70.611115,4.82122,14.886295
00-0034837,Calvin Ridley,5,281.0,56.2,4.0921946,14.84081
00-0035640,DK Metcalf,17,967.0,56.882355,4.070421,14.730759
00-0034411,Russell Gage,13,770.0,59.23077,4.011678,14.318864
00-0036326,Chase Claypool,16,885.0,55.3125,3.6969402,14.240964
00-0034775,Christian Kirk,18,1033.0,57.38889,4.046644,14.205952
00-0030564,DeAndre Hopkins,10,572.0,57.2,4.3600903,13.740227
00-0034983,Hunter Renfrow,18,1096.0,60.88889,4.4976115,13.655566
00-0031382,Jarvis Landry,12,570.0,47.5,3.5834153,13.621174
00-0032385,Sterling Shepard,7,366.0,52.285713,3.7580116,13.583787
00-0036357,Henry Ruggs,7,469.0,67.0,5.02925,13.500412
00-0029293,Marvin Jones,17,832.0,48.941177,3.5793107,13.435755
00-0036407,Jerry Jeudy,10,467.0,46.7,3.4478602,13.189084
00-0031544,Amari Cooper,16,929.0,58.0625,4.2812552,13.161996
00-0033871,Corey Davis,9,492.0,54.666668,4.0307484,13.121394
00-0034960,Jakobi Meyers,17,906.0,53.294117,4.123339,13.100723
00-0030035,Adam Thielen,13,726.0,55.846153,4.327857,13.078999
00-0036233,Donovan Peoples-Jones,13,597.0,45.923077,3.7122335,13.052389
00-0036550,Rashod Bateman,12,515.0,42.916668,3.2994864,13.044736
00-0030431,Robert Woods,9,556.0,61.77778,5.03416,12.688358
00-0036219,Marquez Callaway,17,698.0,41.058823,3.2992804,12.636763
00-0033375,Tim Patrick,16,734.0,45.875,3.7067006,12.562532
00-0036261,Brandon Aiyuk,19,961.0,50.57895,4.1024356,12.492332
00-0035215,Deonte Harty,13,570.0,43.846153,3.456683,12.451793
00-0036913,Kadarius Toney,9,420.0,46.666668,3.828996,11.992861
00-0034764,Michael Gallup,9,445.0,49.444443,4.2541413,11.9620285
00-0035406,Lil'Jordan Humphrey,7,249.0,35.57143,3.154462,11.944427
00-0034765,Tre'Quan Smith,10,377.0,37.7,3.316791,11.897726
00-0027944,Julio Jones,11,496.0,45.090908,3.5669992,11.884604
