...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
7,8,Davante Adams,LAR,11,WR1,9,11,,8.3,00-0031381,WR,2020,0.9473684210526315,27,149,115,1374,98.14285714285714,18,18,0,0,0,0,1,18,14
10,11,Tyreek Hill,MIA,14,WR2,8,10,,10.3,00-0033040,WR,2020,0.9625,26,135,87,1276,85.06666666666666,20,15,13,123,8.2,2,0,17,15
13,14,Stefon Diggs,NE,14,WR3,13,15,,14.3,00-0031588,WR,2020,1.0,26,166,127,1535,95.9375,20,8,1,1,0.0625,0,0,8,16
17,18,DeAndre Hopkins,BAL,8,WR4,19,16,,18.3,00-0030564,WR,2020,1.0,28,161,115,1407,87.9375,17,6,1,1,0.0625,0,2,6,16
19,20,Calvin Ridley,TEN,13,WR5,18,20,,19,00-0034837,WR,2020,0.9166666666666666,25,145,90,1374,91.6,23,9,5,1,0.06666666666666667,0,1,9,15
20,21,DK Metcalf,PIT,7,WR6,20,18,,19.5,00-0035640,WR,2020,1.0,22,129,83,1303,81.4375,17,10,0,0,0,0,1,10,16
23,24,Justin Jefferson,MIN,7,WR7,22,28,,24.5,00-0036322,WR,2020,1.0,21,128,88,1400,87.5,23,7,1,2,0.125,0,0,7,16
24,25,A.J. Brown,PHI,14,WR8,24,24,,24.8,00-0035676,WR,2020,0.9393939393939394,23,106,70,1075,76.78571428571429,13,11,0,0,0,0,1,11,14
26,27,Keenan Allen,LAC,7,WR9,31,26,,28.5,00-0030279,WR,2020,0.7950819672131147,28,149,100,992,70.85714285714286,10,8,1,-1,-0.07142857142857142,0,2,8,14
29,30,Terry McLaurin,WAS,9,WR10,29,30,,30.3,00-0035659,WR,2020,0.90625,24,135,87,1118,74.53333333333333,17,4,2,30,2,0,1,4,15
31,32,Allen Robinson,II,,WR11,30,32,,32.8,00-0031428,WR,2020,0.7592592592592593,27,151,102,1250,78.125,22,6,1,-1,-0.0625,0,0,6,16
33,34,CeeDee Lamb,DAL,7,WR12,35,37,,34.3,00-0036358,WR,2020,1.0,21,111,74,935,58.4375,18,5,11,84,5.25,1,1,6,16
35,36,Mike Evans,TB,9,WR13,36,34,,36.8,00-0031408,WR,2020,0.9649122807017544,27,111,70,1006,62.875,20,13,0,0,0,0,0,13,16
39,40,Chris Godwin,TB,9,WR14,37,40,,41,00-0033921,WR,2020,0.90625,24,84,65,840,70,13,7,0,0,0,0,0,7,12
40,41,Robert Woods,PIT,7,WR15,45,45,,41.8,00-0030431,WR,2020,0.875968992248062,28,129,90,936,58.5,11,6,24,155,9.6875,2,2,8,16
41,42,Amari Cooper,,,WR16,41,41,,41.8,00-0031544,WR,2020,1.0,26,130,92,1114,69.625,13,5,7,16,1,0,0,5,16
43,44,Cooper Kupp,SEA,9,WR17,40,47,,44.5,00-0033908,WR,2020,0.90625,27,124,92,974,64.93333333333334,12,3,4,33,2.2,0,1,3,15
44,45,Julio Jones,,,WR18,49,43,,46,00-0027944,WR,2020,0.9150326797385621,31,68,51,771,85.66666666666667,16,3,0,0,0,0,0,3,9
46,47,Tyler Lockett,TEN,13,WR19,47,51,,50.5,00-0032211,WR,2020,0.9896907216494846,27,132,100,1054,65.875,10,10,0,0,0,0,0,10,16
50,51,DJ Moore,CHI,10,WR20,52,48,,52.8,00-0034827,WR,2020,0.9583333333333334,23,118,66,1193,79.53333333333333,19,4,2,22,1.4666666666666666,0,0,4,15
51,52,Adam Thielen,CAR,13,WR21,56,52,,53.3,00-0030035,WR,2020,0.9473684210526315,30,110,74,925,61.666666666666664,11,14,3,15,1,0,0,14,15
53,54,Diontae Johnson,CLE,13,WR22,60,54,,54,00-0035216,WR,2020,0.9696969696969697,24,288,176,1846,123.06666666666666,20,14,6,30,2,0,1,14,15
58,59,Brandon Aiyuk,SF,6,WR23,62,59,,59.5,00-0036261,WR,2020,0.75,22,96,60,748,62.333333333333336,10,5,6,77,6.416666666666667,2,0,7,12
62,63,Tee Higgins,CIN,10,WR24,67,65,,65.3,00-0036410,WR,2020,1.0,21,108,67,908,60.53333333333333,14,6,5,28,1.8666666666666667,0,1,6,15
65,66,Chase Claypool,,,WR25,70,68,,67.3,00-0036326,WR,2020,1.0,22,112,62,859,53.6875,14,9,10,16,1,2,1,11,16
66,67,Odell Beckham Jr.,,,WR26,71,69,,70.3,00-0031235,WR,2020,0.8141592920353983,27,86,23,319,45.57142857142857,3,3,3,72,10.285714285714286,1,0,4,7
68,69,Jerry Jeudy,CLE,13,WR27,82,71,,73.3,00-0036407,WR,2020,1.0,21,115,52,856,53.5,14,3,0,0,0,0,0,3,16
70,71,Ja'Marr Chase,CIN,10,WR28,88,67,,74,00-0036900,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73,74,Kenny Golladay,,,WR29,91,70,,77.5,00-0033932,WR,2020,0.828125,26,32,20,338,67.6,4,2,0,0,0,0,0,2,5
74,75,Michael Thomas,,,WR30,104,62,,78.3,00-0032765,WR,2020,0.8875,27,55,40,438,62.57142857142857,5,0,1,1,0.14285714285714285,0,0,0,7
77,78,Robbie Chosen,SF,6,WR31,84,80,,81.5,00-0032688,WR,2020,1.0,27,137,95,1093,68.3125,16,3,4,15,0.9375,0,1,3,16
78,79,JuJu Smith-Schuster,KC,12,WR32,90,77,,83.3,00-0033857,WR,2020,0.9230769230769231,23,129,97,831,51.9375,13,9,0,0,0,0,1,9,16
80,81,Courtland Sutton,DEN,11,WR33,101,78,,85.5,00-0034348,WR,2020,0.673469387755102,24,6,3,66,66,2,0,0,0,0,0,0,0,1
81,82,Deebo Samuel Sr.,WAS,9,WR34,93,81,,86.5,00-0035719,WR,2020,0.6875,24,44,33,391,55.857142857142854,8,1,8,26,3.7142857142857144,0,0,1,7
82,83,DeVonta Smith,PHI,14,WR35,115,83,,87.8,00-0036912,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
83,84,Antonio Brown,,,WR36,103,93,,88.8,00-0027793,WR,2020,0.9937888198757764,32,62,45,483,60.375,6,4,2,-2,-0.25,0,0,4,8
87,88,Tyler Boyd,,,WR37,100,89,,92.5,00-0033009,WR,2020,0.975,25,110,79,841,56.06666666666667,7,4,5,49,3.2666666666666666,0,0,4,15
96,97,DJ Chark Jr.,ATL,6,WR38,118,84,,99.5,00-0034777,WR,2020,0.9166666666666666,23,188,106,1412,108.61538461538461,20,10,0,0,0,0,0,10,13
98,99,Brandin Cooks,NO,6,WR39,109,91,,100.8,00-0031236,WR,2020,0.8703703703703703,26,119,81,1143,76.2,20,6,0,0,0,0,0,6,15
99,100,Laviska Shenault Jr.,BUF,7,WR40,123,97,,101.5,00-0036268,WR,2020,0.875,21,158,116,1200,85.71428571428571,10,10,36,182,13,0,0,10,14
100,101,Corey Davis,,,WR41,113,100,,102.3,00-0033871,WR,2020,0.9538461538461539,25,92,65,984,70.28571428571429,14,5,0,0,0,0,1,5,14
106,107,Jarvis Landry,,,WR42,129,95,,110.5,00-0031382,WR,2020,0.9912280701754386,27,101,72,840,56,11,3,4,12,0.8,1,0,5,15
113,114,Jaylen Waddle,MIA,14,WR44,152,96,,115.5,00-0036613,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
116,117,Michael Pittman Jr.,IND,14,WR45,156,110,,118,00-0036252,WR,2020,0.8125,22,61,40,503,38.69230769230769,5,1,3,26,2,0,0,1,13
117,118,Marquez Callaway,LV,8,WR46,124,114,,118,00-0036219,WR,2020,0.6875,22,27,21,213,35.5,1,0,0,0,0,0,0,0,6
118,119,Mike Williams,,,WR47,137,109,,120.5,00-0033536,WR,2020,0.96875,25,85,48,756,54,13,5,1,1,0.07142857142857142,0,0,5,14
122,123,Michael Gallup,WAS,9,WR48,127,122,,127.8,00-0034764,WR,2020,0.9791666666666666,24,105,59,843,52.6875,11,5,0,0,0,0,0,5,16
125,126,Curtis Samuel,BUF,7,WR49,155,115,,131,00-0033282,WR,2020,0.890625,24,97,77,851,56.733333333333334,12,3,41,200,13.333333333333334,2,0,5,15
127,128,Mecole Hardman Jr.,GB,13,WR50,165,128,,133,00-0035140,WR,2020,1.0,22,63,41,560,35,7,4,4,31,1.9375,0,2,4,16
130,131,Darnell Mooney,ATL,6,WR51,180,119,,135.3,00-0036309,WR,2020,1.0,22,99,61,631,39.4375,6,4,4,20,1.25,0,0,4,16
131,132,Henry Ruggs III,,,WR52,163,127,,138,00-0036357,WR,2020,0.8125,21,43,26,452,34.76923076923077,8,2,9,49,3.769230769230769,0,2,2,13
134,135,Marvin Jones Jr.,,,WR53,176,134,,142,00-0029293,WR,2020,0.8978102189781022,30,116,76,978,61.125,19,9,0,0,0,0,0,9,16
135,136,Marquise Brown,KC,12,WR54,181,124,,143,00-0035662,WR,2020,0.9375,23,100,58,769,48.0625,13,8,1,1,0.0625,0,0,8,16
138,139,Jakobi Meyers,LV,8,WR55,171,140,,147.8,00-0034960,WR,2020,0.9696969696969697,23,82,59,729,60.75,11,0,2,9,0.75,0,1,2,12
142,143,Cole Beasley,,,WR56,147,150,,153,00-0029000,WR,2020,0.9864864864864865,31,108,82,967,64.46666666666667,15,4,0,0,0,0,0,5,15
143,144,Elijah Moore,BUF,7,WR57,199,133,,154,00-0036980,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
149,150,Russell Gage Jr.,SF,6,WR58,202,144,,158.8,00-0034411,WR,2020,1.0,24,109,72,786,49.125,6,4,2,9,0.5625,0,0,5,16
153,154,DeVante Parker,,,WR59,198,152,,161.5,00-0031547,WR,2020,0.979381443298969,27,104,63,793,56.642857142857146,10,4,0,0,0,0,0,4,14
163,164,Terrace Marshall Jr.,PHI,14,WR60,197,158,,170.3,00-0036955,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
164,165,Rondale Moore,MIN,7,WR61,185,162,,171.3,00-0036936,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
175,176,Nelson Agholor,,,WR62,196,155,,178.3,00-0031549,WR,2020,0.9484536082474226,27,82,48,896,56,15,8,0,0,0,0,0,8,16
176,177,A.J. Green,,,WR63,139,191,,179.8,00-0027942,WR,2020,0.8909090909090909,32,104,47,523,32.6875,3,2,0,0,0,0,0,2,16
178,179,Tyrell Williams,,,WR64,142,179,,182.8,00-0032160,WR,2020,0.7954545454545454,28,0,0,0,0,0,0,0,0,0,0,0,0,0
183,184,Bryan Edwards,,,WR65,,161,,165.3,00-0036365,WR,2020,0.75,21,15,11,193,21.444444444444443,5,1,0,0,0,0,0,1,9
185,186,Jalen Reagor,LAC,7,WR66,174,172,,172,00-0036387,WR,2020,0.6875,21,55,31,396,36,4,1,4,26,2.3636363636363638,0,0,1,11
188,189,Sterling Shepard,TB,9,WR67,194,178,,175.7,00-0032385,WR,2020,0.8875,27,92,66,656,54.666666666666664,10,3,6,49,4.083333333333333,1,0,4,12
189,190,Randall Cobb,,,WR68,143,182,,177.7,00-0028002,WR,2020,0.9612903225806452,30,50,38,441,44.1,6,3,0,0,0,0,0,3,10
190,191,Marquez Valdes-Scantling,SEA,9,WR69,146,207,,203.8,00-0034272,WR,2020,1.0,25,63,33,690,49.285714285714285,10,6,4,13,0.9285714285714286,0,1,6,14
194,195,Gabe Davis,,,WR70,,185,,181,00-0036196,WR,2020,1.0,21,62,35,599,37.4375,10,7,1,0,0,0,0,7,16
196,197,Emmanuel Sanders,,,WR71,148,211,,181.7,00-0027685,WR,2020,0.9672131147540983,33,82,61,726,51.857142857142854,7,5,1,12,0.8571428571428571,0,0,5,14
199,200,Amon-Ra St. Brown,DET,9,WR72,,170,,185.7,00-0036963,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
205,206,Rashod Bateman,BAL,8,WR73,212,198,,193,00-0036550,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
206,207,T.Y. Hilton,,,WR74,178,201,,193.3,00-0029608,WR,2020,0.9594594594594594,30,94,56,762,50.8,11,5,0,0,0,0,0,5,15
211,212,Jamison Crowder,,,WR75,192,239,,197.3,00-0031941,WR,2020,0.9587628865979382,27,89,59,699,58.25,9,6,1,14,1.1666666666666667,0,0,7,12
225,226,Tre'Quan Smith,,,WR76,,203,,192.5,00-0034765,WR,2020,0.875,24,50,34,448,34.46153846153846,9,4,1,3,0.23076923076923078,0,0,4,13
230,231,Christian Kirk,HOU,10,WR77,,223,,203,00-0034775,WR,2020,0.8125,23,79,48,621,44.357142857142854,7,6,2,3,0.21428571428571427,0,0,6,14
237,238,Parris Campbell,,,WR78,,214,,217.5,00-0035639,WR,2020,0.28125,23,9,6,71,35.5,1,0,2,16,8,0,0,0,2
242,243,Allen Lazard,NYJ,6,WR79,,237,,225.5,00-0034521,WR,2020,0.8235294117647058,24,46,33,451,45.1,6,3,2,17,1.7,0,0,3,10
247,248,Kadarius Toney,,,WR80,,236,,231,00-0036913,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
250,251,Donovan Peoples-Jones,NO,6,WR81,,230,,235.5,00-0036233,WR,2020,0.75,21,21,14,304,43.42857142857143,4,2,0,0,0,0,0,2,7
253,254,Joshua Palmer,BUF,7,WR82,,225,,241,00-0036988,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
260,261,Nico Collins,HOU,10,WR83,,,,209,00-0036554,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
263,264,Sammy Watkins,,,WR84,,222,,249.5,00-0031325,WR,2020,0.8771929824561403,27,55,37,421,42.1,4,2,1,3,0.3,0,1,2,10
280,281,Amari Rodgers,,,WR85,,244,,290.5,00-0036991,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
282,283,Darius Slayton,NYG,10,WR86,,,,248,00-0035535,WR,2020,1.0,23,96,50,751,46.9375,10,3,2,-1,-0.0625,0,1,3,16
283,284,Paul McRoberts,,,WR87,,249,,249,00-0032679,WR,2020,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
292,293,Juwan Green,,,WR88,,254,,254,00-0035782,WR,2020,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
293,294,Taywan Taylor,,,WR89,,255,,255,00-0033911,WR,2020,0.65,25,1,0,0,0,0,0,0,0,0,0,0,0,0
303,304,Breshad Perriman,,,WR91,,,,262,00-0032054,WR,2020,0.8117647058823529,26,60,30,505,42.083333333333336,10,3,1,6,0.5,0,0,3,12
