...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
305,306,Jeremy Kerley,,,WR92,,263,,263,00-0028091,WR,2020,0.9572649572649573,31,0,0,0,0,0,0,0,0,0,0,0,0,0
317,318,Byron Pringle,,,WR94,,,,270,00-0034297,WR,2020,0.6041666666666666,26,17,13,160,32,3,1,0,0,0,0,0,1,5
318,319,Trenton Irwin,JAC,7,WR95,,270,,270,00-0035341,WR,2020,1.0,24,2,1,5,5,0,0,0,0,0,0,0,0,1
324,325,Denzel Mims,,,WR97,,,,274,00-0036255,WR,2020,0.5625,22,45,23,357,39.666666666666664,6,0,0,0,0,0,0,0,9
330,331,Travis Jonsen,,,WR98,,278,,278,00-0036047,WR,2020,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
332,333,DeSean Jackson,,,WR99,,,,280,00-0026189,WR,2020,0.8247422680412371,33,26,14,236,47.2,3,1,1,12,2.4,0,0,1,5
335,336,Demarcus Robinson,SF,6,WR100,,,,281,00-0032775,WR,2020,1.0,25,59,45,466,31.066666666666666,7,3,0,0,0,0,1,3,15
336,337,Keke Coutee,,,WR101,,,,282,00-0034366,WR,2020,0.7916666666666666,23,41,33,400,50,3,3,0,0,0,0,3,3,8
338,339,Scotty Miller,PIT,7,WR102,,,,286,00-0035298,WR,2020,0.875,23,53,33,501,35.785714285714285,7,3,3,14,1,0,0,3,14
339,340,Quez Watkins,,,WR103,,,,287,00-0036271,WR,2020,0.4375,22,13,7,106,26.5,2,1,0,0,0,0,0,1,4
341,342,Hunter Renfrow,CAR,13,WR104,,,,291,00-0034983,WR,2020,0.90625,24,77,56,656,41,7,2,0,0,0,0,1,2,16
347,348,Dee Eskridge,MIA,14,WR105,,,,300,00-0036620,WR,2020,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
352,353,Olamide Zaccheaus,CHI,10,WR106,,,,305,00-0035208,WR,2020,0.78125,23,32,20,274,30.444444444444443,2,1,1,0,0,0,0,1,9
353,354,Travis Fulgham,,,WR107,,,,307,00-0035592,WR,2020,1.0,24,67,38,539,44.916666666666664,5,4,0,0,0,0,0,4,12
354,355,Adam Humphries,,,WR108,,,,311,00-0032009,WR,2020,0.8631578947368421,27,35,23,228,32.57142857142857,2,2,0,0,0,0,0,2,7
356,357,Quintez Cephus,HU,,WR109,,,,313,00-0036277,WR,2020,0.8125,22,36,20,349,31.727272727272727,7,2,0,0,0,0,0,2,11
358,359,Anthony Miller,BAL,8,WR110,,,,315,00-0034353,WR,2020,1.0,25,76,49,485,30.3125,4,2,2,12,0.75,0,1,2,16
359,360,Tim Patrick,DET,9,WR111,,,,317,00-0033375,WR,2020,0.8163265306122449,26,80,51,742,49.46666666666667,14,6,0,0,0,0,0,6,15
362,363,David Moore,CAR,13,WR112,,,,321,00-0033589,WR,2020,1.0,25,47,35,417,26.0625,5,6,8,61,3.8125,0,0,6,16
363,364,KJ Hamler,BUF,7,WR113,,,,322,00-0036412,WR,2020,0.8235294117647058,21,56,30,381,31.75,5,3,9,40,3.3333333333333335,0,0,3,12
364,365,Josh Reynolds,NYJ,6,WR114,,,,323,00-0033943,WR,2020,1.0,25,81,52,618,38.625,8,2,1,5,0.3125,0,0,2,16
366,367,John Brown,,,WR115,,,,325,00-0031051,WR,2020,0.9298245614035088,30,52,33,458,50.888888888888886,7,3,0,0,0,0,0,3,9
368,369,Deonte Harty,,,WR116,,,,327,00-0035215,WR,2020,0.71875,22,25,20,186,20.666666666666668,1,1,6,51,5.666666666666667,0,1,1,9
373,374,Rashard Higgins,,,WR117,,,,332,00-0032977,WR,2020,0.9113924050632911,25,52,37,599,49.916666666666664,12,4,0,0,0,0,0,4,12
374,375,Dyami Brown,JAC,7,WR118,,,,334,00-0036626,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
380,381,Zach Pascal,NYG,10,WR119,,,,343,00-0033251,WR,2020,1.0,25,72,44,629,39.3125,13,5,0,0,0,0,0,5,16
381,382,Van Jefferson,TEN,13,WR120,,,,344,00-0036415,WR,2020,1.0,24,31,19,220,16.923076923076923,2,1,1,-1,-0.07692307692307693,0,0,1,13
386,387,Devin Funchess,,,WR121,,,,349,00-0032055,WR,2020,0.7142857142857143,26,0,0,0,0,0,0,0,0,0,0,0,0,0
387,388,Chris Conley,,,WR122,,,,350,00-0032128,WR,2020,0.8762886597938144,27,63,40,471,33.642857142857146,5,2,0,0,0,0,1,2,14
388,389,Marquise Goodwin,,,WR123,,,,351,00-0030068,WR,2020,0.8053097345132744,29,0,0,0,0,0,0,0,0,0,0,0,0,0
391,392,Kendrick Bourne,NE,14,WR124,,,,354,00-0033307,WR,2020,0.984375,25,75,49,667,44.46666666666667,7,2,0,0,0,0,0,2,15
393,394,Keelan Cole Sr.,,,WR125,,,,356,00-0033681,WR,2020,1.0,27,178,110,1284,80.25,16,10,1,2,0.125,0,0,10,16
394,395,Terry Godwin,,,WR126,,,,357,00-0035313,WR,2020,1.0,23,6,3,32,16,1,0,1,3,1.5,0,0,0,2
399,400,Tylan Wallace,BAL,8,WR127,,,,363,00-0036630,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
400,401,Antonio Gandy-Golden,,,WR128,,,,364,00-0036340,WR,2020,0.4375,22,7,1,3,0.75,0,0,1,22,5.5,0,0,0,4
402,403,James Washington,,,WR129,,,,366,00-0034676,WR,2020,0.9795918367346939,24,56,30,392,24.5,5,5,0,0,0,0,0,5,16
403,404,Albert Wilson,,,WR130,,,,367,00-0030669,WR,2020,0.8148148148148148,28,0,0,0,0,0,0,0,0,0,0,0,0,0
404,405,Tutu Atwell,LAR,11,WR131,,,,368,00-0036849,WR,2020,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
409,410,Preston Williams,,,WR133,,,,374,00-0035350,WR,2020,0.5,23,37,18,288,36,6,4,0,0,0,0,0,4,8
410,411,Jalen Guyton,,,WR134,,,,375,00-0035414,WR,2020,0.9047619047619048,23,55,28,511,31.9375,7,3,2,0,0,0,0,3,16
411,412,Cam Sims,,,WR135,,,,376,00-0034104,WR,2020,0.5853658536585366,24,48,32,477,43.36363636363637,9,1,1,5,0.45454545454545453,0,0,1,11
412,413,Mohamed Sanu Sr.,,,WR136,,,,377,00-0029632,WR,2020,0.8985507246376812,31,25,17,187,26.714285714285715,3,1,1,3,0.42857142857142855,0,0,1,7
413,414,Shi Smith,,,WR137,,,,378,00-0036572,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
414,415,Damiere Byrd,,,WR138,,,,379,00-0031868,WR,2020,0.7464788732394366,27,77,47,604,43.142857142857146,10,1,2,15,1.0714285714285714,0,0,1,14
417,418,Anthony Schwartz,,,WR139,,,,382,00-0036999,WR,2020,--,19,0,0,0,0,0,0,0,0,0,0,0,0,0
419,420,Tyler Johnson,NYJ,6,WR140,,,,385,00-0036427,WR,2020,0.875,22,17,12,169,16.9,3,2,0,0,0,0,0,2,10
420,421,Antonio Callaway,,,WR141,,,,386,00-0034772,WR,2020,0.7027027027027027,23,4,2,20,6.666666666666667,0,0,0,0,0,0,0,0,3
421,422,Dez Fitzpatrick,,,WR142,,,,387,00-0036627,WR,2020,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
425,426,Ty Montgomery,II,,RB118,,,,391,00-0032200,WR,2020,0.6808510638297872,27,6,3,27,6.75,0,0,19,101,25.25,0,0,0,4
431,432,Jalen Hurd,,,WR145,,,,397,00-0034971,WR,2020,0.09375,24,0,0,0,0,0,0,0,0,0,0,0,0,0
439,440,Greg Ward,,,WR146,,,,405,00-0033733,WR,2020,1.0,25,80,53,419,26.1875,3,6,2,-4,-0.25,0,0,6,16
442,443,Easop Winston Jr.,,,WR147,,,,408,00-0036080,WR,2020,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
444,445,Devin Smith,,,WR148,,,,410,00-0031934,WR,2020,0.1935483870967742,28,0,0,0,0,0,0,0,0,0,0,0,0,0
445,446,Riley Ridley,,,WR149,,,,411,00-0035590,WR,2020,0.4375,24,4,4,39,19.5,0,0,0,0,0,0,0,0,2
448,449,Dazz Newsome,,,WR150,,,,414,00-0036907,WR,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
449,450,Trent Sherfield Sr.,DEN,11,WR151,,,,415,00-0034487,WR,2020,0.9791666666666666,24,7,5,50,25,1,0,0,0,0,0,0,0,2
451,452,Dede Westbrook,,,WR152,,,,417,00-0033839,WR,2020,0.625,26,1,1,4,4,0,0,0,0,0,0,1,0,1
453,454,Andy Isabella,,,WR153,,,,419,00-0035527,WR,2020,0.90625,23,35,21,224,20.363636363636363,3,2,1,-6,-0.5454545454545454,0,0,2,11
455,456,Zay Jones,ARI,12,WR154,,,,421,00-0033891,WR,2020,0.984375,25,20,14,154,14,1,1,0,0,0,0,0,1,11
460,461,Tom Kennedy,DET,9,WR155,,,,426,00-0035544,WR,2020,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
462,463,Devin Duvernay,CHI,10,WR156,,,,428,00-0036331,WR,2020,1.0,22,26,20,201,14.357142857142858,1,0,4,70,5,0,0,0,14
465,466,Simi Fehoko,ARI,12,WR157,,,,431,00-0036646,WR,2020,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
466,467,Damoun Patterson,,,WR158,,,,432,00-0034698,WR,2020,--,25,0,0,0,0,0,0,0,0,0,0,0,0,0
468,469,Pharoh Cooper,,,WR159,,,,434,00-0033111,WR,2020,0.8846153846153846,25,8,5,73,14.6,1,0,0,0,0,0,0,0,5
472,473,Dezmon Patmon,,,WR160,,,,438,00-0036228,WR,2020,0.125,22,0,0,0,0,0,0,0,0,0,0,0,0,0
476,477,Chad Beebe,,,WR161,,,,442,00-0034309,WR,2020,0.675,26,30,20,201,20.1,1,2,0,0,0,0,1,2,10
480,481,Rodney Adams,,,WR162,,,,446,00-0033957,WR,2020,1.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
491,492,Willie Snead,IV,,WR163,,,,457,00-0030663,WR,2020,0.9381443298969072,27,48,33,432,33.23076923076923,7,3,0,0,0,0,0,3,13
493,494,Cornell Powell,,,WR164,,,,459,00-0036647,WR,2020,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
