"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0031381","Davante Adams",175,10.3,31.4,"WR","LV",32.8
2,"00-0033040","Tyreek Hill",172,10.8,32.4,"WR","MIA",31.2
3,"00-0035676","A.J. Brown",158,9.3,30.9,"WR","PHI",30
4,"00-0036358","CeeDee Lamb",182,10.7,35.8,"WR","DAL",29.9
5,"00-0037740","Garrett Wilson",168,9.9,33.2,"WR","NYJ",29.8
6,"00-0031588","Stefon Diggs",161,9.5,32.3,"WR","BUF",29.3
7,"00-0034827","D.J. Moore",138,8.1,28.2,"WR","CHI",28.7
8,"00-0036252","Michael Pittman",158,9.9,32.4,"WR","IND",28.7
9,"00-0030564","DeAndre Hopkins",137,8.1,28.2,"WR","TEN",28.6
10,"00-0039075","Puka Nacua",160,9.4,32.9,"WR","LA",28.6
11,"00-0036963","Amon-Ra St. Brown",165,10.3,34.1,"WR","DET",28.5
12,"00-0030035","Adam Thielen",138,8.1,31.5,"WR","CAR",25.8
13,"00-0031408","Mike Evans",137,8.1,32.6,"WR","TB",24.7
14,"00-0036900","Ja'Marr Chase",145,9.1,34.9,"WR","CIN",24.5
15,"00-0030279","Keenan Allen",150,11.5,36.2,"WR","LAC",24.4
16,"00-0037239","Chris Olave",139,8.7,34.2,"WR","NO",23.9
17,"00-0033921","Chris Godwin",131,7.7,32.6,"WR","TB",23.6
18,"00-0039064","Zay Flowers",109,6.8,28.1,"WR","BAL",22.9
19,"00-0032211","Tyler Lockett",124,7.3,32.3,"WR","SEA",22.6
20,"00-0034837","Calvin Ridley",137,8.1,35.9,"WR","JAX",22.5
21,"00-0036261","Brandon Aiyuk",105,6.6,27.7,"WR","SF",22.3
22,"00-0035659","Terry McLaurin",132,7.8,35.4,"WR","WAS",21.9
23,"00-0037238","Drake London",112,7,30.1,"WR","ATL",21.9
24,"00-0037247","George Pickens",106,6.6,28.6,"WR","PIT",21.8
25,"00-0031544","Amari Cooper",130,8.7,35.2,"WR","CLE",21.7
26,"00-0035640","DK Metcalf",119,7.4,32.3,"WR","SEA",21.7
27,"00-0036912","DeVonta Smith",113,7.1,30.9,"WR","PHI",21.5
28,"00-0034960","Jakobi Meyers",106,6.6,31.4,"WR","LV",19.9
29,"00-0036554","Nico Collins",110,7.3,33.6,"WR","HOU",19.3
30,"00-0034348","Courtland Sutton",91,5.7,28.2,"WR","DEN",19
31,"00-0035662","Marquise Brown",104,8,32.2,"WR","ARI",19
32,"00-0035719","Deebo Samuel",89,6.4,27.7,"WR","SF",18.9
33,"00-0036613","Jaylen Waddle",104,7.4,32.4,"WR","MIA",18.9
34,"00-0036407","Jerry Jeudy",87,5.4,28.2,"WR","DEN",18.1
35,"00-0035216","Diontae Johnson",87,6.7,28.6,"WR","PIT",17.9
36,"00-0038994","Jordan Addison",108,6.4,35.7,"WR","MIN",17.8
37,"00-0038997","Josh Downs",98,5.8,32.4,"WR","IND",17.8
38,"00-0033908","Cooper Kupp",97,8.1,32.9,"WR","LA",17.4
39,"00-0036980","Elijah Moore",104,6.5,35.2,"WR","CLE",17.4
40,"00-0037816","Romeo Doubs",96,5.6,33.1,"WR","GB",17.1
41,"00-0039067","Rashee Rice",102,6.4,35.2,"WR","KC",17
42,"00-0038543","Jaxon Smith-Njigba",93,5.5,32.3,"WR","SEA",16.9
43,"00-0039146","Jayden Reed",95,5.9,33.1,"WR","GB",16.9
44,"00-0033009","Tyler Boyd",98,5.8,34.9,"WR","CIN",16.5
45,"00-0036322","Justin Jefferson",100,10,35.7,"WR","MIN",16.5
46,"00-0035535","Darius Slayton",79,4.6,28.6,"WR","NYG",16.2
47,"00-0038117","Wan'Dale Robinson",78,5.2,28.6,"WR","NYG",16
48,"00-0039062","Jonathan Mingo",85,5.7,31.5,"WR","CAR",15.9
49,"00-0033282","Curtis Samuel",91,5.7,35.4,"WR","WAS",15.1
50,"00-0036196","Gabe Davis",82,5.1,32.3,"WR","BUF",14.9
51,"00-0038621","Demario Douglas",79,5.6,31.9,"WR","NE",14.6
52,"00-0034775","Christian Kirk",85,7.1,35.9,"WR","JAX",13.9
53,"00-0037741","Jahan Dotson",83,4.9,35.4,"WR","WAS",13.8
54,"00-0031236","Brandin Cooks",82,5.1,35.8,"WR","DAL",13.5
55,"00-0031235","Odell Beckham Jr.",64,4.6,28.1,"WR","BAL",13.4
56,"00-0038977","Tank Dell",76,7.6,33.6,"WR","HOU",13.3
57,"00-0030431","Robert Woods",75,5.8,33.6,"WR","HOU",13.1
58,"00-0037545","Rashid Shaheed",75,5,34.2,"WR","NO",12.9
59,"00-0036410","Tee Higgins",76,6.3,34.9,"WR","CIN",12.8
60,"00-0036309","Darnell Mooney",61,4.4,28.2,"WR","CHI",12.7
61,"00-0039052","Trey Palmer",69,4.1,32.6,"WR","TB",12.5
62,"00-0036345","K.J. Osborn",75,5,35.7,"WR","MIN",12.4
63,"00-0034777","D.J. Chark",66,4.7,31.5,"WR","CAR",12.3
64,"00-0036849","Tutu Atwell",68,4.9,32.9,"WR","LA",12.2
65,"00-0037664","Alec Pierce",65,3.8,32.4,"WR","IND",11.8
66,"00-0036550","Rashod Bateman",56,3.7,28.1,"WR","BAL",11.7
67,"00-0036936","Rondale Moore",63,3.7,32.2,"WR","ARI",11.5
68,"00-0033943","Josh Reynolds",64,4,34.1,"WR","DET",11.1
69,"00-0032765","Michael Thomas",64,6.4,34.2,"WR","NO",11
70,"00-0038544","Quentin Johnston",67,3.9,36.2,"WR","LAC",10.9
71,"00-0038559","Michael Wilson",59,4.5,32.2,"WR","ARI",10.8
72,"00-0033891","Zay Jones",64,7.1,35.9,"WR","JAX",10.5
73,"00-0038393","Dontayvion Wicks",58,3.9,33.1,"WR","GB",10.3
74,"00-0031428","Allen Robinson",49,3.3,28.6,"WR","PIT",10.1
75,"00-0031547","DeVante Parker",55,4.2,31.9,"WR","NE",10.1
76,"00-0033307","Kendrick Bourne",55,6.9,31.9,"WR","NE",10.1
77,"00-0036988","Josh Palmer",61,6.1,36.2,"WR","LAC",9.9
78,"00-0033591","Noah Brown",56,5.6,33.6,"WR","HOU",9.8
79,"00-0036182","Nick Westbrook-Ikhine",46,3.5,28.2,"WR","TEN",9.6
80,"00-0031549","Nelson Agholor",45,2.8,28.1,"WR","BAL",9.4
81,"00-0034764","Michael Gallup",57,3.6,35.8,"WR","DAL",9.4
82,"00-0038124","Christian Watson",53,5.9,33.1,"WR","GB",9.4
83,"00-0034386","Justin Watson",53,3.5,35.2,"WR","KC",8.8
84,"00-0033857","JuJu Smith-Schuster",47,4.3,31.9,"WR","NE",8.7
85,"00-0034521","Allen Lazard",49,3.8,33.2,"WR","NYJ",8.7
86,"00-0037261","Khalil Shakir",46,2.9,32.3,"WR","BUF",8.4
87,"00-0038938","Jalin Hyatt",40,3.1,28.6,"WR","NYG",8.2
88,"00-0032464","Kalif Raymond",44,2.8,34.1,"WR","DET",7.6
89,"00-0035500","Greg Dortch",41,4.6,32.2,"WR","ARI",7.5
90,"00-0037240","Jameson Williams",42,3.5,34.1,"WR","DET",7.3
91,"00-0038979","Cedric Tillman",44,4,35.2,"WR","CLE",7.3
