...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
79,80,Michael Pittman Jr.,IND,11,WR34,82,81,78,80.3,00-0036252,WR,2022,0.92,24,142,99,925,57.8125,8,4,3,30,1.875,0,1,4,16
84,85,Jahan Dotson,PHI,10,WR35,97,85,82,88,00-0037741,WR,2022,0.7058823529411765,22,63,35,523,43.583333333333336,10,7,2,-7,-0.5833333333333334,0,0,7,12
85,86,Marquise Brown,KC,10,WR36,99,79,90,89.3,00-0035662,WR,2022,0.8787878787878788,25,107,67,709,59.083333333333336,9,3,1,1,0.08333333333333333,0,0,3,12
88,89,Jordan Addison,MIN,13,WR37,106,83,86,91.7,00-0038994,WR,2022,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
93,94,Jaxon Smith-Njigba,SEA,5,WR38,109,84,96,96.3,00-0038543,WR,2022,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,Gabe Davis,,,WR39,101,93,100,98,00-0036196,WR,2022,0.96,23,93,48,836,55.733333333333334,11,7,0,0,0,0,1,7,15
96,97,Brandin Cooks,NO,11,WR40,110,92,94,98.7,00-0031236,WR,2022,0.8661971830985915,28,93,57,699,53.76923076923077,13,3,2,7,0.5384615384615384,0,0,3,13
101,102,Michael Thomas,,,WR41,112,99,109,106.7,00-0032765,WR,2022,0.6491228070175439,29,22,16,171,57,2,3,0,0,0,0,0,3,3
102,103,Courtland Sutton,DEN,9,WR42,126,109,89,108,00-0034348,WR,2022,0.7831325301204819,26,109,64,829,55.266666666666666,11,2,1,5,0.3333333333333333,0,0,2,15
105,106,Zay Flowers,BAL,13,WR43,129,97,106,110.7,00-0039064,WR,2022,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
111,112,Odell Beckham Jr.,,,WR44,117,112,115,114.7,00-0031235,WR,2022,0.8153846153846154,29,0,0,0,0,0,0,0,0,0,0,0,0,0
112,113,Elijah Moore,BUF,13,WR45,124,116,112,117.3,00-0036980,WR,2022,0.8235294117647058,22,65,37,450,32.142857142857146,8,1,5,5,0.35714285714285715,0,0,1,14
114,115,Kadarius Toney,,,WR46,136,101,121,119.3,00-0036913,WR,2022,0.5588235294117647,23,20,16,171,19,4,2,7,82,9.11111111111111,1,1,3,9
115,116,Treylon Burks,TEN,7,WR47,130,108,122,120,00-0037742,WR,2022,0.6470588235294118,22,54,33,444,40.36363636363637,8,1,4,47,4.2727272727272725,0,0,1,11
116,117,Skyy Moore,KC,10,WR48,142,123,97,120.7,00-0038090,WR,2022,0.9411764705882353,21,33,22,250,17.857142857142858,2,0,3,24,1.7142857142857142,0,3,0,14
121,122,JuJu Smith-Schuster,KC,10,WR49,160,107,107,124.7,00-0033857,WR,2022,0.8181818181818182,25,102,78,933,58.3125,9,3,0,0,0,0,2,3,16
130,131,Rashod Bateman,BAL,13,WR50,139,124,151,138,00-0036550,WR,2022,0.5294117647058824,22,28,15,285,47.5,5,2,0,0,0,0,1,2,6
132,133,Quentin Johnston,LAC,5,WR51,181,102,134,139,00-0038544,WR,2022,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,Allen Lazard,NYJ,7,WR52,169,121,132,140.7,00-0034521,WR,2022,0.8529411764705882,26,101,60,788,52.53333333333333,13,6,2,0,0,0,0,6,15
137,138,Adam Thielen,CAR,7,WR53,171,128,126,141.7,00-0030035,WR,2022,0.9324324324324325,32,109,70,716,42.11764705882353,7,6,1,4,0.23529411764705882,0,0,6,17
147,148,Romeo Doubs,GB,6,WR54,185,151,127,154.3,00-0037816,WR,2022,0.7647058823529411,22,67,42,425,32.69230769230769,7,3,1,11,0.8461538461538461,0,1,3,13
150,151,Jameson Williams,DET,9,WR55,184,133,156,157.7,00-0037240,WR,2022,0.35294117647058826,21,9,1,41,6.833333333333333,1,1,1,40,6.666666666666667,0,0,1,6
154,155,Jalin Hyatt,NYG,13,WR56,166,165,153,161.3,00-0038938,WR,2022,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
155,156,Nico Collins,HOU,7,WR57,183,166,138,162.3,00-0036554,WR,2022,0.7058823529411765,23,66,37,481,48.1,8,2,0,0,0,0,0,2,10
160,161,Tyler Boyd,,,WR58,187,146,172,168.3,00-0033009,WR,2022,0.9824561403508771,27,85,58,762,47.625,10,5,0,0,0,0,0,5,16
163,164,Jakobi Meyers,LV,13,WR59,211,153,152,172,00-0034960,WR,2022,0.9402985074626866,25,98,67,804,57.42857142857143,14,6,2,9,0.6428571428571429,0,2,6,14
165,166,Rashee Rice,KC,10,WR60,174,147,197,172.7,00-0039067,WR,2022,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
172,173,Marvin Mims Jr.,DEN,9,WR61,196,180,159,178.3,00-0038976,WR,2022,--,20,0,0,0,0,0,0,0,0,0,0,0,0,0
174,175,Zay Jones,ARI,14,WR62,191,175,170,178.7,00-0033891,WR,2022,0.9795918367346939,27,122,82,834,52.125,7,5,4,18,1.125,0,0,5,16
178,179,Darnell Mooney,ATL,11,WR63,212,156,171,179.7,00-0036309,WR,2022,0.9,24,62,40,493,44.81818181818182,7,2,1,2,0.18181818181818182,0,0,2,11
182,183,Michael Gallup,WAS,14,WR64,146,191,218,185,00-0034764,WR,2022,0.8536585365853658,26,74,39,424,30.285714285714285,4,4,0,0,0,0,0,4,14
212,213,Rondale Moore,MIN,13,WR66,,193,155,174,00-0036936,WR,2022,0.6470588235294118,22,56,41,414,51.75,6,1,6,-5,-0.625,0,0,1,8
213,214,Donovan Peoples-Jones,NO,11,WR67,,215,139,177,00-0036233,WR,2022,0.88,23,96,61,839,49.35294117647059,14,3,1,2,0.11764705882352941,0,1,3,17
215,216,Jonathan Mingo,DAL,7,WR68,,169,188,178.5,00-0039062,WR,2022,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
217,218,Van Jefferson,TEN,7,WR69,,187,173,180,00-0036415,WR,2022,0.88,26,44,24,369,36.9,7,3,0,0,0,0,0,3,10
220,221,K.J. Osborn,WAS,14,WR70,,218,162,190,00-0036345,WR,2022,0.88,25,90,60,650,38.23529411764706,6,5,3,6,0.35294117647058826,0,0,5,17
225,226,Justyn Ross,,,WR71,,185,225,205,00-0037216,WR,2022,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
226,227,Alec Pierce,IND,11,WR72,,213,199,206,00-0037664,WR,2022,0.9411764705882353,22,78,41,593,37.0625,8,2,0,0,0,0,0,2,16
227,228,Tank Dell,HU,,WR73,,189,224,206.5,00-0038977,WR,2022,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
228,229,Jayden Reed,GB,6,WR74,,211,208,209.5,00-0039146,WR,2022,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,Marquez Valdes-Scantling,SEA,5,WR75,,212,219,215.5,00-0034272,WR,2022,0.926829268292683,27,81,42,687,40.411764705882355,13,2,1,-3,-0.17647058823529413,0,0,2,17
238,239,Parris Campbell,,,WR76,,244,202,223,00-0035639,WR,2022,0.48484848484848486,25,92,63,623,36.64705882352941,7,3,5,58,3.411764705882353,0,0,3,17
240,241,Isaiah Hodgins,SF,9,WR77,,229,223,226,00-0036165,WR,2022,0.41379310344827586,23,49,37,392,43.55555555555556,4,4,0,0,0,0,1,4,9
250,251,Curtis Samuel,BUF,13,WR78,,234,244,239,00-0033282,WR,2022,0.8061224489795918,26,93,64,656,38.588235294117645,10,4,38,187,11,1,1,5,17
251,252,Hunter Renfrow,CAR,7,WR79,,219,261,240,00-0034983,WR,2022,0.8484848484848485,26,51,36,330,33,3,2,0,0,0,0,1,2,10
253,254,John Metchie III,HOU,7,WR80,,221,263,242,00-0037614,WR,2022,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
254,255,Rashid Shaheed,NO,11,WR81,,237,250,243.5,00-0037545,WR,2022,1.0,24,34,28,488,44.36363636363637,6,2,4,57,5.181818181818182,1,0,3,11
255,256,DeVante Parker,,,WR82,,231,259,245,00-0031547,WR,2022,0.9007633587786259,29,47,31,539,44.916666666666664,10,3,0,0,0,0,0,3,12
259,260,Robert Woods,PIT,6,WR83,,240,270,255,00-0030431,WR,2022,0.852760736196319,30,91,53,527,31,3,2,0,0,0,0,1,2,17
261,262,Wan'Dale Robinson,NYG,13,WR84,,241,271,256,00-0038117,WR,2022,0.35294117647058826,21,31,23,227,37.833333333333336,0,1,2,-1,-0.16666666666666666,0,0,1,6
262,263,Josh Downs,IND,11,WR85,,239,275,257,00-0038997,WR,2022,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
265,266,Richie James Jr.,,,WR86,,,213,213,00-0034286,WR,2022,0.7317073170731707,26,70,57,569,40.642857142857146,3,4,2,6,0.42857142857142855,0,3,4,14
274,275,Michael Wilson,ARI,14,WR87,,258,280,269,00-0038559,WR,2022,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
279,280,Puka Nacua,LAR,10,WR88,,255,291,273,00-0039075,WR,2022,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
284,285,Joshua Palmer,BUF,13,WR89,,,246,246,00-0036988,WR,2022,0.9705882352941176,22,108,72,769,48.0625,7,3,1,4,0.25,0,0,3,16
285,286,Darius Slayton,NYG,13,WR90,,,247,247,00-0035535,WR,2022,0.9242424242424242,25,71,46,724,55.69230769230769,12,2,0,0,0,0,1,2,13
291,292,Derek Wright,,,WR92,,256,,256,00-0037368,WR,2022,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
295,296,Jacob Harris,TB,5,TE38,,259,,259,00-0036918,WR,2022,0.5714285714285714,25,1,1,6,6,0,0,0,0,0,0,0,0,1
296,297,Chase Claypool,,,WR93,,,260,260,00-0036326,WR,2022,0.9215686274509803,24,79,46,457,30.466666666666665,7,1,9,59,3.933333333333333,0,1,2,15
298,299,Mecole Hardman Jr.,GB,6,WR94,,,262,262,00-0035140,WR,2022,0.8636363636363636,24,34,25,297,37.125,5,4,4,31,3.875,2,0,6,8
301,302,Khalil Shakir,BUF,13,WR96,,276,293,284.5,00-0037261,WR,2022,0.8823529411764706,22,21,10,161,16.1,4,1,0,0,0,0,0,1,10
305,306,Allen Robinson,II,,WR97,,285,287,286,00-0031428,WR,2022,0.7323943661971831,29,52,33,339,33.9,3,3,0,0,0,0,0,3,10
308,309,Terrace Marshall Jr.,PHI,10,WR99,,292,284,288,00-0036955,WR,2022,0.8235294117647058,22,47,28,490,37.69230769230769,10,1,0,0,0,0,0,1,13
311,312,Tanner Gentry,,,WR100,,274,,274,00-0033633,WR,2022,1.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0
315,316,Cedric Tillman,CLE,5,WR101,,,278,278,00-0038979,WR,2022,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
321,322,Chad Beebe,,,WR102,,284,,284,00-0034309,WR,2022,0.47368421052631576,28,0,0,0,0,0,0,0,0,0,0,0,0,0
323,324,Tyquan Thornton,KC,10,WR103,,286,,286,00-0038104,WR,2022,0.7647058823529411,22,45,22,247,20.583333333333332,4,2,3,16,1.3333333333333333,1,0,3,12
330,331,Thomas Hennigan,,,WR104,,293,,293,00-0037494,WR,2022,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
332,333,Josh Reynolds,NYJ,7,WR105,,,295,295,00-0033943,WR,2022,0.9090909090909091,27,59,38,479,39.916666666666664,8,3,0,0,0,0,0,3,12
333,334,Isaiah Wright,,,WR106,,295,,295,00-0036142,WR,2022,0.875,25,0,0,0,0,0,0,0,0,0,0,0,0,0
334,335,Mack Hollins,NE,11,WR107,,,296,296,00-0033555,WR,2022,0.8469387755102041,28,94,57,690,40.588235294117645,9,4,4,40,2.3529411764705883,0,0,4,17
335,336,D.J. Montgomery,IND,11,WR108,,296,,296,00-0035045,WR,2022,0.15789473684210525,25,0,0,0,0,0,0,0,0,0,0,0,0,0
336,337,Marvin Jones Jr.,,,WR109,,,297,297,00-0029293,WR,2022,0.9122807017543859,32,81,46,529,33.0625,6,3,0,0,0,0,0,3,16
339,340,Emmanuel Sanders,,,WR111,,300,,300,00-0027685,WR,2022,0.955,35,0,0,0,0,0,0,0,0,0,0,0,0,0
340,341,Trey Palmer,TB,5,WR112,,,300,300,00-0039052,WR,2022,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
343,344,Brandon Smith,NYJ,7,WR113,,302,,302,00-0036775,WR,2022,--,23,0,0,0,0,0,0,0,0,0,0,0,0,0
351,352,Reggie Begelton,,,WR114,,311,,311,00-0035750,WR,2022,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
