Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
389,389,389,390,Xavier Grimble,,,TE54,,,,,,337.0,337.0,00-0031035,TE,2017,1.0,24,2014,-1.0,5.986667,0.004,,0.0,6,0,0.0,0,0,0.0,0,5,32.0,1,0.0,0,0.0,0,0,0.0,0,6,86.0,0,0.0
390,390,390,391,Chris Johnson ,,,RB111,,,,,,338.0,338.0,00-0026164,RB,2017,0.8134328358208955,31,2008,0.3625,7.8491673,0.008,24.0,14.4,4,0,0.0,0,45,114.0,0,5,43.0,0,0.0,--,--,--,--,--,--,--,--,--,--
391,391,391,392,Wes Welker,,,WR124,,,,,,340.0,340.0,00-0022427,WR,2017,0.8425925925925926,36,2004,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
392,392,392,393,Jeff Heuerman ,,,TE55,,,,340.0,,395.0,367.5,00-0032227,TE,2017,1.0,24,2015,0.3285714285714285,18.388443,0.005,92.0,5.8,10,0,0.0,0,0,0.0,0,9,142.0,2,0.0,0,0.0,0,0,0.0,0,31,281.0,2,0.0
393,393,393,394,Brock Osweiler,,,QB43,,,,,,342.0,342.0,00-0029682,QB,2017,1.0,26,2012,0.8099999999999999,67.41152,0.005,57.0,8.9,6,96,1088.0,5,14,64.0,1,0,0.0,0,6.0,113,1247.0,6,8,21.0,0,0,0.0,0,5.0
394,394,394,395,Dennis Pitta,,,TE56,,,,,,345.0,345.0,00-0027714,TE,2017,0.9594594594594594,32,2010,-1.0,--,0.018000000000000002,114.0,4.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
395,395,396,397,Randy Moss,,,WR125,,,,,,347.0,347.0,00-0011754,WR,2017,1.0,40,1998,-1.0,--,--,21.0,15.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
396,396,397,398,Tajae Sharpe,,,WR126,,,,,,348.0,348.0,00-0032778,WR,2017,0.5,22,2016,-1.0,--,0.004,140.0,3.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,16.0,0,26,316.0,2,0.0
397,397,398,399,Tony Romo,,,QB44,,,,,,349.0,349.0,00-0021678,QB,2017,0.8211382113821138,37,2003,-1.0,--,0.146,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
398,398,399,400,Knowshon Moreno,,,RB112,,,,,,350.0,350.0,00-0026988,RB,2017,0.8095238095238095,30,2009,-1.0,--,--,12.0,18.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
399,399,400,401,Marques Colston,,,WR127,,,,,,351.0,351.0,00-0024466,WR,2017,1.0,34,2006,-1.0,--,--,252.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400,400,401,402,Akeem Hunt,,,RB113,,,,,,352.0,352.0,00-0031743,RB,2017,1.0,24,2015,-1.0,2.429524,0.004,,0.0,7,0,0.0,0,8,23.0,0,4,31.0,0,0.0,--,--,--,--,--,--,--,--,--,--
401,401,402,403,Malcolm Mitchell,,,WR128,,,,,,353.0,353.0,00-0032400,WR,2017,0.53125,25,2016,-1.0,--,0.005,112.0,4.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
402,402,403,404,Kendall Wright,,,WR129,,,,,,358.0,358.0,00-0029708,WR,2017,1.0,27,2012,0.583125,27.191431,0.006,20.0,15.5,14,0,0.0,0,0,0.0,0,59,614.0,1,0.0,--,--,--,--,--,--,--,--,--,--
403,403,404,405,Coby Fleener,,,TE57,,,,,,360.0,360.0,00-0029697,TE,2017,0.95,28,2012,0.3663636363636364,34.416183,0.046,34.0,12.1,11,0,0.0,0,0,0.0,0,22,295.0,2,0.0,--,--,--,--,--,--,--,--,--,--
404,404,405,406,Rashard Higgins,,,WR130,,,,,,361.0,361.0,00-0032977,WR,2017,1.0,22,2016,0.664,42.247692,0.004,172.0,1.8,14,0,0.0,0,1,4.0,0,27,312.0,2,1.0,0,0.0,0,0,0.0,0,39,572.0,4,1.0
405,405,406,407,Damoun Patterson,,,WR131,,,,,,362.0,362.0,00-0034698,WR,2017,--,22,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
406,406,407,408,Landry Jones,,,QB45,,,,,,364.0,364.0,00-0030524,QB,2017,1.0,28,2013,0.3899999999999999,27.978533,0.004,115.0,4.4,3,23,239.0,1,8,-10.0,0,0,0.0,0,2.0,--,--,--,--,--,--,--,--,--,--
407,407,408,409,Thomas Rawls,,,RB114,,,,,,365.0,365.0,00-0031897,RB,2017,0.6739130434782609,24,2015,-1.0,9.5725,0.004,,0.0,9,0,0.0,0,58,157.0,0,9,94.0,0,1.0,--,--,--,--,--,--,--,--,--,--
408,408,409,410,Trenton Cannon,,,RB115,,,,,,367.0,367.0,00-0034164,RB,2017,--,23,2018,-1.0,--,0.004,204.0,0.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,38,113.0,1,17,144.0,0,0.0
409,409,410,411,Clive Walford,,,TE58,,,,,,368.0,368.0,00-0032256,TE,2017,0.9591836734693877,25,2015,0.16,12.494667,0.004,68.0,7.7,6,0,0.0,0,0,0.0,0,9,80.0,0,0.0,--,--,--,--,--,--,--,--,--,--
410,410,411,412,Marcedes Lewis,,,TE59,,,,,,373.0,373.0,00-0024243,TE,2017,0.9577464788732394,33,2006,0.8006249999999999,52.581173,0.012,28.0,13.4,16,0,0.0,0,0,0.0,0,24,318.0,5,0.0,0,0.0,0,0,0.0,0,3,39.0,0,0.0
411,411,412,413,C.J. Beathard,,,QB46,,,,,,374.0,374.0,00-0033936,QB,2017,1.0,23,2017,0.8171428571428571,35.010403,0.005,104.0,5.0,6,123,1430.0,4,26,136.0,3,0,0.0,0,8.0,102,1252.0,8,19,69.0,1,0,0.0,0,10.0
412,412,413,414,Tommylee Lewis,,,WR132,,,,,,375.0,375.0,00-0032881,WR,2017,1.0,24,2016,0.116,14.656944,0.003,,0.0,9,0,0.0,0,2,14.0,0,10,116.0,1,0.0,0,0.0,0,2,10.0,0,3,60.0,1,0.0
413,413,414,415,Equanimeous St. Brown,SF,11,WR133,,,,,,376.0,376.0,00-0034279,WR,2017,--,20,2018,-1.0,--,0.004,207.0,0.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,5.0,0,21,328.0,0,0.0
414,414,415,416,Justin Hardy,,,WR134,,,,,,377.0,377.0,00-0031570,WR,2017,1.0,25,2015,0.364375,8.632111,0.005,107.0,4.8,10,0,0.0,0,0,0.0,0,20,221.0,3,0.0,0,0.0,0,0,0.0,0,14,133.0,2,0.0
415,415,416,417,Teddy Bridgewater,TB,5,QB47,,,,,,378.0,378.0,00-0031237,QB,2017,0.6363636363636364,24,2014,0.14,,0.034,32.0,12.5,1,0,0.0,0,3,-3.0,0,0,0.0,0,1.0,14,118.0,1,11,5.0,0,0,0.0,0,1.0
416,416,417,418,Justin Watson,HOU,10,WR135,,,,,,379.0,379.0,00-0034386,WR,2017,--,21,2018,-1.0,--,0.004,144.0,3.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,1,5.0,0,0.0
417,417,418,419,Johnny Manziel,,,QB48,,,,,,380.0,380.0,00-0031409,QB,2017,0.5151515151515151,24,2014,-1.0,--,0.016,22.0,14.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
418,418,419,420,Mike Boone,MIA,11,RB116,,,,,,382.0,382.0,00-0034208,RB,2017,--,22,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,11,47.0,0,2,1.0,0,0.0
419,419,420,421,Mark Sanchez,,,QB49,,,,,,383.0,383.0,00-0026898,QB,2017,0.9852941176470589,30,2009,-1.0,--,0.005,5.0,24.3,--,--,--,--,--,--,--,--,--,--,--,19,138.0,0,1,8.0,0,0,0.0,0,3.0
420,420,421,422,Nathan Peterman,,,QB50,,,,,,384.0,384.0,00-0033958,QB,2017,1.0,23,2017,0.385,42.2793,0.001,171.0,1.9,4,23,231.0,2,7,23.0,0,0,0.0,0,5.0,44,296.0,1,10,50.0,1,0,0.0,0,7.0
421,421,422,423,Eddy Pineiro,,,K31,,,,,,386.0,386.0,00-0034173,K,2017,--,21,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
422,422,423,424,Colin Kaepernick,,,QB51,,,,,,387.0,387.0,00-0027974,QB,2017,0.8936170212765957,29,2011,-1.0,--,0.1,36.0,11.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
423,423,424,425,Aaron Hernandez,,,TE60,,,,,,388.0,388.0,00-0027713,TE,2017,1.0,27,2010,-1.0,--,0.0,113.0,4.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
424,424,425,426,Mike Davis,,,RB117,,,,,,389.0,389.0,00-0032063,RB,2017,1.0,24,2015,0.4849999999999999,7.8656673,0.008,126.0,3.8,6,0,0.0,0,68,240.0,0,15,131.0,0,0.0,0,0.0,0,112,514.0,4,34,214.0,1,0.0
425,425,426,427,Shelton Gibson,,,WR136,,,,,,390.0,390.0,00-0033573,WR,2017,1.0,22,2017,0.054,,0.004,166.0,2.0,1,0,0.0,0,0,0.0,0,2,11.0,0,0.0,0,0.0,0,0,0.0,0,1,48.0,0,0.0
426,426,427,428,Deonte Thompson,,,WR137,,,,,,391.0,391.0,00-0029388,WR,2017,1.0,28,2012,-1.0,39.618572,0.01,,0.0,15,0,0.0,0,2,-5.0,0,38,555.0,2,0.0,0,0.0,0,0,0.0,0,17,161.0,0,0.0
427,427,428,429,Matt Cassel,,,QB52,,,,,,394.0,394.0,00-0023662,QB,2017,0.9,35,2005,0.72,81.91999,0.006,230.0,0.0,2,25,162.0,1,0,0.0,0,0,0.0,0,4.0,7,59.0,0,2,13.0,0,0,0.0,0,1.0
428,428,429,430,DaeSean Hamilton,,,WR138,,,,,,396.0,396.0,00-0034370,WR,2017,--,22,2018,-1.0,--,--,113.0,4.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,30,243.0,2,0.0
429,429,430,431,Zane Gonzalez,,,K32,,,,,,397.0,397.0,00-0033862,K,2017,1.0,22,2017,0.23875,--,0.003,224.0,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
430,430,431,432,Javon Wims,,,WR139,,,,,,398.0,398.0,00-0034426,WR,2017,--,22,2018,-1.0,--,0.004,224.0,0.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,4,32.0,0,0.0
431,431,432,433,Derek Watt,,,RB118,,,,,,399.0,399.0,00-0032897,FB,2017,1.0,24,2016,0.133125,2.0736666,0.004,198.0,0.9,6,0,0.0,0,6,24.0,0,2,35.0,0,0.0,0,0.0,0,4,11.0,0,1,2.0,0,0.0
432,432,433,434,Terrance West,,,RB119,,,,,,400.0,400.0,00-0031375,RB,2017,1.0,26,2014,0.202,49.517,0.004,94.0,5.7,5,0,0.0,0,39,138.0,2,2,23.0,0,1.0,--,--,--,--,--,--,--,--,--,--
433,433,434,435,Kerwynn Williams,,,RB120,,,,,,402.0,402.0,00-0030117,RB,2017,1.0,26,2013,0.2225,13.639238,0.004,230.0,0.0,15,0,0.0,0,120,426.0,1,10,93.0,0,0.0,--,--,--,--,--,--,--,--,--,--
434,434,435,436,C.J. Ham,MIN,10,RB121,,,,,,403.0,403.0,00-0032918,FB,2017,1.0,24,2016,0.18375,2.392111,0.003,,0.0,10,0,0.0,0,7,13.0,1,7,68.0,0,0.0,0,0.0,0,6,8.0,0,11,85.0,0,0.0
435,435,436,437,Bennie Fowler,III,,WR140,,,,,,404.0,404.0,00-0030670,WR,2017,1.0,26,2014,-1.0,26.504175,0.006,,0.0,14,0,0.0,0,0,0.0,0,29,350.0,3,0.0,0,0.0,0,0,0.0,0,16,199.0,1,0.0
436,436,437,438,Seth Roberts,,,WR141,,,,,,405.0,405.0,00-0031166,WR,2017,1.0,26,2014,-1.0,7.608095,0.031,,0.0,15,0,0.0,0,0,0.0,0,43,455.0,1,2.0,0,0.0,0,3,5.0,0,45,494.0,2,0.0
437,437,438,439,Bruce Ellington,,,WR142,,,,,,407.0,407.0,00-0031326,WR,2017,0.696969696969697,26,2014,0.7518181818181816,27.969639,0.006999999999999999,106.0,4.9,11,0,0.0,0,3,17.0,0,29,330.0,2,0.0,0,0.0,0,1,2.0,0,31,224.0,1,0.0
438,438,439,440,Charcandrick West,,,RB122,,,,,,408.0,408.0,00-0030668,RB,2017,1.0,26,2014,-1.0,17.847273,0.006,,0.0,12,0,0.0,0,18,72.0,2,27,150.0,2,0.0,0,0.0,0,2,-1.0,0,2,37.0,1,0.0
439,439,440,441,Mack Hollins,NE,11,WR143,,,,,,409.0,409.0,00-0033555,WR,2017,1.0,23,2017,0.25375,14.642727,0.005,118.0,4.2,11,0,0.0,0,0,0.0,0,16,226.0,1,0.0,--,--,--,--,--,--,--,--,--,--
440,440,441,442,Brandon Tate,,,WR144,,,,,,410.0,410.0,00-0027057,WR,2017,0.9781021897810219,29,2009,0.1692307692307692,13.867,0.005,83.0,6.5,5,0,0.0,0,0,0.0,0,6,81.0,1,0.0,--,--,--,--,--,--,--,--,--,--
441,441,442,443,Dwayne Harris,,,WR145,,,,,,411.0,411.0,00-0028114,WR,2017,0.8990825688073395,29,2011,0.024,--,0.006,176.0,1.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,12.0,0,6,40.0,0,0.0
442,442,443,444,Jacob Hollister,,,TE61,,,,,,412.0,412.0,00-0033387,TE,2017,1.0,23,2017,0.0786666666666666,1.4425,0.003,,0.0,9,0,0.0,0,1,5.0,0,4,42.0,0,0.0,0,0.0,0,0,0.0,0,4,52.0,0,0.0
443,443,444,445,Brett Hundley,,,QB53,,,,,,413.0,413.0,00-0031589,QB,2017,1.0,24,2015,0.8936363636363637,65.7929,0.004,147.0,2.8,11,192,1836.0,9,36,270.0,2,1,10.0,0,14.0,--,--,--,--,--,--,--,--,--,--
444,444,445,446,Roc Thomas,,,RB123,,,,,,415.0,415.0,00-0034221,RB,2017,--,21,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,8,30.0,0,2,21.0,0,0.0
445,445,446,447,Roberto Aguayo,,,K33,,,,,,416.0,416.0,00-0033102,K,2017,1.0,23,2016,-1.0,--,0.003,59.0,8.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
446,446,447,448,Marquez Valdes-Scantling,SEA,7,WR146,,,,,,417.0,417.0,00-0034272,WR,2017,--,22,2018,-1.0,--,0.004,174.0,1.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,29.0,0,38,581.0,2,0.0
447,447,448,449,Braxton Berrios,HOU,10,WR147,,,,,,418.0,418.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
448,448,449,450,Richie James Jr.,,,WR148,,,,,,419.0,419.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
449,449,450,451,Justin Davis,,,RB124,,,,,,420.0,420.0,00-0033760,RB,2017,1.0,21,2017,0.0225,,0.003,,0.0,1,0,0.0,0,1,1.0,0,0,0.0,0,0.0,0,0.0,0,2,19.0,0,0,0.0,0,0.0
450,450,451,452,Braxton Miller,,,WR149,,,,,,421.0,421.0,00-0033069,WR,2017,0.90625,24,2016,0.5763636363636363,14.762334,0.001,85.0,6.3,10,0,0.0,0,1,1.0,0,19,162.0,1,0.0,--,--,--,--,--,--,--,--,--,--
451,451,452,453,Amara Darboh,,,WR150,,,,,,423.0,423.0,00-0033937,WR,2017,1.0,23,2017,0.17625,2.6355357,0.005,106.0,4.9,8,0,0.0,0,0,0.0,0,8,71.0,0,0.0,--,--,--,--,--,--,--,--,--,--
452,452,453,454,T.J. Jones,,,WR151,,,,,,424.0,424.0,00-0031189,WR,2017,0.9487179487179487,25,2014,0.4307142857142857,12.613636,0.011000000000000001,189.0,1.2,11,0,0.0,0,0,0.0,0,30,399.0,1,0.0,0,0.0,0,0,0.0,0,19,190.0,2,0.0
453,453,454,455,Jason Sanders,MIA,11,K34,,,,,,425.0,425.0,00-0034794,K,2017,--,21,2018,-1.0,--,0.004,229.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
454,454,455,456,Jeremy Kerley,,,WR152,,,,,,426.0,426.0,00-0028091,WR,2017,0.9565217391304348,28,2011,0.55875,20.274761,0.005,153.0,2.6,7,0,0.0,0,0,0.0,0,22,217.0,1,1.0,0,0.0,0,0,0.0,0,2,7.0,0,0.0
455,455,456,457,Chris Conley,,,WR153,,,,,,427.0,427.0,00-0032128,WR,2017,0.7755102040816326,24,2015,0.8860000000000001,12.815,0.005,76.0,7.0,5,0,0.0,0,0,0.0,0,11,175.0,0,0.0,0,0.0,0,0,0.0,0,32,334.0,5,2.0
456,456,457,458,Niles Paul,,,TE62,,,,,,428.0,428.0,00-0028093,TE,2017,0.92,28,2011,0.3407142857142857,3.4301815,0.013000000000000001,155.0,2.5,11,0,0.0,0,2,4.0,0,13,94.0,0,0.0,0,0.0,0,1,-3.0,0,10,98.0,0,0.0
457,457,458,459,Keith Smith,,,RB125,,,,,,429.0,429.0,00-0030968,FB,2017,1.0,25,2014,-1.0,0.76666665,0.008,,0.0,4,0,0.0,0,0,0.0,0,5,26.0,0,0.0,0,0.0,0,1,0.0,0,5,23.0,0,0.0
458,458,459,460,Patrick DiMarco,,,RB126,,,,,,430.0,430.0,00-0028581,RB,2017,1.0,28,2011,-1.0,3.0485713,0.013000000000000001,,0.0,8,0,0.0,0,2,-2.0,0,7,28.0,0,0.0,0,0.0,0,1,9.0,0,3,62.0,0,0.0
459,459,460,461,Andy Janovich,,,RB127,,,,,,431.0,431.0,00-0032956,FB,2017,0.84375,24,2016,0.1475,5.5,0.004,176.0,1.7,9,0,0.0,0,6,12.0,1,4,35.0,0,0.0,0,0.0,0,2,5.0,0,8,112.0,1,0.0
460,460,461,462,Joe Webb,III,,QB54,,,,,,432.0,432.0,00-0027796,QB,2017,1.0,30,2010,0.035625,0.1800001,0.006,199.0,0.9,2,2,35.0,0,8,54.0,0,0,0.0,0,1.0,0,0.0,0,0,0.0,0,2,13.0,0,0.0
461,461,462,463,Nick Boyle,,,TE63,,,,,,433.0,433.0,00-0031598,TE,2017,0.5365853658536586,24,2015,0.69,4.7698097,0.004,171.0,1.9,15,0,0.0,0,0,0.0,0,28,203.0,0,0.0,0,0.0,0,0,0.0,0,23,213.0,0,0.0
462,462,463,464,Chris Moore,WAS,4,WR154,,,,,,434.0,434.0,00-0032398,WR,2017,1.0,24,2016,0.4223076923076923,19.62989,0.005,107.0,4.8,10,0,0.0,0,2,-9.0,0,18,248.0,3,0.0,0,0.0,0,5,17.0,0,19,196.0,1,0.0
463,463,464,465,Jermaine Gresham,,,TE64,,,,,,435.0,435.0,00-0027873,TE,2017,1.0,29,2010,0.765,18.25824,0.042,21.0,15.2,14,0,0.0,0,0,0.0,0,33,322.0,2,0.0,0,0.0,0,0,0.0,0,9,94.0,0,1.0
464,464,465,466,Justin Hunter ,,,WR155,,,,,,436.0,436.0,00-0030521,WR,2017,0.6805555555555556,26,2013,0.1314285714285714,8.423,0.005,34.0,12.1,5,0,0.0,0,0,0.0,0,4,23.0,1,0.0,0,0.0,0,0,0.0,0,3,21.0,0,0.0
465,465,466,467,Demarcus Robinson,SF,11,WR156,,,,,,437.0,437.0,00-0032775,WR,2017,1.0,22,2016,0.578125,9.832889,0.005,126.0,3.8,10,0,0.0,0,0,0.0,0,21,212.0,0,0.0,0,0.0,0,0,0.0,0,22,288.0,4,0.0
466,466,467,468,Brandon Weeden,,,QB55,,,,,,438.0,438.0,00-0029677,QB,2017,1.0,33,2012,-1.0,--,0.004,22.0,14.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,-1.0,0,0,0.0,0,0.0
467,467,468,469,Demetrius Harris ,,,TE65,,,,,,439.0,439.0,00-0030155,TE,2017,0.8305084745762712,26,2013,0.4624999999999999,13.973974,0.01,,0.0,13,0,0.0,0,0,0.0,0,18,224.0,1,0.0,0,0.0,0,0,0.0,0,12,164.0,3,0.0
468,468,469,470,Seth DeValve,,,TE66,,,,,,440.0,440.0,00-0033080,TE,2017,1.0,24,2016,0.498125,8.070958,0.004,138.0,3.2,16,0,0.0,0,0,0.0,0,33,395.0,1,1.0,0,0.0,0,0,0.0,0,5,74.0,1,0.0
469,469,470,471,Nate Sudfeld,,,QB56,,,,,,441.0,441.0,00-0032792,QB,2017,1.0,23,2016,0.68,,0.004,187.0,1.3,1,19,134.0,0,1,22.0,0,0,0.0,0,0.0,1,22.0,1,2,-2.0,0,0,0.0,0,0.0
470,470,471,472,Lee Smith,,,TE67,,,,,,442.0,442.0,00-0028097,TE,2017,0.7652173913043478,29,2011,0.3356249999999999,0.87999994,0.017,159.0,2.3,6,0,0.0,0,0,0.0,0,8,76.0,0,0.0,0,0.0,0,0,0.0,0,10,73.0,3,0.0
471,471,472,473,Lance Kendricks,,,TE68,,,,,,443.0,443.0,00-0027985,TE,2017,1.0,29,2011,0.448125,12.976182,0.012,47.0,10.1,11,0,0.0,0,0,0.0,0,18,203.0,1,0.0,0,0.0,0,0,0.0,0,19,170.0,1,0.0
472,472,473,474,Eli Rogers ,,,WR157,,,,,,444.0,444.0,00-0031782,WR,2017,1.0,24,2015,-1.0,9.524546,0.004,,0.0,11,0,0.0,0,0,0.0,0,18,149.0,1,0.0,0,0.0,0,1,-4.0,0,12,79.0,0,0.0
473,473,474,475,A.J. Derby,,,TE69,,,,,,445.0,445.0,00-0031609,TE,2017,0.967741935483871,25,2015,0.4427272727272727,30.268547,0.004,202.0,0.8,11,0,0.0,0,0,0.0,0,21,244.0,2,1.0,0,0.0,0,0,0.0,0,3,48.0,1,0.0
474,474,475,476,Benny Cunningham Jr.,,,RB128,,,,,,446.0,446.0,00-0029795,RB,2017,0.963855421686747,27,2013,-1.0,18.952726,0.006,,0.0,11,0,0.0,0,9,29.0,0,20,240.0,2,0.0,0,0.0,0,11,20.0,0,1,9.0,0,0.0
475,475,476,477,Chad Hansen,,,WR158,,,,,,447.0,447.0,00-0033840,WR,2017,1.0,22,2017,0.3453333333333333,7.1546664,--,141.0,3.1,6,0,0.0,0,0,0.0,0,9,94.0,0,0.0,--,--,--,--,--,--,--,--,--,--
476,476,477,478,De'Anthony Thomas,,,WR159,,,,,,448.0,448.0,00-0031060,WR,2017,0.7538461538461538,24,2014,0.196875,22.921944,0.005,124.0,3.9,9,0,0.0,0,1,4.0,0,14,143.0,2,0.0,0,0.0,0,1,6.0,0,3,29.0,1,0.0
477,477,478,479,Jamize Olawale,,,RB129,,,,,,449.0,449.0,00-0029492,RB,2017,1.0,28,2012,-1.0,5.146667,0.013999999999999999,,0.0,6,0,0.0,0,9,43.0,1,6,33.0,0,0.0,0,0.0,0,0,0.0,0,2,13.0,0,0.0
478,478,479,480,Chris Herndon,IV,,TE70,,,,,,450.0,450.0,00-0034766,TE,2017,--,21,2018,-1.0,--,0.004,107.0,4.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,39,502.0,4,0.0
479,479,480,481,Nick O'Leary,,,TE71,,,,,,451.0,451.0,00-0032117,TE,2017,1.0,25,2015,0.5453333333333334,11.040897,0.006999999999999999,194.0,1.1,13,0,0.0,0,0,0.0,0,22,322.0,2,1.0,0,0.0,0,0,0.0,0,8,86.0,1,0.0
480,480,481,482,Logan Paulsen,,,TE72,,,,,,452.0,452.0,00-0027215,TE,2017,1.0,30,2010,-1.0,0.0,0.006,,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,9,91.0,1,0.0
481,481,482,483,Geno Smith,LV,,QB57,,,,,,453.0,453.0,00-0030565,QB,2017,0.891566265060241,26,2013,0.53,48.807198,0.006,39.0,11.3,2,21,212.0,1,4,12.0,0,0,0.0,0,2.0,1,8.0,0,8,2.0,0,0,0.0,0,1.0
482,482,483,484,Mason Rudolph,PIT,7,QB58,,,,,,454.0,454.0,00-0034771,QB,2017,--,22,2018,-1.0,--,0.006,76.0,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
483,483,484,485,Josh Hill,,,TE73,,,,,,455.0,455.0,00-0030216,TE,2017,0.9518072289156626,27,2013,0.57375,6.8312225,0.017,,0.0,10,0,0.0,0,1,-8.0,0,16,125.0,1,2.0,0,0.0,0,0,0.0,0,16,185.0,1,0.0
484,484,485,486,Blaine Gabbert,,,QB59,,,,,,456.0,456.0,00-0027948,QB,2017,0.9009009009009009,27,2011,1.0,33.65692,0.011000000000000001,10.0,19.9,5,95,1086.0,6,22,82.0,0,0,0.0,0,8.0,61,626.0,4,6,0.0,0,0,0.0,0,4.0
485,485,486,487,Kendrick Bourne,NE,11,WR160,,,,,,457.0,457.0,00-0033307,WR,2017,1.0,22,2017,0.3718181818181818,15.393445,0.003,,0.0,10,0,0.0,0,0,0.0,0,16,257.0,0,0.0,0,0.0,0,0,0.0,0,42,487.0,4,0.0
486,486,487,488,Josh Reynolds,NYJ,11,WR161,,,,,,458.0,458.0,00-0033943,WR,2017,1.0,22,2017,0.2724999999999999,20.242142,0.005,117.0,4.3,8,0,0.0,0,0,0.0,0,11,104.0,1,0.0,0,0.0,0,2,8.0,0,29,402.0,5,0.0
