Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
181,181,181,182,DJ Chark Jr.,ATL,14,WR68,206.0,166.0,,186.0,00-0034777,WR,2021,0.7384615384615385,24,2018,0.6425,58.463337,0.048,61.0,8.4,3,0,0.0,0,0,0.0,0,7,154.0,2,0.0,0,0.0,0,0,0.0,0,30,502.0,3,0.0
182,182,182,183,Jalen Tolbert,DAL,9,WR69,172.0,200.0,,186.0,00-0037666,WR,2021,--,22,2022,-1.0,--,0.006,88.0,6.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,2,12.0,0,0.0
183,183,183,184,Taysom Hill,NO,14,TE19,138.0,235.0,,186.5,00-0033357,TE,2021,0.9629629629629629,31,2017,0.555,74.04849,0.055,,0.0,12,78,978.0,4,70,374.0,5,4,52.0,0,5.0,13,240.0,2,96,575.0,7,9,77.0,2,0.0
184,184,184,185,Deshaun Watson,CLE,9,QB22,171.0,202.0,,186.5,00-0033537,QB,2021,0.8888888888888888,25,2017,-1.0,--,0.221,12.0,18.8,--,--,--,--,--,--,--,--,--,--,--,99,1102.0,7,36,175.0,1,0,0.0,0,5.0
185,185,185,186,Matt Prater,,,K9,213.0,161.0,,187.0,00-0023853,K,2021,0.9282296650717703,37,2007,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
186,186,186,187,Nick Folk,NYJ,10,K10,176.0,198.0,,187.0,00-0025565,K,2021,0.874251497005988,36,2007,0.2247058823529412,--,0.012,178.0,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
187,187,187,188,Jameis Winston,NYG,9,QB23,188.0,186.0,,187.0,00-0031503,QB,2021,0.8859649122807017,27,2015,0.8585714285714285,64.02265,0.067,1.0,34.6,7,95,1170.0,14,32,166.0,1,0,0.0,0,4.0,73,858.0,4,5,16.0,0,0,0.0,0,5.0
188,188,188,189,J.D. McKissic ,,,RB58,207.0,170.0,,188.5,00-0032602,RB,2021,0.8,28,2016,0.4554545454545454,60.93618,0.017,,0.0,11,0,0.0,0,48,212.0,2,43,397.0,2,0.0,0,0.0,0,22,95.0,0,27,173.0,0,0.0
189,189,189,190,Carson Wentz,,,QB24,139.0,,,139.0,00-0032950,QB,2021,0.9587628865979382,28,2016,0.9817647058823528,32.052044,0.17,2.0,30.2,17,322,3563.0,27,57,215.0,1,0,0.0,0,12.0,172,1755.0,11,22,86.0,1,0,0.0,0,10.0
190,190,190,191,Cameron Brate,,,TE20,140.0,,,140.0,00-0031273,TE,2021,0.9914529914529915,30,2014,0.3988235294117647,6.7059584,0.019,,0.0,16,0,0.0,0,0,0.0,0,30,245.0,4,0.0,0,0.0,0,0,0.0,0,20,174.0,0,0.0
191,191,191,192,Mike Davis,,,RB59,197.0,182.0,,189.5,00-0032063,RB,2021,0.96875,28,2015,0.5558823529411764,26.252205,0.006,126.0,3.8,17,0,0.0,0,138,503.0,3,44,259.0,1,3.0,0,0.0,0,8,18.0,0,2,4.0,0,0.0
192,192,192,193,Las Vegas Raiders,DST,6,DST11,141.0,,,141.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
193,193,193,194,Chicago Bears,DST,14,DST12,145.0,,,145.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
194,194,194,195,D'Onta Foreman,,,RB60,193.0,191.0,,192.0,00-0033925,RB,2021,0.5686274509803921,25,2017,0.3833333333333332,26.497501,0.01,89.0,6.0,9,0,0.0,0,133,566.0,3,9,123.0,0,1.0,0,0.0,0,203,914.0,5,5,26.0,0,0.0
195,195,195,196,Isaiah Likely,BAL,10,TE21,164.0,222.0,,193.0,00-0037838,TE,2021,--,21,2022,-1.0,--,0.005,139.0,3.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,36,373.0,3,0.0
196,196,196,197,Greg Joseph,,,K11,148.0,,,148.0,00-0034450,K,2021,0.9705882352941176,27,2018,-1.0,--,0.012,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
197,197,197,198,Jakobi Meyers,LV,6,WR70,210.0,177.0,,193.5,00-0034960,WR,2021,0.98,24,2019,0.8364705882352941,22.259956,0.019,,0.0,16,2,45.0,0,1,9.0,0,83,866.0,2,1.0,0,0.0,0,2,9.0,0,67,804.0,6,1.0
198,198,198,199,Mo Alie-Cox,IND,14,TE22,149.0,,,149.0,00-0033217,TE,2021,0.9838709677419355,27,2017,0.5488235294117648,26.439045,0.027999999999999997,,0.0,17,0,0.0,0,0,0.0,0,24,316.0,4,0.0,0,0.0,0,0,0.0,0,19,189.0,3,1.0
199,199,199,200,Ryan Tannehill ,,,QB25,152.0,237.0,,194.5,00-0029701 ,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
200,200,200,201,Irv Smith Jr.,HOU,6,TE23,217.0,173.0,,195.0,00-0034970,TE,2021,0.5918367346938775,23,2019,-1.0,--,0.008,50.0,9.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,25,182.0,2,0.0
201,201,201,202,Sony Michel,,,RB61,157.0,234.0,,195.5,00-0034845,RB,2021,0.8787878787878788,26,2018,0.49,48.546837,0.008,31.0,12.7,17,0,0.0,0,208,845.0,4,21,128.0,1,1.0,0,0.0,0,36,106.0,0,9,53.0,0,0.0
202,202,202,203,Robert Tonyan,KC,8,TE24,201.0,192.0,,196.5,00-0033757,TE,2021,0.7846153846153846,27,2017,0.60125,34.67143,0.018000000000000002,,0.0,8,0,0.0,0,0,0.0,0,18,204.0,2,0.0,0,0.0,0,0,0.0,0,53,470.0,2,0.0
203,203,203,204,Los Angeles Chargers,DST,8,DST13,,158.0,,158.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
204,204,204,205,Matt Ryan,,,QB26,203.0,195.0,,199.0,00-0026143,QB,2021,0.9953703703703703,36,2008,0.9705882352941176,63.336647,0.16899999999999998,3.0,27.6,17,375,3968.0,20,40,82.0,1,0,0.0,0,16.0,309,3057.0,14,27,70.0,1,0,0.0,0,18.0
205,205,205,206,Jameson Williams,DET,6,WR71,225.0,174.0,,199.5,00-0037240,WR,2021,--,20,2022,-1.0,--,0.021,12.0,18.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,40.0,0,1,41.0,1,0.0
206,206,206,207,New England Patriots,DST,10,DST14,220.0,179.0,,199.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
207,207,207,208,Greg Zuerlein,,,K12,161.0,,,161.0,00-0029621,K,2021,0.9818181818181818,33,2012,0.395625,--,0.01,171.0,1.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
208,208,208,209,Brandon McManus,GB,14,K13,231.0,169.0,,200.0,00-0029822,K,2021,0.9923664122137404,30,2014,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
209,209,209,210,Nico Collins,HU,6 O,WR72,212.0,188.0,,200.0,00-0036554,WR,2021,0.8235294117647058,22,2021,0.5907142857142859,14.682197,0.006999999999999999,89.0,6.0,14,0,0.0,0,0,0.0,0,33,446.0,1,0.0,0,0.0,0,0,0.0,0,37,481.0,2,0.0
210,210,210,211,Rodrigo Blankenship,,,K14,223.0,180.0,,201.5,00-0035849,K,2021,0.6363636363636364,24,2020,-1.0,--,0.005,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
211,211,211,212,Chris Boswell,PIT,9,K15,167.0,,,167.0,00-0031136,K,2021,0.963963963963964,30,2014,-1.0,,0.024,,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0.0,--,--,--,--,--,--,--,--,--,--
212,212,212,213,Darrel Williams,,,RB62,186.0,221.0,,203.5,00-0034301,RB,2021,0.9384615384615385,26,2018,0.4705882352941176,69.52721,0.006,,0.0,17,0,0.0,0,144,558.0,6,47,452.0,2,0.0,0,0.0,0,21,102.0,1,4,9.0,0,0.0
213,213,213,214,Ryan Succop,,,K16,229.0,183.0,,206.0,00-0026968,K,2021,0.9537037037037037,34,2009,0.1870588235294117,--,0.022000000000000002,256.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
214,214,214,215,Jared Goff,DET,6,QB27,177.0,,,177.0,00-0033106,QB,2021,0.9587628865979382,26,2016,0.9928571428571428,45.617516,0.17800000000000002,1.0,34.6,14,332,3245.0,19,17,87.0,0,0,0.0,0,14.0,382,4438.0,29,29,73.0,0,1,5.0,0,11.0
215,215,215,216,Noah Fant,CIN,10,TE25,199.0,217.0,,208.0,00-0035644,TE,2021,0.96,23,2019,0.8443750000000001,42.323837,0.017,20.0,15.5,16,0,0.0,0,0,0.0,0,68,670.0,4,0.0,0,0.0,0,0,0.0,0,50,486.0,4,0.0
216,216,216,217,Cleveland Browns,DST,9,DST15,232.0,185.0,,208.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
217,217,217,218,Wil Lutz,DEN,9,K17,208.0,211.0,,209.5,00-0032569,K,2021,0.8247422680412371,27,2016,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
218,218,218,219,Gerald Everett,,,TE26,219.0,201.0,,210.0,00-0033895,TE,2021,0.9382716049382716,27,2017,0.7520000000000001,26.261238,0.028999999999999998,44.0,10.5,15,0,0.0,0,3,20.0,0,48,478.0,4,2.0,0,0.0,0,1,0.0,0,58,555.0,4,0.0
219,219,219,220,Pittsburgh Steelers,DST,9,DST16,230.0,194.0,,212.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
220,220,220,221,Wan'Dale Robinson,NYG,9,WR73,,187.0,,187.0,00-0038117,WR,2021,--,20,2022,-1.0,--,0.01,43.0,10.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,-1.0,0,23,227.0,1,0.0
221,221,221,222,K.J. Osborn,WAS,14,WR74,,189.0,,189.0,00-0036345,WR,2021,0.8181818181818182,24,2020,0.6823529411764707,48.82566,0.004,176.0,1.7,17,0,0.0,0,1,10.0,0,50,655.0,7,0.0,0,0.0,0,3,6.0,0,60,650.0,5,0.0
222,222,222,223,KJ Hamler,BUF,7,WR75,,190.0,,190.0,00-0036412,WR,2021,0.5,22,2020,0.4299999999999999,7.923333,0.009000000000000001,46.0,10.2,3,0,0.0,0,0,0.0,0,5,74.0,0,0.0,0,0.0,0,2,23.0,0,7,165.0,0,0.0
223,223,223,224,Austin Hooper,NE,10,TE27,218.0,213.0,,215.5,00-0032392,TE,2021,0.9278350515463918,26,2016,0.685625,17.010952,0.028999999999999998,81.0,6.6,15,0,0.0,0,0,0.0,0,38,345.0,3,0.0,0,0.0,0,0,0.0,0,41,444.0,2,0.0
224,224,224,225,Chuba Hubbard,CAR,13,RB63,,196.0,,196.0,00-0036555,RB,2021,1.0,22,2021,0.3923529411764706,32.128,0.006,126.0,3.8,16,0,0.0,0,172,612.0,5,25,174.0,1,1.0,0,0.0,0,95,466.0,2,14,171.0,0,0.0
225,225,225,226,Alec Pierce,IND,14,WR76,,197.0,,197.0,00-0037664,WR,2021,--,21,2022,-1.0,--,0.008,53.0,9.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,41,593.0,2,0.0
226,226,226,227,Tyrion Davis-Price,GB,14,RB64,,199.0,,199.0,00-0037827,RB,2021,--,20,2022,-1.0,--,0.006,93.0,5.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,34,99.0,0,0,0.0,0,0.0
227,227,227,228,Evan Engram,DEN,9,TE28,222.0,218.0,,220.0,00-0033881,TE,2021,0.8765432098765432,26,2017,0.7466666666666667,15.555239,0.043,23.0,14.6,15,0,0.0,0,1,-3.0,0,46,408.0,3,1.0,0,0.0,0,2,13.0,0,73,766.0,4,0.0
228,228,228,229,Devin Duvernay,CHI,14,WR77,204.0,,,204.0,00-0036331,WR,2021,0.9696969696969697,23,2020,0.51,9.264095,0.006,92.0,5.8,15,0,0.0,0,7,50.0,0,33,272.0,2,0.0,0,0.0,0,12,84.0,1,37,407.0,3,0.0
229,229,229,230,Gus Edwards,,,RB65,227.0,216.0,,221.5,00-0034184,RB,2021,0.7166666666666667,26,2018,-1.0,--,0.023,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,87,433.0,3,0,0.0,0,1.0
230,230,230,231,Cade York,,,K18,205.0,,,205.0,00-0038097,K,2021,--,20,2022,-1.0,--,0.005,124.0,3.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
231,231,231,232,Philadelphia Eagles,DST,7,DST17,237.0,207.0,,222.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
232,232,232,233,Jeff Wilson Jr.,SF,9,RB66,,206.0,,206.0,00-0034115,RB,2021,0.7090909090909091,25,2018,0.3966666666666666,51.67766,0.005,,0.0,6,0,0.0,0,79,294.0,2,7,31.0,0,0.0,0,0.0,0,176,860.0,5,22,185.0,1,2.0
233,233,233,234,Eno Benjamin,,,RB67,,208.0,,208.0,00-0036383,RB,2021,0.30303030303030304,22,2020,0.1511111111111111,16.313334,0.004,222.0,0.2,7,0,0.0,0,34,118.0,1,6,42.0,0,0.0,0,0.0,0,77,313.0,2,25,193.0,0,0.0
234,234,234,235,Marvin Jones Jr.,,,WR78,,210.0,,210.0,00-0029293,WR,2021,0.9090909090909091,31,2012,0.9041176470588236,43.3275,0.034,166.0,2.0,17,0,0.0,0,0,0.0,0,73,832.0,4,0.0,0,0.0,0,0,0.0,0,46,529.0,3,0.0
235,235,235,236,Washington Commanders,DST,14,DST18,211.0,,,211.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
236,236,236,237,Tennessee Titans,DST,6,DST19,226.0,224.0,,225.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
237,237,237,238,Robbie Chosen,SF,9,WR79,,214.0,,214.0,00-0032688,WR,2021,1.0,28,2016,0.8564705882352941,36.150146,0.081,,0.0,17,0,0.0,0,3,36.0,0,53,519.0,5,0.0,0,0.0,0,0,0.0,0,20,282.0,1,1.0
238,238,238,239,Zay Jones,ARI,13,WR80,214.0,,,214.0,00-0033891,WR,2021,0.9876543209876543,26,2017,0.5664705882352942,28.574,0.038,37.0,11.6,15,0,0.0,0,2,3.0,0,47,546.0,1,1.0,0,0.0,0,4,18.0,0,82,823.0,5,0.0
239,239,239,240,Logan Thomas,,,TE29,216.0,,,216.0,00-0031260,TE,2021,0.897196261682243,30,2014,0.75,9.037001,0.044000000000000004,120.0,4.1,5,0,0.0,0,0,0.0,0,18,196.0,3,1.0,0,0.0,0,0,0.0,0,39,323.0,1,0.0
240,240,240,241,Cincinnati Bengals,DST,10,DST20,235.0,223.0,,229.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
241,241,241,242,Van Jefferson,TEN,6,WR81,,220.0,,220.0,00-0036415,WR,2021,1.0,25,2020,0.8011764705882353,36.07309,0.006999999999999999,57.0,8.9,17,0,0.0,0,2,20.0,0,50,802.0,6,0.0,0,0.0,0,0,0.0,0,24,369.0,3,0.0
242,242,242,243,Jason Sanders,MIA,11,K19,221.0,,,221.0,00-0034794,K,2021,1.0,25,2018,0.3035294117647059,--,0.024,229.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
243,243,243,244,Miami Dolphins,DST,11,DST21,236.0,227.0,,231.5,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
244,244,244,245,Daniel Jones,IND,14,QB28,224.0,240.0,,232.0,00-0035710,QB,2021,0.7959183673469388,24,2019,0.948181818181818,72.195305,0.034,6.0,23.2,11,232,2428.0,10,62,298.0,2,1,16.0,0,10.0,317,3205.0,15,120,708.0,7,0,0.0,0,8.0
245,245,245,246,Dontrell Hilliard ,,,RB68,,225.0,,225.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
246,246,246,247,Jerick McKinnon,,,RB69,,226.0,,226.0,00-0031376,RB,2021,0.6141732283464567,29,2014,0.1769230769230769,16.47238,0.006,96.0,5.5,7,0,0.0,0,12,62.0,0,13,107.0,1,0.0,0,0.0,0,72,291.0,1,56,512.0,9,1.0
247,247,247,248,Randall Cobb,,,WR82,,228.0,,228.0,00-0028002,WR,2021,0.936046511627907,31,2011,0.4725,59.100906,0.013999999999999999,64.0,8.1,11,0,0.0,0,1,1.0,0,28,375.0,5,0.0,0,0.0,0,0,0.0,0,34,417.0,1,0.0
248,248,248,249,Jake Elliott,PHI,7,K20,228.0,,,228.0,00-0033787,K,2021,1.0,26,2017,0.39,--,0.021,153.0,2.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
249,249,249,250,Kenyan Drake,,,RB70,,229.0,,229.0,00-0033118,RB,2021,0.9270833333333334,27,2016,0.3441666666666667,47.31174,0.005,73.0,7.3,12,0,0.0,0,63,254.0,2,30,291.0,1,0.0,0,0.0,0,109,482.0,4,17,89.0,1,0.0
250,250,250,251,Parris Campbell,,,WR83,,230.0,,230.0,00-0035639,WR,2021,0.30612244897959184,24,2019,0.4400000000000001,20.674667,0.006,59.0,8.6,6,0,0.0,0,0,0.0,0,10,162.0,1,0.0,0,0.0,0,5,58.0,0,63,623.0,3,0.0
251,251,251,252,Samaje Perine,CIN,10,RB71,,231.0,,231.0,00-0033526,RB,2021,0.9861111111111112,25,2017,0.26375,23.744093,0.009000000000000001,114.0,4.4,15,0,0.0,0,55,246.0,1,27,196.0,1,0.0,0,0.0,0,95,394.0,2,38,287.0,4,0.0
252,252,252,253,A.J. Green,,,WR84,,233.0,,233.0,00-0027942,WR,2021,0.8956043956043956,33,2011,0.805625,34.057335,0.017,4.0,25.8,16,0,0.0,0,0,0.0,0,54,848.0,3,0.0,0,0.0,0,0,0.0,0,24,236.0,2,0.0
253,253,253,254,Dustin Hopkins,CLE,9,K21,233.0,,,233.0,00-0030098,K,2021,0.8898305084745762,30,2013,0.3847058823529412,--,0.013999999999999999,177.0,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
254,254,254,255,Kansas City Chiefs,DST,8,DST22,234.0,,,234.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
255,255,255,256,David Bell,CLE,9,WR85,,236.0,,236.0,00-0037257,WR,2021,--,20,2022,-1.0,--,0.006,99.0,5.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,24,214.0,0,0.0
256,256,256,257,Minnesota Vikings,DST,7,DST23,238.0,,,238.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
257,257,257,258,Donovan Peoples-Jones,NO,14,WR86,,238.0,,238.0,00-0036233,WR,2021,0.8181818181818182,22,2020,0.7764285714285715,55.1709,0.004,187.0,1.3,13,0,0.0,0,0,0.0,0,34,597.0,3,1.0,0,0.0,0,1,2.0,0,61,839.0,3,1.0
258,258,258,259,Curtis Samuel,BUF,7,WR87,,239.0,,239.0,00-0033282,WR,2021,0.7654320987654321,25,2017,0.236,5.543,0.063,40.0,11.1,5,0,0.0,0,4,11.0,0,6,27.0,0,0.0,0,0.0,0,38,187.0,1,64,656.0,4,1.0
259,259,259,260,Hassan Haskins,LAC,8,RB72,,241.0,,241.0,00-0037617,RB,2021,--,21,2022,-1.0,--,0.005,131.0,3.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,25,93.0,0,11,57.0,0,0.0
260,260,260,261,Andre Baccellia,ARI,13,WR88,,242.0,,242.0,00-0035876,WR,2021,--,24,2021,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,7,45.0,0,0.0
261,261,261,262,Parker Houston,,,TE30,,243.0,,243.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
262,262,262,263,Carl Tucker,,,TE31,,244.0,,244.0,00-0036597,TE,2021,--,24,2021,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
263,263,263,264,Tyshaun James,,,WR89,,245.0,,245.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
264,264,264,265,Javon Leake,,,RB73,,246.0,,246.0,00-0035868,RB,2021,1.0,23,2020,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
265,265,265,266,Charles Williams,,,RB74,,247.0,,247.0,WIL180936,CB,2021,--,67,1978,-1.0,--,--,230.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
266,266,266,267,J.J. Koski ,,,WR90,,249.0,,249.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
267,267,267,268,Connor Wedington,,,WR91,,250.0,,250.0,00-0036804,WR,2021,--,22,2021,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
268,268,268,269,Shane Zylstra,DET,6,TE32,,251.0,,251.0,00-0036534,TE,2021,1.0,24,2021,0.3175,0.72,0.004,,0.0,2,0,0.0,0,0,0.0,0,3,34.0,0,0.0,0,0.0,0,0,0.0,0,11,60.0,4,0.0
269,269,269,270,Shaquelle Evans,,,WR92,,252.0,,252.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
270,270,270,271,Terrell Sinkfield,,,WR93,,254.0,,254.0,00-0029981,DB,2021,--,30,2017,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
271,271,271,272,Diontae Spencer,,,WR94,,255.0,,255.0,00-0031319,WR,2021,0.86,29,2019,0.0553333333333333,0.12249999,0.001,,0.0,4,0,0.0,0,0,0.0,0,1,-3.0,0,0.0,--,--,--,--,--,--,--,--,--,--
272,272,272,273,Bennie Fowler,III,,WR95,,256.0,,256.0,00-0030670,WR,2021,0.8571428571428571,30,2014,-1.0,--,0.005,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
273,273,273,274,Cade Brewer,,,TE33,,257.0,,257.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
274,274,274,275,Levi Lewis,,,QB29,,258.0,,258.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
275,275,275,276,Kendal Thompson,,,WR96,,259.0,,259.0,00-0033143,WR,2021,0.0,29,2016,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
276,276,276,277,Terry Swanson,,,RB75,,260.0,,260.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
277,277,277,278,David Watford,,,WR97,,261.0,,261.0,00-0033146,WR,2021,1.0,28,2016,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
278,278,278,279,Ryan Nall,,,RB76,,262.0,,262.0,00-0034597,RB,2021,0.8918918918918919,25,2018,-1.0,0.49999997,0.005,,0.0,2,0,0.0,0,1,4.0,0,1,4.0,0,0.0,--,--,--,--,--,--,--,--,--,--
279,279,279,280,Juwan Johnson,NO,14,TE34,,263.0,,263.0,00-0036040,TE,2021,0.875,24,2020,0.2685714285714285,25.713564,0.004,,0.0,12,0,0.0,0,0,0.0,0,13,159.0,4,0.0,0,0.0,0,0,0.0,0,42,508.0,7,0.0
280,280,280,281,Emeka Emezie,,,WR98,,264.0,,264.0,EME675714,WR,2021,--,--,2022,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
281,281,281,282,Brandon Smith,,,CB1,,266.0,,266.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
282,282,282,283,Javian Hawkins,TEN,6,RB77,,268.0,,268.0,00-0036827,RB,2021,1.0,21,2021,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
283,283,283,284,Kenneth Dixon,,,RB78,,269.0,,269.0,00-0032411,RB,2021,0.43137254901960786,27,2016,-1.0,--,--,134.0,3.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
284,284,284,285,Alonzo Moore,,,WR99,,271.0,,271.0,--,D/ST,2021,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
285,285,285,286,Jaron Brown,,,WR100,,272.0,,272.0,00-0030300,WR,2021,0.9043478260869565,31,2013,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
286,286,286,287,Matthew Wright,CAR,13,K22,,273.0,,273.0,00-0035189,K,2021,1.0,25,2020,-1.0,--,0.005,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
