Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
194,194,194,195,.J. Howard,O,,TE25,146.0,,,178.5,00-0033879,TE,2019,0.7916666666666666,24,2017,0.7861538461538462,19.022652,0.017,19.0,15.8,12,0,0.0,0,0,0.0,0,34,459.0,1,1.0,0,0.0,0,0,0.0,0,11,146.0,2,0.0
195,195,195,196,Jerick McKinnon,,,RB62,186.0,,,218.3,00-0031376,RB,2019,0.5212765957446809,27,2014,-1.0,--,0.006,96.0,5.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,81,319.0,5,33,253.0,1,0.0
196,196,196,197,Bryce Love,,,RB63,,,,231.5,00-0035256,RB,2019,0.0,22,2019,-1.0,--,0.004,112.0,4.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
197,197,197,198,Brandon Aiyuk,SF,11,WR67,197.0,,,183.0,00-0036261,WR,2019,--,21,2020,-1.0,--,0.016,25.0,14.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,6,77.0,2,60,748.0,5,0.0
198,198,198,199,Joshua Kelley,,,RB64,,,,195.0,00-0036370,RB,2019,--,21,2020,-1.0,--,0.005,112.0,4.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,111,354.0,2,23,148.0,0,2.0
199,199,199,200,Ian Thomas,LV,6,TE26,,,,161.0,00-0034365,TE,2019,1.0,23,2018,0.2728571428571428,28.185278,0.005,101.0,5.2,9,0,0.0,0,0,0.0,0,16,136.0,1,0.0,0,0.0,0,0,0.0,0,20,145.0,1,0.0
200,200,200,201,Bryan Edwards,,,WR68,199.0,,,187.7,00-0036365,WR,2019,--,20,2020,-1.0,--,0.006,81.0,6.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,11,193.0,1,0.0
201,201,201,202,Zane Gonzalez,,,K7,178.0,,,197.0,00-0033862,K,2019,1.0,24,2017,0.3366666666666666,--,0.016,224.0,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
202,202,202,203,Benny Snell Jr.,,,RB65,,,,212.5,00-0035217,RB,2019,0.8125,21,2019,0.1958333333333333,35.036545,0.004,122.0,4.0,11,0,0.0,0,108,426.0,2,3,23.0,0,1.0,0,0.0,0,111,368.0,4,10,61.0,0,1.0
203,203,203,204,Tyler Eifert,,,TE27,168.0,,,214.0,00-0030549,TE,2019,0.7474747474747475,28,2013,0.442142857142857,19.8785,0.024,21.0,15.2,16,0,0.0,0,0,0.0,0,43,436.0,3,0.0,0,0.0,0,0,0.0,0,36,349.0,2,0.0
204,204,204,205,Sam Darnold,SEA,6,QB29,,,,170.0,00-0034869,QB,2019,0.96875,22,2018,0.9945454545454544,76.132774,0.043,3.0,27.6,13,273,3024.0,19,33,62.0,2,0,0.0,0,16.0,217,2208.0,9,37,217.0,2,0,0.0,0,13.0
205,205,205,206,Jamaal Williams,,,RB66,,,,171.0,00-0033948,RB,2019,0.9583333333333334,24,2017,0.4091666666666667,44.907307,0.004,134.0,3.4,14,0,0.0,0,107,460.0,1,39,253.0,5,0.0,0,0.0,0,119,505.0,2,31,236.0,1,0.0
206,206,206,207,James Robinson,,,RB67,171.0,,,262.5,00-0035831,RB,2019,--,21,2020,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,240,1070.0,7,49,344.0,3,1.0
207,207,207,208,Dede Westbrook ,,,WR69,,,,172.0,00-0033839,WR,2019,0.7916666666666666,25,2017,0.7285714285714285,45.50838,0.005,110.0,4.7,15,0,0.0,0,5,27.0,0,66,660.0,3,0.0,0,0.0,0,0,0.0,0,1,4.0,0,0.0
208,208,208,209,Denzel Mims,,,WR70,,,,175.0,00-0036255,WR,2019,--,21,2020,-1.0,--,0.006999999999999999,59.0,8.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,23,357.0,0,0.0
209,209,209,210,Irv Smith Jr.,HOU,8,TE28,182.0,,,188.0,00-0034970,TE,2019,1.0,21,2019,0.5893333333333334,13.015,0.008,50.0,9.7,14,0,0.0,0,0,0.0,0,36,311.0,2,0.0,0,0.0,0,0,0.0,0,30,365.0,5,0.0
210,210,210,211,Los Angeles Chargers,DST,6,DST10,,,,194.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
211,211,211,212,Rashaad Penny,,,RB68,,,,176.0,00-0034750,RB,2019,0.84375,23,2018,0.21625,89.36,0.015,27.0,13.6,9,0,0.0,0,65,370.0,3,8,83.0,1,1.0,0,0.0,0,11,34.0,0,0,0.0,0,0.0
212,212,212,213,Antonio Brown,,,WR71,,,,178.0,00-0027793,WR,2019,1.0,31,2010,0.34,,0.008,195.0,1.0,1,0,0.0,0,1,5.0,0,4,56.0,1,0.0,0,0.0,0,2,-2.0,0,45,483.0,4,0.0
213,213,213,214,Laviska Shenault Jr.,BUF,11,WR72,,,,202.5,00-0036268,WR,2019,--,20,2020,-1.0,--,0.01,42.0,10.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,18,91.0,0,58,600.0,5,0.0
214,214,214,215,John Ross,,,WR73,,,,180.0,00-0033460,WR,2019,0.75,23,2017,0.7414285714285713,126.30785,0.026000000000000002,9.0,20.6,8,0,0.0,0,3,4.0,0,28,506.0,3,1.0,0,0.0,0,0,0.0,0,2,17.0,0,0.0
215,215,215,216,Chase Claypool,,,WR74,,,,214.5,00-0036326,WR,2019,--,21,2020,-1.0,--,0.008,49.0,9.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,10,16.0,2,62,873.0,9,1.0
216,216,216,217,Los Angeles Rams,DST,9,DST11,,,,191.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
217,217,217,218,Tampa Bay Buccaneers,DST,13,DST12,,,,229.5,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
218,218,218,219,Younghoe Koo,ATL,10,K8,,,,233.5,00-0033702,K,2019,1.0,25,2017,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
219,219,219,220,Matt Gay,WAS,8,K9,195.0,,,195.7,00-0035269,K,2019,1.0,25,2019,0.1766666666666667,--,0.004,145.0,2.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
220,220,220,221,Corey Davis,,,WR75,,,,185.0,00-0033871,WR,2019,0.9791666666666666,24,2017,0.7584615384615384,30.969238,0.038,5.0,24.3,15,0,0.0,0,0,0.0,0,43,601.0,2,0.0,0,0.0,0,0,0.0,0,65,984.0,5,1.0
221,221,221,222,Green Bay Packers,DST,5,DST13,185.0,,,220.5,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
222,222,222,223,Lamar Miller,,,RB69,,,,187.0,00-0029615,RB,2019,0.8787878787878788,28,2012,-1.0,--,0.005,97.0,5.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,2,6.0,0,0.0
223,223,223,224,Indianapolis Colts,DST,7,DST14,,,,229.5,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
224,224,224,225,Tee Higgins,CIN,9,WR76,,,,188.0,00-0036410,WR,2019,--,20,2020,-1.0,--,0.011000000000000001,33.0,12.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,5,28.0,0,67,908.0,6,1.0
225,225,225,226,Devonta Freeman,,,RB70,188.0,,,205.5,00-0031285,RB,2019,0.8775510204081632,27,2014,0.6515384615384614,72.7044,0.006999999999999999,103.0,5.1,14,0,0.0,0,184,656.0,2,59,410.0,4,2.0,0,0.0,0,54,172.0,1,7,58.0,0,0.0
226,226,226,227,Dallas Cowboys,DST,10,DST15,,,,226.5,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
227,227,227,228,Ka'imi Fairbairn,HOU,8,K10,,,,217.5,00-0032726,K,2019,0.75,25,2016,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
228,228,228,229,Denver Broncos,DST,5,DST16,,,,205.5,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
229,229,229,230,Michael Badgley,,,K11,192.0,,,218.5,00-0034084,K,2019,0.8076923076923077,24,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
230,230,230,231,Mason Crosby,,,K12,193.0,,,222.0,00-0025580,K,2019,1.0,34,2007,0.3564285714285714,--,0.022000000000000002,193.0,1.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
231,231,231,232,James Washington,,,WR77,,,,195.0,00-0034676 ,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
232,232,232,233,Philadelphia Eagles,DST,9,DST17,,,,213.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
233,233,233,234,Washington Commanders,DST,8,DST18,196.0,,,200.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
234,234,234,235,Jake Elliott,PHI,9,K13,,,,221.0,00-0033787,K,2019,1.0,24,2017,0.33,,0.021,153.0,2.6,1,0,0.0,0,0,0.0,0,0,0.0,0,1.0,--,--,--,--,--,--,--,--,--,--
235,235,235,236,Cincinnati Bengals,DST,9,DST19,,,,197.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
236,236,236,237,Dan Bailey,,,K14,,,,234.0,00-0028660,K,2019,1.0,31,2011,-1.0,--,0.017,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
237,237,237,238,Kenny Stills,,,WR78,,,,205.0,00-0030085,WR,2019,0.9739130434782609,27,2013,0.6654545454545455,27.760897,0.001,144.0,3.0,13,0,0.0,0,0,0.0,0,40,561.0,4,0.0,0,0.0,0,0,0.0,0,11,144.0,1,0.0
238,238,238,239,Josh Gordon,,,WR79,,,,207.0,00-0029664,WR,2019,0.7628865979381443,28,2012,-1.0,25.621998,0.005,1.0,34.6,11,0,0.0,0,1,1.0,0,27,426.0,1,1.0,--,--,--,--,--,--,--,--,--,--
239,239,239,240,Justice Hill,BAL,7,RB71,,,,209.0,00-0034975,RB,2019,1.0,21,2019,0.1714285714285714,17.112858,0.004,113.0,4.5,15,0,0.0,0,58,225.0,2,8,70.0,0,0.0,0,0.0,0,12,60.0,0,5,20.0,0,0.0
240,240,240,241,Darrynton Evans,BUF,11,RB72,,,,210.0,00-0036297,RB,2019,--,21,2020,-1.0,--,0.006,93.0,5.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,14,54.0,0,2,27.0,1,0.0
241,241,241,242,Atlanta Falcons,DST,10,DST20,,,,212.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
242,242,242,243,Randall Cobb,,,WR80,,,,214.0,00-0028002,WR,2019,1.0,29,2011,0.6976923076923077,38.57495,0.045,64.0,8.1,15,0,0.0,0,3,11.0,0,55,828.0,3,1.0,0,0.0,0,0,0.0,0,38,441.0,3,0.0
243,243,243,244,Devin Duvernay,CHI,11,WR81,,,,215.0,00-0036331,WR,2019,--,21,2020,-1.0,--,0.006,92.0,5.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,4,70.0,0,20,201.0,0,0.0
244,244,244,245,Malcolm Brown,,,RB73,,,,216.0,00-0031806,RB,2019,0.921875,26,2015,0.2572727272727272,26.46269,0.009000000000000001,,0.0,13,0,0.0,0,69,255.0,5,2,16.0,0,0.0,0,0.0,0,101,419.0,5,23,162.0,0,1.0
245,245,245,246,Lynn Bowden Jr.,,,WR82,,,,217.0,00-0036364,WR,2019,--,21,2020,-1.0,--,0.006,80.0,6.7,--,--,--,--,--,--,--,--,--,--,--,1,32.0,0,9,32.0,0,28,211.0,0,0.0
246,246,246,247,Willie Snead,IV,,WR83,,,,218.0,00-0030663,WR,2019,0.9629629629629629,26,2014,0.625,24.143957,0.032,,0.0,16,0,0.0,0,2,2.0,0,31,339.0,5,0.0,0,0.0,0,0,0.0,0,33,432.0,3,0.0
247,247,247,248,Cole Beasley,,,WR84,,,,220.0,00-0029000,WR,2019,0.9924242424242424,30,2012,0.7107142857142856,30.477428,0.039,,0.0,15,0,0.0,0,0,0.0,0,67,778.0,6,0.0,1,20.0,1,0,0.0,0,82,967.0,4,0.0
248,248,248,249,Anthony McFarland Jr.,,,RB74,,,,221.0,00-0036336,RB,2019,--,20,2020,-1.0,--,0.005,124.0,3.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,33,113.0,0,6,54.0,0,0.0
249,249,249,250,Detroit Lions,DST,5,DST21,,,,222.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
250,250,250,251,Brian Hill,,,RB75,,,,226.0,00-0033567,RB,2019,0.9761904761904762,23,2017,0.2618181818181818,16.275112,0.011000000000000001,156.0,2.4,10,0,0.0,0,78,323.0,2,10,69.0,1,0.0,0,0.0,0,100,465.0,1,25,199.0,0,1.0
251,251,251,252,Jalen Hurts,PHI,9,QB30,,,,228.0,00-0036389,QB,2019,--,21,2020,-1.0,--,0.008,53.0,9.3,--,--,--,--,--,--,--,--,--,--,--,77,1061.0,6,63,354.0,3,1,3.0,0,6.0
252,252,252,253,Giovani Bernard,,,RB76,,,,229.0,00-0030456,RB,2019,0.9478260869565217,27,2013,0.4164285714285714,5.75,0.027000000000000003,37.0,11.6,16,0,0.0,0,53,170.0,0,30,234.0,0,1.0,0,0.0,0,124,416.0,3,47,355.0,3,1.0
253,253,253,254,Dawson Knox,BUF,11,TE29,,,,230.0,00-0035689,TE,2019,0.9375,22,2019,0.6328571428571429,19.314096,0.005,96.0,5.5,15,0,0.0,0,1,9.0,0,28,388.0,2,0.0,0,0.0,0,0,0.0,0,24,288.0,3,2.0
254,254,254,255,Ryan Fitzpatrick,,,QB31,,,,233.0,00-0023682,QB,2019,0.9171270718232044,36,2005,0.8485714285714286,88.204506,0.028999999999999998,250.0,0.0,15,311,3529.0,20,54,243.0,4,0,0.0,0,15.0,183,2091.0,13,30,151.0,2,1,0.0,0,8.0
255,255,255,256,Royce Freeman,,,RB77,,,,234.0,00-0034838,RB,2019,1.0,23,2018,0.5028571428571428,18.717167,0.006,71.0,7.5,16,0,0.0,0,132,496.0,3,43,256.0,1,0.0,0,0.0,0,35,170.0,0,12,81.0,0,0.0
256,256,256,257,Mohamed Sanu Sr.,,,WR85,,,,235.0,00-0029632,WR,2019,0.890625,30,2012,0.7976923076923078,44.393524,0.006,83.0,6.5,15,0,0.0,0,3,11.0,0,59,520.0,2,0.0,0,0.0,0,1,3.0,0,17,187.0,1,0.0
257,257,257,258,New York Jets,DST,10,DST22,,,,236.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
258,258,258,259,Devin Asiasi,,,TE30,,,,237.0,00-0036194,TE,2019,--,22,2020,-1.0,--,0.006,91.0,5.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,2,39.0,1,0.0
259,259,259,260,C.J. Uzomah ,,,TE31,,,,238.0,00-0032134,TE,2019,1.0,26,2015,0.5742857142857144,27.04923,0.032,157.0,2.4,13,0,0.0,0,0,0.0,0,27,242.0,2,0.0,0,0.0,0,0,0.0,0,8,87.0,1,0.0
260,260,260,261,Tennessee Titans,DST,4,DST23,,,,239.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
261,261,261,262,Jason Sanders,MIA,7,K15,,,,240.0,00-0034794,K,2019,1.0,23,2018,0.2699999999999999,,0.004,229.0,0.0,1,0,0.0,0,0,0.0,0,1,1.0,1,0.0,--,--,--,--,--,--,--,--,--,--
262,262,262,263,Seattle Seahawks,DST,6,DST24,,,,241.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
263,263,263,264,Tyrod Taylor,NYJ,10,QB32,,,,242.0,00-0028118,QB,2019,1.0,30,2011,0.0685714285714285,9.164633,0.028999999999999998,180.0,1.5,4,4,33.0,1,10,7.0,0,0,0.0,0,0.0,16,208.0,0,6,7.0,0,0,0.0,0,0.0
264,264,264,265,Austin Seibert,,,K16,,,,243.0,00-0035145,K,2019,1.0,22,2019,0.3186666666666666,--,0.004,170.0,1.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
265,265,265,266,Frank Gore,,,RB78,,,,247.0,00-0023500,RB,2019,0.9213483146067416,36,2005,0.3513333333333333,26.460667,0.005,65.0,8.0,15,0,0.0,0,166,599.0,2,13,100.0,0,0.0,0,0.0,0,187,653.0,2,16,89.0,0,1.0
266,266,266,267,Jace Sternberger,,,TE32,,,,252.0,00-0035671,TE,2019,0.375,23,2019,0.1639999999999999,,0.005,75.0,7.1,1,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,12,114.0,1,0.0
267,267,267,268,Andy Isabella,,,WR86,,,,253.0,00-0035527,WR,2019,1.0,22,2019,0.1592857142857142,30.355001,0.006,62.0,8.3,9,0,0.0,0,4,15.0,0,9,189.0,1,0.0,0,0.0,0,1,-6.0,0,21,224.0,2,0.0
268,268,268,269,Eno Benjamin,,,RB79,,,,254.0,00-0036383,RB,2019,--,20,2020,-1.0,--,0.004,222.0,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
269,269,269,270,Jalen Richard,,,RB80,,,,255.0,00-0033025,RB,2019,1.0,25,2016,0.2886666666666667,10.115334,0.018000000000000002,,0.0,16,0,0.0,0,39,145.0,0,36,323.0,0,0.0,0,0.0,0,22,123.0,1,19,138.0,0,0.0
270,270,270,271,David Njoku,CLE,9,TE33,,,,258.0,00-0033885,TE,2019,0.75,23,2017,0.38,56.823326,0.013999999999999999,29.0,13.2,3,0,0.0,0,0,0.0,0,5,41.0,1,0.0,0,0.0,0,0,0.0,0,19,213.0,2,0.0
271,271,271,272,Sam Sloman,,,K17,,,,259.0,00-0036436,K,2019,--,21,2020,-1.0,--,0.004,248.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
272,272,272,273,Kendrick Bourne,NE,5,WR87,,,,261.0,00-0033307,WR,2019,1.0,24,2017,0.4230769230769231,27.335999,0.016,,0.0,15,0,0.0,0,0,0.0,0,30,358.0,5,0.0,0,0.0,0,0,0.0,0,49,667.0,2,0.0
273,273,273,274,Josh Reynolds,NYJ,10,WR88,,,,262.0,00-0033943,WR,2019,1.0,24,2017,0.3776923076923077,20.10096,0.005,117.0,4.3,16,0,0.0,0,5,23.0,0,21,326.0,1,0.0,0,0.0,0,1,5.0,0,52,618.0,2,0.0
274,274,274,275,Gus Edwards,,,RB81,,,,263.0,00-0034184,RB,2019,1.0,24,2018,0.3514285714285714,18.589167,0.004,,0.0,16,0,0.0,0,133,711.0,2,7,45.0,0,1.0,0,0.0,0,144,723.0,6,9,129.0,0,1.0
275,275,275,276,Brandon McManus,GB,5,K18,,,,265.0,00-0029822,K,2019,1.0,28,2014,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
276,276,276,277,Will Dissly,LAC,6,TE34,,,,266.0,00-0034159,TE,2019,0.3125,23,2018,0.5900000000000001,84.68167,0.004,120.0,4.1,6,0,0.0,0,1,7.0,0,23,262.0,4,0.0,0,0.0,0,0,0.0,0,24,251.0,2,0.0
277,277,277,278,Jaylen Samuels,,,RB82,,,,267.0,00-0034331,RB,2019,0.9375,23,2018,0.4161538461538461,49.697575,0.004,165.0,2.1,13,4,35.0,0,66,175.0,1,47,305.0,1,2.0,0,0.0,0,9,28.0,0,9,46.0,0,0.0
278,278,278,279,Randy Bullock,,,K19,,,,268.0,00-0029421,K,2019,1.0,29,2012,0.2692857142857143,--,0.012,161.0,2.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
279,279,279,280,Dion Lewis,,,RB83,,,,269.0,00-0028087,RB,2019,0.8411214953271028,28,2011,0.3757142857142857,8.831715,0.008,149.0,2.7,15,0,0.0,0,54,209.0,0,25,164.0,1,1.0,0,0.0,0,29,115.0,2,19,127.0,1,1.0
280,280,280,281,Cleveland Browns,DST,9,DST25,,,,273.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
281,281,281,282,Dustin Hopkins,CLE,9,K20,,,,275.0,00-0030098,K,2019,0.8470588235294118,28,2013,0.2561538461538462,--,0.013999999999999999,177.0,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
282,282,282,283,Danny Amendola,,,WR89,,,,276.0,00-0026035,WR,2019,0.9644970414201184,33,2008,0.6261538461538462,46.559193,0.025,,0.0,15,1,19.0,1,0,0.0,0,62,678.0,1,0.0,0,0.0,0,1,2.0,0,46,602.0,0,0.0
283,283,283,284,Tre'Quan Smith,,,WR90,,,,277.0,00-0034765,WR,2019,0.875,23,2018,0.5962500000000001,25.909334,0.005,91.0,5.9,10,0,0.0,0,0,0.0,0,18,234.0,5,0.0,0,0.0,0,1,3.0,0,34,448.0,4,0.0
284,284,284,285,La'Mical Perine,,,RB84,,,,279.0,00-0036269,RB,2019,--,21,2020,-1.0,--,0.005,120.0,4.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,64,232.0,2,11,63.0,0,0.0
285,285,285,286,Eddy Pineiro,,,K21,,,,280.0,00-0034173,K,2019,0.5,23,2018,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
286,286,286,287,Ito Smith,,,RB85,,,,281.0,00-0034378,RB,2019,0.65625,23,2018,0.2999999999999999,26.138096,0.004,126.0,3.8,7,0,0.0,0,22,106.0,1,11,87.0,0,0.0,0,0.0,0,63,268.0,1,17,75.0,0,0.0
287,287,287,288,Dwayne Haskins,,,QB33,,,,282.0,00-0035232,QB,2019,0.9375,22,2019,0.7466666666666667,46.559948,--,15.0,17.4,9,119,1365.0,7,20,101.0,0,0,0.0,0,9.0,148,1439.0,5,20,46.0,1,0,0.0,0,10.0
288,288,288,289,Joey Slye,TEN,4,K22,,,,283.0,00-0035192,K,2019,1.0,23,2019,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
289,289,289,290,Gerald Everett,,,TE35,,,,285.0,00-0033895,TE,2019,0.9375,25,2017,0.5318181818181817,47.532425,0.009000000000000001,44.0,10.5,12,0,0.0,0,1,0.0,0,37,408.0,2,0.0,0,0.0,0,1,2.0,1,41,417.0,1,1.0
290,290,290,291,Daniel Carlson,LV,6,K23,,,,287.0,00-0034161,K,2019,1.0,24,2018,0.3133333333333334,--,0.004,167.0,2.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
291,291,291,292,Cole Kmet,CHI,11,TE36,,,,288.0,00-0036290,TE,2019,--,20,2020,-1.0,--,0.01,43.0,10.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,-3.0,0,28,243.0,2,1.0
292,292,292,293,Chris Conley,,,WR91,,,,289.0,00-0032128,WR,2019,0.8641975308641975,26,2015,0.7999999999999999,47.501625,0.012,76.0,7.0,16,0,0.0,0,0,0.0,0,47,775.0,5,0.0,0,0.0,0,0,0.0,0,40,471.0,2,1.0
293,293,293,294,KJ Hamler,BUF,11,WR92,,,,290.0,00-0036412,WR,2019,--,20,2020,-1.0,--,0.009000000000000001,46.0,10.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,9,40.0,0,30,381.0,3,0.0
294,294,294,295,Jason Myers,SEA,6,K24,,,,291.0,00-0031492,K,2019,1.0,28,2015,-1.0,--,0.021,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
295,295,295,296,Sam Ficken,,,K25,,,,292.0,00-0033138,K,2019,1.0,26,2017,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
296,296,296,297,Chris Boswell,PIT,4,K26,,,,293.0,00-0031136,K,2019,0.987012987012987,28,2014,-1.0,--,0.024,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
297,297,297,298,Vance McDonald,,,TE37,,,,295.0,00-0030470,TE,2019,0.8392857142857143,29,2013,0.7876923076923077,34.04247,0.026000000000000002,55.0,9.1,14,0,0.0,0,1,2.0,0,38,273.0,3,0.0,0,0.0,0,0,0.0,0,15,99.0,0,0.0
298,298,298,299,Rex Burkhead ,,,RB86,,,,296.0,00-0030288,RB,2019,0.9043478260869565,29,2013,0.325,39.17359,0.01,190.0,1.2,13,0,0.0,0,65,302.0,3,27,279.0,0,1.0,0,0.0,0,67,274.0,3,25,192.0,3,0.0
299,299,299,300,Jarrett Stidham,DEN,5,QB34,,,,297.0,00-0035264,QB,2019,1.0,23,2019,0.0633333333333333,0.6085334,0.004,133.0,3.5,3,2,14.0,0,2,-2.0,0,0,0.0,0,1.0,22,256.0,2,7,7.0,0,0,0.0,0,3.0
300,300,300,301,Miles Boykin,CHI,11,WR93,,,,298.0,00-0035703,WR,2019,1.0,22,2019,0.3792857142857143,17.089697,0.005,93.0,5.7,12,0,0.0,0,0,0.0,0,13,198.0,3,0.0,0,0.0,0,0,0.0,0,19,266.0,4,0.0
301,301,301,302,Stephen Hauschka,,,K27,,,,299.0,00-0025944,K,2019,0.8963414634146342,34,2008,-1.0,--,0.005,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
