Rank,Player,Team,AVG,gsis_id,position,season,availability,age,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers,yac_pr,player_id_x,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation,player_id_y,redzone_touches,redzone_yards,redzone_tds,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos,targets_totales,targets_por_partido,targets_por_partido_equipo,posicion,equipo,target_share_pct
165,Pierre Garcon,,174.0,00-0026345,WR,2015,1,29,0.755,19.532625,0.07,205.0,0.7,0,0.0,0,0,0.0,0,72,777.0,6,0.0,0,0.0,0,0,0.0,0,79,1041.0,3,0.0,2.2777777777777777,00-0026345,17,847.0,49.82353,4.350456,12.004938,00-0026345,19,110.0,5.0,112,72,777,48.5625,7,6,0,0,0.0,0,0,6,16,112,7.0,34.9,WR,WAS,20.1
168,Kenny Stills,,179.3,00-0030085,WR,2015,1,23,0.5806250000000001,33.15238,0.005,144.0,3.0,0,0.0,0,0,0.0,0,27,440.0,3,0.0,0,0.0,0,0,0.0,0,42,726.0,9,0.0,3.7777777777777777,00-0030085,15,440.0,29.333334,4.2631984,6.8823323,00-0030085,7,20.0,1.0,63,27,440,29.33333333333333,10,3,0,0,0.0,0,0,3,15,63,4.2,36.4,WR,MIA,10.8
174,Ted Ginn Jr.,,185.8,00-0025396,WR,2015,1,30,0.6453333333333334,71.88401,0.015,9.0,20.6,0,0.0,0,4,60.0,0,44,739.0,10,0.0,0,0.0,0,14,98.0,0,54,752.0,4,0.0,5.4772727272727275,00-0025396,17,865.0,50.882355,3.7070856,13.168288,00-0025396,9,118.0,6.0,96,44,739,52.785714285714285,10,10,4,60,4.285714285714286,0,0,10,14,96,6.9,30.9,WR,CAR,19.4
207,Kendall Wright,,204.7,00-0029708,WR,2015,1,25,0.611,52.445,0.026000000000000002,20.0,15.5,0,0.0,0,5,17.0,0,36,408.0,3,0.0,0,0.0,0,1,15.0,0,29,416.0,3,0.0,3.9722222222222223,00-0029708,10,408.0,40.8,3.8357406,10.067528,00-0029708,7,80.0,2.0,60,36,408,40.8,4,3,5,17,1.7,0,0,3,10,60,6.0,34.2,WR,TEN,11.0
208,Nelson Agholor,,205.7,00-0031549,WR,2015,1,22,0.7369230769230769,17.376026,0.016,20.0,15.5,0,0.0,0,0,0.0,0,23,283.0,1,1.0,0,0.0,0,5,14.0,0,36,365.0,2,0.0,4.130434782608695,00-0031549,13,283.0,21.76923,4.1013584,5.0595145,00-0031549,6,46.0,0.0,44,23,279,21.46153846153846,3,1,0,0,0.0,0,1,1,13,44,3.4,38.8,WR,PHI,7.1
209,Terrance Williams,,205.7,00-0030542,WR,2015,1,25,0.768125,43.07133,0.006,74.0,7.2,0,0.0,0,0,0.0,0,52,840.0,3,0.0,0,0.0,0,0,0.0,0,44,594.0,4,1.0,5.288461538461538,00-0030542,16,840.0,52.5,3.789803,13.644184,00-0030542,11,66.0,1.0,93,52,840,52.5,13,3,0,0,0.0,0,0,3,16,93,5.8,32.5,WR,DAL,17.9
213,Anquan Boldin,,208.3,00-0022084,WR,2015,1,34,0.8635714285714285,46.124012,0.018000000000000002,54.0,9.2,0,0.0,0,0,0.0,0,69,789.0,4,1.0,0,0.0,0,0,0.0,0,67,584.0,8,0.0,4.086956521739131,00-0022084,14,789.0,56.357143,3.9046876,13.757027,00-0022084,20,192.0,3.0,112,69,789,56.35714285714285,10,4,0,0,0.0,0,1,4,14,112,8.0,32.9,WR,SF,21.3
229,Davante Adams,LAR,222.7,00-0031381,WR,2015,1,22,0.7999999999999999,33.422306,0.007,53.0,9.3,0,0.0,0,0,0.0,0,50,495.0,1,0.0,0,0.0,0,0,0.0,0,75,997.0,12,1.0,2.96,00-0031381,14,543.0,38.785713,3.4809852,10.883497,00-0031381,16,88.0,2.0,96,50,495,38.07692307692308,6,1,0,0,0.0,0,0,1,13,96,7.4,35.6,WR,GB,16.8
238,Quinton Patton,,233.3,00-0030450,WR,2015,1,25,0.423125,12.478287,0.005,128.0,3.7,0,0.0,0,1,5.0,0,30,394.0,1,0.0,0,0.0,0,0,0.0,0,37,408.0,0,0.0,7.133333333333334,00-0030450,15,394.0,26.266666,3.7938418,7.4402094,00-0030450,4,34.0,0.0,57,30,394,26.266666666666666,7,1,1,5,0.3333333333333333,0,0,1,15,57,3.8,32.9,WR,SF,10.8
239,Robert Woods,PIT,234.7,00-0030431,WR,2015,0.6938775510204082,23,0.8178571428571428,37.77187,0.01,41.0,11.0,0,0.0,0,1,0.0,0,47,552.0,3,1.0,0,0.0,0,1,6.0,0,51,613.0,1,0.0,3.297872340425532,00-0030431,14,552.0,39.42857,3.679165,10.436388,00-0030431,7,58.0,2.0,80,47,552,39.42857142857143,5,3,1,0,0.0,0,1,3,14,80,5.7,28.9,WR,BUF,17.3
242,Jamison Crowder,,237.7,00-0031941,WR,2015,1,22,0.7,39.723335,0.005,105.0,5.0,0,0.0,0,2,2.0,0,59,604.0,2,0.0,0,0.0,0,2,-2.0,0,67,847.0,7,1.0,5.728813559322034,00-0031941,17,619.0,36.411766,4.350456,8.457458,00-0031941,15,50.0,2.0,80,59,604,37.75,7,2,2,2,0.125,0,1,2,16,80,5.0,34.9,WR,WAS,14.3
247,Jermaine Kearse,,242.0,00-0029159,WR,2015,1,25,-1.0,48.44829,0.028999999999999998,,0.0,0,0.0,0,0,0.0,0,49,685.0,5,0.0,0,0.0,0,0,0.0,0,41,510.0,1,0.0,4.653061224489796,00-0029159,18,813.0,45.166668,4.0452266,11.108685,00-0029159,13,168.0,5.0,69,49,685,42.8125,13,5,0,0,0.0,0,0,5,16,69,4.3,29.7,WR,SEA,14.5
250,Danny Amendola,,249.0,00-0026035,WR,2015,0.9523809523809523,29,0.5742857142857142,63.63406,0.026000000000000002,,0.0,1,36.0,0,2,11.0,0,65,648.0,3,0.0,0,0.0,0,0,0.0,0,23,243.0,4,1.0,4.061538461538461,00-0026035,16,705.0,44.0625,4.712352,9.528372,00-0026035,13,108.0,4.0,87,65,648,46.285714285714285,5,3,2,11,0.7857142857142857,0,1,3,14,87,6.2,39.0,WR,NE,13.9
254,Justin Hardy,,217.0,00-0031570,WR,2015,1,23,0.5477777777777777,3.873611,0.005,107.0,4.8,0,0.0,0,0,0.0,0,21,194.0,0,0.0,0,0.0,0,0,0.0,0,21,203.0,4,0.0,3.0952380952380953,00-0031570,9,194.0,21.555555,4.4953136,4.8899283,00-0031570,6,52.0,0.0,36,21,194,21.55555555555556,2,0,0,0,0.0,0,0,0,9,36,4.0,38.7,WR,ATL,5.8
257,Brandon LaFell,,254.7,00-0027681,WR,2015,1,28,0.8699999999999999,14.218183,0.016,78.0,6.9,0,0.0,0,2,9.0,0,37,515.0,0,0.0,0,0.0,0,1,-2.0,0,64,862.0,6,0.0,6.054054054054054,00-0027681,12,521.0,43.416668,4.478719,9.858831,00-0027681,8,58.0,0.0,74,37,515,46.81818181818182,7,0,2,9,0.8181818181818182,0,0,0,11,74,6.7,39.0,WR,NE,11.9
270,Marqise Lee,,240.5,00-0031431,WR,2015,1,23,0.383,11.336945,0.01,39.0,11.3,0,0.0,0,5,38.0,0,15,191.0,1,0.0,1,20.0,1,6,35.0,0,63,851.0,3,0.0,6.066666666666666,00-0031431,9,191.0,21.222221,4.620945,4.5741954,00-0031431,5,48.0,1.0,32,15,191,21.22222222222222,2,1,5,38,4.222222222222222,0,0,1,9,32,3.6,37.9,WR,JAX,5.3
271,Kenny Britt,,268.3,00-0027006,WR,2015,0.9711538461538461,26,0.675625,33.22096,0.032,30.0,12.9,0,0.0,0,0,0.0,0,36,681.0,3,0.0,0,0.0,0,0,0.0,0,68,1002.0,5,1.0,3.2777777777777777,00-0027006,16,681.0,42.5625,3.2643597,13.444618,00-0027006,4,0.0,0.0,72,36,681,42.5625,11,3,0,0,0.0,0,0,3,16,72,4.5,29.3,WR,LA,15.4
272,Rueben Randle,,242.0,00-0029262,WR,2015,1,24,0.8925,33.680958,0.007,63.0,8.2,0,0.0,0,0,0.0,0,57,801.0,8,0.0,--,--,--,--,--,--,--,--,--,--,3.5964912280701755,00-0029262,16,801.0,50.0625,4.3067913,12.005384,00-0029262,12,110.0,3.0,90,57,801,50.0625,13,8,0,0,0.0,0,0,8,16,90,5.6,38.4,WR,NYG,14.6
275,Chris Conley,,270.0,00-0032128,WR,2015,1,22,0.3625,30.207497,0.005,76.0,7.0,0,0.0,0,0,0.0,0,17,199.0,1,0.0,0,0.0,0,0,0.0,0,44,530.0,0,0.0,4.0588235294117645,00-0032128,11,241.0,21.90909,3.7831755,5.758713,00-0032128,8,58.0,2.0,31,17,199,22.11111111111111,2,1,0,0,0.0,0,0,1,9,31,3.4,29.2,WR,KC,6.6
276,J.J. Nelson,,273.0,00-0032112,WR,2015,1,23,0.2009090909090909,69.74445,0.004,159.0,2.3,0,0.0,0,1,0.0,0,11,299.0,2,0.0,0,0.0,0,4,83.0,1,34,568.0,6,1.0,5.090909090909091,00-0032112,11,332.0,30.181818,4.5838847,6.1101837,00-0032112,2,36.0,0.0,27,11,299,33.22222222222222,7,2,1,0,0.0,0,1,2,9,27,3.0,34.4,WR,ARI,4.9
287,Brandon Coleman,,259.0,00-0030801,WR,2015,1,23,-1.0,29.746502,--,,0.0,0,0.0,0,0,0.0,0,30,454.0,2,0.0,0,0.0,0,0,0.0,0,26,281.0,3,0.0,4.0,00-0030801,16,454.0,28.375,4.797978,5.8409886,00-0030801,4,36.0,1.0,49,30,454,28.375,11,2,0,0,0.0,0,0,2,16,49,3.1,41.6,WR,NO,7.4
289,Cole Beasley,,283.0,00-0029000,WR,2015,1,26,0.55,77.63333,0.024,,0.0,0,0.0,0,0,0.0,0,52,536.0,5,1.0,0,0.0,0,1,7.0,0,75,833.0,5,0.0,6.230769230769231,00-0029000,16,536.0,33.5,3.789803,8.447311,00-0029000,18,154.0,5.0,75,52,536,33.5,7,5,0,0,0.0,0,2,5,16,75,4.7,32.5,WR,DAL,14.4
291,Seth Roberts,,284.7,00-0031166,WR,2015,1,24,-1.0,54.326668,0.003,,0.0,0,0.0,0,0,0.0,0,32,480.0,5,0.0,0,0.0,0,0,0.0,0,38,397.0,5,0.0,4.1875,00-0031166,16,480.0,30.0,4.123015,7.2788534,00-0031166,11,130.0,5.0,56,32,480,30.0,7,5,0,0,0.0,0,0,5,16,56,3.5,37.8,WR,LV,9.3
293,Andre Johnson,,269.0,00-0022044,WR,2015,1,34,0.64125,48.21263,0.012,3.0,27.6,0,0.0,0,0,0.0,0,41,503.0,4,0.0,0,0.0,0,0,0.0,0,9,85.0,2,0.0,3.5853658536585367,00-0022044,16,503.0,31.4375,3.8263526,8.81657,00-0022044,12,90.0,4.0,78,41,503,31.4375,7,4,0,0,0.0,0,0,4,16,78,4.9,37.9,WR,IND,12.9
302,Eddie Royal,,282.0,00-0026182,WR,2015,1,29,0.7799999999999999,27.83361,0.035,42.0,10.8,0,0.0,0,1,-1.0,0,37,238.0,1,0.0,0,0.0,0,0,0.0,0,33,369.0,2,0.0,4.783783783783784,00-0026182,9,238.0,26.444445,3.582591,7.855506,00-0026182,11,62.0,1.0,50,37,238,26.444444444444443,2,1,1,-1,-0.1111111111111111,0,0,1,9,50,5.6,32.6,WR,CHI,9.6
308,Darrius Heyward-Bey,,288.0,00-0026983,WR,2015,1,28,0.3925,34.92473,0.008,7.0,22.2,0,0.0,0,0,0.0,0,21,314.0,2,0.0,0,0.0,0,1,60.0,1,6,114.0,2,0.0,3.4761904761904763,00-0026983,13,378.0,29.076923,4.572532,5.935574,00-0026983,4,18.0,1.0,40,21,314,28.545454545454547,5,2,0,0,0.0,0,0,2,11,40,3.6,37.2,WR,PIT,6.7
309,James Jones,,288.0,00-0025465,WR,2015,1,31,0.908125,72.393166,0.006,78.0,6.9,0,0.0,0,0,0.0,0,50,890.0,8,0.0,--,--,--,--,--,--,--,--,--,--,4.42,00-0025465,18,971.0,53.944443,3.6328392,15.130125,00-0025465,18,60.0,3.0,101,50,890,55.625,18,8,0,0,0.0,0,0,8,16,101,6.3,35.6,WR,GB,17.7
316,Steve Johnson,,264.0,00-0026364,WR,2015,1,29,0.835,35.964447,0.024,,0.0,0,0.0,0,0,0.0,0,45,497.0,3,0.0,--,--,--,--,--,--,--,--,--,--,5.888888888888889,00-0026364,9,497.0,55.22222,4.530692,12.58658,00-0026364,10,114.0,4.0,65,45,497,55.22222222222222,7,3,0,0,0.0,0,0,3,9,65,7.2,41.4,WR,LAC,9.8
323,Nate Washington,,299.5,00-0023367,WR,2015,1,32,-1.0,71.57526,0.007,,0.0,0,0.0,0,0,0.0,0,47,658.0,4,0.0,--,--,--,--,--,--,--,--,--,--,3.4468085106382977,00-0023367,14,661.0,47.214287,3.3072674,13.713149,00-0023367,13,66.0,2.0,94,47,658,50.61538461538461,9,4,0,0,0.0,0,0,4,13,94,7.2,38.5,WR,HOU,15.3
327,Marquess Wilson,,281.0,00-0030047,WR,2015,0.6486486486486487,22,0.8427272727272725,43.518906,0.004,236.0,0.0,0,0.0,0,0,0.0,0,28,464.0,1,0.0,0,0.0,0,0,0.0,0,9,160.0,1,0.0,6.642857142857143,00-0030047,11,464.0,42.18182,3.719552,11.127537,00-0030047,6,56.0,0.0,51,28,464,42.18181818181818,8,1,0,0,0.0,0,0,1,11,51,4.6,32.6,WR,CHI,9.8
341,Dontrelle Inman,,305.5,00-0028411,WR,2015,1,26,0.6678571428571428,44.24,0.004,,0.0,0,0.0,0,0,0.0,0,35,486.0,3,1.0,0,0.0,0,0,0.0,0,58,810.0,4,0.0,5.057142857142857,00-0028411,12,486.0,40.5,4.35622,9.700793,00-0028411,6,44.0,3.0,63,35,486,40.5,6,3,0,0,0.0,0,1,3,12,63,5.2,41.4,WR,LAC,9.5
344,Brian Quick,,291.0,00-0029640,WR,2015,0.86440678,26,0.4392307692307692,2.307778,0.011000000000000001,33.0,12.3,0,0.0,0,0,0.0,0,10,102.0,0,0.0,0,0.0,0,0,0.0,0,41,564.0,3,0.0,3.9,00-0029640,9,102.0,11.333333,2.9436693,3.693668,00-0029640,3,0.0,0.0,32,10,102,11.333333333333334,1,0,0,0,0.0,0,0,0,9,32,3.6,29.3,WR,LA,6.8
351,Roddy White,,316.0,00-0023462,WR,2015,1,33,0.82125,15.479714,0.045,27.0,13.6,0,0.0,0,0,0.0,0,43,506.0,1,0.0,--,--,--,--,--,--,--,--,--,--,2.441860465116279,00-0023462,15,506.0,33.733334,4.3588943,8.02395,00-0023462,8,36.0,1.0,70,43,506,33.733333333333334,6,1,0,0,0.0,0,0,1,15,70,4.7,38.7,WR,ATL,11.3
352,Harry Douglas,,329.0,00-0026224,WR,2015,1,30,0.7771428571428572,18.837196,0.026000000000000002,84.0,6.4,0,0.0,0,1,-6.0,0,36,411.0,2,0.0,0,0.0,0,0,0.0,0,15,210.0,0,0.0,3.611111111111111,00-0026224,14,411.0,29.357143,4.097034,7.04641,00-0026224,7,64.0,2.0,72,36,411,29.357142857142858,4,2,1,-6,-0.4285714285714285,0,1,2,14,72,5.1,34.2,WR,TEN,13.2
356,Cecil Shorts,,330.0,00-0028052,WR,2015,0.6219512195121951,27,0.6945454545454545,31.453129,0.016,114.0,4.4,1,21.0,1,10,47.0,0,42,484.0,2,1.0,0,0.0,0,0,0.0,0,11,152.0,0,0.0,5.0,00-0028052,12,489.0,40.75,3.5024312,10.720337,00-0028052,8,68.0,3.0,150,84,968,88.0,10,4,10,47,4.2727272727272725,0,1,6,11,75,6.8,38.5,WR,HOU,12.2
358,Dwayne Harris,,320.5,00-0028114,WR,2015,1,27,0.6,48.39341,0.024,176.0,1.7,0,0.0,0,2,12.0,0,36,396.0,4,0.0,0,0.0,0,0,0.0,0,1,13.0,1,0.0,3.8055555555555554,00-0028114,14,396.0,28.285715,4.331525,6.2228174,00-0028114,9,94.0,3.0,57,36,396,28.285714285714285,5,4,2,12,0.8571428571428571,0,0,4,14,57,4.4,38.4,WR,NYG,9.3
360,Andrew Hawkins,,307.0,00-0027918,WR,2015,0.7945205479452054,29,-1.0,15.744999,0.026000000000000002,,0.0,0,0.0,0,0,0.0,0,27,276.0,0,1.0,0,0.0,0,2,0.0,0,33,324.0,3,0.0,4.703703703703703,00-0027918,8,276.0,34.5,4.550256,7.635135,00-0027918,9,36.0,0.0,44,27,276,34.5,2,0,0,0,0.0,0,1,0,8,44,5.5,37.8,WR,CLE,7.3
368,Marques Colston,,312.0,00-0024466,WR,2015,1,32,0.6130769230769231,47.309105,0.024,252.0,0.0,0,0.0,0,0,0.0,0,45,520.0,4,0.0,--,--,--,--,--,--,--,--,--,--,4.266666666666667,00-0024466,13,520.0,40.0,4.706729,8.415023,00-0024466,9,50.0,3.0,68,45,520,40.0,6,4,0,0,0.0,0,0,4,13,68,5.2,41.6,WR,NO,10.2
373,Josh Huff,,342.0,00-0030990,WR,2015,1,23,0.484,25.207563,0.004,86.0,6.2,0,0.0,0,0,0.0,0,27,312.0,3,0.0,0,0.0,0,4,15.0,0,16,113.0,1,0.0,6.703703703703703,00-0030990,13,312.0,24.0,4.1996875,5.719601,00-0030990,5,22.0,1.0,40,27,312,24.0,3,3,0,0,0.0,0,0,3,13,40,3.1,38.8,WR,PHI,6.5
383,Miles Austin,,326.0,00-0023921,WR,2015,0.8673469387755102,31,-1.0,21.760546,0.016,,0.0,0,0.0,0,0,0.0,0,13,224.0,1,0.0,--,--,--,--,--,--,--,--,--,--,4.769230769230769,00-0023921,11,224.0,20.363636,3.8645768,5.473673,00-0023921,3,0.0,0.0,31,13,224,20.363636363636363,4,1,0,0,0.0,0,0,1,11,31,2.8,38.8,WR,PHI,5.0
384,Adam Humphries,,327.0,00-0032009,WR,2015,1,22,0.4876923076923077,15.028545,0.004,,0.0,0,0.0,0,0,0.0,0,27,260.0,1,0.0,0,0.0,0,5,18.0,0,55,622.0,2,0.0,4.555555555555555,00-0032009,11,260.0,23.636364,3.9864779,5.970027,00-0032009,6,12.0,1.0,41,27,260,23.63636363636364,1,1,0,0,0.0,0,0,1,11,41,3.7,33.0,WR,TB,7.8
385,Jason Avant,,328.0,00-0024324,WR,2015,1,32,0.3425,6.6210003,0.007,109.0,4.7,0,0.0,0,0,0.0,0,15,119.0,0,0.0,--,--,--,--,--,--,--,--,--,--,3.2666666666666666,00-0024324,11,188.0,17.09091,3.8026464,4.7593336,00-0024324,2,8.0,0.0,25,15,119,11.9,1,0,0,0,0.0,0,0,0,10,25,2.5,29.2,WR,KC,5.4
386,Quincy Enunwa,,330.0,00-0031023,WR,2015,1,23,0.6233333333333334,10.598545,0.004,209.0,0.6,0,0.0,0,0,0.0,0,22,315.0,0,0.0,0,0.0,0,1,12.0,0,58,857.0,4,0.0,6.7272727272727275,00-0031023,11,315.0,28.636364,3.915683,6.9683414,00-0031023,1,14.0,0.0,46,22,315,28.63636363636364,6,0,0,0,0.0,0,0,0,11,46,4.2,37.6,WR,NYJ,7.6
388,Jeremy Kerley,,332.0,00-0028091,WR,2015,1,26,0.19625,31.088001,0.005,153.0,2.6,0,0.0,0,0,0.0,0,16,152.0,2,0.0,0,0.0,0,0,0.0,0,64,667.0,3,0.0,5.9375,00-0028091,5,152.0,30.4,4.019621,7.321744,00-0028091,2,24.0,2.0,26,16,152,30.4,2,2,0,0,0.0,0,0,2,5,26,5.2,37.6,WR,NYJ,4.3
395,Albert Wilson,,340.0,00-0030669,WR,2015,1,23,0.7571428571428571,27.459396,0.004,,0.0,0,0.0,0,5,26.0,0,35,451.0,2,0.0,0,0.0,0,2,50.0,1,31,279.0,2,0.0,6.257142857142857,00-0030669,16,517.0,32.3125,3.5247693,9.086457,00-0030669,8,72.0,1.0,57,35,451,32.214285714285715,6,2,5,26,1.8571428571428568,0,0,2,14,57,4.1,29.2,WR,KC,12.2
398,Devin Smith,,347.0,00-0031934,WR,2015,0,23,0.424,16.61143,--,37.0,11.6,0,0.0,0,0,0.0,0,9,115.0,1,0.0,0,0.0,0,0,0.0,0,1,20.0,0,0.0,2.0,00-0031934,7,115.0,16.428572,3.6505988,4.506793,00-0031934,3,46.0,1.0,28,9,115,16.428571428571427,1,1,0,0,0.0,0,1,1,7,28,4.0,37.6,WR,NYJ,4.7
399,Jarius Wright,,348.0,00-0029572,WR,2015,1,25,0.433125,6.8078094,0.026000000000000002,118.0,4.2,0,0.0,0,1,29.0,0,34,442.0,0,1.0,0,0.0,0,0,0.0,0,11,67.0,1,0.0,5.147058823529412,00-0029572,16,451.0,28.1875,3.255883,8.557605,00-0029572,3,0.0,0.0,50,34,442,29.466666666666665,4,0,1,29,1.9333333333333331,0,1,0,15,50,3.3,27.7,WR,MIN,11.3
400,Corey Brown,,349.0,00-0031118,WR,2015,1,23,-1.0,25.1161,--,,0.0,0,0.0,0,6,38.0,0,31,447.0,4,0.0,0,0.0,0,2,6.0,0,27,276.0,1,1.0,2.6129032258064515,00-0031118,17,662.0,38.941177,3.8013992,10.138761,00-0031118,9,120.0,2.0,54,31,447,31.928571428571427,9,4,6,38,2.7142857142857144,0,0,4,14,54,4.2,30.9,WR,CAR,10.9
420,Ryan Grant,,375.0,00-0031068,WR,2015,1,24,0.410625,19.25,0.005,142.0,3.0,0,0.0,0,0,0.0,0,23,268.0,2,0.0,0,0.0,0,0,0.0,0,9,76.0,0,0.0,4.260869565217392,00-0031068,13,268.0,20.615385,4.348998,5.1255894,00-0031068,7,44.0,2.0,42,23,268,22.33333333333333,3,2,0,0,0.0,0,0,2,12,42,3.5,34.9,WR,WAS,7.5
429,Brice Butler,,385.0,00-0030516,WR,2015,1,25,0.5771428571428571,11.863,0.005,209.0,0.6,0,0.0,0,0,0.0,0,12,258.0,0,0.0,0,0.0,0,0,0.0,0,16,219.0,3,0.0,8.0,00-0030516,5,258.0,51.6,4.1887465,12.714098,00-0030516,4,0.0,0.0,26,12,258,51.6,6,0,0,0,0.0,0,0,0,5,26,5.2,32.5,WR,DAL,5.0
429,Brice Butler,,385.0,00-0030516,WR,2015,1,25,0.5771428571428571,11.863,0.005,209.0,0.6,0,0.0,0,0,0.0,0,12,258.0,0,0.0,0,0.0,0,0,0.0,0,16,219.0,3,0.0,8.0,00-0030516,5,258.0,51.6,4.1887465,12.714098,00-0030516,4,0.0,0.0,26,12,258,51.6,6,0,0,0,0.0,0,0,0,5,26,5.2,32.5,WR,DAL,5.0
431,Justin Hunter,,387.0,00-0030521,WR,2015,0.425,24,0.658888889,8.615277,0.005,34.0,12.1,0,0.0,0,0,0.0,0,22,264.0,1,0.0,0,0.0,0,0,0.0,0,10,189.0,4,0.0,1.5,00-0030521,9,264.0,29.333334,4.039357,7.5874844,00-0030521,2,16.0,1.0,31,22,264,29.33333333333333,4,1,0,0,0.0,0,0,1,9,31,3.4,34.2,WR,TEN,5.7
436,Bennie Fowler,III,395.0,00-0030670,WR,2015,1,24,-1.0,7.0341024,--,,0.0,0,0.0,0,0,0.0,0,16,203.0,0,0.0,0,0.0,0,0,0.0,0,11,145.0,2,0.0,6.0625,00-0030670,16,238.0,14.875,3.9850955,3.4677393,00-0030670,4,24.0,0.0,25,16,203,15.615384615384617,1,0,0,0,0.0,0,0,0,13,25,1.9,37.8,WR,DEN,4.1
440,Brian Hartline,,401.0,00-0027077,WR,2015,0.7589285714285714,28,0.6133333333333334,59.669926,0.021,108.0,4.8,0,0.0,0,0,0.0,0,46,523.0,2,0.0,--,--,--,--,--,--,--,--,--,--,3.608695652173913,00-0027077,12,523.0,43.583332,4.3331885,10.05333,00-0027077,13,96.0,2.0,77,46,523,43.583333333333336,4,2,0,0,0.0,0,0,2,12,77,6.4,37.8,WR,CLE,12.7
450,Taylor Gabriel,,415.0,00-0031228,WR,2015,1,24,-1.0,11.549924,0.004,,0.0,0,0.0,0,0,0.0,0,28,241.0,0,1.0,0,0.0,0,4,51.0,1,35,579.0,6,0.0,3.857142857142857,00-0031228,12,241.0,20.083334,4.0294666,4.413076,00-0031228,6,34.0,0.0,49,28,241,20.08333333333333,2,0,0,0,0.0,0,1,0,12,49,4.1,37.8,WR,CLE,8.1
455,Jordan Norwood,,420.0,00-0026739,WR,2015,0.8863636363636364,28,-1.0,5.829,0.006,,0.0,0,0.0,0,0,0.0,0,22,207.0,0,0.0,0,0.0,0,1,0.0,0,21,232.0,1,1.0,3.1363636363636362,00-0026739,13,233.0,17.923077,3.8336678,4.504798,00-0026739,7,42.0,0.0,32,22,207,20.7,1,0,0,0,0.0,0,0,0,10,32,3.2,37.8,WR,DEN,5.3
459,Jerricho Cotchery,,425.0,00-0022811,WR,2015,1,33,0.435,20.535,0.019,108.0,4.8,0,0.0,0,1,16.0,0,39,485.0,3,0.0,--,--,--,--,--,--,--,--,--,--,5.0256410256410255,00-0022811,17,541.0,31.82353,3.7286012,8.965018,00-0022811,10,98.0,2.0,54,39,485,34.642857142857146,6,3,1,16,1.1428571428571428,0,0,3,14,54,3.9,30.9,WR,CAR,10.9
460,Andre Holmes,,426.0,00-0028263,WR,2015,1,27,-1.0,33.362305,0.013000000000000001,,0.0,0,0.0,0,0,0.0,0,14,201.0,4,0.0,0,0.0,0,0,0.0,0,14,126.0,3,0.0,3.0714285714285716,00-0028263,13,201.0,15.461538,4.3465614,3.3872354,00-0028263,4,16.0,2.0,33,14,201,15.461538461538462,4,4,0,0,0.0,0,0,4,13,33,2.5,37.8,WR,LV,5.5
465,Leonard Hankerson,,431.0,00-0028017,WR,2015,0.65,26,0.489,60.619522,0.005,79.0,6.8,0,0.0,0,0,0.0,0,26,327.0,3,0.0,--,--,--,--,--,--,--,--,--,--,4.576923076923077,00-0028017,7,327.0,46.714287,4.1790605,10.968397,00-0028017,10,92.0,3.0,47,26,327,46.71428571428572,3,3,0,0,0.0,0,0,3,7,47,6.7,38.7,WR,ATL,7.6
465,Leonard Hankerson,,431.0,00-0028017,WR,2015,0.65,26,0.489,60.619522,0.005,79.0,6.8,0,0.0,0,0,0.0,0,26,327.0,3,0.0,--,--,--,--,--,--,--,--,--,--,4.576923076923077,00-0028017,7,327.0,46.714287,4.1790605,10.968397,00-0028017,10,92.0,3.0,47,26,327,46.71428571428572,3,3,0,0,0.0,0,0,3,7,47,6.7,38.7,WR,ATL,7.6
465,Leonard Hankerson,,431.0,00-0028017,WR,2015,0.65,26,0.489,60.619522,0.005,79.0,6.8,0,0.0,0,0,0.0,0,26,327.0,3,0.0,--,--,--,--,--,--,--,--,--,--,4.576923076923077,00-0028017,7,327.0,46.714287,4.1790605,10.968397,00-0028017,10,92.0,3.0,47,26,327,46.71428571428572,3,3,0,0,0.0,0,0,3,7,47,6.7,38.7,WR,ATL,7.6
470,Keshawn Martin,,437.0,00-0029415,WR,2015,1,25,0.7922222222222222,21.702778,0.01,121.0,4.1,0,0.0,0,1,6.0,0,24,269.0,2,0.0,--,--,--,--,--,--,--,--,--,--,3.1666666666666665,00-0029415,11,326.0,29.636364,4.4079785,6.4706035,00-0029415,3,30.0,2.0,37,24,269,29.88888888888889,2,2,1,6,0.6666666666666666,0,1,2,9,37,4.1,39.0,WR,NE,5.9
