...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
297,298,Austin Traylor,,,TE36,,258,,258,00-0033043,TE,2020,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,Tyler Kroft,,,TE37,,,,259,00-0032214,TE,2020,0.845360824742268,27,16,12,119,19.833333333333332,1,3,0,0,0,0,0,3,6
310,311,Dan Arnold,,,TE38,,,,266,00-0034011,TE,2020,0.6379310344827587,25,45,31,438,31.285714285714285,8,4,0,0,0,0,1,4,14
333,334,Austin Roberts,,,TE40,,280,,280,00-0034784,TE,2020,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
340,341,Chris Herndon,IV,,TE41,,,,290,00-0034766,TE,2020,0.7083333333333334,24,46,31,287,26.09090909090909,3,3,0,0,0,0,2,3,11
343,344,Mo Alie-Cox,IND,14,TE42,,,,295,00-0033217,TE,2020,0.9777777777777777,26,39,31,394,28.142857142857142,6,2,0,0,0,0,1,2,14
344,345,Dalton Schultz,HOU,10,TE43,,,,296,00-0034383,TE,2020,1.0,24,89,63,615,38.4375,3,4,0,0,0,0,1,4,16
372,373,C.J. Uzomah,,,TE44,,,,331,00-0032134,TE,2020,0.8556701030927835,27,11,8,87,43.5,1,1,0,0,0,0,0,1,2
392,393,Stephen Anderson,,,TE45,,,,355,00-0032725,TE,2020,1.0,27,11,8,106,35.333333333333336,1,0,0,0,0,0,0,0,3
398,399,Donald Parham Jr.,PIT,7,TE46,,,,361,00-0035329,TE,2020,0.9375,23,20,10,159,15.9,4,3,0,0,0,0,0,3,10
405,406,N'Keal Harry,,,WR132,,,,369,00-0035624,TE,2020,0.6666666666666666,22,57,33,309,23.76923076923077,2,2,2,0,0,0,1,2,13
408,409,David Njoku,CLE,13,TE47,,,,373,00-0033885,TE,2020,0.765625,24,29,19,213,19.363636363636363,4,2,0,0,0,0,0,2,11
422,423,Foster Moreau,NO,6,TE48,,,,388,00-0034981,TE,2020,0.90625,23,9,7,140,20,4,2,0,0,0,0,0,2,7
423,424,Jack Doyle,,,TE49,,,,389,00-0030181,TE,2020,0.9541984732824428,30,33,23,251,19.307692307692307,2,3,0,0,0,0,1,3,13
426,427,James O'Shaughnessy,,,TE50,,,,392,00-0031951,TE,2020,0.7555555555555555,28,39,28,262,17.466666666666665,3,0,0,0,0,0,0,0,15
433,434,Tyler Conklin,LAC,7,TE51,,,,399,00-0034270,TE,2020,1.0,25,26,19,194,27.714285714285715,2,1,0,0,0,0,0,1,7
436,437,Albert Okwuegbunam Jr.,LV,8,TE52,,,,402,00-0036423,TE,2020,0.29411764705882354,22,15,11,121,30.25,1,1,0,0,0,0,0,1,4
459,460,Will Dissly,LAC,7,TE54,,,,425,00-0034159,TE,2020,0.5416666666666666,24,29,24,251,17.928571428571427,3,2,0,0,0,0,0,2,14
461,462,Kylen Granson,PHI,14,TE55,,,,427,00-0036876,TE,2020,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
463,464,Noah Gray,KC,12,TE56,,,,429,00-0036637,TE,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
467,468,Charlie Woerner,ATL,6,TE57,,,,433,00-0036429,TE,2020,0.875,22,4,3,36,12,0,0,0,0,0,0,0,0,3
470,471,Kyle Rudolph,,,TE58,,,,436,00-0027981,TE,2020,0.8888888888888888,30,38,28,334,27.833333333333332,5,1,0,0,0,0,1,1,12
474,475,Brandon Dillon,,,TE59,,,,440,00-0035102,TE,2020,1.0,23,1,1,6,6,0,0,0,0,0,0,0,0,1
484,485,Jesper Horsted,,,TE60,,,,450,00-0035562,TE,2020,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
485,486,Durham Smythe,CHI,10,TE61,,,,451,00-0034798,TE,2020,0.9791666666666666,25,29,26,208,16,0,2,0,0,0,0,0,2,13
492,493,Drew Sample,CIN,10,TE62,,,,458,00-0035631,TE,2020,0.78125,24,53,40,349,21.8125,1,1,0,0,0,0,1,1,16
496,497,Harrison Bryant,PHI,14,TE63,,,,462,00-0036232,TE,2020,0.9375,22,38,24,238,19.833333333333332,1,3,0,0,0,0,2,3,12
498,499,Jacob Hollister,,,TE64,,,,464,00-0033387,TE,2020,1.0,26,41,25,209,16.076923076923077,1,3,0,0,0,0,0,3,13
