...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
11,12,Travis Kelce,KC,12,TE1,12,12,,10.8,00-0030506,TE,2020,0.957983193277311,30,146,105,1416,94.4,23,11,0,0,0,0,1,11,15
22,23,Darren Waller,MIA,14,TE2,25,25,,24,00-0031610,TE,2020,0.6712328767123288,27,146,107,1196,74.75,16,9,0,0,0,0,2,9,16
25,26,George Kittle,SF,6,TE3,32,23,,27.8,00-0033288,TE,2020,0.84375,26,64,48,634,79.25,8,2,2,17,2.125,0,0,2,8
45,46,Kyle Pitts Sr.,ATL,6,TE4,46,44,,47.8,00-0036970,TE,2020,--,19,0,0,0,0,0,0,0,0,0,0,0,0,0
49,50,Mark Andrews,BAL,8,TE5,48,50,,51.5,00-0034753,TE,2020,0.9375,24,88,58,701,50.07142857142857,10,7,0,0,0,0,0,7,14
55,56,T.J. Hockenson,MIN,7,TE6,54,57,,58.3,00-0035229,TE,2020,0.875,23,102,67,723,45.1875,6,6,1,0,0,0,1,6,16
76,77,Logan Thomas,,,TE7,72,92,,79.5,00-0031260,TE,2020,1.0,29,111,72,670,41.875,5,6,3,5,0.3125,0,0,6,16
79,80,Noah Fant,CIN,10,TE8,89,82,,85,00-0035644,TE,2020,0.9696969696969697,22,94,62,673,48.07142857142857,8,3,0,0,0,0,0,3,14
84,85,Robert Tonyan,KC,12,TE9,81,87,,88.8,00-0033757,TE,2020,0.8958333333333334,26,59,52,586,39.06666666666667,9,11,0,0,0,0,0,11,15
93,94,Tyler Higbee,LAR,11,TE10,69,105,,97,00-0033110,TE,2020,0.9875,27,61,44,521,34.733333333333334,9,5,1,1,0.06666666666666667,0,0,5,15
94,95,Dallas Goedert,PHI,14,TE11,95,86,,97.3,00-0034351,TE,2020,0.8958333333333334,25,65,46,524,47.63636363636363,7,3,0,0,0,0,0,3,11
111,112,Rob Gronkowski,,,TE12,114,103,,114.5,00-0027656,TE,2020,0.7730061349693251,31,77,45,623,38.9375,10,7,0,0,0,0,0,7,16
115,116,Mike Gesicki,CIN,10,TE13,119,112,,117.5,00-0034829,TE,2020,0.9791666666666666,24,85,53,703,46.86666666666667,10,6,0,0,0,0,0,6,15
139,140,Jonnu Smith,PIT,7,TE14,188,142,,149.5,00-0033858,TE,2020,0.9384615384615385,25,66,41,448,32,4,8,2,4,0.2857142857142857,1,0,9,14
154,155,Hunter Henry,NE,14,TE15,173,151,,163.8,00-0033090,TE,2020,0.725,25,93,60,613,43.785714285714285,5,4,0,0,0,0,0,4,14
159,160,Zach Ertz,WAS,9,TE16,150,183,,167,00-0030061,TE,2020,0.9541984732824428,29,73,36,335,30.454545454545453,4,1,1,0,0,0,0,1,11
170,171,Gerald Everett,,,TE17,183,180,,174.3,00-0033895,TE,2020,0.953125,26,62,41,417,27.8,3,1,1,2,0.13333333333333333,1,1,2,15
173,174,Jared Cook,,,TE18,191,160,,177.8,00-0027061,TE,2020,0.9132653061224489,33,60,37,504,33.6,6,7,0,0,0,0,1,7,15
174,175,Evan Engram,DEN,11,TE19,222,196,,178.3,00-0033881,TE,2020,0.875,25,109,63,654,40.875,6,1,6,26,1.625,1,1,2,16
195,196,Pat Freiermuth,PIT,7,TE20,141,210,,181.7,00-0036894,TE,2020,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
213,214,Austin Hooper,NE,14,TE21,217,194,,203.3,00-0032392,TE,2020,0.925,25,70,46,435,33.46153846153846,3,4,0,0,0,0,0,4,13
214,215,Blake Jarwin,,,TE22,159,220,,204.7,00-0033658,TE,2020,0.7413793103448276,26,1,1,12,12,0,0,0,0,0,0,0,0,1
215,216,Cole Kmet,CHI,10,TE23,226,189,,208.7,00-0036290,TE,2020,1.0,21,45,28,243,17.357142857142858,1,2,1,-3,-0.21428571428571427,0,1,2,14
216,217,Adam Trautman,DEN,11,TE24,221,221,,210,00-0036422,TE,2020,0.9375,23,16,15,171,17.1,2,1,0,0,0,0,0,1,10
222,223,Anthony Firkser,,,TE25,229,238,,220,00-0033455,TE,2020,1.0,25,53,39,387,25.8,4,1,0,0,0,0,0,1,15
223,224,Eric Ebron,,,TE26,138,241,,221.3,00-0031387,TE,2020,0.9478260869565217,27,92,56,558,37.2,6,5,0,0,0,0,1,5,15
235,236,Dawson Knox,BUF,7,TE27,153,,,220.5,00-0035689,TE,2020,0.84375,23,44,24,288,26.181818181818183,3,3,0,0,0,0,2,3,11
248,249,Jordan Akins,,,TE28,,,,185,00-0034364,TE,2020,0.9375,28,49,37,403,31,7,1,1,4,0.3076923076923077,0,0,1,13
256,257,Taysom Hill,NO,6,TE29,,,,205,00-0033357,TE,2020,1.0,30,13,8,98,6.125,2,1,87,457,28.5625,8,5,13,16
264,265,Hayden Hurst,,,TE30,,,,223,00-0034830,TE,2020,1.0,27,89,56,571,35.6875,5,6,0,0,0,0,0,6,16
269,270,O.J. Howard,,,TE31,,,,229,00-0033879,TE,2020,0.65625,25,19,11,146,36.5,2,2,0,0,0,0,0,2,4
277,278,Juwan Johnson,NO,6,TE32,,,,242,00-0036040,TE,2020,1.0,23,10,4,39,7.8,0,0,0,0,0,0,0,0,5
289,290,Kent Taylor,,,TE34,,252,,252,TAY476625,TE,2020,--,,0,0,0,0,0,0,0,0,0,0,0,0,0
294,295,Tyler Davis,,,WR90,,256,,256,00-0036250,TE,2020,0.5,23,2,0,0,0,0,0,0,0,0,0,0,0,0
296,297,Jimmy Graham,,,TE35,,,,258,00-0027696,TE,2020,0.9265536723163842,33,76,50,456,28.5,4,8,0,0,0,0,0,8,16
