Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
333,Dennis Pitta,,,TE40,,,,,,276.0,276.0,00-0027714,TE,2016,0.9594594594594594,31,2010,0.713125,47.95596,0.018000000000000002,114.0,4.4,3.4302325581395348
373,Rico Gathers,,,TE41,,,,,,332.0,332.0,00-0033054,TE,2016,1.0,22,2016,-1.0,--,0.003,217.0,0.3,--
379,Seth DeValve,,,TE42,,,,,,338.0,338.0,00-0033080,TE,2016,1.0,23,2016,0.12,10.95125,0.004,138.0,3.2,4.4
380,Dion Sims,,,TE43,,,,,,339.0,339.0,00-0030422,TE,2016,1.0,25,2013,0.8685714285714285,34.554745,0.036000000000000004,106.0,4.9,5.0
381,Adam Shaheen,,,TE44,,,,,,340.0,340.0,00-0033896,TE,2016,--,21,2017,-1.0,--,0.009000000000000001,45.0,10.4,--
385,Aaron Hernandez,,,TE45,,,,,,344.0,344.0,00-0027713,TE,2016,1.0,26,2010,-1.0,--,0.0,113.0,4.5,--
386,Nick Boyle,,,TE46,,,,,,345.0,345.0,00-0031598,TE,2016,0.24,23,2015,0.2783333333333333,2.9033334,0.004,171.0,1.9,3.5
393,Jake Butt,,,TE47,,,,,,352.0,352.0,00-0033564,TE,2016,--,21,2017,-1.0,--,0.004,145.0,2.9,--
400,Maxx Williams,,,TE48,,,,,,360.0,360.0,00-0031558,TE,2016,0.6363636363636364,22,2015,0.1825,--,0.006999999999999999,55.0,9.1,--
402,Jordan Leggett,,,TE49,,,,,,362.0,362.0,00-0033953,TE,2016,--,21,2017,-1.0,--,0.004,150.0,2.7,--
405,Jonnu Smith,PIT,9.0,TE50,,,,,,365.0,365.0,00-0033858,TE,2016,--,21,2017,-1.0,--,0.005,100.0,5.3,--
406,Ryan Griffin,,,TE51,,,,,,366.0,366.0,00-0030108,TE,2016,1.0,26,2013,0.44625,20.087833,0.018000000000000002,,0.0,3.36
