"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0025418","Greg Olsen",124,7.8,30.9,"TE","CAR",25.1
2,"00-0024389","Delanie Walker",134,8.9,34.2,"TE","TEN",24.5
3,"00-0030506","Travis Kelce",105,6.6,29.2,"TE","KC",22.5
4,"00-0026281","Gary Barnidge",125,7.8,37.8,"TE","CLE",20.7
5,"00-0030472","Jordan Reed",114,8.1,34.9,"TE","WAS",20.4
6,"00-0022127","Jason Witten",104,6.5,32.5,"TE","DAL",20
7,"00-0027656","Rob Gronkowski",120,8,39,"TE","NE",19.2
8,"00-0030061","Zach Ertz",112,7.5,38.8,"TE","PHI",18.1
9,"00-0028112","Charles Clay",77,5.9,28.9,"TE","BUF",16.6
10,"00-0022943","Benjamin Watson",110,6.9,41.6,"TE","NO",16.5
11,"00-0027981","Kyle Rudolph",73,4.6,27.7,"TE","MIN",16.5
12,"00-0027061","Jared Cook",76,4.8,29.3,"TE","LA",16.2
13,"00-0027696","Jimmy Graham",75,6.8,29.7,"TE","SEA",15.8
14,"00-0026201","Martellus Bennett",80,7.3,32.6,"TE","CHI",15.3
15,"00-0031384","Richard Rodgers",86,5.4,35.6,"TE","GB",15.1
16,"00-0030549","Tyler Eifert",74,5.7,30.9,"TE","CIN",14.9
17,"00-0029697","Coby Fleener",85,5.7,37.9,"TE","IND",14
18,"00-0023465","Heath Miller",82,5.5,37.2,"TE","PIT",13.8
19,"00-0028067","Julius Thomas",82,6.8,37.9,"TE","JAX",13.5
20,"00-0026267","Jacob Tamme",81,5.4,38.7,"TE","ATL",13.1
21,"00-0021547","Antonio Gates",85,7.7,41.4,"TE","LAC",12.8
22,"00-0024313","Owen Daniels",77,4.8,37.8,"TE","DEN",12.7
23,"00-0028040","Jordan Cameron",70,4.4,36.4,"TE","MIA",12
24,"00-0031387","Eric Ebron",70,5,38.9,"TE","DET",11.2
25,"00-0032004","Will Tye",62,4.8,38.4,"TE","NYG",10.1
26,"00-0029275","Ladarius Green",65,5,41.4,"TE","LAC",9.8
27,"00-0027125","Zach Miller",46,3.8,32.6,"TE","CHI",8.8
28,"00-0030470","Vance McDonald",46,3.3,32.9,"TE","SF",8.7
29,"00-0027985","Lance Kendricks",40,2.9,29.3,"TE","LA",8.5
30,"00-0032256","Clive Walford",51,3.4,37.8,"TE","LV",8.4
31,"00-0024268","Anthony Fasano",43,3.1,34.2,"TE","TEN",7.9
32,"00-0030514","Mychal Rivera",46,3.3,37.8,"TE","LV",7.6
33,"00-0031418","Austin Seferian-Jenkins",39,5.6,33,"TE","TB",7.4
34,"00-0031558","Maxx Williams",48,4.4,41.9,"TE","BAL",7.2
35,"00-0030992","Crockett Gillmore",47,4.7,41.9,"TE","BAL",7
36,"00-0025516","Scott Chandler",42,3.5,39,"TE","NE",6.7
37,"00-0028838","Larry Donnell",41,5.1,38.4,"TE","NYG",6.7
38,"00-0024243","Marcedes Lewis",37,2.5,37.9,"TE","JAX",6.1
39,"00-0027873","Jermaine Gresham",32,2.5,34.4,"TE","ARI",5.8
40,"00-0024221","Vernon Davis",30,5,32.9,"TE","SF",5.7
41,"00-0024221","Vernon Davis",30,5,32.9,"TE","SF",5.7
42,"00-0031273","Cameron Brate",30,2.5,33,"TE","TB",5.7
43,"00-0025549","Brent Celek",35,2.9,38.8,"TE","PHI",5.6
44,"00-0030089","Luke Willson",26,2,29.7,"TE","SEA",5.5
45,"00-0030108","Ryan Griffin",34,3.8,38.5,"TE","HOU",5.5
46,"00-0027675","Ed Dickson",26,2.2,30.9,"TE","CAR",5.3
47,"00-0028903","Garrett Celek",28,2.8,32.9,"TE","SF",5.3
48,"00-0029738","Darren Fells",28,2.5,34.4,"TE","ARI",5.1
49,"00-0029689","Dwayne Allen",29,2.4,37.9,"TE","IND",4.8
50,"00-0032062","Blake Bell",25,2.8,32.9,"TE","SF",4.7
51,"00-0024221","Vernon Davis",28,4,37.8,"TE","DEN",4.6
52,"00-0024221","Vernon Davis",28,4,37.8,"TE","DEN",4.6
53,"00-0029534","Cooper Helfet",22,3.1,29.7,"TE","SEA",4.6
54,"00-0030216","Josh Hill",30,2.3,41.6,"TE","NO",4.5
55,"00-0030049","Chris Gragg",20,2.9,28.9,"TE","BUF",4.3
56,"00-0030422","Dion Sims",25,2.1,36.4,"TE","MIA",4.3
57,"00-0029119","Derek Carrier",22,2,34.9,"TE","WAS",3.9
58,"00-0031302","C.J. Fiedorowicz",24,1.8,38.5,"TE","HOU",3.9
59,"00-0031598","Nick Boyle",24,3,41.9,"TE","BAL",3.6
60,"00-0027725","Clay Harbor",21,2.6,37.9,"TE","JAX",3.5
