"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0030506","Travis Kelce",122,8.1,33.1,"TE","KC",23.1
2,"00-0030181","Jack Doyle",109,7.3,29.6,"TE","IND",23
3,"00-0024389","Delanie Walker",111,6.9,30.2,"TE","TEN",22.9
4,"00-0030061","Zach Ertz",111,7.9,35.1,"TE","PHI",19.8
5,"00-0033881","Evan Engram",115,7.7,37.9,"TE","NYG",19
6,"00-0027696","Jimmy Graham",98,6.1,33.2,"TE","SEA",18.5
7,"00-0027656","Rob Gronkowski",106,8.2,36.6,"TE","NE",18.1
8,"00-0022127","Jason Witten",87,5.4,30.5,"TE","DAL",17.8
9,"00-0028112","Charles Clay",74,5.7,29.2,"TE","BUF",15.8
10,"00-0027061","Jared Cook",86,5.4,34.6,"TE","LV",15.5
11,"00-0027981","Kyle Rudolph",81,5.1,32.6,"TE","MIN",15.5
12,"00-0031387","Eric Ebron",86,5.4,35.6,"TE","DET",15.1
13,"00-0031418","Austin Seferian-Jenkins",74,5.7,31.1,"TE","NYJ",14.9
14,"00-0022943","Benjamin Watson",80,5,35.2,"TE","BAL",14.2
15,"00-0024221","Vernon Davis",69,4.3,33.4,"TE","WAS",12.9
16,"00-0031273","Cameron Brate",77,4.8,37.5,"TE","TB",12.8
17,"00-0032214","Tyler Kroft",62,4.1,30.5,"TE","CIN",12.7
18,"00-0032392","Austin Hooper",65,4.1,32.3,"TE","ATL",12.6
19,"00-0033090","Hunter Henry",62,5.2,35.9,"TE","LAC",10.8
20,"00-0032135","Jesse James",63,4.5,36.8,"TE","PIT",10.7
21,"00-0033885","David Njoku",60,3.8,35.4,"TE","CLE",10.6
22,"00-0028067","Julius Thomas",62,4.4,36.8,"TE","MIA",10.5
23,"00-0033288","George Kittle",63,4.2,37.5,"TE","SF",10.5
24,"00-0033080","Seth DeValve",58,3.6,35.4,"TE","CLE",10.2
25,"00-0032725","Stephen Anderson",52,3.7,32.5,"TE","HOU",10
26,"00-0027675","Ed Dickson",49,3.5,30.9,"TE","CAR",9.9
27,"00-0024243","Marcedes Lewis",49,3.1,32.6,"TE","JAX",9.4
28,"00-0021547","Antonio Gates",53,3.3,35.9,"TE","LAC",9.2
29,"00-0033110","Tyler Higbee",45,3.2,31.9,"TE","LA",8.8
30,"00-0025418","Greg Olsen",38,5.4,30.9,"TE","CAR",7.7
31,"00-0027873","Jermaine Gresham",46,3.3,37.1,"TE","ARI",7.7
32,"00-0027125","Zach Miller",35,4.4,29.3,"TE","CHI",7.5
33,"00-0026201","Martellus Bennett",38,5.4,34.8,"TE","GB",6.8
34,"00-0030155","Demetrius Harris",36,2.8,33.1,"TE","KC",6.8
35,"00-0032117","Nick O'Leary",32,2.5,29.2,"TE","BUF",6.8
36,"00-0031598","Nick Boyle",38,2.5,35.2,"TE","BAL",6.7
37,"00-0030472","Jordan Reed",35,5.8,33.4,"TE","WAS",6.6
38,"00-0033879","O.J. Howard",39,3,37.5,"TE","TB",6.5
39,"00-0027985","Lance Kendricks",35,3.2,34.8,"TE","GB",6.3
40,"00-0033895","Gerald Everett",32,2.5,31.9,"TE","LA",6.3
41,"00-0030422","Dion Sims",29,2.4,29.3,"TE","CHI",6.2
42,"00-0033858","Jonnu Smith",30,2.3,30.2,"TE","TEN",6.2
43,"00-0029697","Coby Fleener",30,2.7,33.1,"TE","NO",5.7
44,"00-0030710","Trey Burton",32,2.7,35.1,"TE","PHI",5.7
45,"00-0031609","A.J. Derby",31,3.4,34.7,"TE","DEN",5.6
46,"00-0028903","Garrett Celek",33,2.5,37.5,"TE","SF",5.5
47,"00-0029587","Rhett Ellison",32,2.7,37.9,"TE","NYG",5.3
48,"00-0030108","Ryan Griffin",27,4.5,32.5,"TE","HOU",5.2
49,"00-0033611","Ricky Seals-Jones",28,3.5,37.1,"TE","ARI",4.7
50,"00-0029738","Darren Fells",26,2,35.6,"TE","DET",4.6
51,"00-0031951","James O'Shaughnessy",24,1.7,32.6,"TE","JAX",4.6
52,"00-0025549","Brent Celek",24,2.2,35.1,"TE","PHI",4.3
53,"00-0032098","Daniel Brown",20,2.5,29.3,"TE","CHI",4.3
54,"00-0030216","Josh Hill",22,2.2,33.1,"TE","NO",4.2
55,"00-0031302","C.J. Fiedorowicz",22,4.4,32.5,"TE","HOU",4.2
56,"00-0030089","Luke Willson",22,1.7,33.2,"TE","SEA",4.1
57,"00-0030470","Vance McDonald",24,2.7,36.8,"TE","PIT",4.1
58,"00-0028142","Virgil Green",22,2,34.7,"TE","DEN",4
59,"00-0031044","Troy Niklas",23,2.1,37.1,"TE","ARI",3.9
60,"00-0029689","Dwayne Allen",22,1.8,36.6,"TE","NE",3.8
