Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
141,Zach Miller,,,TE19,,,,,,151.0,150.5,00-0027125,TE,2015,0.8947368421052632,30,2009,0.5800000000000001,70.686295,0.019,180.0,1.5,6.529411764705882
169,Virgil Green,,,TE20,,,,,,196.0,180.0,00-0028142,TE,2015,1,27,2011,0.3556249999999999,9.850909,0.02,204.0,0.7,10.083333333333334
184,Charles Clay,,,TE21,,,,,,163.0,162.0,00-0028112,TE,2015,0.6219512195121951,26,2011,0.883076923,45.133976,0.053,174.0,1.7,4.647058823529412
186,Austin Seferian-Jenkins,,,TE22,,,,,,136.0,163.7,00-0031418,TE,2015,0.53125,22,2014,0.4514285714285714,65.63619,0.01,38.0,11.4,4.571428571428571
191,Ladarius Green,,,TE23,,,,,,149.0,175.3,00-0029275,TE,2015,0.7611940298507462,25,2012,0.6907692307692308,38.053333,0.032,110.0,4.7,6.0
197,Clive Walford,,,TE24,,,,,,207.0,186.3,00-0032256,TE,2015,1,23,2015,0.41625,14.101143,0.006,68.0,7.7,4.464285714285714
204,Jesse James,,,TE25,,,,,,178.0,202.7,00-0032135,TE,2015,1,21,2015,0.305,11.687,0.004,160.0,2.3,2.5
205,Jordan Cameron,,,TE26,,,,,,177.0,203.0,00-0028040,TE,2015,1,27,2011,0.725,13.002,0.039,102.0,5.1,2.342857142857143
211,Kyle Rudolph,,,TE27,,,,,,228.0,206.3,00-0027981,TE,2015,0.8292682926829268,25,2011,0.8300000000000001,35.346294,0.055,43.0,10.6,4.142857142857143
226,Vance McDonald,,,TE28,,,,,,304.0,218.7,00-0030470,TE,2015,0.7083333333333334,25,2013,0.5178571428571428,43.694946,0.042,55.0,9.1,6.133333333333334
245,Will Tye,,,TE29,,,,,,241.0,239.3,00-0032004,TE,2015,1,23,2015,-1.0,36.775642,--,,0.0,4.619047619047619
253,Benjamin Watson,,,TE30,,,,,,226.0,215.5,00-0022943,TE,2015,0.8793103448275862,34,2004,0.854375,68.62063,0.023,,0.0,3.2567567567567566
260,Tyler Higbee,LAR,8.0,TE31,,,,,,224.0,256.3,00-0033110,TE,2015,--,22,2016,-1.0,--,0.005,110.0,4.7,--
262,Jacob Tamme,,,TE32,,,,,,183.0,274.3,00-0026267,TE,2015,1,30,2008,0.7253333333333333,44.362663,0.011000000000000001,127.0,3.8,3.3220338983050848
265,Cameron Brate,,,TE33,,,,,,239.0,260.7,00-0031273,TE,2015,1,24,2014,0.3542857142857142,28.188786,0.004,,0.0,2.1739130434782608
266,Richard Rodgers,,,TE34,,,,,,258.0,263.0,00-0031384,TE,2015,1,23,2014,0.708125,62.81529,0.005,98.0,5.4,4.0344827586206895
274,Hunter Henry,NE,9.0,TE35,,,,,,235.0,281.7,00-0033090,TE,2015,--,20,2016,-1.0,--,0.01,35.0,12.0,--
280,Larry Donnell,,,TE36,,,,,,,250.5,00-0028838,TE,2015,0.723404255,26,2012,-1.0,17.686964,0.011000000000000001,,0.0,2.9655172413793105
282,Jace Amaro,,,TE37,,,,,,180.0,288.0,00-0031042,TE,2015,1,23,2014,-1.0,--,0.008,49.0,9.8,--
283,Jerell Adams,,,TE38,,,,,,184.0,292.0,00-0032429,TE,2015,--,22,2016,-1.0,--,0.004,184.0,1.4,--
290,Tyler Kroft,,,TE39,,,,,,209.0,332.5,00-0032214,TE,2015,1,22,2015,0.34,21.325668,0.005,85.0,6.3,6.181818181818182
294,Crockett Gillmore,,,TE40,,,,,,,271.0,00-0030992,TE,2015,0.53125,23,2014,0.745,49.541775,0.005,99.0,5.3,7.424242424242424
318,Austin Hooper,NE,9.0,TE41,,,,,,,323.0,00-0032392,TE,2015,--,20,2016,-1.0,--,0.007,81.0,6.6,--
320,Maxx Williams,,,TE42,,,,,,,332.0,00-0031558,TE,2015,1,21,2015,0.4678571428571429,16.54291,0.007,55.0,9.1,4.59375
361,Brent Celek,,,TE43,,,,,,307.0,364.0,00-0025549,TE,2015,1,30,2007,0.518125,30.700605,0.026000000000000002,162.0,2.2,6.2592592592592595
435,Jeff Heuerman,,,TE44,,,,,,,394.0,00-0032227,TE,2015,--,22,2015,-1.0,--,0.005,92.0,5.8,--
438,Lance Kendricks,,,TE45,,,,,,,398.0,00-0027985,TE,2015,1,27,2011,0.6286666666666666,16.860714,0.032,47.0,10.1,5.16
441,Josh Hill,,,TE46,,,,,,,402.0,00-0030216,TE,2015,1,25,2013,0.365625,11.670257,0.015,,0.0,4.75
444,Vernon Davis,,,TE47,,,,,,,406.0,00-0024221,TE,2015,1,31,2006,0.6,26.09923,0.015,6.0,23.2,3.763157894736842
445,Niles Paul,,,TE48,,,,,,,409.0,00-0028093,TE,2015,1,26,2011,-1.0,--,0.013999999999999999,155.0,2.5,--
449,Dennis Pitta,,,TE49,,,,,,,413.0,00-0027714,TE,2015,0.9482758620689655,30,2010,-1.0,--,0.048,114.0,4.4,--
452,Moritz Bohringer,,,WR155,,,,,,,417.0,00-0032341,TE,2015,--,21,2016,-1.0,--,--,180.0,1.5,--
453,Garrett Celek,,,TE50,,,,,,,418.0,00-0028903,TE,2015,0.68,27,2012,-1.0,23.791555,0.016,,0.0,5.157894736842105
466,Mychal Rivera,,,TE51,,,,,,,432.0,00-0030514,TE,2015,1,24,2013,0.37875,12.916703,0.005,184.0,1.4,3.90625
471,Owen Daniels,,,TE52,,,,,,,438.0,00-0024313,TE,2015,0.8673469387755102,32,2006,0.7525,31.787626,0.027999999999999997,98.0,5.4,5.760869565217392
482,Luke Willson,,,TE53,,,,,,,449.0,00-0030089,TE,2015,1,25,2013,0.4764285714285714,10.407437,0.005,158.0,2.4,5.529411764705882
484,Ryan Griffin,,,TE54,,,,,,,451.0,00-0030108,TE,2015,1,25,2013,0.5544444444444444,25.64028,0.005,,0.0,4.9
486,Darren Fells,,,TE55,,,,,,,453.0,00-0029738,TE,2015,1,29,2014,0.7128571428571427,25.138184,0.004,,0.0,6.666666666666667
487,Devon Cajuste,,,WR176,,,,,,,454.0,00-0032716,TE,2015,--,22,2016,-1.0,--,0.003,,0.0,--
494,Jermaine Gresham,,,TE56,,,,,,,462.0,00-0027873,TE,2015,1,27,2010,0.5586666666666668,12.205897,0.023,21.0,15.2,4.111111111111111
499,Kellen Davis,,,TE57,,,,,,,467.0,00-0026298,TE,2015,1,29,2008,0.388125,6.0971427,0.006,158.0,2.4,3.3333333333333335
503,MyCole Pruitt,,,TE58,,,,,,,471.0,00-0031585,TE,2015,1,23,2015,0.2012499999999999,3.1365557,0.004,143.0,3.0,4.6
506,Stephen Anderson,,,TE59,,,,,,,474.0,00-0032725,TE,2015,--,22,2016,-1.0,--,0.003,,0.0,--
510,Scott Chandler,,,TE60,,,,,,,478.0,00-0025516,TE,2015,0.8415841584158416,30,2007,0.3466666666666667,29.023863,0.018000000000000002,129.0,3.7,3.130434782608696
512,Troy Niklas,,,TE61,,,,,,,480.0,00-0031044,TE,2015,0.6071428571428571,22,2014,0.15875,57.70333,0.008,52.0,9.4,0.25
514,Garrett Graham,,,TE62,,,,,,,482.0,00-0027718,TE,2015,0.8415841584158416,29,2010,0.4499999999999999,7.42619,0.005,118.0,4.2,2.25
516,C.J. Fiedorowicz,,,TE63,,,,,,,484.0,00-0031302,TE,2015,1,23,2014,0.548125,6.431667,0.006,65.0,8.0,4.529411764705882
518,Jack Doyle,,,TE64,,,,,,,486.0,00-0030181,TE,2015,1,25,2013,0.304375,10.546667,0.011000000000000001,,0.0,4.666666666666667
520,Dion Sims,,,TE65,,,,,,,488.0,00-0030422,TE,2015,1,24,2013,0.5461538461538461,13.711743,0.005,106.0,4.9,4.5
521,Marcedes Lewis,,,TE66,,,,,,,489.0,00-0024243,TE,2015,1,31,2006,0.6275,5.8435235,0.026000000000000002,28.0,13.4,10.0625
523,Blake Bell,,,TE67,,,,,,,491.0,00-0032062,TE,2015,1,24,2015,0.3907142857142857,14.0525,0.005,117.0,4.3,6.133333333333334
525,Ed Dickson,,,TE68,,,,,,,493.0,00-0027675,TE,2015,1,28,2010,0.5406249999999999,11.694773,0.016,70.0,7.5,3.1176470588235294
527,Seth DeValve,,,TE69,,,,,,,495.0,00-0033080,TE,2015,--,22,2016,-1.0,--,0.004,138.0,3.2,--
529,Jeff Cumberland,,,TE70,,,,,,,497.0,00-0027321,TE,2015,0.9659090909090909,28,2010,-1.0,3.888,--,,0.0,10.0
530,Anthony Fasano,,,TE71,,,,,,,498.0,00-0024268,TE,2015,1,31,2006,0.5306249999999999,26.401812,0.018000000000000002,53.0,9.3,5.8076923076923075
532,Gavin Escobar,,,TE72,,,,,,,500.0,00-0030544,TE,2015,0.6938775510204082,24,2013,0.2528571428571428,9.752381,0.009,47.0,10.1,3.375
534,Nick Vannett,MIN,6.0,TE73,,,,,,,502.0,00-0032394,TE,2015,--,22,2016,-1.0,--,0.005,94.0,5.7,--
536,James O'Shaughnessy,,,TE74,,,,,,,504.0,00-0031951,TE,2015,0,23,2015,0.2457142857142857,8.678,0.004,173.0,1.8,9.5
538,Brandon Pettigrew,,,TE75,,,,,,,506.0,00-0026996,TE,2015,0.6181818181818182,30,2009,0.51375,7.824762,0.03,20.0,15.5,5.428571428571429
540,Demetrius Harris,,,TE76,,,,,,,508.0,00-0030155,TE,2015,0.6296296296296297,24,2013,0.3399999999999999,10.148,0.01,,0.0,3.142857142857143
542,Logan Paulsen,,,TE77,,,,,,,510.0,00-0027215,TE,2015,1,28,2010,-1.0,--,--,,0.0,--
