player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0034753,Mark Andrews,16,920.0,57.5,3.15161,17.608282
00-0030506,Travis Kelce,20,1595.0,79.75,4.7360773,17.311724
00-0034351,Dallas Goedert,15,843.0,56.2,3.8343644,15.556927
00-0036894,Pat Freiermuth,15,732.0,48.8,3.3857694,14.808239
00-0033885,David Njoku,14,628.0,44.857143,3.4126217,12.939481
00-0033288,George Kittle,18,929.0,51.61111,4.0782585,12.746704
00-0035229,T.J. Hockenson,18,1043.0,57.944443,4.4419103,12.644097
00-0033881,Evan Engram,19,890.0,46.842106,3.8901796,12.284675
00-0036290,Cole Kmet,17,544.0,32.0,2.677496,12.061246
00-0031610,Darren Waller,8,388.0,48.5,4.0404625,11.955961
00-0030061,Zach Ertz,10,406.0,40.6,3.5033398,11.908044
00-0037252,Greg Dulcich,10,411.0,41.1,3.5719903,11.267232
00-0034383,Dalton Schultz,17,699.0,41.117645,3.6263268,11.226053
00-0036970,Kyle Pitts,10,356.0,35.6,3.0511117,11.039887
00-0033110,Tyler Higbee,16,620.0,38.75,3.6370287,10.504189
00-0037809,Chigoziem Okonkwo,15,450.0,30.0,3.2214417,9.9515505
00-0033895,Gerald Everett,16,664.0,41.5,4.2426977,9.694771
00-0035689,Dawson Knox,17,602.0,35.411766,4.0425954,9.172896
00-0034613,Tanner Hudson,6,132.0,22.0,2.7707481,8.912984
00-0037744,Trey McBride,9,265.0,29.444445,3.4153035,8.868069
00-0032392,Austin Hooper,17,444.0,26.117647,3.2719712,8.856035
00-0034270,Tyler Conklin,17,552.0,32.47059,3.7253144,8.716182
00-0034364,Jordan Akins,15,495.0,33.0,3.6188295,8.519593
00-0033090,Hunter Henry,16,509.0,31.8125,3.8665257,8.434935
00-0034830,Hayden Hurst,16,555.0,34.6875,4.37844,8.380472
00-0036040,Juwan Johnson,16,508.0,31.75,3.9226732,8.348707
00-0031260,Logan Thomas,13,323.0,24.846153,3.1812918,8.16888
00-0037838,Isaiah Likely,14,373.0,26.642857,3.2228508,8.150801
00-0037755,Jelani Woods,12,312.0,26.0,3.361414,8.088298
00-0038115,Daniel Bellinger,13,289.0,22.23077,3.1576502,7.6690526
00-0033757,Robert Tonyan,17,470.0,27.647058,3.782248,7.4977403
00-0034073,Ross Dwelley,4,105.0,26.25,3.7817402,7.4439254
00-0038129,Cade Otton,15,449.0,29.933332,4.1872373,7.2348814
00-0034981,Foster Moreau,14,420.0,30.0,3.9979398,7.164405
00-0035644,Noah Fant,18,497.0,27.61111,4.197558,6.9489975
00-0036244,Colby Parkinson,15,336.0,22.4,4.0476155,6.19834
00-0036876,Kylen Granson,13,302.0,23.23077,3.6698444,6.0527477
00-0035329,Donald Parham,7,153.0,21.857143,3.8473256,5.947273
00-0031585,MyCole Pruitt,10,150.0,15.0,2.7401407,5.885661
00-0036145,Lawrence Cager,8,138.0,17.25,3.5391476,5.688526
00-0033858,Jonnu Smith,12,245.0,20.416666,3.8394537,5.6685853
00-0037304,Connor Heyward,8,151.0,18.875,3.6623652,5.646292
00-0034159,Will Dissly,15,349.0,23.266666,4.3959,5.415623
00-0034970,Irv Smith,9,185.0,20.555555,4.1790285,5.1311526
00-0032134,C.J. Uzomah,12,232.0,19.333334,3.8613393,5.0678296
00-0034829,Mike Gesicki,18,377.0,20.944445,4.736712,4.9150834
00-0036424,Brycen Hopkins,7,109.0,15.571428,3.064712,4.908709
00-0036232,Harrison Bryant,14,239.0,17.071428,3.456944,4.900486
00-0033439,Pharaoh Brown,7,117.0,16.714285,3.630525,4.8288145
00-0038041,Jake Ferguson,12,208.0,17.333334,3.7184,4.6450105
00-0036422,Adam Trautman,12,207.0,17.25,3.9738858,4.6426396
00-0036556,Brevin Jordan,9,128.0,14.222222,3.2418666,4.5550094
00-0034365,Ian Thomas,13,197.0,15.153846,3.5751534,4.5474434
00-0035956,Giovanni Ricci,6,100.0,16.666666,3.4361725,4.451301
00-0035249,Josh Oliver,13,175.0,13.461538,3.0232556,4.2460246
00-0031273,Cameron Brate,10,182.0,18.2,4.0903378,4.226138
00-0036754,Brock Wright,13,216.0,16.615385,4.111175,4.1753435
00-0033879,O.J. Howard,11,145.0,13.181818,3.554428,3.8976502
00-0037277,Teagan Quitoriano,7,113.0,16.142857,3.323458,3.8773987
00-0033455,Anthony Firkser,8,100.0,12.5,3.011963,3.8340325
00-0034011,Dan Arnold,10,135.0,13.5,3.774192,3.6353488
00-0036637,Noah Gray,20,336.0,16.8,4.7360773,3.6168938
00-0036741,Jack Stoll,10,128.0,12.8,3.976907,3.5404842
00-0033576,Eric Saubert,11,148.0,13.454545,3.773715,3.5171602
00-0033217,Mo Alie-Cox,14,189.0,13.5,3.33023,3.4636211
00-0036628,John Bates,9,108.0,12.0,3.6492293,3.4452648
00-0037282,James Mitchell,8,113.0,14.125,4.097504,3.4215877
00-0035771,Mitchell Wilcox,11,158.0,14.363636,4.4540043,3.361367
00-0037569,Peyton Hendershot,9,103.0,11.444445,3.721986,3.2867823
00-0036332,Josiah Deguara,9,114.0,12.666667,3.591529,3.220109
00-0034798,Durham Smythe,13,149.0,11.461538,4.697077,3.1838875
00-0037005,Tommy Tremble,14,174.0,12.428572,3.4712448,3.1801264
00-0033246,Johnny Mundt,14,152.0,10.857142,4.062591,2.7163055
00-0035222,Zach Gentry,14,132.0,9.428572,3.4251978,2.665056
00-0036590,Quintin Morris,8,102.0,12.75,4.8078923,2.3335435
00-0035547,Joseph Fortson,10,108.0,10.8,4.822446,2.2180474
