"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0030506","Travis Kelce",136,8.5,35,"TE","KC",24.3
2,"00-0031610","Darren Waller",117,7.3,30.8,"TE","LV",23.8
3,"00-0034753","Mark Andrews",98,6.5,26.6,"TE","BAL",23.1
4,"00-0033288","George Kittle",107,7.6,29.4,"TE","SF",22.8
5,"00-0030061","Zach Ertz",136,9.1,37.9,"TE","PHI",22.4
6,"00-0032392","Austin Hooper",99,7.6,41.4,"TE","ATL",15
7,"00-0030181","Jack Doyle",73,4.9,30.6,"TE","IND",14.9
8,"00-0022127","Jason Witten",85,5.3,36.1,"TE","DAL",14.7
9,"00-0034829","Mike Gesicki",89,5.9,38.1,"TE","MIA",14.6
10,"00-0033110","Tyler Higbee",89,6.4,38.4,"TE","LA",14.5
11,"00-0034351","Dallas Goedert",87,5.8,37.9,"TE","PHI",14.3
12,"00-0025418","Greg Olsen",83,5.9,37.6,"TE","CAR",13.8
13,"00-0035644","Noah Fant",66,4.1,30.1,"TE","DEN",13.7
14,"00-0033090","Hunter Henry",77,6.4,36.1,"TE","LAC",13.3
15,"00-0033387","Jacob Hollister",59,5.9,31,"TE","SEA",11.9
16,"00-0027061","Jared Cook",65,4.6,35,"TE","NO",11.6
17,"00-0033881","Evan Engram",68,8.5,37,"TE","NYG",11.5
18,"00-0030470","Vance McDonald",55,3.9,30.4,"TE","PIT",11.3
19,"00-0027696","Jimmy Graham",60,3.8,34,"TE","GB",11
20,"00-0027981","Kyle Rudolph",49,3.3,27.8,"TE","MIN",11
21,"00-0030549","Tyler Eifert",64,4,36.9,"TE","CIN",10.8
22,"00-0035229","T.J. Hockenson",59,4.9,34.5,"TE","DET",10.7
23,"00-0031387","Eric Ebron",52,4.7,30.6,"TE","IND",10.6
24,"00-0034364","Jordan Akins",55,3.4,32.4,"TE","HOU",10.6
25,"00-0034970","Irv Smith",47,3.4,27.8,"TE","MIN",10.6
26,"00-0031598","Nick Boyle",44,2.9,26.6,"TE","BAL",10.4
27,"00-0033858","Jonnu Smith",44,3.4,26.8,"TE","TEN",10.3
28,"00-0035689","Dawson Knox",50,3.3,30.4,"TE","BUF",10.3
29,"00-0033895","Gerald Everett",60,5,38.4,"TE","LA",9.8
30,"00-0029738","Darren Fells",48,3.2,32.4,"TE","HOU",9.2
31,"00-0034830","Hayden Hurst",39,2.4,26.6,"TE","BAL",9.2
32,"00-0031273","Cameron Brate",55,3.9,38.1,"TE","TB",9
33,"00-0030108","Ryan Griffin",43,3.3,31,"TE","NYJ",8.7
34,"00-0033528","Jeremy Sprinkle",41,2.7,29.3,"TE","WAS",8.7
35,"00-0033879","O.J. Howard",53,4.4,38.1,"TE","TB",8.7
36,"00-0034988","Kaden Smith",43,6.1,37,"TE","NYG",7.3
37,"00-0024389","Delanie Walker",31,5.2,26.8,"TE","TEN",7.2
38,"00-0033658","Blake Jarwin",41,2.7,36.1,"TE","DAL",7.1
39,"00-0032134","C.J. Uzomah",41,3.2,36.9,"TE","CIN",6.9
40,"00-0030216","Josh Hill",35,2.7,35,"TE","NO",6.2
41,"00-0033455","Anthony Firkser",24,2.4,26.8,"TE","TEN",5.6
42,"00-0030155","Demetrius Harris",28,2.2,32.5,"TE","CLE",5.4
43,"00-0034159","Will Dissly",27,4.5,31,"TE","SEA",5.4
44,"00-0031260","Logan Thomas",28,2.2,34.5,"TE","DET",5.1
45,"00-0034981","Foster Moreau",25,2.3,30.8,"TE","LV",5.1
46,"00-0034365","Ian Thomas",30,3.3,37.6,"TE","CAR",5
47,"00-0032135","Jesse James",27,2.1,34.5,"TE","DET",4.9
48,"00-0029587","Rhett Ellison",28,2.8,37,"TE","NYG",4.7
49,"00-0034073","Ross Dwelley",22,3.7,29.4,"TE","SF",4.7
50,"00-0028112","Charles Clay",24,1.6,33.2,"TE","ARI",4.5
51,"00-0033611","Ricky Seals-Jones",23,2.6,32.5,"TE","CLE",4.4
52,"00-0030710","Trey Burton",24,3,35.4,"TE","CHI",4.2
53,"00-0022943","Benjamin Watson",24,2.7,36.8,"TE","NE",4.1
54,"00-0032227","Jeff Heuerman",20,2.5,30.1,"TE","DEN",4.1
55,"00-0031951","James O'Shaughnessy",20,4,35.7,"TE","JAX",3.5
