player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0030506,Travis Kelce,39,324.0,14.0
00-0035229,T.J. Hockenson,23,156.0,5.0
00-0034753,Mark Andrews,21,134.0,5.0
00-0034383,Dalton Schultz,20,166.0,7.0
00-0033885,David Njoku,20,174.0,4.0
00-0033895,Gerald Everett,19,152.0,6.0
00-0038129,Cade Otton,17,66.0,2.0
00-0030061,Zach Ertz,17,84.0,4.0
00-0033288,George Kittle,17,136.0,5.0
00-0033110,Tyler Higbee,16,122.0,3.0
00-0034829,Mike Gesicki,15,168.0,6.0
00-0035689,Dawson Knox,14,116.0,6.0
00-0034830,Hayden Hurst,14,162.0,3.0
00-0034351,Dallas Goedert,14,152.0,3.0
00-0033881,Evan Engram,14,78.0,3.0
00-0034364,Jordan Akins,13,110.0,3.0
00-0036894,Pat Freiermuth,13,122.0,2.0
00-0031610,Darren Waller,12,56.0,1.0
00-0036040,Juwan Johnson,11,146.0,5.0
00-0036290,Cole Kmet,11,120.0,6.0
00-0037838,Isaiah Likely,11,72.0,2.0
00-0035644,Noah Fant,10,50.0,4.0
00-0035249,Josh Oliver,10,48.0,2.0
00-0036232,Harrison Bryant,9,28.0,1.0
00-0031260,Logan Thomas,9,70.0,1.0
00-0033757,Robert Tonyan,9,74.0,1.0
00-0034970,Irv Smith,8,62.0,3.0
00-0031585,MyCole Pruitt,8,58.0,4.0
00-0038115,Daniel Bellinger,8,112.0,3.0
00-0037005,Tommy Tremble,7,52.0,2.0
00-0037809,Chigoziem Okonkwo,7,56.0,2.0
00-0036244,Colby Parkinson,7,38.0,1.0
00-0032392,Austin Hooper,7,106.0,2.0
00-0033090,Hunter Henry,7,26.0,0.0
00-0037755,Jelani Woods,6,58.0,3.0
00-0034159,Will Dissly,6,94.0,2.0
00-0035547,Joe Fortson,5,22.0,2.0
00-0034981,Foster Moreau,5,18.0,2.0
00-0031273,Cameron Brate,5,32.0,1.0
00-0036754,Brock Wright,5,68.0,3.0
00-0037277,Teagan Quitoriano,5,20.0,2.0
00-0032141,Geoff Swaim,5,14.0,1.0
00-0036970,Kyle Pitts,5,18.0,2.0
00-0036637,Noah Gray,4,56.0,1.0
00-0037011,Tre' McKitty,4,6.0,0.0
00-0033217,Mo Alie-Cox,4,50.0,3.0
00-0031690,Eric Tomlinson,4,12.0,2.0
00-0034270,Tyler Conklin,4,40.0,3.0
00-0036534,Shane Zylstra,4,24.0,4.0
00-0035329,Donald Parham,4,16.0,1.0
00-0033858,Jonnu Smith,4,28.0,0.0
00-0037086,Grant Calcaterra,3,-4.0,0.0
00-0036422,Adam Trautman,3,38.0,0.0
00-0038041,Jake Ferguson,3,30.0,2.0
00-0036876,Kylen Granson,3,6.0,0.0
00-0037304,Connor Heyward,3,52.0,1.0
00-0036145,Lawrence Cager,3,18.0,1.0
00-0024243,Marcedes Lewis,3,6.0,2.0
00-0033576,Eric Saubert,3,14.0,0.0
00-0034798,Durham Smythe,3,18.0,1.0
00-0033246,Johnny Mundt,3,36.0,1.0
00-0033357,Taysom Hill,3,16.0,1.0
00-0033879,O.J. Howard,3,32.0,1.0
00-0035259,Trevon Wesco,3,6.0,0.0
00-0034011,Dan Arnold,2,16.0,0.0
00-0037252,Greg Dulcich,2,22.0,1.0
00-0033439,Pharaoh Brown,2,10.0,0.0
00-0035771,Mitchell Wilcox,2,30.0,1.0
00-0031384,Richard Rodgers,2,0.0,0.0
00-0035572,Parker Hesse,2,10.0,0.0
00-0037569,Peyton Hendershot,2,44.0,2.0
00-0034365,Ian Thomas,2,18.0,0.0
00-0035345,Chris Myarick,2,10.0,1.0
00-0036628,John Bates,2,32.0,1.0
00-0036590,Quintin Morris,2,28.0,1.0
00-0036556,Brevin Jordan,2,0.0,0.0
00-0035222,Zach Gentry,2,4.0,0.0
00-0030108,Ryan Griffin,2,4.0,0.0
00-0036423,Albert Okwuegbunam,2,38.0,0.0
00-0027981,Kyle Rudolph,2,16.0,1.0
00-0032134,C.J. Uzomah,1,2.0,1.0
00-0036332,Josiah Deguara,1,18.0,0.0
00-0032062,Blake Bell,1,34.0,1.0
00-0031484,Chris Manhertz,1,6.0,0.0
00-0038046,Charlie Kolar,1,0.0,0.0
00-0037744,Trey McBride,1,8.0,1.0
00-0037078,Cole Turner,1,0.0,0.0
00-0037311,Ko Kieft,1,10.0,1.0
00-0032394,Nick Vannett,1,24.0,0.0
00-0037282,James Mitchell,1,6.0,1.0
00-0035631,Drew Sample,1,4.0,0.0
00-0033455,Anthony Firkser,1,0.0,0.0
00-0036059,Tyler Mabry,1,14.0,1.0
00-0036741,Jack Stoll,1,0.0,0.0
00-0036424,Brycen Hopkins,1,22.0,0.0
00-0035823,Ben Ellefson,1,4.0,0.0
