...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
131,132,Owen Daniels,,,TE14,,,,143,,171,137.8,00-0024313,TE,2014,0.8395061728395061,31,2006,0.8200000000000001,34.22981,0.027999999999999997,98,5.4,79,48,527,35.13333333333333,5,4,0,0,0,0,0,4,15
135,136,Antonio Gates,,,TE15,,,,148,,147,144,00-0021547,TE,2014,0.8415841584158416,34,2003,-1,85.05329,0.055999999999999994,,0,98,69,821,51.3125,12,12,0,0,0,0,0,12,16
136,137,Dwayne Allen,,,TE16,,,,168,,123,144.3,00-0029689,TE,2014,0.9444444444444444,24,2012,0.6269230769230771,38.12629,0.006,64,8.1,50,29,395,32.916666666666664,6,8,0,0,0,0,0,8,12
142,143,Austin Seferian-Jenkins,,,TE17,,,,147,,145,150.8,00-0031418,TE,2014,0.0,21,2014,0.7855555555555555,20.072502,0.01,38,11.4,38,21,221,24.555555555555557,3,2,0,0,0,0,1,2,9
159,160,Vernon Davis,,,TE18,,,,138,,199,167.3,00-0024221,TE,2014,1.0,30,2006,0.9107142857142858,25.384232,0.057,6,23.2,50,26,245,18.846153846153847,2,2,1,4,0.3076923076923077,0,0,2,13
160,161,Josh Hill,,,TE19,,,,179,,177,167.3,00-0030216,TE,2014,1.0,24,2013,0.253125,27.711515,0.004,,0,20,14,176,14.666666666666666,2,5,0,0,0,0,0,5,12
169,170,Jordan Reed,,,TE20,,,,182,,186,181.8,00-0030472,TE,2014,0.53125,24,2013,0.5018181818181818,44.472908,0.006,85,6.3,65,50,465,42.27272727272727,4,0,0,0,0,0,1,0,11
174,175,Richard Rodgers,,,TE21,,,,195,,196,192.5,00-0031384,TE,2014,1.0,22,2014,0.453125,17.527435,0.005,98,5.4,30,20,225,17.307692307692307,3,2,0,0,0,0,0,2,13
178,179,Coby Fleener,,,TE22,,,,134,,130,142.3,00-0029697,TE,2014,1.0,25,2012,0.69125,63.712666,0.011000000000000001,34,12.1,92,51,774,48.375,16,8,0,0,0,0,0,8,16
190,191,Eric Ebron,,,TE23,,,,180,,160,167,00-0031387,TE,2014,1.0,21,2014,0.5061538461538462,11.233636,0.023,10,19.9,47,25,248,20.666666666666668,1,1,0,0,0,0,0,1,12
200,201,Larry Donnell,,,TE24,,,,151,,243,186,00-0028838,TE,2014,1.0,25,2012,-1,54.71762,--,,0,92,63,623,38.9375,5,6,0,0,0,0,4,6,16
204,205,Charles Clay,,,TE25,,,,198,,193,191.3,00-0028112,TE,2014,0.7727272727272727,25,2011,0.7635714285714286,28.101152,0.053,174,1.7,84,58,605,43.214285714285715,9,3,0,0,0,0,0,3,14
209,210,Ladarius Green,,,TE26,,,,230,,173,196.3,00-0029275,TE,2014,1.0,24,2012,0.30999999999999994,12.393777,0.005,110,4.7,25,19,226,22.6,5,0,0,0,0,0,0,0,10
211,212,Heath Miller,,,TE27,,,,211,,214,199.7,00-0023465,TE,2014,0.8415841584158416,31,2005,0.973125,46.419292,0.03,30,12.9,92,66,761,47.5625,8,3,0,0,0,0,1,3,16
231,232,Maxx Williams,,,TE28,,,,291,,231,238.7,00-0031558,TE,2014,--,20,2015,-1,--,0.006999999999999999,55,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,241,Jared Cook,,,TE29,,,,305,,215,252.7,00-0027061,TE,2014,0.8585858585858586,27,2009,0.678125,31.878502,0.057,89,6,99,52,634,39.625,7,3,1,0,0,0,0,3,16
262,263,Virgil Green,,,TE30,,,,286,,333,287.7,00-0028142,TE,2014,1.0,26,2011,0.4384615384615384,29.668,0.02,204,0.7,6,6,74,14.8,1,1,2,3,0.6,0,0,1,5
270,271,Jace Amaro,,,TE31,,,,361,,311,297.3,00-0031042,TE,2014,1.0,22,2014,0.39000000000000007,37.051666,0.008,49,9.8,54,38,345,26.53846153846154,4,2,0,0,0,0,0,2,13
298,299,Andrew Quarless,,,TE32,,,,290,,278,284,00-0027753,TE,2014,0.7611940298507462,25,2010,-1,13.88981,--,154,2.5,47,29,323,21.533333333333335,3,3,0,0,0,0,0,3,15
319,320,Mychal Rivera,,,TE33,,,,231,,368,299.5,00-0030514,TE,2014,1.0,23,2013,0.786875,61.2945,0.005,184,1.4,99,58,534,33.375,6,4,0,0,0,0,1,4,16
320,321,Scott Chandler,,,TE34,,,,301,,298,299.5,00-0025516,TE,2014,0.8095238095238095,29,2007,0.700625,28.747625,0.018000000000000002,129,3.7,70,47,497,31.0625,9,3,0,0,0,0,0,3,16
341,342,Niles Paul,,,TE35,,,,267,,,267,00-0028093,TE,2014,1.0,25,2011,0.529375,36.50695,0.013999999999999999,155,2.5,52,39,507,33.8,7,1,0,0,0,0,1,1,15
343,344,Jacob Tamme,,,TE36,,,,342,,303,322.5,00-0026267,TE,2014,1.0,29,2008,0.26933333333333337,11.774181,0.011000000000000001,127,3.8,28,14,109,9.909090909090908,1,2,0,0,0,0,1,2,11
349,350,Benjamin Watson,,,TE37,,,,299,,366,332.5,00-0022943,TE,2014,0.8585858585858586,33,2004,0.498125,9.733406,0.013000000000000001,,0,32,20,136,9.714285714285714,0,2,0,0,0,0,0,2,14
352,353,Crockett Gillmore,,,TE38,,,,319,,347,333,00-0030992,TE,2014,1.0,22,2014,0.3746666666666667,5.7194443,0.005,99,5.3,15,10,121,13.444444444444445,2,1,0,0,0,0,0,1,9
359,360,Clive Walford,,,TE40,,,,,,308,308,00-0032256,TE,2014,--,22,2015,-1,--,0.006,68,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0
375,376,Gary Barnidge,,,TE42,,,,333,,376,354.5,00-0026281,TE,2014,1.0,28,2008,0.3915384615384615,7.749445,0.028999999999999998,141,3.1,25,13,156,17.333333333333332,1,0,0,0,0,0,0,0,9
378,379,MyCole Pruitt,,,TE43,,,,,,332,332,00-0031585,TE,2014,--,22,2015,-1,--,--,143,3,0,0,0,0,0,0,0,0,0,0,0,0,0
381,382,Gavin Escobar,,,TE44,,,,371,,341,356,00-0030544,TE,2014,1.0,23,2013,0.24625,44.009445,0.009000000000000001,47,10.1,13,9,105,10.5,2,4,0,0,0,0,0,4,10
385,386,Rob Housler,,,TE45,,,,341,,375,358,00-0028007,TE,2014,0.7611940298507462,26,2011,-1,2.0878787,0.012,69,7.6,17,9,129,10.75,3,0,1,1,0.08333333333333333,0,0,0,12
392,393,Jermaine Gresham,,,TE46,,,,346,,,346,00-0027873,TE,2014,1.0,26,2010,0.8859999999999999,27.780003,0.022000000000000002,21,15.2,79,62,460,30.666666666666668,2,5,0,0,0,0,0,5,15
400,401,Darren Waller,MIA,5,TE47,,,,,,356,356,00-0031610,TE,2014,--,21,2015,-1,--,0.004,204,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
401,402,Tim Wright,,,TE48,,,,357,,,357,00-0029910,TE,2014,1.0,24,2013,-1,60.75538,--,,0,33,26,259,21.583333333333332,3,6,1,-2,-0.16666666666666666,0,0,6,12
402,403,Brent Celek,,,TE49,,,,364,,372,368,00-0025549,TE,2014,1.0,29,2007,0.688125,20.602001,0.04,162,2.2,51,32,340,21.25,6,1,0,0,0,0,1,1,16
407,408,Dennis Pitta,,,TE50,,,,363,,391,377,00-0027714,TE,2014,0.9482758620689655,29,2010,0.7266666666666667,58.889996,0.048,114,4.4,21,16,125,41.666666666666664,2,0,0,0,0,0,0,0,3
408,409,Jeff Cumberland,,,TE51,,,,,,365,365,00-0027321,TE,2014,0.9577464788732394,27,2010,-1,24.296,--,,0,47,23,247,16.466666666666665,4,3,0,0,0,0,0,3,15
411,412,Garrett Graham,,,TE52,,,,376,,389,382.5,00-0027718,TE,2014,0.8095238095238095,28,2010,0.7354545454545455,17.229,0.027999999999999997,118,4.2,28,18,197,19.7,2,1,0,0,0,0,0,1,10
413,414,Marcedes Lewis,,,TE53,,,,377,,428,402.5,00-0024243,TE,2014,1.0,30,2006,0.8512500000000001,27.987858,0.018000000000000002,28,13.4,32,18,206,25.75,3,2,0,0,0,0,0,2,8
417,419,Tyler Kroft,,,TE54,,,,,,383,383,00-0032214,TE,2014,--,21,2015,-1,--,0.005,85,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0
419,421,Brandon Pettigrew,,,TE55,,,,,,386,386,00-0026996,TE,2014,0.7083333333333334,29,2009,0.615,5.9090476,0.03,20,15.5,15,10,70,10,0,0,0,0,0,0,0,0,7
420,422,Lance Kendricks,,,TE56,,,,,,387,387,00-0027985,TE,2014,1.0,26,2011,0.595,17.413626,0.032,47,10.1,38,27,259,16.1875,3,5,0,0,0,0,0,5,16
422,424,Luke Willson,,,TE57,,,,,,392,392,00-0030089,TE,2014,1.0,24,2013,0.5606666666666666,59.53909,0.005,158,2.4,40,22,362,30.166666666666668,7,3,0,0,0,0,0,3,12
425,427,Brandon Myers,,,TE58,,,,,,396,396,00-0027135,TE,2014,1.0,28,2009,0.5514285714285714,12.230182,0.016,202,0.8,32,22,190,17.272727272727273,3,0,0,0,0,0,0,0,11
441,443,Dan Gronkowski,,,TE59,,,,,,416,416,00-0027157,TE,2014,0.38095238095238093,29,2009,-1,--,--,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,444,Dion Sims,,,TE60,,,,,,417,417,00-0030422,TE,2014,1.0,23,2013,0.5357142857142857,15.735385,0.005,106,4.9,36,24,284,20.285714285714285,3,2,0,0,0,0,0,2,14
448,451,Darren Fells,,,TE61,,,,,,425,425,00-0029738,TE,2014,1.0,28,2014,0.33899999999999997,7.3120003,0.003,,0,11,5,71,14.2,1,0,0,0,0,0,0,0,5
449,452,Levine Toilolo,,,TE62,,,,,,426,426,00-0030443,TE,2014,1.0,23,2013,0.8712500000000001,10.730286,0.005,133,3.5,53,31,238,15.866666666666667,1,2,0,0,0,0,1,2,15
450,453,Troy Niklas,,,TE63,,,,,,427,427,00-0031044,TE,2014,0.0,21,2014,0.19285714285714284,0.44333333,0.008,52,9.4,3,3,38,12.666666666666666,0,0,0,0,0,0,0,0,3
452,455,Anthony Fasano,,,TE64,,,,,,431,431,00-0024268,TE,2014,1.0,30,2006,0.6946666666666667,20.436703,0.018000000000000002,53,9.3,37,25,226,16.142857142857142,2,4,0,0,0,0,0,4,14
453,456,James Casey,,,TE65,,,,,,432,432,00-0027109,TE,2014,1.0,29,2009,-1,12.763333,0.009000000000000001,152,2.6,3,3,59,19.666666666666668,1,2,0,0,0,0,0,2,3
