...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
453,459,Virgil Green,,,TE64,351,,,,,,351,00-0028142,TE,2018,1.0,30,2011,0.68375,7.9108977,0.016,204,0.7,27,19,210,16.153846153846153,5,1,0,0,0,0,0,1,13
454,460,Jordan Matthews,,,TE65,663,,,,,351,507,00-0031299,TE,2018,0.95,26,2014,0.36071428571428577,18.822546,0.011000000000000001,42,10.8,28,20,300,27.272727272727273,3,2,0,0,0,0,0,2,11
455,461,Xavier Grimble,,,TE66,352,,,,,,352,00-0031035,TE,2018,1.0,25,2014,-1,3.7914286,0.011000000000000001,,0,8,6,86,12.285714285714286,2,0,0,0,0,0,1,0,7
456,462,Ed Dickson,,,TE67,353,,,,,,353,00-0027675,TE,2018,0.96,31,2010,0.53,22.549442,0.02,70,7.5,13,12,143,15.88888888888889,2,3,1,9,1,0,0,3,9
468,474,Adam Shaheen,,,TE68,361,,,,,,361,00-0033896,TE,2018,0.71875,23,2017,0.38833333333333336,11.27,0.009000000000000001,45,10.4,7,5,48,12,1,1,0,0,0,0,0,1,4
472,478,Jaeden Graham,,,TE69,363,,,,,,363,00-0034788,TE,2018,--,22,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,489,Rhett Ellison,,,TE70,370,,,,,,370,00-0029587,TE,2018,0.853448275862069,29,2012,0.6335714285714286,16.96064,0.027000000000000003,128,3.7,35,25,272,20.923076923076923,2,1,0,0,0,0,0,1,13
490,497,Julius Thomas,,,TE71,378,,,,,,378,00-0028067,TE,2018,0.9487179487179487,30,2011,-1,--,0.037000000000000005,129,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
498,505,Jeremy Sprinkle,,,TE72,383,,,,,,383,00-0033528,TE,2018,1.0,24,2017,0.3625,22.711998,0.004,154,2.5,9,5,41,8.2,0,1,0,0,0,0,0,1,5
502,509,John Phillips,,,TE73,386,,,,,,386,00-0027139,TE,2018,0.873015873015873,31,2009,0.26125,4.5000005,0.005,208,0.6,3,3,38,19,1,0,0,0,0,0,0,0,2
504,511,Zach Gentry,,,TE74,387,,,,,,387,00-0035222,TE,2018,--,21,2019,-1,--,0.004,141,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,528,Levine Toilolo,,,TE75,399,,,,,,399,00-0030443,TE,2018,1.0,27,2013,0.49125,21.94073,0.005,133,3.5,24,21,263,23.90909090909091,2,1,0,0,0,0,0,1,11
521,530,Derek Carrier,,,TE76,401,,,,,,401,00-0029119,TE,2018,0.5802469135802469,28,2012,0.223125,15.573666,0.01,,0,12,7,67,11.166666666666666,1,1,0,0,0,0,0,1,6
524,533,Marcedes Lewis,,,TE77,403,,,,,,403,00-0024243,TE,2018,0.9620253164556962,34,2006,0.181875,2.7691667,0.011000000000000001,28,13.4,4,3,39,9.75,1,0,0,0,0,0,0,0,4
534,543,Robert Tonyan,KC,12,TE79,411,,,,,,411,00-0033757,TE,2018,1.0,24,2017,0.063125,25.162998,0.003,,0,6,4,77,15.4,1,1,0,0,0,0,0,1,5
539,548,Charles Clay,,,TE80,425,,,,,435,430,00-0028112,TE,2018,0.7615384615384615,29,2011,0.5984615384615384,7.162,0.011000000000000001,174,1.7,36,21,184,16.727272727272727,2,0,0,0,0,0,1,0,11
542,551,Aaron Hernandez,,,TE81,,,,,,417,417,00-0027713,TE,2018,1.0,28,2010,-1,--,0.0,113,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
543,552,Tommy Sweeney,,,TE82,417,,,,,,417,00-0035308,TE,2018,--,23,2019,-1,--,0.003,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,554,Troy Fumagalli,,,TE83,419,,,,,,419,00-0034393,TE,2018,0.0,23,2018,-1,--,0.004,156,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
551,560,Josh Oliver,MIN,12,TE84,969,,,,,422,695.5,00-0035249,TE,2018,--,21,2019,-1,--,0.006,69,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
562,571,Deon Yelder,,,TE85,430,,,,,,430,00-0034319,TE,2018,1.0,23,2018,0.00666666666666666,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,580,Alize Mack,,,TE86,436,,,,,,436,00-0035309,TE,2018,--,21,2019,-1,--,0.003,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,582,Nick Boyle,,,TE87,437,,,,,,437,00-0031598,TE,2018,0.6666666666666666,25,2015,0.546875,5.195379,0.032,171,1.9,37,23,213,17.75,1,0,0,0,0,0,0,0,12
575,584,Nick O'Leary,,,TE88,438,,,,,,438,00-0032117,TE,2018,1.0,26,2015,0.5241666666666666,36.051994,0.004,194,1.1,10,8,86,17.2,0,1,0,0,0,0,0,1,5
592,601,Coby Fleener,,,TE89,456,,,,,,456,00-0029697,TE,2018,0.95,29,2012,-1,--,0.046,34,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,610,Jacob Hollister,,,TE90,470,,,,,,470,00-0033387,TE,2018,1.0,24,2017,0.10875,7.22,0.003,,0,5,4,52,26,1,0,0,0,0,0,0,0,2
602,611,Garrett Dickerson,,,TE91,471,,,,,,471,00-0034795,TE,2018,1.0,22,2018,0.05499999999999999,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,616,Luke Willson,,,TE92,478,,,,,,478,00-0030089,TE,2018,1.0,28,2013,0.46,2.500111,0.005,158,2.4,19,13,87,8.7,0,0,0,0,0,0,0,0,10
610,619,Daniel Brown,,,TE93,482,,,,,,482,00-0032098,TE,2018,1.0,26,2015,0.02785714285714285,--,0.005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,620,Jerell Adams,,,TE94,483,,,,,,483,00-0032429,TE,2018,1.0,25,2016,-1,--,0.004,184,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
612,621,Eric Tomlinson,,,TE95,484,,,,,,484,00-0031690,TE,2018,0.975609756097561,26,2015,0.3693333333333333,1.5428572,0.005,,0,14,8,72,9,1,0,0,0,0,0,0,0,8
618,627,Dan Arnold,,,TE96,492,,,,,,492,00-0034011,TE,2018,0.5,23,2017,0.217,23.571428,0.003,,0,19,12,150,21.428571428571427,4,1,0,0,0,0,0,1,7
624,633,Jeff Heuerman,,,TE97,499,,,,,,499,00-0032227,TE,2018,0.8958333333333334,25,2015,0.77,41.760998,0.021,92,5.8,48,31,281,28.1,2,2,0,0,0,0,0,2,10
629,638,Tyrone Swoopes,,,TE98,506,,,,,,506,00-0033742,TE,2018,1.0,23,2017,0.42,,0.003,,0,1,1,23,23,1,0,0,0,0,0,0,0,1
632,641,Niles Paul,,,TE99,509,,,,,,509,00-0028093,TE,2018,0.8672566371681416,29,2011,0.23833333333333337,31.535002,0.005,155,2.5,13,10,98,19.6,1,0,1,-3,-0.6,0,0,0,5
634,643,Austin Seferian-Jenkins,,,TE100,511,,,,,,511,00-0031418,TE,2018,0.6455696202531646,25,2014,0.658,16.285,0.005,38,11.4,19,11,90,18,1,1,0,0,0,0,0,1,5
635,644,Foster Moreau,NO,9,TE101,512,,,,,,512,00-0034981,TE,2018,--,21,2019,-1,--,0.004,137,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
637,646,Garrett Celek,,,TE102,514,,,,,,514,00-0028903,TE,2018,0.8367346938775511,30,2012,-1,38.614666,0.016,,0,8,5,90,15,2,2,0,0,0,0,0,2,6
643,652,Garrett Griffin,,,TE103,520,,,,,,520,00-0033095,TE,2018,1.0,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,653,Temarrick Hemingway,,,TE104,521,,,,,,521,00-0033112,TE,2018,0.5675675675675675,25,2016,0.01,--,0.001,177,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
649,658,Richard Rodgers,,,TE105,526,,,,,,526,00-0031384,TE,2018,0.8902439024390244,26,2014,0.08285714285714287,,0.005,98,5.4,1,1,7,7,0,0,0,0,0,0,0,0,1
651,660,Ben Braunecker,,,TE106,528,,,,,,528,00-0032661,TE,2018,1.0,24,2016,0.12066666666666669,2.108,0.006999999999999999,,0,5,3,42,8.4,1,0,0,0,0,0,0,0,5
657,666,Joshua Perkins,,,TE107,534,,,,,,534,00-0032599,TE,2018,0.78125,25,2016,0.1388888888888889,26.230001,0.004,,0,11,5,67,22.333333333333332,1,0,0,0,0,0,0,0,3
658,667,Eric Saubert,SEA,11,TE108,536,,,,,,536,00-0033576,TE,2018,1.0,24,2017,0.16562500000000002,1.7030001,0.004,174,1.7,9,5,48,9.6,0,0,0,0,0,0,0,0,5
666,675,Luke Stocker,,,TE109,544,,,,,,544,00-0028042,TE,2018,0.9745762711864406,30,2011,0.4893749999999999,9.532955,0.015,104,5,21,15,165,13.75,2,2,1,0,0,0,0,2,12
672,681,Caleb Wilson,,,TE110,552,,,,,,552,00-0035320,TE,2018,--,22,2019,-1,--,0.003,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,685,Cethan Carter,,,TE111,556,,,,,,556,00-0033338,TE,2018,0.5,22,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,686,Kaden Smith,,,TE112,557,,,,,,557,00-0034988,TE,2018,--,21,2019,-1,--,0.004,176,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
684,693,Jermaine Gresham,,,TE113,565,,,,,,565,00-0027873,TE,2018,1.0,30,2010,0.5461538461538462,1.2914286,0.042,21,15.2,12,9,94,11.75,1,0,0,0,0,0,1,0,8
688,697,Maxx Williams,,,TE114,569,,,,,,569,00-0031558,TE,2018,0.8153846153846154,24,2015,0.3792307692307692,13.801946,0.012,55,9.1,17,16,143,15.88888888888889,3,1,3,8,0.8888888888888888,0,0,1,9
691,700,Sean Culkin,,,TE115,572,,,,,,572,00-0033696,TE,2018,1.0,25,2017,0.24615384615384617,,0.003,,0,1,1,24,24,1,0,0,0,0,0,0,0,1
692,701,Mo Alie-Cox,IND,6,TE116,573,,,,,,573,00-0033217,TE,2018,1.0,24,2017,0.3866666666666667,16.79125,0.004,,0,13,7,133,16.625,4,2,0,0,0,0,0,2,8
693,702,Dwayne Allen,,,TE117,574,,,,,,574,00-0029689,TE,2018,0.82,28,2012,0.40769230769230774,1.5699998,0.017,64,8.1,4,3,27,9,1,0,0,0,0,0,0,0,3
700,710,Tyler Conklin,LAC,12,TE118,585,,,,,,585,00-0034270,TE,2018,1.0,23,2018,0.139375,7.6091666,0.004,157,2.4,7,5,77,19.25,2,0,0,0,0,0,0,0,4
707,718,Chris Manhertz,NYG,11,TE119,594,,,,,,594,00-0031484,TE,2018,1.0,26,2015,0.32,43.68,0.006,,0,5,2,52,17.333333333333332,1,1,0,0,0,0,0,1,3
711,722,Marcus Lucas,,,TE120,598,,,,,,598,00-0031121,TE,2018,--,26,2014,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,730,Phillip Supernaw,,,TE121,606,,,,,,606,00-0028987,TE,2018,1.0,28,2012,-1,--,0.009000000000000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,735,Trevon Wesco,,,TE122,611,,,,,,611,00-0035259,TE,2018,--,22,2019,-1,--,0.004,121,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,739,Seth DeValve,,,TE123,615,,,,,,615,00-0033080,TE,2018,1.0,25,2016,0.1123076923076923,17.876999,0.004,138,3.2,8,5,74,14.8,2,1,0,0,0,0,0,1,5
734,745,Logan Thomas,,,TE124,621,,,,,,621,00-0031260,TE,2018,1.0,27,2014,0.34833333333333333,12.868392,0.005,120,4.1,17,12,77,9.625,1,0,0,0,0,0,0,0,8
737,748,Lee Smith,,,TE125,624,,,,,,624,00-0028097,TE,2018,0.7938931297709924,30,2011,0.270625,3.2176666,0.016,159,2.3,11,10,73,12.166666666666666,1,3,0,0,0,0,0,3,6
739,750,Mason Schreck,,,TE126,627,,,,,,627,00-0033798,TE,2018,0.21875,24,2017,0.05833333333333333,--,0.003,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,760,Henry Krieger-Coble,,,TE127,637,,,,,,637,00-0032523,TE,2018,1.0,26,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,764,Gabe Holmes,,,TE128,641,,,,,,641,00-0031884,TE,2018,0.5555555555555556,27,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,770,Isaac Nauta,,,TE129,647,,,,,,647,00-0035539,TE,2018,--,21,2019,-1,--,0.003,224,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
765,777,Jerome Cunningham,,,TE130,656,,,,,,656,00-0031462,TE,2018,1.0,27,2014,-1,,0.003,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,785,Dion Sims,,,TE131,665,,,,,,665,00-0030422,TE,2018,0.9292929292929293,27,2013,0.365,4.2050004,0.036000000000000004,106,4.9,4,2,9,4.5,0,0,0,0,0,0,0,0,2
774,786,Bryce Williams,,,TE132,666,,,,,,666,00-0032583,TE,2018,--,25,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,789,Ryan Hewitt,,,RB212,670,,,,,,670,00-0030780,TE,2018,1.0,27,2014,-1,25.205,0.004,,0,2,1,1,0.5,0,1,0,0,0,0,0,1,2
788,800,Drew Sample,CIN,9,TE133,682,,,,,,682,00-0035631,TE,2018,--,22,2019,-1,--,0.006999999999999999,52,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0
792,804,Scott Simonson,,,TE134,687,,,,,,687,00-0031167,TE,2018,0.6981132075471698,26,2014,-1,13.175715,0.005,,0,14,9,86,12.285714285714286,1,1,0,0,0,0,0,1,7
793,805,Gavin Escobar,,,TE135,689,,,,,,689,00-0030544,TE,2018,0.7794117647058824,27,2013,-1,--,0.004,47,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0
