player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0030506,Travis Kelce,31,312.0,13.0
00-0031610,Darren Waller,24,228.0,6.0
00-0031387,Eric Ebron,23,224.0,6.0
00-0027656,Rob Gronkowski,23,148.0,7.0
00-0034753,Mark Andrews,22,156.0,5.0
00-0031260,Logan Thomas,21,234.0,6.0
00-0027696,Jimmy Graham,21,208.0,8.0
00-0033858,Jonnu Smith,19,136.0,8.0
00-0035229,T.J. Hockenson,18,118.0,6.0
00-0034829,Mike Gesicki,16,122.0,5.0
00-0034830,Hayden Hurst,16,62.0,4.0
00-0027061,Jared Cook,16,184.0,6.0
00-0035689,Dawson Knox,16,104.0,5.0
00-0034383,Dalton Schultz,14,136.0,3.0
00-0032392,Austin Hooper,14,90.0,5.0
00-0033090,Hunter Henry,14,54.0,4.0
00-0035644,Noah Fant,13,138.0,3.0
00-0034970,Irv Smith,13,120.0,5.0
00-0033881,Evan Engram,13,78.0,1.0
00-0033757,Robert Tonyan,12,150.0,8.0
00-0030549,Tyler Eifert,11,68.0,2.0
00-0035631,Drew Sample,11,70.0,1.0
00-0033387,Jacob Hollister,11,84.0,3.0
00-0030710,Trey Burton,10,104.0,3.0
00-0030181,Jack Doyle,10,112.0,3.0
00-0025418,Greg Olsen,9,80.0,1.0
00-0033455,Anthony Firkser,8,70.0,1.0
00-0030472,Jordan Reed,8,90.0,4.0
00-0030061,Zach Ertz,8,44.0,1.0
00-0036290,Cole Kmet,8,58.0,2.0
00-0034364,Jordan Akins,8,84.0,1.0
00-0035329,Donald Parham,7,54.0,2.0
00-0033217,Mo Alie-Cox,7,76.0,2.0
00-0033110,Tyler Higbee,7,58.0,4.0
00-0022127,Jason Witten,7,32.0,2.0
00-0032135,Jesse James,7,56.0,2.0
00-0034393,Troy Fumagalli,6,26.0,1.0
00-0033896,Adam Shaheen,6,28.0,3.0
00-0034011,Dan Arnold,6,36.0,3.0
00-0031273,Cameron Brate,6,38.0,3.0
00-0034798,Durham Smythe,6,26.0,2.0
00-0034351,Dallas Goedert,6,64.0,2.0
00-0033885,David Njoku,6,32.0,2.0
00-0027981,Kyle Rudolph,6,18.0,1.0
00-0036232,Harrison Bryant,5,42.0,3.0
00-0034365,Ian Thomas,5,26.0,1.0
00-0034766,Chris Herndon,5,34.0,2.0
00-0034766,Christopher Herndon,5,34.0,2.0
00-0033288,George Kittle,5,14.0,1.0
00-0032214,Tyler Kroft,5,50.0,3.0
00-0033895,Gerald Everett,5,56.0,1.0
00-0031384,Richard Rodgers,4,74.0,1.0
00-0034159,Will Dissly,4,58.0,2.0
00-0034988,Kaden Smith,4,6.0,0.0
00-0032394,Nick Vannett,4,34.0,1.0
00-0029738,Darren Fells,4,22.0,2.0
00-0024243,Marcedes Lewis,4,48.0,3.0
00-0036423,Albert Okwuegbunam,4,40.0,1.0
00-0033439,Pharaoh Brown,4,72.0,2.0
00-0032062,Blake Bell,3,24.0,0.0
00-0028097,Lee Smith,3,10.0,2.0
00-0030155,Demetrius Harris,3,12.0,0.0
00-0035671,Jace Sternberger,3,32.0,1.0
00-0032141,Geoff Swaim,3,58.0,1.0
00-0030470,Vance McDonald,3,10.0,0.0
00-0036422,Adam Trautman,3,38.0,1.0
00-0033879,O.J. Howard,3,24.0,1.0
00-0031598,Nick Boyle,3,46.0,2.0
00-0031951,James O'Shaughnessy,3,38.0,0.0
00-0031558,Maxx Williams,3,36.0,1.0
00-0034073,Ross Dwelley,3,34.0,1.0
00-0034319,Deon Yelder,2,12.0,0.0
00-0035660,Kahale Warring,2,0.0,0.0
00-0034613,Tanner Hudson,2,24.0,0.0
00-0031585,MyCole Pruitt,2,2.0,1.0
00-0032134,C.J. Uzomah,2,12.0,0.0
00-0036244,Colby Parkinson,1,12.0,0.0
00-0036429,Charlie Woerner,1,36.0,0.0
00-0036008,Hunter Bryant,1,0.0,0.0
00-0035823,Ben Ellefson,1,0.0,0.0
00-0028042,Luke Stocker,1,0.0,0.0
00-0036194,Devin Asiasi,1,0.0,0.0
00-0035539,Isaac Nauta,1,0.0,0.0
00-0036250,Tyler Davis,1,0.0,0.0
00-0036187,Reggie Gilliam,1,2.0,1.0
00-0034439,Ryan Izzo,1,0.0,0.0
00-0035529,Hakeem Butler,1,0.0,0.0
00-0034169,Marcus Baugh,1,4.0,0.0
00-0033246,Johnny Mundt,1,14.0,0.0
00-0033258,Darrell Daniels,1,0.0,0.0
00-0033338,Cethan Carter,1,2.0,0.0
00-0033564,Jake Butt,1,0.0,0.0
00-0033627,Jason Croom,1,6.0,1.0
00-0033720,Colin Thompson,1,14.0,1.0
00-0034270,Tyler Conklin,1,40.0,1.0
00-0030089,Luke Willson,1,0.0,0.0
00-0034420,Jordan Thomas,1,6.0,1.0
00-0032986,J.P. Holtz,1,0.0,0.0
00-0030216,Josh Hill,1,6.0,1.0
00-0034981,Foster Moreau,1,2.0,1.0
00-0035039,Stephen Carlson,1,22.0,0.0
00-0035259,Trevon Wesco,1,10.0,0.0
00-0036456,Dominique Dafney,1,26.0,1.0
