Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
330,Tyler Kroft ,,,TE43,,,,334.0,,273.0,303.5,00-0032214,TE,2017,1.0,24,2015,0.858125,56.449234,0.005,85.0,6.3,4.595238095238095
331,Rico Gathers,,,TE44,,,,,,265.0,265.0,00-0033054,TE,2017,0.058823529411764705,23,2016,-1.0,--,0.003,217.0,0.3,--
334,Gerald Everett,,,TE45,,,,342.0,,274.0,308.0,00-0033895,TE,2017,1.0,23,2017,0.2875,14.386923,0.009000000000000001,44.0,10.5,6.75
338,Blake Jarwin,,,TE46,,,,,,281.0,281.0,00-0033658,TE,2017,1.0,23,2017,0.05,--,0.003,,0.0,--
340,Joe Williams,,,RB89,,,,330.0,,298.0,314.0,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160.0,2.3,4.465116279069767
351,Garrett Celek,,,TE47,,,,,,293.0,293.0,00-0028903,TE,2017,0.8048780487804879,29,2012,-1.0,31.887693,0.016,,0.0,8.19047619047619
363,Jonnu Smith,PIT,7,TE48,,,,,,306.0,306.0,00-0033858,TE,2017,1.0,22,2017,0.5399999999999999,13.494742,0.005,100.0,5.3,5.333333333333333
372,Dwayne Allen,,,TE49,,,,,,318.0,318.0,00-0029689,TE,2017,0.7857142857142857,27,2012,0.4225,6.53,0.031,64.0,8.1,6.4
379,Tyler Higbee,LAR,12,TE50,,,,326.0,,385.0,355.5,00-0033110,TE,2017,1.0,24,2016,0.711875,14.203351,0.005,110.0,4.7,3.08
383,Jordan Akins,,,TE51,,,,329.0,,356.0,342.5,00-0034364,TE,2017,--,25,2018,-1.0,--,0.005,98.0,5.4,--
385,Michael Roberts,,,TE52,,,,,,331.0,331.0,00-0033559,TE,2017,1.0,23,2017,0.2266666666666666,2.547,0.004,127.0,3.8,3.0
389,Jordan Leggett,,,TE53,,,,,,336.0,336.0,00-0033953,TE,2017,0.5,22,2017,-1.0,--,0.004,150.0,2.7,--
390,Xavier Grimble,,,TE54,,,,,,337.0,337.0,00-0031035,TE,2017,1.0,24,2014,-1.0,5.986667,0.004,,0.0,3.2
393,Jeff Heuerman ,,,TE55,,,,340.0,,395.0,367.5,00-0032227,TE,2017,1.0,24,2015,0.3285714285714285,18.388443,0.005,92.0,5.8,7.0
395,Dennis Pitta,,,TE56,,,,,,345.0,345.0,00-0027714,TE,2017,0.9594594594594594,32,2010,-1.0,--,0.018000000000000002,114.0,4.4,--
405,Coby Fleener,,,TE57,,,,,,360.0,360.0,00-0029697,TE,2017,0.95,28,2012,0.3663636363636364,34.416183,0.046,34.0,12.1,5.045454545454546
411,Clive Walford,,,TE58,,,,,,368.0,368.0,00-0032256,TE,2017,0.9591836734693877,25,2015,0.16,12.494667,0.004,68.0,7.7,2.4444444444444446
412,Marcedes Lewis,,,TE59,,,,,,373.0,373.0,00-0024243,TE,2017,0.9577464788732394,33,2006,0.8006249999999999,52.581173,0.012,28.0,13.4,6.791666666666667
425,Aaron Hernandez,,,TE60,,,,,,388.0,388.0,00-0027713,TE,2017,1.0,27,2010,-1.0,--,0.0,113.0,4.5,--
444,Jacob Hollister,,,TE61,,,,,,412.0,412.0,00-0033387,TE,2017,1.0,23,2017,0.0786666666666666,1.4425,0.003,,0.0,1.25
458,Niles Paul,,,TE62,,,,,,428.0,428.0,00-0028093,TE,2017,0.92,28,2011,0.3407142857142857,3.4301815,0.013000000000000001,155.0,2.5,2.3846153846153846
463,Nick Boyle,,,TE63,,,,,,433.0,433.0,00-0031598,TE,2017,0.5365853658536586,24,2015,0.69,4.7698097,0.004,171.0,1.9,5.464285714285714
465,Jermaine Gresham,,,TE64,,,,,,435.0,435.0,00-0027873,TE,2017,1.0,29,2010,0.765,18.25824,0.042,21.0,15.2,4.121212121212121
469,Demetrius Harris ,,,TE65,,,,,,439.0,439.0,00-0030155,TE,2017,0.8305084745762712,26,2013,0.4624999999999999,13.973974,0.01,,0.0,7.166666666666667
470,Seth DeValve,,,TE66,,,,,,440.0,440.0,00-0033080,TE,2017,1.0,24,2016,0.498125,8.070958,0.004,138.0,3.2,5.181818181818182
472,Lee Smith,,,TE67,,,,,,442.0,442.0,00-0028097,TE,2017,0.7652173913043478,29,2011,0.3356249999999999,0.87999994,0.017,159.0,2.3,4.0
473,Lance Kendricks,,,TE68,,,,,,443.0,443.0,00-0027985,TE,2017,1.0,29,2011,0.448125,12.976182,0.012,47.0,10.1,4.944444444444445
475,A.J. Derby,,,TE69,,,,,,445.0,445.0,00-0031609,TE,2017,0.967741935483871,25,2015,0.4427272727272727,30.268547,0.004,202.0,0.8,4.380952380952381
480,Chris Herndon,IV,,TE70,,,,,,450.0,450.0,00-0034766,TE,2017,--,21,2018,-1.0,--,0.004,107.0,4.8,--
481,Nick O'Leary,,,TE71,,,,,,451.0,451.0,00-0032117,TE,2017,1.0,25,2015,0.5453333333333334,11.040897,0.006999999999999999,194.0,1.1,5.454545454545454
482,Logan Paulsen,,,TE72,,,,,,452.0,452.0,00-0027215,TE,2017,1.0,30,2010,-1.0,0.0,0.006,,0.0,0
485,Josh Hill,,,TE73,,,,,,455.0,455.0,00-0030216,TE,2017,0.9518072289156626,27,2013,0.57375,6.8312225,0.017,,0.0,5.5
