Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
15,Travis Kelce,KC,12.0,TE1,16.0,,13.0,13.0,,13.0,15.2,00-0030506,TE,2018,0.9425287356321839,28,2013,0.948125,89.741165,0.06,63.0,8.2,5.514563106796117
26,George Kittle,SF,4.0,TE2,26.0,,29.0,27.0,,26.0,28.2,00-0033288,TE,2018,1.0,24,2017,0.87625,65.947624,0.004,146.0,2.9,9.886363636363637
27,Zach Ertz,WAS,10.0,TE3,29.0,,26.0,29.0,,25.0,28.5,00-0030061,TE,2018,1.0,27,2013,0.915625,113.28296,0.055,35.0,12.0,3.043103448275862
55,Evan Engram,DEN,10.0,TE4,50.0,,48.0,61.0,,61.0,57.2,00-0033881,TE,2018,1.0,23,2017,0.6554545454545454,41.135635,0.016,23.0,14.6,8.622222222222222
56,O.J. Howard,,,TE5,56.0,,54.0,60.0,,62.0,57.5,00-0033879,TE,2018,0.75,23,2017,0.604,47.587223,0.017,19.0,15.8,6.147058823529412
61,Hunter Henry,NE,10.0,TE6,65.0,,52.0,72.0,,65.0,64.5,00-0033090,TE,2018,0.625,23,2016,-1.0,--,0.01,35.0,12.0,--
69,Jared Cook,,,TE7,59.0,,61.0,82.0,,77.0,71.3,00-0027061,TE,2018,0.9146341463414634,31,2009,0.73125,77.04,0.04,89.0,6.0,5.044117647058823
80,Vance McDonald,,,TE8,83.0,,69.0,94.0,,96.0,84.2,00-0030470,TE,2018,0.8229166666666666,28,2013,0.548,22.849525,0.042,55.0,9.1,7.74
89,David Njoku,CLE,7.0,TE9,87.0,,87.0,87.0,,108.0,92.3,00-0033885,TE,2018,1.0,22,2017,0.7962499999999999,27.553522,0.013999999999999999,29.0,13.2,5.464285714285714
98,Eric Ebron ,,,TE10,144.0,,73.0,97.0,,78.0,101.8,00-0031387,TE,2018,1.0,25,2014,0.5506249999999999,73.229164,0.037000000000000005,10.0,19.9,3.787878787878788
108,Austin Hooper,NE,10.0,TE11,99.0,,112.0,123.0,,146.0,114,00-0032392,TE,2018,1.0,23,2016,0.7618750000000001,42.4145,0.006999999999999999,81.0,6.6,3.3380281690140845
116,Delanie Walker ,,,TE12,105.0,,139.0,109.0,,135.0,119.5,00-0024389,TE,2018,0.9101796407185628,34,2006,0.57,,0.048,175.0,1.7,5.0
137,Greg Olsen,,,TE13,133.0,,146.0,151.0,,139.0,143.3,00-0025418,TE,2018,0.9281437125748503,33,2007,0.7877777777777779,31.315,0.048,31.0,12.7,3.111111111111111
140,Kyle Rudolph,,,TE14,147.0,,133.0,147.0,,166.0,146.2,00-0027981,TE,2018,0.8923076923076924,28,2011,0.8831249999999999,55.967834,0.048,43.0,10.6,3.890625
143,Mark Andrews,BAL,8.0,TE15,149.0,,155.0,124.0,,150.0,146.3,00-0034753,TE,2018,1.0,22,2018,0.348125,14.829332,0.005,86.0,6.2,5.676470588235294
151,T.J. Hockenson,MIN,12.0,TE16,176.0,,174.0,149.0,,157.0,153,00-0035229,TE,2018,--,21,2019,-1.0,--,0.026000000000000002,8.0,21.4,--
155,Jordan Reed,,,TE17,151.0,,128.0,159.0,,168.0,156.3,00-0030472,TE,2018,0.8041237113402062,28,2013,0.6092307692307692,26.373077,0.06,85.0,6.3,4.277777777777778
174,Darren Waller,MIA,5.0,TE18,194.0,,226.0,161.0,,210.0,189,00-0031610,TE,2018,0.4146341463414634,25,2015,0.1675,5.53,0.04,204.0,0.7,9.333333333333334
177,Trey Burton ,,,TE19,129.0,,142.0,164.0,,137.0,144.2,00-0030710,TE,2018,1.0,26,2014,0.7981250000000001,45.55796,0.045,,0.0,3.5185185185185186
185,Jimmy Graham,,,TE20,156.0,,161.0,162.0,,158.0,157.6,00-0027696,TE,2018,0.9103448275862069,31,2010,0.7318749999999999,26.201166,0.055999999999999994,95.0,5.6,4.745454545454545
189,N'Keal Harry,,,WR62,203.0,,134.0,203.0,,114.0,163.6,00-0035624,TE,2018,--,20,2019,-1.0,--,0.013000000000000001,32.0,12.5,--
194,Jack Doyle,,,TE21,162.0,,194.0,225.0,,188.0,191.2,00-0030181,TE,2018,0.9494949494949495,28,2013,0.8166666666666668,26.993668,0.038,,0.0,4.153846153846154
200,Jason Witten,,,TE22,188.0,,164.0,220.0,,236.0,197,00-0022127,TE,2018,1.0,36,2003,-1.0,--,0.023,69.0,7.6,--
202,Noah Fant,CIN,9.0,TE23,217.0,,188.0,193.0,,196.0,197.8,00-0035644,TE,2018,--,20,2019,-1.0,--,0.017,20.0,15.5,--
206,Dallas Goedert,PHI,10.0,TE24,253.0,,205.0,200.0,,200.0,208.2,00-0034351,TE,2018,1.0,23,2018,0.47875,37.79802,0.008,49.0,9.8,5.151515151515151
211,Tyler Eifert,,,TE25,213.0,,199.0,199.0,,267.0,216.6,00-0030549,TE,2018,0.6987951807228916,27,2013,0.49,21.649166,0.021,21.0,15.2,3.6
220,Chris Herndon IV ,,,TE26,1000.0,,180.0,192.0,,173.0,349,00-0034766,TE,2018,1.0,22,2018,0.6287499999999999,30.764397,0.004,107.0,4.8,4.538461538461538
248,Benjamin Watson,,,TE27,246.0,,213.0,,,272.0,255,00-0022943,TE,2018,0.8170731707317073,37,2004,0.479375,24.64577,0.012,,0.0,2.4857142857142858
