player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0027696,Jimmy Graham,28,216.0,10.0
00-0027656,Rob Gronkowski,27,214.0,9.0
00-0030061,Zach Ertz,21,198.0,9.0
00-0030506,Travis Kelce,21,220.0,6.0
00-0027981,Kyle Rudolph,18,184.0,7.0
00-0033288,George Kittle,16,82.0,2.0
00-0022943,Benjamin Watson,14,40.0,3.0
00-0022127,Jason Witten,13,172.0,4.0
00-0031273,Cameron Brate,13,136.0,5.0
00-0021547,Antonio Gates,12,40.0,3.0
00-0032214,Tyler Kroft,12,56.0,7.0
00-0032135,Jesse James,12,60.0,3.0
00-0033090,Hunter Henry,12,62.0,3.0
00-0032392,Austin Hooper,12,94.0,2.0
00-0031598,Nick Boyle,12,70.0,0.0
00-0031387,Eric Ebron,12,60.0,2.0
00-0024389,Delanie Walker,12,40.0,2.0
00-0024243,Marcedes Lewis,12,96.0,5.0
00-0028112,Charles Clay,11,38.0,2.0
00-0028067,Julius Thomas,11,86.0,3.0
00-0031418,Austin Seferian-Jenkins,11,32.0,3.0
00-0030181,Jack Doyle,11,88.0,4.0
00-0027873,Jermaine Gresham,11,68.0,2.0
00-0033881,Evan Engram,11,128.0,6.0
00-0030155,Demetrius Harris,10,32.0,1.0
00-0031609,A.J. Derby,10,86.0,1.0
00-0027061,Jared Cook,9,12.0,0.0
00-0033885,David Njoku,9,16.0,1.0
00-0025418,Greg Olsen,9,54.0,1.0
00-0024221,Vernon Davis,9,72.0,1.0
00-0030710,Trey Burton,8,138.0,4.0
00-0029738,Darren Fells,8,56.0,2.0
00-0033895,Gerald Everett,8,40.0,2.0
00-0032725,Stephen Anderson,8,8.0,1.0
00-0031951,James O'Shaughnessy,7,58.0,1.0
00-0030216,Josh Hill,7,70.0,2.0
00-0033110,Tyler Higbee,6,66.0,1.0
00-0033879,O.J. Howard,6,64.0,3.0
00-0033896,Adam Shaheen,6,26.0,3.0
00-0028903,Garrett Celek,6,24.0,3.0
00-0027675,Ed Dickson,6,46.0,1.0
00-0027125,Zach Miller,5,62.0,1.0
00-0030470,Vance McDonald,5,32.0,1.0
00-0030089,Luke Willson,5,40.0,2.0
00-0027985,Lance Kendricks,5,2.0,1.0
00-0033080,Seth DeValve,5,6.0,1.0
00-0028142,Virgil Green,4,4.0,1.0
00-0032117,Nick O'Leary,4,14.0,1.0
00-0030108,Ryan Griffin,4,30.0,1.0
00-0029697,Coby Fleener,4,58.0,2.0
00-0030472,Jordan Reed,4,52.0,2.0
00-0029689,Dwayne Allen,4,22.0,1.0
00-0031558,Maxx Williams,3,10.0,1.0
00-0033258,Darrell Daniels,3,0.0,0.0
00-0032319,Ross Travis,3,0.0,0.0
00-0033858,Jonnu Smith,3,0.0,0.0
00-0026201,Martellus Bennett,3,0.0,0.0
00-0031035,Xavier Grimble,3,18.0,1.0
00-0031044,Troy Niklas,3,28.0,1.0
00-0030443,Levine Toilolo,3,22.0,0.0
00-0032134,C.J. Uzomah,2,2.0,1.0
00-0029587,Rhett Ellison,2,6.0,2.0
00-0032429,Jerell Adams,2,0.0,0.0
00-0033315,Cole Hikutini,2,30.0,0.0
00-0031302,C.J. Fiedorowicz,2,0.0,0.0
00-0033387,Jacob Hollister,2,0.0,0.0
00-0028093,Niles Paul,2,8.0,0.0
00-0032139,Ben Koyack,2,2.0,1.0
00-0033611,Ricky Seals-Jones,2,22.0,1.0
00-0030422,Dion Sims,2,24.0,0.0
00-0025549,Brent Celek,2,10.0,1.0
00-0024268,Anthony Fasano,2,14.0,1.0
00-0031690,Eric Tomlinson,2,40.0,1.0
00-0027732,Michael Hoomanawanui,2,4.0,1.0
00-0033559,Michael Roberts,1,30.0,0.0
00-0031260,Logan Thomas,1,0.0,0.0
00-0033528,Jeremy Sprinkle,1,14.0,1.0
00-0029740,Ifeanyi Momah,1,0.0,0.0
00-0027321,Jeff Cumberland,1,0.0,0.0
00-0030549,Tyler Eifert,1,0.0,0.0
00-0028987,Phillip Supernaw,1,22.0,1.0
00-0033043,Austin Traylor,1,28.0,0.0
00-0029634,James Hanna,1,0.0,0.0
00-0031533,Randall Telfer,1,0.0,0.0
00-0032394,Nick Vannett,1,34.0,1.0
00-0028042,Luke Stocker,1,16.0,1.0
00-0032256,Clive Walford,1,0.0,0.0
00-0032227,Jeff Heuerman,1,26.0,1.0
00-0028097,Lee Smith,1,6.0,0.0
00-0032120,Neal Sterling,1,0.0,0.0
00-0029119,Derek Carrier,1,28.0,0.0
00-0032062,Blake Bell,1,0.0,0.0
00-0031484,Chris Manhertz,1,0.0,0.0
00-0031884,Gabe Holmes,1,0.0,0.0
00-0031744,Matt LaCosse,1,0.0,0.0
00-0032430,David Morgan,1,2.0,1.0
