Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
152,Greg Dulcich,NYG,13,TE16,131.0,174.0,169.0,158.0,00-0037252,TE,2022,0.5882352941176471,22,2022,0.751,24.407667,0.006,80.0,6.7,4.696969696969697
159,Sam LaPorta,DET,9,TE17,201.0,154.0,144.0,166.3,00-0039065,TE,2022,--,21,2023,-1.0,--,0.011000000000000001,34.0,12.1,--
176,Luke Musgrave,GB,6,TE18,178.0,182.0,176.0,178.7,00-0039144,TE,2022,--,21,2023,-1.0,--,0.009000000000000001,42.0,10.8,--
180,Juwan Johnson,NO,11,TE19,219.0,192.0,130.0,180.3,00-0036040,TE,2022,0.9024390243902439,25,2020,0.6481250000000001,48.388668,0.027000000000000003,,0.0,3.9523809523809526
191,Gerald Everett,,,TE20,220.0,177.0,187.0,194.7,00-0033895,TE,2022,0.9387755102040817,28,2017,0.588125,17.32,0.028999999999999998,44.0,10.5,5.620689655172414
192,Taysom Hill,NO,11,TE21,147.0,198.0,243.0,196.0,00-0033357,TE,2022,0.9591836734693877,32,2017,0.33875,67.07904,0.055,,0.0,4.111111111111111
193,Irv Smith Jr.,HOU,7,TE22,176.0,233.0,190.0,199.7,00-0034970,TE,2022,0.5606060606060606,24,2019,0.52625,19.248571,0.008,50.0,9.7,3.64
198,Dawson Knox,BUF,13,TE23,134.0,210.0,268.0,204.0,00-0035689,TE,2022,0.8787878787878788,25,2019,0.804,30.869808,0.062,96.0,5.5,4.020833333333333
200,Zach Ertz,WAS,14,TE24,149.0,232.0,232.0,204.3,00-0030061,TE,2022,0.9212121212121213,31,2013,0.7859999999999999,20.251556,0.001,35.0,12.0,2.765957446808511
204,Tyler Conklin,LAC,5,TE25,144.0,238.0,241.0,207.7,00-0034270,TE,2022,1.0,27,2018,0.77,42.734924,0.032,157.0,2.4,4.896551724137931
205,Hayden Hurst,,,TE26,153.0,242.0,231.0,208.7,00-0034830,TE,2022,0.9146341463414634,29,2018,0.6138461538461539,17.742435,0.032,25.0,14.1,3.576923076923077
208,Jake Ferguson,DAL,7,TE27,224.0,205.0,205.0,211.3,00-0038041,TE,2022,0.9411764705882353,23,2022,0.405625,15.808001,0.005,129.0,3.7,6.526315789473684
210,Michael Mayer,LV,13,TE28,203.0,196.0,238.0,212.3,00-0039066,TE,2022,--,21,2023,-1.0,--,0.01,35.0,12.0,--
211,Mike Gesicki,CIN,7,TE29,199.0,247.0,203.0,216.3,00-0034829,TE,2022,0.9878048780487805,26,2018,0.438235294117647,43.604416,0.02,42.0,10.8,3.03125
230,Hunter Henry,NE,11,TE30,206.0,,222.0,214.0,00-0033090,TE,2022,0.8070175438596491,27,2016,0.7558823529411766,24.636625,0.068,35.0,12.0,4.951219512195122
259,Isaiah Likely,BAL,13,TE31,,249.0,258.0,253.5,00-0037838,TE,2022,0.9411764705882353,22,2022,0.39,38.289505,0.005,139.0,3.2,4.194444444444445
272,Trey McBride,ARI,14,TE32,,246.0,286.0,266.0,00-0037744,TE,2022,0.9411764705882353,22,2022,0.543125,33.899994,0.008,55.0,9.1,4.0344827586206895
281,Cade Otton,TB,5,TE33,,280.0,266.0,273.0,00-0038129,TE,2022,1.0,23,2022,0.6856249999999999,24.78423,0.005,106.0,4.9,4.142857142857143
282,Noah Fant,CIN,7,TE34,,283.0,265.0,274.0,00-0035644,TE,2022,0.9701492537313433,24,2019,0.6005882352941176,18.068604,0.017,20.0,15.5,4.42
287,Jared Scott,,,TE35,,248.0,,248.0,00-0037629,TE,2022,--,23,2022,-1.0,--,--,,0.0,--
289,Jonnu Smith,PIT,6,TE36,,250.0,,250.0,00-0033858,TE,2022,0.9191919191919192,27,2017,0.48,8.233334,0.033,100.0,5.3,7.407407407407407
294,Carl Tucker,,,TE37,,257.0,,257.0,00-0036597,TE,2022,--,25,2021,-1.0,--,--,,0.0,--
303,Josh Babicz,,,TE39,,265.0,,265.0,00-0037359,TE,2022,--,23,2022,-1.0,--,--,,0.0,--
304,Logan Thomas,,,TE40,,,267.0,267.0,00-0031260,TE,2022,0.8870967741935484,31,2014,0.6835714285714286,18.53936,0.044000000000000004,120.0,4.1,3.230769230769231
305,Nick Muse,PHI,10,TE41,,267.0,,267.0,00-0037317,TE,2022,1.0,23,2022,0.0,--,0.004,227.0,0.0,--
311,Jelani Woods,IND,11,TE42,,273.0,,273.0,00-0037755,TE,2022,0.8823529411764706,23,2022,0.338,32.14697,0.006,73.0,7.3,4.8
314,Miller Forristall,,,TE43,,277.0,,277.0,00-0036692,TE,2022,0.75,24,2021,0.055,,0.004,,0.0,0
315,Trey Burton,,,TE44,,278.0,,278.0,00-0030710,TE,2022,0.9122807017543859,30,2014,-1.0,--,--,,0.0,--
318,Luke Schoonmaker,DAL,7,TE45,,,279.0,279.0,00-0038547,TE,2022,--,23,2023,-1.0,--,0.006999999999999999,58.0,8.7,--
348,Josh Hill,,,TE46,,306.0,,306.0,00-0030216,TE,2022,0.9541984732824428,32,2013,-1.0,--,--,,0.0,--
355,Derek Carrier,,,TE48,,315.0,,315.0,00-0029119,TE,2022,0.6461538461538462,32,2012,-1.0,--,--,,0.0,--
360,Eric Tomlinson,,,TE49,,322.0,,322.0,00-0031690,TE,2022,0.9175257731958762,30,2015,0.3576470588235294,17.32982,0.005,,0.0,4.888888888888889
