"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0025418","Greg Olsen",132,8.2,34.9,"TE","CAR",23.7
2,"00-0027981","Kyle Rudolph",133,8.3,36.6,"TE","MIN",22.7
3,"00-0030506","Travis Kelce",118,7.4,33.6,"TE","KC",21.9
4,"00-0024389","Delanie Walker",102,6.8,30.8,"TE","TEN",20.7
5,"00-0022127","Jason Witten",95,6.3,30.1,"TE","DAL",19.8
6,"00-0028112","Charles Clay",87,5.8,28.8,"TE","BUF",18.9
7,"00-0027714","Dennis Pitta",121,7.6,41.9,"TE","BAL",18.1
8,"00-0030061","Zach Ertz",106,7.6,37.9,"TE","PHI",17.5
9,"00-0027696","Jimmy Graham",95,5.9,34.4,"TE","SEA",17.3
10,"00-0021547","Antonio Gates",94,7.2,35.4,"TE","LAC",16.6
11,"00-0027985","Lance Kendricks",87,5.4,33.1,"TE","LA",16.4
12,"00-0031302","C.J. Fiedorowicz",89,5.9,36.1,"TE","HOU",15.4
13,"00-0030472","Jordan Reed",90,7.5,37.2,"TE","WAS",15.1
14,"00-0026281","Gary Barnidge",83,5.2,35.1,"TE","CLE",14.8
15,"00-0031387","Eric Ebron",85,6.5,36.4,"TE","DET",14.6
16,"00-0031273","Cameron Brate",81,5.4,36.1,"TE","TB",14
17,"00-0026201","Martellus Bennett",73,4.6,34.2,"TE","NE",13.3
18,"00-0030181","Jack Doyle",75,4.7,35.9,"TE","IND",13
19,"00-0030108","Ryan Griffin",74,4.6,36.1,"TE","HOU",12.8
20,"00-0029697","Coby Fleener",82,5.1,41.6,"TE","NO",12.3
21,"00-0032004","Will Tye",70,4.4,37.3,"TE","NYG",11.7
22,"00-0027125","Zach Miller",64,6.4,34.4,"TE","CHI",11.6
23,"00-0028903","Garrett Celek",50,3.8,30.4,"TE","SF",10.3
24,"00-0032135","Jesse James",61,3.8,37.4,"TE","PIT",10.2
25,"00-0024221","Vernon Davis",59,3.9,37.2,"TE","WAS",9.9
26,"00-0030710","Trey Burton",60,4.3,37.9,"TE","PHI",9.9
27,"00-0027873","Jermaine Gresham",61,3.8,40,"TE","ARI",9.5
28,"00-0033090","Hunter Henry",54,4.2,35.4,"TE","LAC",9.5
29,"00-0029689","Dwayne Allen",53,3.8,35.9,"TE","IND",9.2
30,"00-0030470","Vance McDonald",45,4.5,30.4,"TE","SF",9.2
31,"00-0030549","Tyler Eifert",47,5.9,33.9,"TE","CIN",8.7
32,"00-0032256","Clive Walford",52,3.5,37.2,"TE","LV",8.7
33,"00-0027061","Jared Cook",51,5.1,38.5,"TE","GB",8.3
34,"00-0028067","Julius Thomas",51,5.7,39,"TE","JAX",8.2
35,"00-0031384","Richard Rodgers",47,3.1,38.5,"TE","GB",7.6
36,"00-0030422","Dion Sims",35,2.7,29.3,"TE","MIA",7.5
37,"00-0032134","C.J. Uzomah",38,4.8,33.9,"TE","CIN",7
38,"00-0027656","Rob Gronkowski",38,4.8,34.2,"TE","NE",6.9
39,"00-0028142","Virgil Green",37,3.7,34.8,"TE","DEN",6.6
40,"00-0030155","Demetrius Harris",32,2.5,33.6,"TE","KC",5.9
41,"00-0026267","Jacob Tamme",31,3.9,33.4,"TE","ATL",5.8
42,"00-0029275","Ladarius Green",35,5.8,37.4,"TE","PIT",5.8
43,"00-0033110","Tyler Higbee",29,2.6,33.1,"TE","LA",5.5
44,"00-0032392","Austin Hooper",28,2.5,33.4,"TE","ATL",5.2
45,"00-0024243","Marcedes Lewis",30,3,39,"TE","JAX",4.8
46,"00-0030514","Mychal Rivera",25,2.5,37.2,"TE","LV",4.2
47,"00-0030089","Luke Willson",21,2.1,34.4,"TE","SEA",3.8
48,"00-0030854","Erik Swoope",22,2.4,35.9,"TE","IND",3.8
49,"00-0032139","Ben Koyack",24,2.7,39,"TE","JAX",3.8
50,"00-0028838","Larry Donnell",22,3.7,37.3,"TE","NYG",3.7
51,"00-0031609","A.J. Derby",20,3.3,34.8,"TE","DEN",3.6
52,"00-0032098","Daniel Brown",20,3.3,34.4,"TE","CHI",3.6
53,"00-0031035","Xavier Grimble",21,2.6,37.4,"TE","PIT",3.5
54,"00-0032429","Jerell Adams",21,2.3,37.3,"TE","NYG",3.5
55,"00-0030216","Josh Hill",22,2.8,41.6,"TE","NO",3.3
