...1,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
346,347,Jordan Reed,,,TE45,,,,349,00-0030472,TE,2019,0.7168141592920354,29,0,0,0,0,0,0,0,0,0,0,0,0,0
349,350,Adam Trautman,DEN,5,TE46,,,,352,00-0036422,TE,2019,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
350,351,Drew Sample,CIN,9,TE47,,,,353,00-0035631,TE,2019,0.5625,23,6,5,30,7.5,1,0,0,0,0,0,0,0,4
360,361,Josiah Deguara,ARI,8,TE48,,,,364,00-0036332,TE,2019,--,22,0,0,0,0,0,0,0,0,0,0,0,0,0
363,364,Jason Witten,,,TE49,,,,367,00-0022127,TE,2019,1.0,37,85,63,529,33.0625,2,4,0,0,0,0,1,4,16
377,378,Hakeem Butler,,,WR118,,,,381,00-0035529,TE,2019,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
378,379,Taysom Hill,NO,6,TE50,,,,382,00-0033357,TE,2019,1.0,29,22,19,234,14.625,5,6,28,156,9.75,1,0,7,16
384,385,Demetrius Harris,,,TE51,,,,389,00-0030155,TE,2019,0.8681318681318682,28,28,15,149,11.461538461538462,2,3,0,0,0,0,0,3,13
385,386,Albert kwuegbunam Jr.,LV,,TE52,,,,390,00-0036423,TE,2019,--,21,0,0,0,0,0,0,0,0,0,0,0,0,0
387,388,Mo Alie-Cox,IND,7,TE53,,,,392,00-0033217,TE,2019,1.0,25,11,8,93,10.333333333333334,1,0,0,0,0,0,0,0,9
