player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0027656,Rob Gronkowski,16,1302.0,81.375,4.7741265,17.437323
00-0032055,Devin Funchess,17,919.0,54.058823,3.3914793,16.98983
00-0030506,Travis Kelce,16,1104.0,69.0,4.5304723,16.0883
00-0030061,Zach Ertz,17,1016.0,59.764706,3.9553478,15.399746
00-0024389,Delanie Walker,18,940.0,52.22222,3.5564423,14.849324
00-0030181,Jack Doyle,15,690.0,46.0,3.2266133,14.3801155
00-0033881,Evan Engram,15,722.0,48.133335,3.640843,14.108873
00-0028112,Charles Clay,14,573.0,40.92857,2.8832743,13.778257
00-0022127,Jason Witten,16,560.0,35.0,3.3575113,10.699954
00-0022943,Benjamin Watson,16,522.0,32.625,3.0885336,10.536484
00-0033090,Hunter Henry,12,579.0,48.25,4.674849,10.49558
00-0027061,Jared Cook,16,688.0,43.0,3.9537618,10.373622
00-0027125,Zach Miller,8,236.0,29.5,2.953259,10.030689
00-0025418,Greg Olsen,8,298.0,37.25,3.191712,9.999799
00-0024221,Vernon Davis,16,648.0,40.5,4.186026,9.214989
00-0031299,Jordan Matthews,10,282.0,28.2,3.0801668,9.07407
00-0030472,Jordan Reed,6,211.0,35.166668,4.212093,8.982924
00-0027981,Kyle Rudolph,18,585.0,32.5,3.8532164,8.91719
00-0033288,George Kittle,15,515.0,34.333332,3.9518166,8.489847
00-0026201,Martellus Bennett,9,286.0,31.777779,4.02718,8.445384
00-0031387,Eric Ebron,16,574.0,35.875,4.588201,8.239227
00-0031273,Cameron Brate,16,591.0,36.9375,4.5077567,8.114478
00-0032117,Nick O'Leary,14,344.0,24.571428,3.1226234,8.0659895
00-0031302,C.J. Fiedorowicz,5,127.0,25.4,3.651017,8.008928
00-0033043,Austin Traylor,4,100.0,25.0,3.0520024,7.996777
00-0027696,Jimmy Graham,16,520.0,32.5,3.9670901,7.721395
00-0031418,Austin Seferian-Jenkins,13,357.0,27.461538,3.5878954,7.396504
00-0028067,Julius Thomas,14,388.0,27.714285,3.7280295,7.257126
00-0033879,O.J. Howard,13,432.0,33.23077,4.494258,7.2339425
00-0027675,Ed Dickson,15,440.0,29.333334,3.4189725,7.1395774
00-0033080,Seth DeValve,16,395.0,24.6875,3.509286,7.1043744
00-0033611,Ricky Seals-Jones,8,201.0,25.125,3.4677553,7.0068593
00-0032214,Tyler Kroft,15,404.0,26.933332,3.753689,6.9541087
00-0029587,Rhett Ellison,12,235.0,19.583334,3.2332125,6.926683
00-0032392,Austin Hooper,18,544.0,30.222221,4.185747,6.9052353
00-0031609,A.J. Derby,11,244.0,22.181818,3.7873743,6.600377
00-0033885,David Njoku,16,386.0,24.125,3.509286,6.361465
00-0030108,Ryan Griffin,6,158.0,26.333334,4.0754457,6.349218
00-0027873,Jermaine Gresham,14,322.0,23.0,3.85412,6.3214264
00-0032725,Stephen Anderson,14,342.0,24.428572,3.574281,6.2405877
00-0030470,Vance McDonald,10,300.0,30.0,4.455999,6.064533
00-0033896,Adam Shaheen,6,127.0,21.166666,3.1897058,5.756474
00-0028903,Garrett Celek,13,336.0,25.846153,4.173418,5.745878
00-0027985,Lance Kendricks,11,203.0,18.454546,3.557,5.6351905
00-0032135,Jesse James,15,384.0,25.6,4.5423837,5.5138683
00-0024243,Marcedes Lewis,19,339.0,17.842106,3.4066255,5.4670205
00-0030422,Dion Sims,12,180.0,15.0,3.3480434,5.4080834
00-0029697,Coby Fleener,11,295.0,26.818182,4.4437823,5.399888
00-0031598,Nick Boyle,15,203.0,13.533334,3.054609,5.2780223
00-0028142,Virgil Green,11,191.0,17.363636,3.5472834,5.1158743
00-0033110,Tyler Higbee,15,306.0,20.4,4.2095766,4.975786
00-0029793,Brandon Williams,9,121.0,13.444445,3.2553372,4.615885
00-0021547,Antonio Gates,16,316.0,19.75,4.563659,4.540603
00-0032098,Daniel Brown,8,129.0,16.125,3.574731,4.4714055
00-0030710,Trey Burton,15,260.0,17.333334,4.026826,4.434222
00-0031384,Richard Rodgers,9,160.0,17.777779,3.7855754,4.287035
00-0030443,Levine Toilolo,9,134.0,14.888889,4.026847,4.1423984
00-0030155,Demetrius Harris,14,246.0,17.571428,4.3576965,4.055419
00-0032227,Jeff Heuerman,10,142.0,14.2,3.4951088,3.9559658
00-0031690,Eric Tomlinson,8,121.0,15.125,3.8775842,3.9467726
00-0032394,Nick Vannett,8,124.0,15.5,4.363313,3.8798177
00-0033895,Gerald Everett,14,248.0,17.714285,4.122646,3.8557703
00-0033858,Jonnu Smith,15,176.0,11.733334,3.642922,3.7080297
00-0031044,Troy Niklas,11,132.0,12.0,3.6487358,3.7070527
00-0030216,Josh Hill,12,228.0,19.0,4.76141,3.6967266
00-0024268,Anthony Fasano,8,107.0,13.375,3.7025442,3.4224772
00-0030089,Luke Willson,13,153.0,11.769231,3.9821916,3.344794
00-0029738,Darren Fells,13,177.0,13.615385,4.74044,3.1861103
00-0025549,Brent Celek,13,136.0,10.461538,3.857929,3.1245053
00-0031951,James O'Shaughnessy,16,172.0,10.75,3.517095,2.9935584
