Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
159,Taysom Hill,N,12 O,TE17,181.0,161.0,147.0,163.0,00-0033357,TE,2023,0.9565217391304348,33,2017,0.375625,51.88784,0.055,,0.0,4.03030303030303
173,Isaiah Likely,BAL,14,TE18,148.0,181.0,192.0,173.7,00-0037838,TE,2023,0.9705882352941176,23,2022,0.4364705882352941,49.195255,0.005,139.0,3.2,7.2
177,Luke Musgrave,GB,10,TE19,206.0,147.0,175.0,176.0,00-0039144,TE,2023,0.6470588235294118,22,2023,0.6527272727272727,15.596546,0.009000000000000001,42.0,10.8,4.970588235294118
187,Tyler Conklin,LAC,5,TE20,194.0,191.0,181.0,188.7,00-0034270,TE,2023,1.0,28,2018,0.7023529411764705,14.658824,0.032,157.0,2.4,4.032786885245901
190,Jonnu Smith,PIT,9,TE21,139.0,234.0,211.0,194.7,00-0033858,TE,2023,0.9310344827586207,28,2017,0.5735294117647057,32.546,0.016,100.0,5.3,7.14
191,Hunter Henry,NE,14,TE22,215.0,183.0,193.0,197.0,00-0033090,TE,2023,0.8091603053435115,28,2016,0.7478571428571429,49.77526,0.035,35.0,12.0,1.8571428571428572
193,Chig Okonkwo,TEN,5,TE23,210.0,207.0,195.0,204.0,00-0037809,TE,2023,1.0,23,2022,0.6547058823529412,15.547205,0.005,143.0,3.0,4.814814814814815
194,Cade Otton,TB,11,TE24,217.0,179.0,220.0,205.3,00-0038129,TE,2023,1.0,24,2022,0.9623529411764704,27.313625,0.005,106.0,4.9,4.74468085106383
195,Ben Sinnott,WAS,14,TE25,203.0,170.0,246.0,206.3,00-0039912,TE,2023,--,21,2024,-1.0,--,0.006999999999999999,53.0,9.3,--
198,Zach Ertz,WAS,14,TE26,129.0,262.0,254.0,215.0,00-0030061,TE,2023,0.8983050847457628,32,2013,0.6485714285714286,12.571429,0.012,35.0,12.0,1.7037037037037037
203,Noah Fant,CIN,12,TE27,214.0,218.0,232.0,221.3,00-0035644,TE,2023,0.9761904761904762,25,2019,0.541764705882353,10.554945,0.040999999999999995,20.0,15.5,5.53125
209,Dawson Knox,BUF,12,TE28,137.0,271.0,281.0,229.7,00-0035689,TE,2023,0.8433734939759037,26,2019,0.5991666666666665,7.8137774,0.039,96.0,5.5,4.363636363636363
255,Juwan Johnson,NO,12,TE29,,243.0,233.0,238.0,00-0036040,TE,2023,0.8793103448275862,26,2020,0.6476923076923078,45.280254,0.027000000000000003,,0.0,3.918918918918919
258,Ja'Tavion Sanders,CAR,11,TE30,,227.0,265.0,246.0,00-0039356,TE,2023,--,20,2024,-1.0,--,0.005,101.0,5.2,--
261,Mike Gesicki,CIN,12,TE31,,228.0,267.0,247.5,00-0034829,TE,2023,0.98989898989899,27,2018,0.5029411764705882,9.889714,0.01,42.0,10.8,3.0344827586206895
271,Theo Johnson,NYG,11,TE32,,253.0,264.0,258.5,00-0039847,TE,2023,--,22,2024,-1.0,--,0.005,107.0,4.8,--
273,Greg Dulcich,NYG,11,TE33,,263.0,255.0,259.0,00-0037252,TE,2023,0.35294117647058826,23,2022,0.27,4.205,0.006,80.0,6.7,1.6666666666666667
277,Hayden Hurst,,,TE34,,299.0,222.0,260.5,00-0034830,TE,2023,0.8484848484848485,30,2018,0.5066666666666666,19.956112,0.004,25.0,14.1,3.7222222222222223
282,Colby Parkinson,LAR,6,TE35,,260.0,273.0,266.5,00-0036244,TE,2023,0.8059701492537313,24,2020,0.4735294117647058,11.50533,0.028999999999999998,133.0,3.5,3.44
283,Donta Foreman,RB79,,,,,,240.0,00-0036244,TE,2023,0.8059701492537313,24,2020,0.4735294117647058,11.50533,0.028999999999999998,133.0,3.5,3.44
295,Michael Mayer,LV,10,TE36,,278.0,289.0,283.5,00-0039066,TE,2023,0.8235294117647058,22,2023,0.7100000000000001,19.491817,0.01,35.0,12.0,6.074074074074074
304,Daniel Bellinger,NYG,11,TE37,,309.0,274.0,291.5,00-0038115,TE,2023,0.8823529411764706,22,2022,0.6394117647058825,8.341411,0.005,112.0,4.6,5.36
308,Tucker Kraft,GB,10,TE38,,276.0,,276.0,00-0038996,TE,2023,1.0,22,2023,0.5658823529411764,18.140556,0.006,78.0,6.9,7.483870967741935
331,Jeff Wilson Jr.,SF,9,RB91,,,300.0,300.0,00-0036244,TE,2023,0.8059701492537313,24,2020,0.4735294117647058,11.50533,0.028999999999999998,133.0,3.5,3.44
336,Nick Keizer,,,TE39,,307.0,,307.0,00-0034192,TE,2023,1.0,28,2018,-1.0,--,--,,0.0,--
337,Mo Alie-Cox,IND,14,TE40,,312.0,,312.0,00-0033217,TE,2023,0.9895833333333334,29,2017,0.3870588235294118,13.40359,0.027999999999999997,,0.0,6.153846153846154
342,Jason Witten,,,TE41,,319.0,,319.0,00-0022127,TE,2023,1.0,41,2003,-1.0,--,--,69.0,7.6,--
343,Vernon Davis,,,TE42,,321.0,,321.0,00-0024221,TE,2023,0.9344262295081968,39,2006,-1.0,--,--,6.0,23.2,--
