player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0030506,Travis Kelce,17,1202.0,70.70588,4.047798,17.633757
00-0025418,Greg Olsen,16,1073.0,67.0625,3.7795513,17.547455
00-0030061,Zach Ertz,14,816.0,58.285713,3.5032067,17.053038
00-0031299,Jordan Matthews,14,804.0,57.42857,3.5559049,16.281296
00-0024389,Delanie Walker,15,800.0,53.333332,3.7803578,14.875177
00-0030549,Tyler Eifert,8,394.0,49.25,3.731543,14.118669
00-0027656,Rob Gronkowski,8,540.0,67.5,4.4911757,12.947312
00-0027981,Kyle Rudolph,16,840.0,52.5,4.144089,12.709491
00-0027696,Jimmy Graham,18,982.0,54.555557,4.4340696,12.311604
00-0031302,C.J. Fiedorowicz,17,630.0,37.058823,3.116373,12.302293
00-0031387,Eric Ebron,14,734.0,52.42857,4.4221034,12.155165
00-0028112,Charles Clay,15,552.0,36.8,3.2930496,12.03825
00-0029275,Ladarius Green,6,304.0,50.666668,4.1147914,11.730515
00-0022127,Jason Witten,16,732.0,45.75,3.9363549,11.679705
00-0030470,Vance McDonald,10,391.0,39.1,3.2038589,11.434725
00-0031273,Cameron Brate,15,660.0,44.0,3.9766963,11.384152
00-0030472,Jordan Reed,12,686.0,57.166668,5.1520514,11.346513
00-0027714,Dennis Pitta,16,729.0,45.5625,4.1057625,11.269709
00-0027125,Zach Miller,10,486.0,48.6,4.368918,11.135807
00-0026281,Gary Barnidge,16,612.0,38.25,3.7492785,10.76693
00-0021547,Antonio Gates,13,548.0,42.153847,4.2218513,9.9846945
00-0027061,Jared Cook,13,606.0,46.615383,4.603042,9.788685
00-0026201,Martellus Bennett,19,799.0,42.05263,4.4160414,9.332055
00-0032120,Neal Sterling,5,110.0,22.0,2.6363559,8.989533
00-0027985,Lance Kendricks,16,499.0,31.1875,3.4896626,8.950867
00-0033090,Hunter Henry,13,478.0,36.76923,4.4448223,8.487895
00-0030181,Jack Doyle,16,584.0,36.5,4.4346824,8.317377
00-0029697,Coby Fleener,16,631.0,39.4375,4.864231,8.109378
00-0030108,Ryan Griffin,18,471.0,26.166666,3.1683874,8.097584
00-0024221,Vernon Davis,15,583.0,38.866665,4.9469132,7.984404
00-0030854,Erik Swoope,9,297.0,33.0,4.3907027,7.720543
00-0032055,Devin Funchess,14,371.0,26.5,3.6958745,7.35723
00-0028903,Garrett Celek,13,350.0,26.923077,3.3916783,7.335014
00-0032004,Will Tye,17,461.0,27.117647,4.053823,7.1987863
00-0028067,Julius Thomas,9,281.0,31.222221,4.163795,7.0909977
00-0029689,Dwayne Allen,14,406.0,29.0,4.42208,6.5709147
00-0032134,C.J. Uzomah,8,234.0,29.25,4.423496,6.5066204
00-0030514,Mychal Rivera,11,223.0,20.272728,3.5425668,6.441604
00-0032256,Clive Walford,16,375.0,23.4375,3.8775132,6.2459707
00-0030710,Trey Burton,14,327.0,23.357143,3.5727308,6.221484
00-0027873,Jermaine Gresham,16,391.0,24.4375,4.127807,6.1513004
00-0028142,Virgil Green,10,237.0,23.7,3.9021695,6.0142603
00-0032227,Jeff Heuerman,6,141.0,23.5,3.9009721,5.9886794
00-0031609,A.J. Derby,6,160.0,26.666666,4.265656,5.889814
00-0032135,Jesse James,19,475.0,25.0,4.2761292,5.735794
00-0029878,MarQueis Gray,8,174.0,21.75,4.01115,5.5658274
00-0032098,Daniel Brown,6,124.0,20.666666,4.143111,5.3330245
00-0032139,Ben Koyack,9,161.0,17.88889,3.4620633,5.0748677
00-0026267,Jacob Tamme,8,210.0,26.25,5.2896533,5.059772
00-0033080,Seth DeValve,8,127.0,15.875,3.467938,4.8507767
00-0031418,Austin Seferian-Jenkins,9,154.0,17.11111,3.8808632,4.657949
00-0030422,Dion Sims,14,290.0,20.714285,4.428529,4.6437564
00-0029738,Darren Fells,9,154.0,17.11111,3.9162416,4.587982
00-0025549,Brent Celek,10,155.0,15.5,3.292209,4.272369
00-0032392,Austin Hooper,14,336.0,24.0,5.2764487,4.260872
00-0031384,Richard Rodgers,16,305.0,19.0625,4.493662,4.2573485
00-0024243,Marcedes Lewis,10,169.0,16.9,4.065877,4.2245116
00-0032117,Nick O'Leary,10,114.0,11.4,3.0675757,4.1967716
00-0030443,Levine Toilolo,15,295.0,19.666666,5.106234,4.0329466
00-0030216,Josh Hill,8,149.0,18.625,5.059112,3.780568
00-0032429,Jerell Adams,9,122.0,13.555555,3.6340022,3.729921
00-0031035,Xavier Grimble,8,118.0,14.75,4.687684,3.3406937
00-0030089,Luke Willson,12,133.0,11.083333,4.1028748,2.8787413
00-0027675,Ed Dickson,12,134.0,11.166667,3.7278554,2.7471716
00-0030155,Demetrius Harris,14,123.0,8.785714,3.975629,2.1652286
