...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
249,250,Dallas Goedert,PHI,9,TE28,,,,266,,259,255.7,00-0034351,TE,2017,--,22,2018,-1,--,0.008,49,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0
261,262,Jake Butt,,,TE29,,,,295,,224,267.3,00-0033564,TE,2017,0.0,22,2017,-1,--,0.004,145,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
264,265,Vernon Davis,,,TE30,,,,308,,258,276,00-0024221,TE,2017,1.0,33,2006,0.79,29.337166,0.03,6,23.2,69,43,648,40.5,11,3,0,0,0,0,2,3,16
273,274,Hunter Henry,NE,11,TE31,,,,,,461,307.5,00-0033090,TE,2017,0.9375,22,2016,0.6457142857142857,30.771137,0.01,35,12,62,45,579,48.25,8,4,0,0,0,0,0,4,12
276,277,Ryan Griffin,,,TE32,,,,305,,245,282,00-0030108,TE,2017,0.8933333333333333,27,2013,0.6957142857142856,40.654667,0.018000000000000002,,0,27,13,158,26.333333333333332,2,1,0,0,0,0,0,1,6
285,286,Nick Vannett,MIN,10,TE33,,,,335,,294,288.3,00-0032394,TE,2017,1.0,24,2016,0.2746666666666666,12.471427,0.005,94,5.7,15,12,124,15.5,1,1,0,0,0,0,0,1,8
288,289,Ed Dickson,,,TE34,,,,344,,235,291,00-0027675,TE,2017,1.0,30,2010,0.811875,36.380714,0.02,70,7.5,49,30,437,31.214285714285715,7,1,0,0,0,0,0,1,14
295,296,Jordan Matthews,,,TE35,,,,,,201,201,00-0031299,TE,2017,0.9393939393939394,25,2014,0.7779999999999999,7.886223,0.006,42,10.8,36,25,282,28.2,3,1,0,0,0,0,1,1,10
299,300,Luke Willson,,,TE36,,,,337,,256,298.7,00-0030089,TE,2017,1.0,27,2013,0.355,20.333591,0.013999999999999999,158,2.4,22,15,153,11.76923076923077,2,4,0,0,0,0,0,4,13
310,311,Geoff Swaim,,,TE37,,,,,,289,283,00-0032141,TE,2017,0.8571428571428571,23,2015,0.17133333333333337,0.6049999,0.004,246,0,2,2,25,12.5,0,0,0,0,0,0,0,0,2
313,314,Jesse James,,,TE38,,,,,,263,284.5,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160,2.3,63,43,372,26.571428571428573,1,3,0,0,0,0,0,3,14
315,316,Virgil Green,,,TE39,,,,339,,280,305.7,00-0028142,TE,2017,1.0,29,2011,0.474375,5.860728,0.016,204,0.7,22,14,191,17.363636363636363,3,1,0,0,0,0,0,1,11
325,326,Stephen Anderson,,,TE40,,,,343,,260,301.5,00-0032725,TE,2017,1.0,24,2016,0.4206666666666667,23.202637,0.004,,0,52,25,342,24.428571428571427,5,1,0,0,0,0,0,1,14
327,328,Mark Andrews,BAL,10,TE41,,,,,,261,261,00-0034753,TE,2017,--,21,2018,-1,--,0.005,86,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0
328,329,Adam Shaheen,,,TE42,,,,,,262,262,00-0033896,TE,2017,1.0,22,2017,0.30538461538461537,38.029667,0.009000000000000001,45,10.4,14,12,127,21.166666666666668,2,3,0,0,0,0,0,3,6
329,330,Tyler Kroft,,,TE43,,,,334,,273,303.5,00-0032214,TE,2017,1.0,24,2015,0.858125,56.449234,0.005,85,6.3,62,42,404,26.933333333333334,4,7,0,0,0,0,0,7,15
330,331,Rico Gathers,,,TE44,,,,,,265,265,00-0033054,TE,2017,0.058823529411764705,23,2016,-1,--,0.003,217,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
333,334,Gerald Everett,,,TE45,,,,342,,274,308,00-0033895,TE,2017,1.0,23,2017,0.2875,14.386923,0.009000000000000001,44,10.5,32,16,244,18.76923076923077,4,2,1,13,1,0,1,2,13
337,338,Blake Jarwin,,,TE46,,,,,,281,281,00-0033658,TE,2017,1.0,23,2017,0.05,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,340,Joe Williams,,,RB89,,,,330,,298,314,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160,2.3,63,43,372,26.571428571428573,1,3,0,0,0,0,0,3,14
350,351,Garrett Celek,,,TE47,,,,,,293,293,00-0028903,TE,2017,0.8048780487804879,29,2012,-1,31.887693,0.016,,0,33,21,336,25.846153846153847,6,4,0,0,0,0,0,4,13
362,363,Jonnu Smith,PIT,7,TE48,,,,,,306,306,00-0033858,TE,2017,1.0,22,2017,0.5399999999999999,13.494742,0.005,100,5.3,30,18,157,12.076923076923077,2,2,0,0,0,0,0,2,13
371,372,Dwayne Allen,,,TE49,,,,,,318,318,00-0029689,TE,2017,0.7857142857142857,27,2012,0.4225,6.53,0.031,64,8.1,22,10,86,7.166666666666667,1,1,0,0,0,0,0,1,12
378,379,Tyler Higbee,LAR,12,TE50,,,,326,,385,355.5,00-0033110,TE,2017,1.0,24,2016,0.711875,14.203351,0.005,110,4.7,45,25,295,21.071428571428573,5,1,0,0,0,0,0,1,14
382,383,Jordan Akins,,,TE51,,,,329,,356,342.5,00-0034364,TE,2017,--,25,2018,-1,--,0.005,98,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0
384,385,Michael Roberts,,,TE52,,,,,,331,331,00-0033559,TE,2017,1.0,23,2017,0.22666666666666668,2.547,0.004,127,3.8,7,4,46,9.2,1,0,0,0,0,0,0,0,5
388,389,Jordan Leggett,,,TE53,,,,,,336,336,00-0033953,TE,2017,0.5,22,2017,-1,--,0.004,150,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
389,390,Xavier Grimble,,,TE54,,,,,,337,337,00-0031035,TE,2017,1.0,24,2014,-1,5.986667,0.004,,0,9,5,32,5.333333333333333,0,1,0,0,0,0,0,1,6
392,393,Jeff Heuerman,,,TE55,,,,340,,395,367.5,00-0032227,TE,2017,1.0,24,2015,0.32857142857142857,18.388443,0.005,92,5.8,18,9,142,14.2,2,2,0,0,0,0,0,2,10
394,395,Dennis Pitta,,,TE56,,,,,,345,345,00-0027714,TE,2017,0.9594594594594594,32,2010,-1,--,0.018000000000000002,114,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
403,405,Coby Fleener,,,TE57,,,,,,360,360,00-0029697,TE,2017,0.95,28,2012,0.3663636363636364,34.416183,0.046,34,12.1,30,22,295,26.818181818181817,7,2,0,0,0,0,0,2,11
409,411,Clive Walford,,,TE58,,,,,,368,368,00-0032256,TE,2017,0.9591836734693877,25,2015,0.16,12.494667,0.004,68,7.7,13,9,80,13.333333333333334,1,0,0,0,0,0,0,0,6
410,412,Marcedes Lewis,,,TE59,,,,,,373,373,00-0024243,TE,2017,0.9577464788732394,33,2006,0.8006249999999999,52.581173,0.012,28,13.4,49,24,318,19.875,5,5,0,0,0,0,0,5,16
423,425,Aaron Hernandez,,,TE60,,,,,,388,388,00-0027713,TE,2017,1.0,27,2010,-1,--,0.0,113,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
442,444,Jacob Hollister,,,TE61,,,,,,412,412,00-0033387,TE,2017,1.0,23,2017,0.07866666666666668,1.4425,0.003,,0,11,4,42,4.666666666666667,0,0,1,5,0.5555555555555556,0,0,0,9
456,458,Niles Paul,,,TE62,,,,,,428,428,00-0028093,TE,2017,0.92,28,2011,0.34071428571428575,3.4301815,0.013000000000000001,155,2.5,19,13,94,8.545454545454545,1,0,2,4,0.36363636363636365,0,0,0,11
461,463,Nick Boyle,,,TE63,,,,,,433,433,00-0031598,TE,2017,0.5365853658536586,24,2015,0.69,4.7698097,0.004,171,1.9,38,28,203,13.533333333333333,0,0,0,0,0,0,0,0,15
463,465,Jermaine Gresham,,,TE64,,,,,,435,435,00-0027873,TE,2017,1.0,29,2010,0.765,18.25824,0.042,21,15.2,46,33,322,23,3,2,0,0,0,0,0,2,14
467,469,Demetrius Harris,,,TE65,,,,,,439,439,00-0030155,TE,2017,0.8305084745762712,26,2013,0.4625,13.973974,0.01,,0,36,18,224,17.23076923076923,3,1,0,0,0,0,0,1,13
468,470,Seth DeValve,,,TE66,,,,,,440,440,00-0033080,TE,2017,1.0,24,2016,0.498125,8.070958,0.004,138,3.2,58,33,395,24.6875,7,1,0,0,0,0,1,1,16
470,472,Lee Smith,,,TE67,,,,,,442,442,00-0028097,TE,2017,0.7652173913043478,29,2011,0.33562499999999995,0.87999994,0.017,159,2.3,11,8,76,12.666666666666666,1,0,0,0,0,0,0,0,6
471,473,Lance Kendricks,,,TE68,,,,,,443,443,00-0027985,TE,2017,1.0,29,2011,0.448125,12.976182,0.012,47,10.1,35,18,203,18.454545454545453,3,1,0,0,0,0,0,1,11
473,475,A.J. Derby,,,TE69,,,,,,445,445,00-0031609,TE,2017,0.967741935483871,25,2015,0.44272727272727275,30.268547,0.004,202,0.8,40,21,244,22.181818181818183,3,2,0,0,0,0,1,2,11
478,480,Chris Herndon,IV,,TE70,,,,,,450,450,00-0034766,TE,2017,--,21,2018,-1,--,0.004,107,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
479,481,Nick O'Leary,,,TE71,,,,,,451,451,00-0032117,TE,2017,1.0,25,2015,0.5453333333333334,11.040897,0.006999999999999999,194,1.1,32,22,322,24.76923076923077,7,2,0,0,0,0,1,2,13
480,482,Logan Paulsen,,,TE72,,,,,,452,452,00-0027215,TE,2017,1.0,30,2010,-1,0.0,0.006,,0,2,0,0,0,0,0,0,0,0,0,0,0,0
483,485,Josh Hill,,,TE73,,,,,,455,455,00-0030216,TE,2017,0.9518072289156626,27,2013,0.57375,6.8312225,0.017,,0,22,16,125,12.5,1,1,1,-8,-0.8,0,2,1,10
